id,question,option_a,option_b,option_c,option_d,correct_option
OIC-074-13-A,"Chez les patients âgés, quelle précaution est particulièrement importante lors de la prescription d'anxiolytiques benzodiazépines ?",Utiliser une posologie élevée pour un effet rapide,Éviter toute réévaluation de l'efficacité et de la tolérance du traitement,Maintenir une faible posologie et réévaluer régulièrement le traitement,Augmenter progressivement la dose jusqu'à obtenir un effet optimal,c
OIC-074-14-A,Quel est l'aspect crucial à prendre en compte lors de la prescription d'anxiolytiques et d'hypnotiques ?,L'âge du patient,La durée maximale de prescription réglementaire,Le type de benzodiazépine prescrit,La présence de troubles psychiatriques sévères associés,b
OIC-074-15-A,Quel est l'effet indésirable le plus fréquent des benzodiazépines ?,Agitation et agressivité,Troubles mnésiques et altération des capacités de réaction,"Réactions paradoxales, favorisées par l’alcool",Nausées et céphalées en début de traitement,b
OIC-074-16-A,"En cas de syndrome de sevrage sévère d'alcool, quelle voie d'administration des benzodiazépines est privilégiée ?",Voie orale,Voie intramusculaire,Voie intraveineuse,"Pas de voie spécifique, l'effet est le même par toutes les voies",c
OIC-074-17-A,Lequel des énoncés suivants décrit le mieux les hypnotiques ?,Des médicaments utilisés pour traiter l'anxiété.,Des psychotropes qui induisent un état proche du sommeil physiologique.,Des anti-inflammatoires non stéroïdiens (AINS).,Des antibiotiques à large spectre.,b
OIC-074-18-A,Les hypnotiques sont principalement utilisés pour traiter : ,Les troubles de l'humeur,Les douleurs chroniques,Les troubles du sommeil,Les infections bactériennes,c
OIC-074-19-A,Quelle est la durée maximale recommandée pour la prescription d'hypnotiques ?,1 mois,3 mois,6 mois,1 an,option_a
OIC-074-20-A,"Quels sont les effets indésirables potentiels communs entre le zopiclone, le zolpidem et les benzodiazépines ?",Somnolence diurne,Augmentation de la pression artérielle,Troubles digestifs,Tolérance pharmacologique et anxiété rebond,d
OIC-074-21-A,Quel est l'effet principal des thymorégulateurs ?,Augmenter la fréquence des épisodes thymiques,Diminuer la durée et l'intensité des épisodes thymiques,Traiter les crises d'épilepsie uniquement,Stimuler le système immunitaire,b
OIC-074-22-B,Lequel des médicaments suivants est **contre-indiqué** chez une femme enceinte en raison de son potentiel tératogène ?,Lithium,Valproate,Lamotrigine,Carbamazépine,b
OIC-074-23-B,Quel est l'effet indésirable le plus fréquent associé au lithium ?,Hépatite médicamenteuse,Tremblements,Syndrome de Lyell,Cytopénies diverses,b
OIC-074-24-A,Quels sont les principaux psychostimulants utilisés en thérapeutique en France ?,Amphétamines,Méthylphénidate et modafinil,Benzodiazépines,Antidépresseurs sélectifs du recaptage de la sérotonine (ISRS),b
OIC-074-25-B,Lequel des énoncés suivants concernant la prescription du méthylphénidate est **faux** ?,La prescription initiale est réservée aux médecins hospitaliers.,Un avis cardiologique est nécessaire avant le traitement par Ritaline LP chez l'adulte.,Le renouvellement d'ordonnance mensuel peut être effectué par tout médecin.,La prescription du méthylphénidate est illimitée dans le temps.,d
OIC-074-26-B,Lequel des effets indésirables suivants est **le plus susceptible** d'être associé à un usage détourné de psychostimulants comme le méthylphénidate ? ,Perte de poids,Tachycardie,Confusion,Arthralgies,c
OIC-075-01-A,Lequel des énoncés suivants n'est PAS un risque lié au tabagisme actif ou passif ?,Cancer du pancréas,Diminution de la fécondité,Vieillissement cutané,Maladie d'Alzheimer,d
OIC-075-02-A,Quel est le principal facteur contribuant à la dépendance au tabac ?,Le mode de consommation,Les complications physiques et psychiques,La nicotine,L'abandon d'autres sources de plaisir,c
OIC-075-03-B,Quelle est la définition principale d'une cigarette électronique ?,Un mélange de nicotine et d'eau inhalé sous forme de vapeur.,Un produit qui ne présente aucun effet indésirable.,Un dispositif qui chauffe du tabac pour produire de la fumée.,"Un mélange de propylène-glycol, de nicotine et d'arômes vaporisé et inhalé.",d
OIC-075-04-B,Quel est l'effet principal de la nicotine sur le corps humain ?,Elle provoque des cancers.,Elle endommage les parois alvéolaires.,Elle crée une dépendance physique.,Elle stimule la production de radicaux libres.,c
OIC-075-05-B,Quel est l'effet principal de la fumée de tabac sur les vaisseaux sanguins ?,Augmentation du flux sanguin,Diminution de la pression artérielle,Favorisation de la thrombose artérielle,Stimulation de la croissance des vaisseaux sanguins,c
OIC-075-06-A,Quel facteur est identifié comme le plus important en termes de risque pour le développement du cancer lié au tabac ?,Le sexe,L'âge de début de la consommation,La quantité de tabac consommée quotidiennement,La durée de l'intoxication tabagique,d
OIC-075-07-B,"Entre 2016 et 2018, quelle tendance a été observée concernant le tabagisme ?",Augmentation du nombre de fumeurs quotidiens,Diminution du nombre de fumeurs occasionnels,Stabilisation du taux de tabagisme global,Diminution du nombre total de fumeurs,d
OIC-075-08-A,Quel pourcentage d'adultes (18-75 ans) déclarent fumer du tabac en 2019 ?,"26,5%","30,4%","34,6%",75%,b
OIC-075-09-A,À quel âge les jeunes expérimentent-ils généralement le tabac pour la première fois ?,12 ans,15 ans,18 ans,14 ans,d
OIC-075-10-A,"Selon les données épidémiologiques, quel groupe de femmes enceintes présente un taux de tabagisme le plus élevé ?",Femmes âgées,Femmes les plus diplômées,Femmes les plus jeunes,Femmes vivant en milieu rural,c
OIC-075-11-A,"Selon les données présentées, quelle tendance est observée concernant la consommation de tabac ?",Augmentation du tabagisme quotidien,Diminution du tabagisme occasionnel,Stabilisation du tabagisme global,Augmentation du tabagisme occasionnel,d
OIC-075-12-A,Quel pourcentage des cancers est directement lié au tabagisme ?,10%,25%,50%,80%,b
OIC-075-13-A,Quelle est la principale cause de décès évitable en France selon les données fournies ?,Cancer du poumon,Maladies cardiovasculaires,Tabac,Mort foetale in utero,c
OIC-075-14-A,"En France, le tabagisme actif est responsable de combien de décès par an ?",25 000,50 000,75 000,100 000,c
OIC-075-15-A,Lequel des énoncés suivants concernant le tabac et les maladies cardiovasculaires est FAUX ?,L'arrêt du tabac réduit la mortalité liée aux maladies cardiovasculaires.,Le monoxyde de carbone (CO) contenu dans la fumée de cigarette est responsable des troubles cardiovasculaires.,Le tabac est la première cause de mortalité cardiovasculaire évitable chez les femmes ménopausées.,L'intoxication passive peut entraîner des cardiopathies ischémiques.,c
OIC-075-16-A,"Selon les données de 2018, quelle proportion de la population âgée de 18 à 75 ans était considérée comme fumeur ?",11 millions,32%,"25,4%","6,6%",b
OIC-075-17-A,Lequel des énoncés suivants décrit une complication médicale **non** psychiatriques liée au tabagisme passif ?,Dépendance à la nicotine,Cancer du poumon,Troubles anxieux,Asthme chez l'enfant,b
OIC-075-18-B,"Selon les données présentées, quel lien existe-t-il entre le tabagisme et le niveau socio-économique en France ?",Le tabagisme est plus répandu chez les personnes ayant un revenu élevé.,Il n'y a aucun lien observable entre le tabagisme et le niveau socio-économique.,Le tabagisme est moins répandu chez les personnes aux revenus les plus faibles.,Le tabagisme est plus répandu chez les personnes au chômage.,c
OIC-075-19-A,Quel est l'objectif principal du dépistage de la consommation de tabac chez les patients ?,Identifier les patients atteints de maladies respiratoires.,Évaluer le niveau d'addiction au nicotine des patients.,Déterminer le nombre de paquets-années (PA) consommés par chaque patient.,Encourager les patients à arrêter de fumer et leur offrir un suivi personnalisé.,d
OIC-075-20-A,Lequel des éléments suivants est un critère essentiel pour diagnostiquer une dépendance au tabac selon les critères CIM-10 ?,Consommation occasionnelle de tabac sans effets négatifs sur la santé.,Difficultés à contrôler l'usage du tabac et désir puissant de fumer.,Symptômes physiques légers après avoir arrêté de fumer pendant quelques heures.,"Absence d'autres sources de plaisir, mais sans lien avec la consommation de tabac.",b
OIC-075-21-A,Quel est un symptôme courant du sevrage tabagique ?,Augmentation de la libido,Difficultés de concentration,Diminution de l'appétit,Somnolence accrue,b
OIC-075-22-A,Lequel des énoncés suivants n'est PAS une complication médicale non psychiatrique liée au tabagisme ?,Cancer du poumon,Accident vasculaire cérébral,Dépendance à l'alcool,Diminution de la fécondité,c
OIC-075-23-B,"Selon le texte, quelle est la relation entre le tabagisme et les troubles psychiatriques ?",Le tabagisme n'a aucun lien avec les troubles psychiatriques.,Les troubles psychiatriques peuvent augmenter le risque de tabagisme.,Le tabagisme peut aggraver les symptômes des troubles psychiatriques.,Le tabagisme est un traitement efficace pour les troubles psychiatriques.,c
OIC-075-24-A,"Lors d'une consultation médicale, quel est l'objectif principal du processus 5A ?",Diagnostiquer les maladies liées au tabagisme.,Identifier les patients qui souhaitent arrêter de fumer.,Proposer un accompagnement personnalisé pour l'arrêt du tabac.,Susciter la motivation des patients à changer leur comportement.,c
OIC-075-25-A,Quel est l'objectif principal du Programme National de Lutte contre le Tabagisme 2018-2022 ?,Promouvoir la publicité pour les produits du tabac.,Augmenter les prix des substituts nicotiniques.,Faire de chaque mois de novembre le « Mois sans tabac ».,Atteindre un taux de moins de 5% de fumeurs chez les enfants nés depuis 2014 d'ici 2032.,d
OIC-075-26-A,Quel est l'objectif principal des traitements pharmacologiques pour la dépendance au tabac ?,Remplacer les cigarettes par une source de nicotine moins nocive.,Guérir complètement la dépendance au tabac en quelques jours.,Supprimer complètement le besoin de nicotine dans l'organisme.,Diminuer temporairement les symptômes de sevrage tabagique.,a
OIC-075-27-A,Quel service gratuit peut offrir un accompagnement personnalisé pour arrêter de fumer ?,Un site web spécialisé dans les recettes saines,Une ligne téléphonique d'aide aux personnes en détresse,Le Tabac Info Service (3989),Un forum de discussion sur les addictions,c
OIC-075-28-B,Quel est le traitement pharmacologique **en première intention** recommandé pour aider à arrêter de fumer ?,Bupropion,Varénicline,Traitements de substitution nicotinique,Thérapie cognitivo-comportementale (TCC),c
OIC-075-29-B,Quel est l'objectif principal de l'évaluation des comorbidités psychiatriques et des co-addictions avant un sevrage tabagique ?,Diminuer les symptômes de sevrage.,Identifier les troubles anxieux et dépressifs induits par le sevrage.,Améliorer la qualité de vie à distance du sevrage.,Permettre une prise en charge adaptée et efficace du sevrage tabagique.,d
OIC-075-30-B,Quel est l'élément clé à retenir concernant la prise en charge à long terme du sevrage tabagique ?,Le craving et le syndrome de sevrage sont des facteurs de réussite.,La consommation d'alcool et de cannabis augmentent les chances de succès.,"Les rechutes sont fréquentes, il faut donc proposer systématiquement l'arrêt du tabac.",Un sevrage réussi est un sevrage partiel sur une durée ≥ 6 mois.,c
OIC-075-31-B,Quel médicament est indiqué en seconde intention après les traitements de substitution nicotinique pour aider à arrêter de fumer ?,Bupropion,Médicament placebo,Varénicline,Aspirine,c
OIC-075-32-B,"Lors d'une consultation médicale, quel est l'approche recommandée pour aborder le tabagisme ?",Ne pas mentionner le tabagisme à moins que le patient ne le souleve.,Proposer un test de dépistage du tabagisme et orienter les patients vers des ressources si nécessaire.,Utiliser la méthode des 5A pour conseiller l'arrêt du tabac à chaque patient fumeur.,Se concentrer uniquement sur les risques médicaux liés au tabagisme.,c
OIC-076-01-A,"En France, l'alcool est responsable de : ",Une faible prévalence de consommation à risque,Un accès facile aux soins spécialisés pour les patients ayant un mésusage d'alcool,La première cause de mortalité évitable après le tabac,La deuxième cause de mortalité évitable après le tabac,d
OIC-076-02-A,"Quel terme décrit un mode de consommation d'une substance psychoactive qui est préjudiciable à la santé, mais sans les critères de la dépendance ?",Usage à faible risque,Mésusage,Usage nocif,Dépendance,c
OIC-076-03-A,"Selon le contenu éducatif, quelle est la relation entre la dépendance (CIM) et le trouble de l'usage de l'alcool (DSM-5) ?",La dépendance (CIM) est un terme plus général qui englobe tous les troubles de l'usage de l'alcool.,Le trouble de l'usage de l'alcool (DSM-5) est une classification plus précise que la dépendance (CIM).,La dépendance (CIM) correspond au trouble de l'usage de l'alcool (DSM-5) modéré et sévère.,Les deux classifications sont indépendantes et ne se chevauchent pas.,c
OIC-076-04-A,"Selon les repères de Santé Publique France en 2017, quelle est la limite maximale de verres standards d'alcool recommandés par semaine pour une consommation à faible risque ?",5 verres,10 verres,20 verres,Il n'y a pas de limite,b
OIC-076-05-A,Quel est le critère principal qui distingue un usage nocif de l'alcool d'une dépendance à l'alcool selon la CIM 11 ?,La présence de dommages physiques ou psychiques causés par la consommation d'alcool.,Le désir puissant et compulsif d'utiliser de l'alcool (craving).,L'apparition d'un syndrome de sevrage physiologique lors de la diminution ou de l'arrêt de la consommation d'alcool.,"La présence d'au moins trois des manifestations suivantes : craving, difficulté à contrôler l'usage, tolérance, syndrome de sevrage, abandon d'autres activités et poursuite de la consommation malgré les conséquences nocives.",d
OIC-076-06-A,Lequel des énoncés suivants concernant le dépistage du mésusage d'alcool est FAUX ?,"Le dépistage systématique de l'alcool est important pour tous les nouveaux patients, y compris aux urgences.",Le questionnaire AUDIT-C aide à évaluer la consommation déclarée d'alcool en verres standards.,Un score inférieur à 4 sur le questionnaire AUDIT-C indique nécessairement un usage sain de l'alcool.,L'interrogatoire est une méthode essentielle pour détecter un possible mésusage d'alcool.,c
OIC-076-07-A,Quel est le symptôme **obligatoire** du syndrome de sevrage à l'alcool ?,Tremblements,Agitation,Hallucinations visuelles,Aucun symptôme n'est obligatoire,d
OIC-076-08-A,Quel est le diagnostic différentiel principal à éliminer lors d'un coma éthylique ?,Hypoglycémie,Hémorragie cérébrale,Ischémie cérébrale,Acidocétose alcoolique,d
OIC-076-09-A,Lequel des énoncés suivants décrit le mieux l'association entre le mésusage d'alcool et les troubles psychiatriques ?,Les troubles psychiatriques sont toujours la cause du mésusage d'alcool.,Le mésusage d'alcool n'a aucun lien avec les troubles psychiatriques.,Les troubles psychiatriques peuvent être présents avant ou après le début du mésusage d'alcool.,Seuls les troubles anxieux et dépressifs sont associés au mésusage d'alcool.,c
OIC-076-10-A,Lequel des énoncés suivants **N'EST PAS** une complication sociale potentielle du mésusage d'alcool ?,Problèmes financiers et de logement,Amélioration de la santé mentale des proches,Violences intrafamiliales,Conduite en état d’ivresse,b
OIC-076-11-A,Lequel des marqueurs biologiques suivants est le moins sensible pour détecter une consommation d'alcool passée ?,Alcoolémie,GGT,VGM,CDT,c
OIC-076-12-A,Laquelle des affirmations suivantes concernant les complications médicales liées à la consommation d'alcool est **fausse** ?,"L'alcool peut augmenter le risque de certains cancers, notamment ceux des voies aérodigestives supérieures.",La consommation excessive d'alcool peut entraîner une atrophie cérébrale et des troubles cognitifs.,L'alcool n'a aucun impact sur la santé cardiovasculaire et ne contribue pas aux problèmes cardiaques.,"Le syndrome de Korsakoff est un trouble neurologique lié à l'abus d'alcool, souvent associé à une carence en vitamine B1.",c
OIC-076-13-A,Quel est le principal objectif de la prévention primaire du mésusage d'alcool ?,Traiter les personnes déjà dépendantes à l'alcool.,Promouvoir une consommation responsable de l'alcool chez les adultes.,"Éduquer et informer les jeunes sur les risques liés à la consommation d'alcool, afin de retarder ou d'éviter leur première consommation.",Stigmatiser les comportements à risque liés à l'alcool pour dissuader les individus.,c
OIC-076-14-B,Lequel des énoncés suivants décrit le mieux l'objectif du Repérage Précoce et Intervention Brève (RPIB) ?,Identifier les personnes dépendantes à l'alcool et les orienter vers un traitement spécialisé.,Sensibiliser la population aux dangers de la consommation excessive d'alcool.,Aider les consommateurs d'alcool qui présentent un usage problématique à réduire leur consommation sans dépendance.,Promouvoir des alternatives saines et plus bénéfiques au consumo d'alcool.,c
OIC-076-15-A,Quel est l'objectif principal de la prise en charge d'une addiction à l'alcool ?,Promouvoir une consommation responsable à faible risque.,Guérir complètement les patients de leur dépendance à l'alcool.,Encourager le patient à définir son propre objectif en matière d'abstinence ou de réduction de la consommation.,Se concentrer uniquement sur les aspects médicaux de la dépendance à l'alcool.,c
OIC-076-16-A,Quel est l'objectif principal de l'entretien motivationnel en addictologie ?,Imposer des sanctions aux patients dépendants.,Forcer les patients à arrêter leur consommation d'alcool.,Guider les patients vers une prise de conscience et un changement de comportement.,Diagnostiquer le niveau de dépendance à l'alcool des patients.,c
OIC-076-17-B,Dans quel cas le sevrage alcoolique est-il préférablement réalisé à l'hôpital ?,Lorsqu'un patient souhaite arrêter temporairement sa consommation d'alcool.,En cas de dépendance légère et sans antécédents d'accident de sevrage.,Si le patient a des antécédents d'accidents de sevrage ou une dépendance sévère.,Lorsqu'un patient préfère être suivi en ambulatoire par son médecin généraliste.,c
OIC-076-18-B,Quel est le traitement initial recommandé pour un patient présentant un accident de sevrage alcoolique (delirium tremens ou crise convulsive) ?,Hydratation orale et repos,Vitamine B1 parentérale avant toute perfusion glucosée,Traitement anti-comitial à long terme,Benzodiazépines à faible dose par voie orale,b
OIC-076-19-B,Quel est l'objectif principal des groupes d'entraide en addictologie ?,Fournir un soutien médical aux personnes souffrant d'addiction.,Promouvoir la réduction des risques liés à la consommation de substances illicites.,Lutter contre l'isolement et favoriser le lien social entre les membres du groupe.,Offrir une alternative aux structures de soins en addictologie traditionnelles.,c
OIC-076-20-B,Quels médicaments sont utilisés pour aider au maintien de l'abstinence après un sevrage d'alcool ?,Nalmefene et baclofène,"Acamprosate, naltrexone et disulfirame",Médicaments antidépresseurs,Anti-inflammatoires non stéroïdiens,b
OIC-082-01-A,Comment déterminer si un trouble visuel est mono- ou binoculaire ?,En observant la couleur des yeux,En demandant au patient s'il ressent une vision double,En occultant un œil puis l'autre et en évaluant si le trouble persiste,En mesurant la pression oculaire,c
OIC-082-02-A,Quelle est la définition principale d'une amaurose fugace ?,Une perte de vision progressive survenant sur plusieurs années.,Une diminution temporaire de l'acuité visuelle due à une fatigue oculaire.,"Une disparition soudaine et complète de la vision d'un œil, réversible en quelques minutes.",Une perte de vision permanente causée par un traumatisme oculaire.,c
OIC-082-03-A,Un patient présente une anisocorie plus marquée à la lumière.  Quel type de trouble du réflexe photomoteur est le plus probable ? ,Mydriase sensorielle,Mydriase paralytique,Réflexe photomoteur direct absent,Réflexe photomoteur consensuel absent,b
OIC-082-04-A,Le réflexe photomoteur direct et consensuel permet de :,Contrôler la tension oculaire,Ajuster la pupille à la luminosité ambiante,Détecter les mouvements rapides des objets,Identifier les couleurs et les formes,b
OIC-082-05-B,"Quel examen ophtalmologique permet de visualiser les vaisseaux choroïdiens pathologiques, comme les néovaisseaux choroïdiens au cours de la dégénérescence maculaire liée à l'âge ?",Électro-oculogramme (EOG),Champ visuel (périmétrie),Angiographie du fond de l'oeil,Tomographie en cohérence optique (OCT),c
OIC-082-06-A,Quelle est la première cause à envisager devant une neuropathie optique ischémique antérieure (NOIA) ?,L'artériosclérose,La sclérose en plaques,Le diabète,La maladie de Horton,d
OIC-082-07-A,"En cas de baisse d'acuité visuelle soudaine avec œil blanc indolore, quel examen est primordial pour orienter le diagnostic et la conduite à tenir ?",Un scanner cérébral,Une échographie B,Un examen du fond d'œil,Une prise de sang complète,c
OIC-082-08-B,"En cas de suspicion de décollement de la rétine, quel examen complémentaire est le plus indiqué ?",Champ visuel de Goldman,Tomographie en cohérence optique (OCT),Échographie oculaire en mode B,Angiographie à la fluorescéine,c
OIC-082-09-B,Quelle est la principale complication d'une occlusion de la veine centrale de la rétine (OVCR) de type ischémique ?,Une cataracte,Un glaucome néovasculaire,Une dégénérescence maculaire liée à l'âge,Une myopie,b
OIC-082-10-B,Quel est le signe clinique principal qui différencie la neuropathie optique ischémique antérieure (NOIA) de la névrite optique rétrobulbaire (NORB) ?,Douleurs oculaires fréquentes,Baisse d'acuité visuelle brutale et massive,Déficit pupillaire afférent (pupille de Marcus Gunn),Présence d'hémorragies en flammèches au fond d'œil,b
OIC-082-11-A,Quelle caractéristique est **essentielle** pour confirmer le diagnostic d'aura migraineuse visuelle ?,La présence de flashs colorés,Une céphalée pulsatile intense,Un scotome scintillant bilatéral,La répétition des symptômes et la normalité de l'examen clinique,d
OIC-082-12-B,Lequel des diagnostics suivants **n'est pas** un différentiel à prendre en compte pour une aura migraineuse ?,Accident ischémique transitoire,Décollement de rétine,Conjonctivite,Épilepsie occipitale partielle,c
OIC-082-13-B,Qu'indique une papille à ,bords flous et en relief,bord net et régulier,couleur rouge intense,taille réduite,a
OIC-082-14-B,Une hémianopsie latérale homonyme bitemporale décrit : ,Un déficit visuel dans le champ supérieur du champ visuel.,Un déficit visuel dans la moitié inférieure du champ visuel de chaque œil.,Un déficit visuel dans la moitié droite du champ visuel de chaque œil.,Un déficit visuel dans la moitié gauche du champ visuel de chaque œil.,d
OIC-082-15-A,Quel est le signe clinique **le plus précoce** d'un décollement de rétine rhegmatogène ?,Baisse d'acuité visuelle et œil blanc,Déchirure visible sur la rétine périphérique,Myodésopsies suivies de phosphènes,Amputation du champ visuel périphérique,c
OIC-082-16-B,Quel facteur ne favorise PAS l'apparition d'un décollement de rétine rhegmatogène ?,L'âge,La chirurgie de la cataracte,Une hypertension artérielle modérée,Un traumatisme oculaire,c
OIC-082-17-B,Quelle est la principale cause d'hémorragie intravitréenne selon le texte ?,Une infection oculaire,Un traumatisme crânien,La rétinopathie diabétique proliférante,L'utilisation excessive de lentilles de contact,c
OIC-086-01-A,Quel est le principal problème associé à un ectropion ?,Une infection des paupières,Un excès de larmes,Une exposition excessive de la cornée,Une vision floue due au manque de lumière,c
OIC-086-02-A,Quel est le principal problème associé à l'entropion ?,Une infection bactérienne de la paupière,Un excès de production de larmes,Le frottement des cils sur la cornée,Une inflammation du muscle oculaire,c
OIC-086-03-A,Quel est le principal facteur différenciant entre un ptosis et un dermachalasis ?,L'âge du patient,La couleur de la peau,La position du bord libre de la paupière supérieure,Le degré de recouvrement de la cornée,c
OIC-086-04-A,Quel est le type de ptosis causé par un relâchement de l'aponévrose du muscle releveur de la paupière supérieure ?,Neurogène,Myogène,Sénile,Traumatique,c
OIC-086-05-A,Un chalazion se caractérise par :,Une infection bactérienne des glandes de Meibomius,Une occlusion d'une glande de Meibomius avec sécrétions sébacées,Un abcès douloureux sur le bord libre de la paupière,Une inflammation conjonctivale aiguë et contagieuse,b
OIC-086-06-A,Un orgelet est principalement caractérisé par :,Une infection virale du cil,Une inflammation chronique de la paupière,Une infection bactérienne d'un follicule pilosébacé du cil,Un abcès rempli de pus au centre de la paupière,c
OIC-086-07-A,Un chalazion est une inflammation qui se développe principalement où ?,Dans le globe oculaire,Au niveau du muscle orbiculaire de l'œil,À la bordure des paupières,Dans les glandes lacrymales,c
OIC-086-08-A,Quelle est la caractéristique principale d'un orgelet ?,Une infection virale des yeux,Un gonflement bénin du bord libre de la paupière,Une cicatrice sur la surface de l'œil,Une inflammation chronique de la conjonctive,b
OIC-086-09-B,Quel est le signe **le plus caractéristique** d'une tumeur palpébrale maligne ?,Présence de xanthélasmes,Croissance lente et continue,Perte de cils (Madarose),Nodule perlé et télangiectasies,c
OIC-086-10-B,Quel est le traitement de première intention pour un chalazion ?,Incision et curage de la glande de Meibomius,Application d'une pommade corticoïde locale et massage des paupières,Utilisation de collyre antiseptique pendant 8 jours,Compression simple du saignement abondant,b
OIC-086-11-A,Quel est le traitement initial recommandé pour un orgelet ?,Une incision chirurgicale immédiate,Des compresses chaudes appliquées plusieurs fois par jour,Un collyre ou une pommade antibiotique pendant 8 jours,Un traitement antiviral oral,c
OIC-086-12-A,Un patient présente un ptosis aigu accompagné de diplopie et de strabisme. Quelle est la cause la plus probable de ces symptômes ?,Syndrome de Claude Bernard-Horner,Lésion du nerf oculomoteur (III),Hémorragie subarachnoïdienne,Dissection d'une artère à destinée cérébrale,b
OIC-086-13-B,Quel est le comportement normal des voies lacrymales chez un nouveau-né ?,Elles sont toujours ouvertes et permettent un écoulement libre des larmes.,Elles sont physiologiquement non-perméables et s'ouvrent dans les premiers jours de vie.,"Elles sont infectées dès la naissance, provoquant un larmoiement constant.",Elles ne fonctionnent pas avant l'âge de 4 mois.,b
OIC-094-01-A,Quelle est la définition d'une lombalgie ?,Douleur ressentie dans la région du cou.,Douleur ressentie dans le dos entre la charnière thoracolombaire et le pli fessier inférieur.,Douleur persistante pendant plus de 6 mois.,Douleur causée par une blessure aiguë au rachis.,b
OIC-094-02-B,Quelle rachialgie est la plus fréquente chez la population générale ?,Cervicalgie,Dorsalgie,Lombalgie,Toutes sont également fréquentes,c
OIC-094-03-A,Quel élément est **essentiel** à prendre en compte lors de l'interrogatoire d'un patient souffrant de rachialgie ?,La couleur des yeux du patient,L'intensité de la douleur selon l'échelle visuelle analogique (EVA),Le type de chaussures que le patient porte habituellement,La taille du patient par rapport à son âge,b
OIC-094-04-B,"Un patient de 35 ans présente une lombalgie médiane, impulsive et exacerbée à l'hyperextension.  Quel est le mécanisme le plus probable à l'origine de sa douleur ? ",Origine interapophysaire,Origine discale,Arthrite rhumatoïde,Hernie discale lombaire,option_b
OIC-094-05-B,Lequel des facteurs suivants **n'est pas** associé à un risque accru de rachialgie ? ,Sédentarité,Tabagisme,Pratique régulière d'une activité physique intense,Postures prolongées au travail,c
OIC-094-06-A,Quand une IRM du rachis lombaire est-elle recommandée en cas de lombalgie aiguë ?,Immédiatement après le début des symptômes,Après 7 semaines si les symptômes persistent,En présence de signes cliniques d'infection ou d'inflammation,Uniquement en cas de suspicion d'instabilité vertébrale,c
OIC-094-07-A,Quel est le principal argument en faveur de la réalisation d'examens complémentaires (IRM) en cas de rachialgie ?,La présence de douleurs mécaniques,L'âge du patient étant inférieur à 20 ans ou supérieur à 55 ans,Des symptômes neurologiques étendus ou une douleur non mécanique,Une simple déformation structurale mineure de la colonne vertébrale,c
OIC-094-08-B,"Lequel des facteurs suivants est considéré comme un ""drapeau noir"" dans le contexte d'une rachialgie potentiellement chronique ?",Anxiété et dépression,Comportements douloureux inappropriés,Absence de mesures facilitant le retour à l'emploi,Attitudes négatives envers l'activité physique,c
OIC-094-09-A,Quelle est la principale cause d'une rachialgie secondaire selon le contenu éducatif ?,Fracture vertébrale ostéoporotique,Tumorale (métastases),Inflammatoire (spondylarthrite ankylosante),Viscérale (si dorsalgies),b
OIC-094-10-B,"Parmi les causes secondaires de rachialgie listées, laquelle est **exclusivement** liée à une anomalie osseuse ou articulaire ? ",Douleurs référées d'origine ORL ou cervicale antérieure,Tumeur intrarachidienne ou de la fosse postérieure,Chondrocalcinose et rhumatisme à apatite,Polyarthrite rhumatoïde,c
OIC-094-11-B,Quelle est la caractéristique principale qui distingue une rachialgie complexe d'une lombalgie commune chronique ?,Une douleur intense et persistante,Des restrictions de participation professionnelle et sociale,Un traitement précoce et approprié,L'utilisation excessive d'antalgiques,b
OIC-094-12-A,"Selon les recommandations présentées, quelle est la première action à entreprendre lors d'une lombalgie aiguë ?",Immobilisation au lit pendant plusieurs jours,Prescription immédiate de médicaments antidouleur de palier 3,Réassurance et encouragement à rester physiquement actif en adaptant les activités,Consultation d'un kinésithérapeute pour un programme de rééducation intensif,c
OIC-094-13-B,Quel est le traitement recommandé en première intention pour une lombalgie aiguë ?,Repos au lit ordonné,Kinésithérapie intensive,Antalgiques de palier 1 ou 2,Prescription d'un arrêt de travail prolongé,c
OIC-094-14-A,Quelles sont les causes **extrarachidiennes** des lombalgies ? ,Douleurs nerveuses dans la colonne vertébrale,Problèmes musculaires et ligamentaires du dos,Pathologies abdomino-pelviennes,Blessures directes au niveau lombaire,c
OIC-094-15-B,Quelle caractéristique est **ESSENTIELLE** pour le diagnostic positif d'une sacralgie ?,Douleur irradiant vers les jambes,Présence de fièvre et d'autres signes généraux,Reproduction de la douleur à la palpation du sacrum,Antécédent de fracture du bassin,c
OIC-094-16-B,Quelle caractéristique est la plus indicative d'une subluxation ou fracture du coccyx ?,Douleur irradiant aux jambes,Douleur exacerbée à la station debout,Douleur au relever du siège,Absence de douleur à la palpation du coccyx,c
OIC-099-01-B,Quel type de céphalée affecte le plus grand pourcentage de la population adulte ?,Céphalée par abus médicamenteux,Algie vasculaire de la face (AVF),Céphalée de tension,Migraine,c
