Unnamed: 0,id,question,question_comment,option_a,option_a_comment,option_b,option_b_comment,option_c,option_c_comment,option_d,option_d_comment,correct_option,content_raw,distractor_quality
308,OIC-191-05-A,Les principales portes d'entrées infectieuses sont ?,"Les trois principales portes d'entrées infectieuses sont : Respiratoire, Tube Digestif et Peau favorisée par les abords veineux.",Respiratoire,Ces portes correspondent aux principaux facteurs d'infection dans le neutropénique.,Tube Digestif,Ces portes incluent l'entrée via le tube digestif.,Peau favorisée par les abords veineux,Ces portes sont liées à la peau et aux abords veineux.,Aucune des options,Aucune des options est correcte.,a,"{{objectif de connaissance
|Identifiant=OIC-191-05-A
|Item_parent=Fièvre chez un patient immunodéprimé
|Item_parent_short=Fièvre chez un patient immunodéprimé
|Rang=A
|Intitulé=Citer les trois principales portes d’entrée de fièvre du neutropénique
|Description=tube digestif, peau (KT), poumon
|Rubrique=Physiopathologie
|Contributeurs=Amélie Servettaz
|Ordre=5}}

<big>Les principales portes d’entrées infectieuses sont :</big>

<big>·      '''Respiratoire'''</big>

<big>·      '''Tube Digestif''' (de la bouche à l’anus)</big>

<big>·      '''Peau favorisée par les abords veineux''' (cathéter veineux périphérique et central)</big>",True
309,OIC-191-07-B,Quels sont les principaux agents pathogènes responsables d'infections chez un patient immunodéprimé en fonction de sa situation immunitaire ?,Évalue la compréhension des facteurs d'infection liés à l'immunodépression.,"CMV, pneumocystis jirovecii, Toxoplasme",Reformule la définition avec synonymes et contexte clinique.,"Bactéries extra-cellulaires, Streptocoque, Hemophilus",Intégre les caractéristiques cliniques et synonymes.,"Anticorps thérapeutiques anti-C5, Neisseiria",Reformule la structure avec synonymes.,"Chimiothérapie, bacilles Gram négatifs, Aspergillus",Intégre les principes cliniques et synonymes.,a,"{{objectif de connaissance
|Identifiant=OIC-191-07-B
|Item_parent=Fièvre chez un patient immunodéprimé
|Item_parent_short=Fièvre chez un patient immunodéprimé
|Rang=B
|Intitulé=Citer les principaux agents infectieux responsables d’infection en fonction des situations d’immunodépression
|Description=TUE7-187-1 : neutropénie, asplénie, déficit de l'immunité cellulaire
|Rubrique=Étiologies
|Contributeurs=Amélie Servettaz,Jean-Daniel Lelièvre
|Ordre=7}}

'''Déficits de l’immunité cellulaire'''  (Traitement immunosuppresseur pour maladie auto-immune ou transplantation d’organe, corticoïdes, même à petites doses , Infection à VIH ....)

*CMV
*Pneumocystis jirovecii
*Plus rarement Toxoplasme, Aspergillus, Candida, Nocardia, BK (anti-TNF)

'''Déficits de l’immunité humorale''' (DICV, Traitement par anti CD20, LLC,...)

*bactéries extra-cellulaires, particulièrement Streptocoque pneumoniae et Hemophilus Influenzae.

'''Neutropénies''' (Chimiothérapie,...)

*Bacilles Gram négatifs (enterobactéries, Pseudomonas aeruginosa),
*Staphylocoques en présence de cathéter
*champignons (Aspergillus ou Candida) en cas de neutropénies profondes et prolongées.

'''Les déficits en complément''' (utilisation d’anticorps thérapeutiques anti-C5 , déficit héréditaires)

*Neisseiria (meningitidis +++)

'''Transplantés d'organe'''

*Phase précoce (< 1 mois) infections sont le plus souvent nosocomiales (pneumopathies, infections urinaires, toxoplasmose acquise via le greffon...)
*Phase intermédiaire (1 à 6 mois) : déficit cellulaire majeur : CMV, Pneumocystis jirovecii +++, toxoplasmose (réactivation)
*Phase tardive (>6 mois) : déficit cellulaire persistant mais moins profond",False
310,OIC-191-09-B,Quel traitement doit être initié chez un patient immunodéprimé fébrile en urgence ?,"La réponse est la combination de β-lactamines à large spectre (piperacilline/tazobactam) et un aminoside, en particulier si la neutropénie est non profonde et sans antécédent.",β-lactamines à large spectre active sur Pseudomonas aeruginosa,Cela correspond à la prise en charge systématique intraveineuse en urgence.,aminoside,Ajout de aminoside si la gravité est élevée ou si la bactérie est gram négative.,glycopeptide,Ajout de vancomycine si la infection cutanée ou cathéter est suspecte.,amoxicilline/acide clavulanique + ciprofloxacine,Ce traitement est utilisé si la neutropénie est non profonde et sans antécédent.,a,"{{objectif de connaissance
|Identifiant=OIC-191-09-B
|Item_parent=Fièvre chez un patient immunodéprimé
|Item_parent_short=Fièvre chez un patient immunodéprimé
|Rang=B
|Intitulé=Connaître les principes du traitement antibiotique de la neutropénie fébrile, en fonction de sa profondeur
|Description=None
|Rubrique=Prise en charge
|Contributeurs=Amélie Servettaz
|Ordre=9}}

Antibiothérapie systématique intraveineuse incluant une '''β-lactamines à large spectre active sur ''Pseudomonas aeruginosa''  '''doit être débutée en urgence : '''piperacilline/tazobactam''' ou '''céfépime'''.

Un '''aminoside''' doit être ajouté si signe de gravité ou si suspicion de bactérie gram négative multi-résistante. 

Si suspicion d’infection cutanée, d’infection de cathéter et/ou de colonisation à ''Staphylococcus aureus méti-résistant'' : ajout d’un '''glycopeptide''' (vancomycine).  

'''Cas particulier : une antibiothérapie orale peut être proposée si tous les critères suivants sont réunis :'''

·      Neutropénie non profonde (≥0,1 G/L)

·      Neutropénie < 7 jours

·      Sans signe de gravité

·      Sans antécédent à risque (insuffisance respiratoire chronique par exemple)

·      Sans signe d’intolérance digestive

Dans ces cas, une antibiothérapie par '''amoxicilline/acide clavulanique + ciprofloxacine''' peut être proposée

Dans tous les cas, réévaluation de la situation régulière

L’antibiothérapie doit être maintenue tout le temps de la neutropénie. Si sortie d’aplasie : maintien de l’antibiothérapie au moins 48h après l’apyrexie, en l’absence d’identification microbiologique.",False
311,OIC-191-10-B,Quelle prévention est recommandée pour les patients immunodéprimés en cas de splénectomie ?,"La vaccination doit être initiée au moins 2 semaines avant la splénectomie ou après en urgence, avec des vaccins spécifiques comme le conjugué 13-valents et le polysaccharidique 23-valents.",Antibioprophylaxie par pénicilline V,Cela correspond au calendrier vaccinal standard.,Vaccinations : si splénectomie : au moins 2 semaines avant la splénectomie ou au moins 2 semaines après si splénectomie en urgence,Cela correspond au calendrier vaccinal standard.,Anti-pneumococcique,Cela correspond au calendrier vaccinal standard.,Antibioprophylaxie par pénicilline V,Cela correspond au calendrier vaccinal standard.,b,"{{objectif de connaissance
|Identifiant=OIC-191-10-B
|Item_parent=Fièvre chez un patient immunodéprimé
|Item_parent_short=Fièvre chez un patient immunodéprimé
|Rang=B
|Intitulé=Connaître les grands principes de la prévention du risque infecieux chez l’asplénique et le traitement d’urgence de l’asplénique fébrile
|Description=antibioprophylaxie, vaccins, éducation thérapeutique
|Rubrique=Prise en charge
|Contributeurs=Amélie Servettaz
|Ordre=10}}

'''Origine''': l'asplénie peut-être post-splénectomie ou asplénie fonctionnelle (par exemple patient drépanocytaire).

'''Fièvre chez asplénique'''

* La fièvre chez un patient asplénique est une urgence thérapeutique du fait du risque d’OPSI (Overwhelming Post-Splenectomy Infection) : tableau d’infection fulgurante, le plus souvent à pneumocoque.
* En cas de fièvre inexpliquée chez un patient asplénique, une antibiothérapie active sur les bactéries encapsulées doit être débutée en urgence après les prélèvements microbiologiques adaptées : céphalosporines de 3<sup>e</sup> génération parentérale (céfotaxime, ceftriaxone)

'''Prévention du risque infectieux :'''

* Vaccinations : si splénectomie : au moins 2 semaines avant la splénectomie ou au moins 2 semaines après si splénectomie en urgence
** ''Anti-pneumococcique'' : vaccin conjugué 13-valents puis vaccin polysaccharidique 23-valents au moins deux mois après le vaccin conjugué puis 5 ans après
** ''Anti-méningococcique'' : tétravalent ACYW135 et B
** ''Anti-Haemophilus B'' : 1 seule injection 
** Ne pas oublier ''calendrier vaccinal usuel (''Rq : ''pas de contre-indication vaccinale chez l'asplénique)''
* Antibioprophylaxie par pénicilline V (oracilline) pendant 2 ans après une splénectomie chez l’adulte 
* Education du patient : consultation en cas de fièvre, vaccination, carte de splénectomisé",False
312,OIC-197-01-A,Quelle classification des spondyloarthrites est mentionnée dans le texte ?,Le texte mentionne les classifications de spondyloarthrites en fonction de leur terrain génétique et de leurs manifestations.,Spondyloarthrites axiales,Représente une radiographie avec sacro-iliite radiographique.,Spondyloarthrites périphériques,Représente des érosions articulaires.,Spondyloarthrites périphériques enthésitiques,Représente une enthése inflammatoire.,Spondyloarthrites indifférenciées,N'exclude pas les types spécifiques mentionnés.,a,"{{objectif de connaissance
|Identifiant=OIC-197-01-A
|Item_parent=Spondyloarthrite
|Item_parent_short=Spondyloarthrite
|Rang=A
|Intitulé=Connaître la définition et la description des spondyloarthrites
|Description=None
|Rubrique=Définition
|Contributeurs=
|Ordre=1}}
- Le concept des spondyloarthrites regroupe des rhumatismes inflammatoires chroniques partageant des manifestations cliniques et un terrain génétique commun :

-         La spondylarthrite ankylosante,

-         le rhumatisme psoriasique,

-         les arthrites réactionnelles,

-         les arthrites associées aux entérocolopathies inflammatoires,

-         les formes juvéniles,

-         les spondylarthrites indifférenciées,

-         et le syndrome SAPHO.

- Terminologie issue des critères de classification ASAS 2009

•        '''Spondyloarthrites axiales''' 

–       Radiographiques = avec sacro-iliite radiographique = spondylarthrite ankylosante.

–       Non radiographiques = sans sacro-iliite radiographique.

•        '''Spondyloarthrites périphériques articulaires''' 

–       Érosives.

–       Non érosives.

•        '''Spondyloarthrites périphériques enthésitiques'''",False
313,OIC-197-02-B,Quelle information est correcte concernant la génétique associée à la spondyloarthrite ?,"La spondyloarthrite est associée au gène HLA-B27, qui influence son développement génétique.","La prévalence globale de l'ensemble des spondyloarthrites est de 0,35 % en France.",Cette information est donnée dans le texte source.,Les symptômes débutent généralement avant l’âge de 45 ans.,Cette information est mentionnée dans le texte source.,La radiographie du rachis est utilisée pour la prise en charge.,Cette information est donnée dans le texte source.,La photographie d'une dactylite est utilisée pour la prise en charge.,Cette information est mentionnée dans le texte source.,b,"{{objectif de connaissance
|Identifiant=OIC-197-02-B
|Item_parent=Spondyloarthrite
|Item_parent_short=Spondyloarthrite
|Rang=B
|Intitulé=Connaître l’épidémiologie
|Description=None
|Rubrique=Epidémiologie
|Contributeurs=
|Ordre=2}}
La prévalence globale de l'ensemble des spondyloarthrites est de 0,35 % en France. 

Les symptômes débutent généralement avant l’âge de 45 ans.",False
314,OIC-197-03-B,"La prévalence du gène HLA-B27 dans les malades atteints de spondyloarthrite ankylosante est supérieure à 90 %, selon le texte.","Cette information évalue la prise en charge du terrain génétique, en particulier le rôle du gène HLA-B27.",a,La prévalence est mentionnée dans le texte.,b,La description évalue l'épidémiologie.,c,La mention du gène HLA-B27 est donnée.,d,La mention de la prévalence est donnée.,a,"{{objectif de connaissance
|Identifiant=OIC-197-03-B
|Item_parent=Spondyloarthrite
|Item_parent_short=Spondyloarthrite
|Rang=B
|Intitulé=Connaître le rôle du terrain génétique : le gène HLA-B27
|Description=Connaitre l’existence du lien fort avec le HLA B27 et sa prévalence
|Rubrique=Physiopathologie
|Contributeurs=
|Ordre=3}}
La prévalence du HLA-B27 parmi les malades atteints de spondylarthrite ankylosante est supérieure à 90 %, elle est de 6 à 8 % dans les populations caucasiennes.",False
315,OIC-197-04-B,Quelle est la description de l'enthèse dans le contexte de la spondyloarthrite ?,L'enthèse est la zone d'ancrage dans l'os de différentes structures fibreuses.,Une douleur locale de type inflammatoire,L'enthèse est une zone inflammatoire dans les articulations.,Une douleur visible,L'enthèse peut être visible dans les articulations.,Une douleur périphérique,L'enthèse est associée à une douleur périphérique.,Une douleur axiale,L'enthèse est associée à une douleur axiale.,a,"{{objectif de connaissance
|Identifiant=OIC-197-04-B
|Item_parent=Spondyloarthrite
|Item_parent_short=Spondyloarthrite
|Rang=B
|Intitulé=Connaître l’enthèse et l’enthésopathie inflammatoire (enthésite)
|Description=None
|Rubrique=Physiopathologie
|Contributeurs=
|Ordre=4}}
L'enthèse est la zone d'ancrage dans l'os de différentes structures fibreuses.

L'atteinte inflammatoire des enthèses (ou enthésites), axiales ou périphériques, est la lésion élémentaire des spondyloarthrites, par opposition à la polyarthrite rhumatoïde ou l'atteinte principale est la synovite.

L'enthésite se traduit par une douleur locale de type inflammatoire, parfois visible (enthésite achilléenne).",False
316,OIC-197-07-B,Quelle des options ci-dessus correspond au critère le plus récent et utilisé pour classer les spondyloarthrites?,Le critère le plus récent (ASAS) est le plus utilisé pour classer les spondyloarthrites.,Critères d’Amor,Ce critère est utilisé pour les spondyloarthrites axiales.,Critères de l’ESSG,Ce critère est utilisé pour les spondyloarthrites périphériques.,Critères de l’ASAS (les plus récents et les plus utilisés),Ce critère est le plus utilisé pour classer les spondyloarthrites.,Critères d’Amor et ESSG,Ce critère ne correspond pas au critère le plus récent.,c,"{{objectif de connaissance
|Identifiant=OIC-197-07-B
|Item_parent=Spondyloarthrite
|Item_parent_short=Spondyloarthrite
|Rang=B
|Intitulé=Connaître les critères cliniques biologiques et radiologiques
|Description=Connaitre les critères de classification ASAS 2009
|Rubrique=Diagnostic positif
|Contributeurs=
|Ordre=7}}
Plusieurs critères de classification ont été proposés :

-         Critères d’Amor

-         Critères de l’ESSG

-         Critères de l’ASAS (les plus récents et les plus utilisés) classant les spondyloarthrites en axiales (devant une rachialgie depuis plus de 3 mois ayant débuté avant l’âge de 45 ans ; Figure 1) ou en périphériques (Figure 2).

[https://videotheque.uness.fr/w/uCda8AuNGkkBKJVzCiPjkB Voir le ppt enregistré sur l'imagerie de l'item 197 par le collège des radiologues (CERF)]
[[Fichier:Figure 1 ASAS 2009.png|vignette|'''Figure 1. Critères de classification ASAS 2009 de spondyloarthrite axiale chez les patients ayant des rachialgies depuis plus de 3 mois et un âge de début inférieur à 45 ans.''']]
[[Fichier:Figure 2 ASAS 2009.png|vignette|'''Figure 2. Critères de classification ASAS de spondylarthrite périphérique.''']]
<br />",False
317,OIC-197-10-A,Quelle image montre un syndesmophyte ?,La question évalue la compréhension des signes radiologiques associés à la spondyloarthrite.,Radiographie du rachis lombaire avec syndesmophytose,L'option a correspond à la description donnée dans le contenu source.,Radiographie du bassin,Cette option est incorrecte car elle ne correspond pas à la description du contenu.,Dactylite,Cette option est incorrecte car elle ne correspond pas à la description du contenu.,Radiographie de profil du rachis lombaire,Cette option est incorrecte car elle ne correspond pas à la description du contenu.,a,"{{objectif de connaissance
|Identifiant=OIC-197-10-A
|Item_parent=Spondyloarthrite
|Item_parent_short=Spondyloarthrite
|Rang=A
|Intitulé=Radiographie du rachis
|Description=Savoir reconnaitre un syndesmophyte
|Rubrique=Contenu multimédia
|Contributeurs=
|Ordre=10}}

[[Fichier:Radiographie de face du rachis lombaire avec syndesmophytose.jpg|vignette|Radiographie de face du rachis lombaire avec syndesmophytose]]
[[Fichier:Radiographie de profil du rachis lombaire.jpg|vignette|Radiographie du rachis lombaire avec syndesmophytose]]Les syndesmophytes sont des constructions osseuses fines et verticales entre deux vertèbres",False
318,OIC-197-11-B,Quelle description correspond à une radiographie du bassin indicative d'une sacroiliite?,La radiographie du bassin montre un pincement du pied d'une sacroiliique et des irrégularités des berges sacro-iliaques.,La coxite (cliché de De Seze),Reconnaitse une coxite (cliché de De Seze) avec pincement de l'articulation coxo-fémorale.,La radiographie du rachis,Recherche la radiographie du rachis pour identifier des anomalies articulaires.,La photographie d'une dactylite,Recherche une dactylite pour identifier des déformations articulaires.,La photographie d'une dactylite,Recherche une dactylite pour identifier des déformations articulaires.,a,"{{objectif de connaissance
|Identifiant=OIC-197-11-B
|Item_parent=Spondyloarthrite
|Item_parent_short=Spondyloarthrite
|Rang=B
|Intitulé=Radiographie du bassin
|Description=Savoir reconnaitre une coxite (cliché de De Seze)
|Rubrique=Contenu multimédia
|Contributeurs=
|Ordre=11}}La coxite correspond à une atteinte inflammatoire de l'articulation coxo fémorale avec un pincement global de l'interligne articulaire et sans ostéophytose. Sur la radiographie du bassin  la sacroiliite doit être recherchée : pincement du pied d'une sacroiliaque, aspect irrégulier des berges. [[Fichier:Radiographie du bassin de face.jpg|vignette|'''Radiographie de bassin de face, condensation et irrégularités des berges sacro-iliaques, signant une sacro-iliite radiographique''']]",False
319,OIC-197-12-A,Quel gène est spécifiquement associé à la spondyloarthrite ?,La réponse doit intégrer une description clinique différente de la fonction du gène HLA-B27.,CRP HLA B27,Recommandé dans les cas douteux.,HLA B27,Recommandé dans les cas douteux.,Électrocardiogramme,Recommandé dans les cas douteux.,Rachis,Recommandé dans les cas douteux.,b,"{{objectif de connaissance
|Identifiant=OIC-197-12-A
|Item_parent=Spondyloarthrite
|Item_parent_short=Spondyloarthrite
|Rang=A
|Intitulé=Connaître l’utilisation rationnelle des examens biologiques et d’imagerie
|Description=CRP HLA B27
|Rubrique=Examens complémentaires
|Contributeurs=
|Ordre=12}}
'''. Radiographie conventionnelle'''

Les clichés du rachis cervical, thoracique et lombaire de face et de profil, et du bassin de face ainsi que des radiographies des zones douloureuses sont nécessaires

-         Enthésophyte = ossification cicatricielle le long d’une enthèse périphérique (l’épine calcanéenne est la plus connue). Cette lésion n’est pas spécifique des spondyloarthrites et peut être vu dans les sur-sollicitations mécaniques.

-         Syndesmophyte = Ossification d’une enthèse vertébrale. Spécifique d’une spondyloarthrite. Se différencie d’un ostéophyte par son aspect fin et non grossier, et par sa direction verticale. Sa formation est lente et peut aboutir à la fusion entre deux vertèbres.

'''. Autres techniques d'imagerie'''

En cas de sacro-iliite sur la radiographie standard, l’IRM des sacro-iliaque et du rachis n’a aucun intérêt diagnostic. '''([[178. Demande/prescription raisonnée et choix d'un examen diagnostique]]) ([[227. Découverte d'une anomalie médullaire ou vertébrale à l'examen d'imagerie médicale]]) ([[Découverte d'une anomalie osseuse et articulaire à l'examen d'imagerie médicale SDD-228|228. Découverte d'une anomalie osseuse et articulaire à l'examen d'imagerie médicale]])'''

L’IRM des articulations sacro-iliaques (voire du rachis) peut être utile dans les doutes diagnostiques

L’échographie et la scintigraphie sont rarement utilisées à visée diagnostique.

'''. Autres examens complémentaires'''

-         CRP voire VS : 60 % des patients souffrant de spondyloarthrites non traitées n’ont pas d’élévation de la CRP et de la VS. Cependant une élévation importante de la CRP doit faire rechercher une affection associée, tumorale ou infectieuse. '''([[203. Elévation de la protéine C-réactive (CRP]]))'''

-         La recherche du HLA B27 : utile au diagnostic dans les cas douteux.

-         Explorations fonctionnelles respiratoires dans les maladies évoluées (évaluation des atteintes restrictives et des fibroses).

-         Électrocardiogramme : détecte les troubles de la conduction (BAV). '''([[Réalisation et interprétation d'un éléctrocardiogramme (ecg) SDD-185|185. Réalisation et interprétation d'un électrocardiogramme (ECG)]])'''",False
320,OIC-197-13-A,Quels sont les principes de la prise en charge pharmacologique et non pharmacologique pour les patients atteints de spondyloarthrite ?,La réponse doit inclure les traitements de fond (DMARDs) et leur forme axiale/periophériques.,Anti-inflammatoires non stéroïdiens avec une rotation possible des AINS,Ce point évoque les principes de la prise en charge pharmacologique.,Antalgiques en évitant l’utilisation des opioïdes,Ce point est pertinent pour les traitements locaux.,Arrêt du tabagisme et activité physique régulière,Ce point correspond à la prise en charge sociale.,Kinésithérapie et appareillage par corset,Ce point évoque les méthodes non pharmacologiques.,a,"{{objectif de connaissance
|Identifiant=OIC-197-13-A
|Item_parent=Spondyloarthrite
|Item_parent_short=Spondyloarthrite
|Rang=A
|Intitulé=Connaître les principes de la prise en charge pharmacologique et non pharmacologique
|Description=Anti-inflammatoires non stéroïdiens, traitements de fond, rééducation fonctionnelle
|Rubrique=Prise en charge
|Contributeurs=
|Ordre=13}}
'''Principes généraux''' 

Coordination de la prise en charge thérapeutique des patients par le rhumatologue, suivis conjointement avec le médecin généraliste. Information sur la prise en charge thérapeutique insistant notamment sur le rapport bénéfice/risque et sur l'importance de l'observance des traitements médicamenteux ([[Consultation de suivi d'une pathologie chronique SD-279]] ; [[Suivi du patient immunodéprimé SD-291]] ; [[Identifier les conséquences d'une pathologie/situation sur le maintien d'un emploi SD-316]] ; [[Prévention des maladies cardiovasculaires SD-320]] ; [[Annonce d'une maladie chronique SD-328]] ; [[Evaluation de l'observance thérapeutique SD-354]])

'''. Éducation et information''' (352. Expliquer un traitement au patient (adulte/enfant/adolescent))

'''. Traitement médicamenteux'''

-         Anti-inflammatoires non stéroïdiens avec une rotation possible des AINS

-         Antalgiques en évitant l’utilisation des opioïdes (250. Prescrire des antalgiques) 

'''. Traitements locaux :''' en cas d'arthrite (infiltration de corticoïdes, synoviorthèse isotopique) ou d'enthésopathie (infiltration cortisonique)

'''. Traitements dits « de fond (Tableau 1) » (=DMARD : Disease Modifying Anti-Rheumatic Drug)'''
[[Fichier:Tableau 1. Traitements de fond ayant l'AMM.png|vignette|'''Tableau 1. Traitements de fond ayant l’AMM selon le phénotype de la spondyloarthrite. CsDMARDs = conventional synthetic DMARDs, tsDMARDs = targeted synthetic DMARDs, bDMARDs = Biologic DMARDs''']]
- '''Forme périphérique :''' 

CsDMARDs : Méthotrexate, Leflunomide 

bDMARDs : anti-TNF, anti-IL-17, anti-IL-23

- '''Forme axiale :''' 

bDMARDs : anti-TNF, anti-IL-17

'''. Traitements non pharmacologiques'''

-         arrêt du tabagisme, activité physique régulière (324. Modification thérapeutique du mode de vie (sommeil, activité physique, alimentation…)

-         kinésithérapie : 

* Objectifs : réduire le risque d'ankylose axiale et périphérique, soit la perte de la lordose lombaire, la majoration de la cyphose dorsale et l'antéprojection cervicale, les flessum de genoux et de hanches, et maintenir la capacité à l'effort et la fonction.
* Moyens : Entretien des amplitudes articulaires du rachis, de la cage thoracique, des membres inférieurs, en actif, actif aidé et passif (postures). Entrainement à l'effort. Autorééducation +++

-         appareillage par corset uniquement si déformation rachidienne évolutive.

'''. Chirurgie :''' remplacement prothétique articulaire (coxite), rarement ostéotomie rachidienne de correction des cyphoses dorsales majeures

'''. Prise en charge sociale :''' prise en charge à 100 % (ALD) pour les formes sévères ou invalidantes.",False
321,OIC-197-14-B,Quelle est la description du pronostic à long terme ?,"L'ankylose rachidienne, l'atteinte des hanches, l'atteinte restrictive pulmonaire peuvent être source d'un handicap important.",Pronostic fonctionnel,"Le score BASDAI (Bath Ankylosing Spondylitis Disease Activity Index, de zéro à dix)",Complications propres de plus en plus exceptionnelles,"L'amylose AA, les dysplasies bulleuses kystiques, le syndrome restrictif, le tabagisme actif",Complications des traitements,"Les risques d'ostéoporose, du surrisque cardiovasculaire, et du tabagisme actif",Atteinte axiale,Atteinte articulaire périphérique,a,"{{objectif de connaissance
|Identifiant=OIC-197-14-B
|Item_parent=Spondyloarthrite
|Item_parent_short=Spondyloarthrite
|Rang=B
|Intitulé=Connaître le pronostic à long terme
|Description=Connaitre les complications potentielles
|Rubrique=Suivi et/ou pronostic
|Contributeurs=
|Ordre=14}}
'''. Suivi clinique''' 

-         Atteinte axiale

-         Atteinte articulaire périphérique

-         Enthésopathie

-         Atteintes extra-articulaires

-         Scores d'activité :

o  le score BASDAI (Bath Ankylosing Spondylitis Disease Activity Index, de zéro à dix)

o  l'ASDAS (Ankylosing Spondylitis Disease Activity Score) qui est un score composite clinico-biologique

'''. Suivi biologique :''' syndrome inflammatoire

'''. Suivi radiologique :''' Dans les formes évolutives, la réalisation régulière (par exemple tous les deux ou trois ans) de radiographies du rachis cervical de profil, du rachis lombaire de face et de profil et du bassin

'''. Pronostic à long terme'''

-         Pronostic fonctionnel

L'ankylose rachidienne, l'atteinte des hanches, l’atteinte restrictive pulmonaire peuvent être source d'un handicap important.

La coxite, le début précoce (avant seize ans), la dactylite, l'importance du syndrome inflammatoire, la résistance aux AINS, le tabagisme actif, la présence au diagnostic de syndesmophytes, sont des facteurs de mauvais pronostic

-         Complications propres de plus en plus exceptionnelles :

o  L'amylose AA,

o  Les dysplasies bulleuses kystiques des apex, parfois rencontrées ; la fibrose pulmonaire et surtout le syndrome restrictif

o  L'atteinte cardiaque : outre les manifestations directement lié à la physiopathologie (trouble de la conduction, insuffisance aortique), il existe un surrisque cardiovasculaire représenté par une fréquence accrue des AVC et des infarctus du myocarde

o  L'atteinte osseuse avec ostéoporose et risque fracturaire

o  La dilatation du cul-de-sac dural

-         Complications des traitements",False
322,OIC-198-01-A,Quel des trois types de microcrystaux mentionnés dans le texte est associé à la goutte ?,"La question évalue la compréhension des types de microcrystaux impliqués en pathologie humaine, en évitant les mots de plus de 3 syllabes.",Cristaux d'urate de sodium (UMS),"Cristaux responsables de la goutte, avec des cristaux d'acide urique dans l'urine.",Cristaux calciques,Cristaux de type pyrophosphate de calcium (PPC) et de phosphate de calcium (APC) pour des dépôts radiopaques.,Cristaux d'apatite,Cristaux associés à des tendinopathies calcifiantes ou à d'autres calcinoses.,Cristaux de pyrophosphate de calcium,Cristaux associés au rhumatisme à pyrophosphate.,a,"{{objectif de connaissance
|Identifiant=OIC-198-01-A
|Item_parent=Arthropathies microcristallines
|Item_parent_short=Arthropathies microcristallines
|Rang=A
|Intitulé=Connaître les trois principaux microcristaux impliqués en pathologie humaine
|Description=Cristaux d’urate de sodium dans la goutte, cristaux de pyrophosphate de calcium dans le rhumatisme à pyrophosphate, Cristaux d’apatite dans les tendinopathies calcifiantes ou autres calcinoses
|Rubrique=Définition
|Contributeurs=
|Ordre=1}}
Trois types de microcristaux sont en cause :

• cristaux d'urate de sodium (UMS pour urate monosodique), responsables de la 

goutte ; les cristaux d’acide urique ne sont que dans l’urine !

• cristaux calciques :

-       de type pyrophosphate de calcium (PPC) pour le rhumatisme associé ;

-       de type phosphate de calcium, apatite surtout, pour des dépôts radiopaques habituellement périarticulaires.",False
323,OIC-198-02-A,Quel seuil de solubilité des urates est-ce que la description mentionne ?,Le seuil de solubilité des urates est de 360 µmol/l ou 60 mg/l.,a,Le seuil de solubilité des urates est de 360 µmol/l ou 60 mg/l.,b,La valeur seuil de l’hyperuricémie est mentionnée dans le texte.,c,La description mentionne la valeur seuil de l’hyperuricémie.,d,La valeur seuil de l’hyperuricémie est mentionnée dans le texte.,a,"{{objectif de connaissance
|Identifiant=OIC-198-02-A
|Item_parent=Arthropathies microcristallines
|Item_parent_short=Arthropathies microcristallines
|Rang=A
|Intitulé=Connaître la valeur seuil de l’hyperuricémie
|Description=360 µmol/l ou 60 mg/l
|Rubrique=Définition
|Contributeurs=
|Ordre=2}}
Le seuil de solubilité des urates est de 360 µmol/l ou 60 mg/l 

<br />",False
