Unnamed: 0,id,question,question_comment,option_a,option_a_comment,option_b,option_b_comment,option_c,option_c_comment,option_d,option_d_comment,correct_option,content_raw,distractor_quality
533,OIC-187-13-B,Quelle est la phase physiopathologique qui précède l'apparition de l'eczéma de contact allergique chez un individu déjà sensibilisé ?,Cette question évalue la compréhension de la phase de sensibilisation asymptomatique dans l'eczéma de contact allergique.,Phase de révélation symptomatique,Cette option est incorrecte car elle décrit la phase de révélation lors d’un nouveau contact avec l’allergène.,Phase de sensibilisation asymptomatique,Cette option est correcte car elle décrit la phase de sensibilisation asymptomatique qui précède l'apparition de l'eczéma de contact allergique chez un individu déjà sensibilisé.,Phase de sensibilisation symptomatique,Cette option est incorrecte car elle décrit une phase de sensibilisation qui s'accompagne de symptômes.,Phase de révélation asymptomatique,Cette option est incorrecte car elle décrit une phase de révélation qui s'accompagne de symptômes.,b,"{{objectif de connaissance
|Identifiant=OIC-187-13-B
|Item_parent=Hypersensibilités et allergies cutanéomuqueuses chez l’enfant et l’adulte. Urticaire, dermatites atopique et de contact
|Item_parent_short=Hypersensibilités et allergies cutanéomuqueuses chez l’enfant et l’adulte. Urticaire, dermatites atopique et de contact
|Rang=B
|Intitulé=Connaître les éléments physiopathologie de l’eczéma de contact
|Description=None
|Rubrique=Physiopathologie
|Contributeurs=Nadège Cordel; Frédéric Bérard
|Ordre=13}}L’eczéma de contact allergique est une hypersensibilité allergique spécifique d’un antigène donné (appelé alors « allergène »). C’est une réaction inflammatoire adaptative, médiée par les lymphocytes T CD8+ (LTCD8+). Il s’agit d’une réaction d’hypersensibilité retardée ou de type IV dans la classification de Gel et Coombs (Figure 1).

Il existe deux phases physiopathologiques :

#Une phase de sensibilisation asymptomatique : chez le sujet non	encore sensibilisé, l’allergène, pénétrant dans l’épiderme,	est capté par les cellules dendritiques cutanées qui migrent dans	les ganglions et présentent l’allergène aux LTCD8+ naïfs. Les	LTCD8+ naïfs qui reconnaissent l’allergène se différencient	alors en LTCD8+ mémoire cytotoxiques qui circulent alors dans	l’organisme et en particulier dans la peau. Cette phase de	sensibilisation est asymptomatique et peut durer de quelques jours à	quelques années. La survenue de la sensibilisation est corrélée à	la durée d’exposition et à la concentration de l’allergène.
#Phase de révélation symptomatique (eczéma de contact	allergique) : Lors d’un nouveau contact cutané avec l’allergène	les LTCD8+ mémoires spécifiques de l’allergène réagissent	contre les cellules épithéliales qui sont recouvertes d’allergène	et déclenchent une réaction inflammatoire qui s’exprime	cliniquement sous la forme d’un eczéma et histologiquement sous	la forme d’un infiltrat de lymphocytes dans l’épiderme	(exocytose) et un oedème épidermique (spongiose).  Il faut 24 à	48h  pour voir apparaitre l’eczéma de contact après le contact	avec l’allergène chez un individu déjà sensibilisé.

<br />
[[Fichier:Hypersensibilité retardée de type IV dans la classification de Gel et Coombs.jpg|vignette|Figure 1 : Hypersensibilité retardée de type IV dans la classification de Gel et Coombs.]]


Figure 1 : Hypersensibilité retardée de type IV dans la classification de Gel et Coombs.

Modèle de l’eczéma de contact allergique.

Phase de sensibilisation asymptomatique (production des lymphocytes T spécifiques de l’allergène lors du premier contact)

Phase de révélation lors d’un nouveau contact (eczéma clinique)   ",False
534,OIC-187-17-B,Quel est le critère permettant de distinguer un test épicutané positif d'un test irritatif non allergique ?,La question évalue la compréhension des différences entre un test épicutané positif et un test irritatif non allergique.,La présence d'un eczéma de contact,La présence d'un eczéma de contact est un critère permettant de distinguer un test épicutané positif d'un test irritatif non allergique.,La durée de l'occlusion,La durée de l'occlusion n'est pas un critère permettant de distinguer un test épicutané positif d'un test irritatif non allergique.,La localisation de l'érythème,La localisation de l'érythème n'est pas un critère permettant de distinguer un test épicutané positif d'un test irritatif non allergique.,La présence d'un érythème simple,La présence d'un érythème simple est un critère permettant de distinguer un test épicutané positif d'un test irritatif non allergique.,a,"{{objectif de connaissance
|Identifiant=OIC-187-17-B
|Item_parent=Hypersensibilités et allergies cutanéomuqueuses chez l’enfant et l’adulte. Urticaire, dermatites atopique et de contact
|Item_parent_short=Hypersensibilités et allergies cutanéomuqueuses chez l’enfant et l’adulte. Urticaire, dermatites atopique et de contact
|Rang=B
|Intitulé=Connaître le principe, la technique et l’interprétation des tests épicutanés
|Description=None
|Rubrique=Examens complémentaires
|Contributeurs=Nadège Cordel; Frédéric Bérard
|Ordre=17}}'''On testera les patients''' avec l’allergène suspect déposé « sur la peau » (test « épicutané »), sous occlusion, pendant 48h (patchs tests). Après retrait du dispositif occlusif, le patch test est dit « positif » s’il existe un eczéma de contact (érythème, vésicules) sur le site sur lequel a été déposé l’allergène.

Le test est dit irritatif, non allergique, lorsqu’il existe non pas un eczéma mais un simple érythème (l’occlusion favorise l’irritation). Cet érythème disparait en général en quelques heures contre plusieurs jours d’évolution s’il s’agit d’un eczéma de contact. Il est alors considéré comme « négatif », tout comme l’absence stricte d’érythème.",False
535,OIC-187-18-A,Quel est le principe de traitement le plus important pour un eczéma de contact ?,La question évalue la compréhension des principes de traitement de l'eczéma de contact.,Application quotidienne de dermocorticoïde,"Cette option est incorrecte car elle ne mentionne pas l'éviction du contact avec l'allergène, qui est le principe le plus important.",Eviction du contact avec l'allergène,Cette option est correcte car elle met en avant l'aspect le plus important du traitement de l'eczéma de contact.,Application de crème hydratante après la poussée d'eczéma,Cette option est incorrecte car elle ne concerne pas le principe de traitement le plus important pour un eczéma de contact.,Utilisation d'un antihistaminique,"Cette option est incorrecte car elle ne mentionne pas l'éviction du contact avec l'allergène, qui est le principe le plus important.",b,"{{objectif de connaissance
|Identifiant=OIC-187-18-A
|Item_parent=Hypersensibilités et allergies cutanéomuqueuses chez l’enfant et l’adulte. Urticaire, dermatites atopique et de contact
|Item_parent_short=Hypersensibilités et allergies cutanéomuqueuses chez l’enfant et l’adulte. Urticaire, dermatites atopique et de contact
|Rang=A
|Intitulé=Connaître les grands principes du traitement d’un eczéma de contact
|Description=None
|Rubrique=Prise en charge
|Contributeurs=Nadège Cordel; Frédéric Bérard
|Ordre=18}}Le traitement de l’eczéma de contact repose sur 2 principes :

* '''Eviction du contact''' avec l’allergène : c’est l’aspect le plus important du traitement (prévention secondaire)
* '''Dermocorticoïde''', 1 application quotidienne jusqu’à guérison de l’eczéma, en général une dizaine de jours.
** '''Crème ou pommade''' selon la localisation :
*** crème (plis ou lésion suintante)
*** pommade (le reste du corps en dehors des plis, et sur les lésions non suintantes).

Après la poussée d’eczéma, une '''crème hydratante''' est conseillée pour lutter contre la desquamation cutanée, qui fait suite à la phase inflammatoire de l’eczéma.
<br />",False
536,OIC-188-01-A,"Quelle est la définition de l'asthme chez l'adulte et l'enfant, selon l'âge chez l'enfant ?","La question évalue la compréhension de la définition de l'asthme, en tenant compte de l'âge chez l'enfant.","Maladie inflammatoire chronique conduisant à des modifications de la structure des voies aériennes inférieures associant des symptômes respiratoires variables dans le temps et en intensité (dyspnée, sifflements, oppression thoracique et/ou toux) et une obstruction des voies aériennes inférieures variable dans le temps et/ou réversible totalement ou partiellement sous bronchodilatateurs d’action rapide.","Cette définition correspond à la définition de l'asthme chez l'adulte et l'enfant, selon l'âge chez l'enfant.","Maladie inflammatoire chronique des voies aériennes supérieures définie par la présence de symptômes « PAREO » (prurit, anosmie, rhinorrhée, éternuements, obstruction nasale).","Cette définition correspond à la rhinite allergique, pas à l'asthme.","Maladie inflammatoire chronique conduisant à des modifications de la structure des voies aériennes supérieures associant des symptômes respiratoires variables dans le temps et en intensité (dyspnée, sifflements, oppression thoracique et/ou toux) et une obstruction des voies aériennes supérieures variable dans le temps et/ou réversible totalement ou partiellement sous bronchodilatateurs d’action rapide.","Cette définition est incorrecte car elle mentionne les voies aériennes supérieures, ce qui correspond à la rhinite allergique.","Maladie inflammatoire chronique conduisant à des modifications de la structure des voies aériennes inférieures associant des symptômes respiratoires variables dans le temps et en intensité (dyspnée, sifflements, oppression thoracique et/ou toux) et une obstruction des voies aériennes inférieures variable dans le temps et/ou réversible totalement ou partiellement sous bronchodilatateurs d’action rapide, mais sans tenir compte de l'âge chez l'enfant.","Cette définition est incorrecte car elle ne tient pas compte de l'âge chez l'enfant, ce qui est un élément important dans la définition de l'asthme.",a,"{{objectif de connaissance
|Identifiant=OIC-188-01-A
|Item_parent=Hypersensibilité et allergies respiratoires chez l’enfant et chez l’adulte. Asthme, rhinite
|Item_parent_short=Hypersensibilité et allergies respiratoires chez l’enfant et chez l’adulte. Asthme, rhinite
|Rang=A
|Intitulé=Connaître la définition de l’asthme et de la rhinite allergique (chez l’adulte et l’enfant, selon l’âge chez l’enfant)
|Description=None
|Rubrique=Définition
|Contributeurs=
|Ordre=1}}
'''Asthme'''

*Maladie inflammatoire chronique conduisant à des modifications de la structure des voies aériennes inférieures associant :
**des symptômes respiratoires variables dans le temps et en intensité ([[Dyspnée SD-162|dyspnée]], [[Découverte d'anomalies à l'auscultation pulmonaire SD-020|sifflements]], oppression thoracique et/ou [[Toux SD-167|toux]])
**'''ET''' une obstruction des voies aériennes inférieures variable dans le temps et/ou réversible totalement ou partiellement sous bronchodilatateurs d’action rapide

'''Rhinite allergique:'''

Maladie inflammatoire chronique des voies aériennes supérieures définie par la présence de symptômes « PAREO » (Prurit, Anosmie, Rhinorrhée, Éternuements, Obstruction nasale). La rhinite allergique (RA) est l’expression clinique d’une rhinite et un constat immuno-allergique (inflammation IgE-dépendante que l’on peut rattacher à une exposition allergénique).",False
537,OIC-188-02-B,Quels sont les principaux facteurs de risque de développer un asthme chez un enfant ?,La question évalue la compréhension des facteurs de risque de l'asthme chez l'enfant.,Antécédents familiaux d'allergie,Cette option est correcte car les antécédents familiaux d'allergie sont un facteur de risque important pour le développement de l'asthme chez l'enfant.,Exposition au tabac pendant la grossesse,"Cette option est incorrecte car l'exposition au tabac pendant la grossesse est un facteur de risque pour le développement de l'asthme chez l'enfant, mais elle n'est pas le principal facteur de risque.",Infections virales fréquentes,"Cette option est incorrecte car les infections virales fréquentes peuvent aggraver l'asthme, mais elles ne sont pas un facteur de risque de développement de l'asthme.",Pollution de l'air intérieur,Cette option est correcte car la pollution de l'air intérieur est un facteur de risque important pour le développement de l'asthme chez l'enfant.,a,"{{objectif de connaissance
|Identifiant=OIC-188-02-B
|Item_parent=Hypersensibilité et allergies respiratoires chez l’enfant et chez l’adulte. Asthme, rhinite
|Item_parent_short=Hypersensibilité et allergies respiratoires chez l’enfant et chez l’adulte. Asthme, rhinite
|Rang=B
|Intitulé=Connaître la fréquence et les facteurs de risque de l’asthme et de la rhinite allergique dans la population adulte et pédiatrique
|Description=Eléments de prévention primaire et secondaire
|Rubrique=Epidémiologie
|Contributeurs=
|Ordre=2}}
'''Prévalence :'''

* Asthme : 6% en population générale
* Rhinite allergique : 24% en population générale (80% chez les asthmatiques)

'''Facteurs de risque'''

* Composante génétique : Maladie polygénique (aucun gène n’est responsable à lui seul de la maladie). Risque pour un enfant de développer un asthme :
** 10% en l’absence d’antécédent d’asthme chez les parents
** 25 % lorsque l’un des deux parents est asthmatique
** plus de 50 % si les deux parents sont asthmatiques
* Composante environnementale favorisant le développement de la maladie:
** infections virales ;
** sensibilisation aux pneumallergènes;
** exposition au tabac dès la conception ;
** pollution de l’air intérieur.",True
538,OIC-188-03-B,Quelle est la principale caractéristique de l'asthme Th2 ?,La question évalue la compréhension de la physiopathologie de l'asthme Th2.,Une inflammation des voies aériennes faisant intervenir les lymphocytes Th2 et les éosinophiles.,"Cette option est correcte car elle décrit la principale caractéristique de l'asthme Th2, qui est une inflammation des voies aériennes faisant intervenir les lymphocytes Th2 et les éosinophiles.",Une inflammation des voies aériennes faisant intervenir les lymphocytes Th1 et les neutrophiles.,"Cette option est incorrecte car elle décrit une inflammation des voies aériennes faisant intervenir les lymphocytes Th1 et les neutrophiles, qui est une caractéristique de l'asthme non-Th2.",Une inflammation des voies aériennes faisant intervenir les lymphocytes Th17 et les macrophages.,"Cette option est incorrecte car elle décrit une inflammation des voies aériennes faisant intervenir les lymphocytes Th17 et les macrophages, qui est une caractéristique de l'asthme non-Th2.",Une inflammation des voies aériennes faisant intervenir les lymphocytes Th1 et les neutrophiles.,"Cette option est incorrecte car elle décrit une inflammation des voies aériennes faisant intervenir les lymphocytes Th1 et les neutrophiles, qui est une caractéristique de l'asthme non-Th2.",a,"{{objectif de connaissance
|Identifiant=OIC-188-03-B
|Item_parent=Hypersensibilité et allergies respiratoires chez l’enfant et chez l’adulte. Asthme, rhinite
|Item_parent_short=Hypersensibilité et allergies respiratoires chez l’enfant et chez l’adulte. Asthme, rhinite
|Rang=B
|Intitulé=Connaître la physiopathologie et immunopathologie de l’asthme et de la rhinite allergique
|Description=None
|Rubrique=Physiopathologie
|Contributeurs=
|Ordre=3}}
Réaction inflammatoire au niveau des voies aériennes se manifestant par

* une hyperplasie des glandes muqueuses,
* un épaississement de la membrane basale,
* une hyperperméabilité vasculaire provoquant un œdème de la muqueuse,
* une hyperplasie et hypertrophie des cellules musculaires lisses (pour l’asthme essentiellement),
* une hyperréactivité bronchique (pour l’asthme)
* un remodelage bronchique (pour l’asthme)

Ces éléments participent à l’obstruction de la paroi bronchique et des voies aériennes supérieures ainsi qu’à l’hypersécrétion de mucus.

On décrit 2 principaux phénotypes (tableaux clinico-biologiques) d’asthme en fonction du type d’inflammation des voies aériennes :

* Asthme Th2 : inflammation des voies aériennes faisant intervenir notamment les lymphocytes Th2 et les éosinophiles. Ce mécanisme est observé dans les asthmes allergiques et les asthmes à éosinophiles non allergiques
* Asthme non-Th2 : inflammation ne dépendant pas de lymphocytes Th2 ou d’éosinophiles. Les neutrophiles pourraient jouer un rôle dans ce type d’asthme.",False
539,OIC-188-05-A,Quelle est la modalité de diagnostic positif d’un asthme chez l’enfant et l’adulte ?,La question évalue la compréhension des symptômes caractéristiques et de la réversibilité de l’obstruction des voies aériennes.,La réalisation d’un test de dépistage IgE multiallergénique (aéroallergènes et trophallergènes),Cette option est incorrecte car le test de dépistage IgE multiallergénique n’est pas une modalité de diagnostic positif d’un asthme. Il s’agit d’un outil de dépistage des allergies.,La mise en évidence d’une obstruction des voies aériennes réversible sous bronchodilatateurs,Cette option est correcte car elle décrit la modalité de diagnostic positif d’un asthme. L’obstruction des voies aériennes réversible sous bronchodilatateurs est un critère clé pour le diagnostic d’asthme.,La recherche d’hyper-réactivité bronchique par la métacholine,Cette option est incorrecte car la recherche d’hyper-réactivité bronchique par la métacholine n’est pas une modalité de diagnostic positif d’un asthme. Elle est utilisée pour confirmer le diagnostic d’asthme chez les patients présentant des symptômes suspects mais avec une spirométrie normale.,La réalisation d’un test cutané en allergologie,Cette option est incorrecte car le test cutané en allergologie n’est pas une modalité de diagnostic positif d’un asthme. Il s’agit d’un outil de dépistage des allergies.,b,"{{objectif de connaissance
|Identifiant=OIC-188-05-A
|Item_parent=Hypersensibilité et allergies respiratoires chez l’enfant et chez l’adulte. Asthme, rhinite
|Item_parent_short=Hypersensibilité et allergies respiratoires chez l’enfant et chez l’adulte. Asthme, rhinite
|Rang=A
|Intitulé=Connaître les modalités du diagnostic positif et du diagnostic différentiel d’un asthme chez l’enfant et l’adulte
|Description=None
|Rubrique=Diagnostic positif
|Contributeurs=
|Ordre=5}}
Le diagnostic d’asthme repose sur l’existence de symptômes caractéristiques '''ET''' la mise en évidence d’une obstruction des voies aériennes réversible (et nécessite donc la [[Demande/prescription raisonnée et choix d'un examen diagnostique SD-178|réalisation d’EFR]]) :

*Symptômes (gêne respiratoire, dyspnée, sifflements, toux, oppression thoracique) survenant volontiers en même temps, d’intensité variable dans le temps (paroxystiques), déclenchés par des infections, l’exercice ou l’exposition à des allergènes et pouvant s’aggraver la nuit (nuit profonde).
*EFR : trouble ventilatoire obstructif (VEMS/CV < 0,7) réversible sous bronchodilatateurs (gain de plus de 200mL et >12% par rapport à la valeur initiale sur le VEMS). Une recherche d’hyper-réactivité bronchique pourra être discutée en cas de spirométrie normale (à la métacholine).",False
540,OIC-188-07-B,"Parmi les métiers suivants, lesquels sont à risque d'asthme professionnel ?",Connaître les principaux métiers à risque d'asthme professionnel.,"Boulanger, pâtissier (allergène = blé, acarien de farine)","Le boulanger et le pâtissier sont exposés à la farine, qui peut provoquer des réactions allergiques. L'acarien de farine est également un allergène potentiel.","Professionnels de santé (latex, aldéhydes, ammoniums)","Les professionnels de santé sont exposés à divers allergènes, notamment le latex, les aldéhydes et les ammoniums, qui peuvent provoquer des réactions allergiques.",Coiffeurs (persulfates),"Les coiffeurs sont exposés aux persulfates, qui sont des allergènes potentiels.",Peintres (isocyanates),"Les peintres sont exposés aux isocyanates, qui sont des allergènes potentiels.",a,"{{objectif de connaissance
|Identifiant=OIC-188-07-B
|Item_parent=Hypersensibilité et allergies respiratoires chez l’enfant et chez l’adulte. Asthme, rhinite
|Item_parent_short=Hypersensibilité et allergies respiratoires chez l’enfant et chez l’adulte. Asthme, rhinite
|Rang=B
|Intitulé=Connaître les principaux métiers à risque d’asthme professionnel
|Description=None
|Rubrique=Étiologies
|Contributeurs=
|Ordre=7}}
o   Boulanger, pâtissier (allergène = blé, acarien de farine)

o   Professionnels de santé (latex, aldéhydes, ammoniums)

o   Coiffeurs (persulfates)

o   Peintres (isocyanates)

o   Agents d’entretien (ammoniums…)

o   Travailleurs du bois",True
541,OIC-188-08-A,Quels sont les critères d'évaluation du contrôle de l'asthme chez un patient adulte ?,La question évalue la compréhension des critères d'évaluation du contrôle de l'asthme.,"Les symptômes d'asthme sont contrôlés, les exacerbations sont rares et il n'y a pas d'obstruction bronchique.","Cette option est correcte car elle reprend les trois critères d'évaluation du contrôle de l'asthme : symptômes contrôlés, exacerbations rares et obstruction bronchique absente.","Les symptômes d'asthme sont contrôlés, les exacerbations sont fréquentes et il n'y a pas d'obstruction bronchique.","Cette option est incorrecte car elle mentionne des exacerbations fréquentes, ce qui est incompatible avec le contrôle de l'asthme.","Les symptômes d'asthme sont contrôlés, les exacerbations sont rares et il y a obstruction bronchique.","Cette option est incorrecte car elle mentionne une obstruction bronchique, ce qui est incompatible avec le contrôle de l'asthme.","Les symptômes d'asthme sont contrôlés, les exacerbations sont fréquentes et il n'y a pas d'obstruction bronchique.","Cette option est incorrecte car elle mentionne des exacerbations fréquentes, ce qui est incompatible avec le contrôle de l'asthme.",a,"{{objectif de connaissance
|Identifiant=OIC-188-08-A
|Item_parent=Hypersensibilité et allergies respiratoires chez l’enfant et chez l’adulte. Asthme, rhinite
|Item_parent_short=Hypersensibilité et allergies respiratoires chez l’enfant et chez l’adulte. Asthme, rhinite
|Rang=A
|Intitulé=Connaître les modalités d’évaluation du contrôle de l’asthme
|Description=None
|Rubrique=Diagnostic positif
|Contributeurs=
|Ordre=8}}
L’asthme est contrôlé si :

o   les symptômes d’asthme sont contrôlés (évaluation par l’interrogatoire sur les 4 dernières semaines par le questionnaire ACT (asthma control test)

o   les exacerbations sont rares : < 2 cures de corticothérapie systémique l’année précédente

o   il n’y a pas d’obstruction bronchique: VEMS/CVF > 0.7 et VEMS ≥ 80%",False
542,OIC-188-09-A,Quels sont les signes cliniques d'une exacerbation d'asthme chez l'enfant et l'adulte ?,La question évalue la compréhension des signes cliniques d'une exacerbation d'asthme.,Augmentation progressive des symptômes durant au moins deux jours et nécessitant une modification du traitement,Cette option est correcte car elle décrit un signe clinique clé d'une exacerbation d'asthme.,Diminution des symptômes malgré l'utilisation de bronchodilatateurs,Cette option est incorrecte car elle décrit une situation qui n'est pas typique d'une exacerbation d'asthme.,Symptômes calmés par les bronchodilatateurs d’action rapide utilisés de façon fréquente et en quantité importante,Cette option est incorrecte car elle décrit une situation qui n'est pas typique d'une exacerbation d'asthme.,Retour à l’état habituel malgré l’utilisation de bronchodilatateurs,Cette option est incorrecte car elle décrit une situation qui n'est pas typique d'une exacerbation d'asthme.,a,"{{objectif de connaissance
|Identifiant=OIC-188-09-A
|Item_parent=Hypersensibilité et allergies respiratoires chez l’enfant et chez l’adulte. Asthme, rhinite
|Item_parent_short=Hypersensibilité et allergies respiratoires chez l’enfant et chez l’adulte. Asthme, rhinite
|Rang=A
|Intitulé=Connaître les modalités du diagnostic d’exacerbation d’asthme chez l’enfant et l’adulte
|Description=None
|Rubrique=Diagnostic positif
|Contributeurs=
|Ordre=9}}
Le diagnostic est clinique :

o   augmentation progressive des symptômes durant au moins deux jours et nécessitant une modification du traitement

o   non calmée par les bronchodilatateurs d’action rapide utilisés de façon fréquente et en quantité importante

o   sans retour à l’état habituel",False
543,OIC-188-10-A,Quels sont les signes de gravité d’une exacerbation d’asthme chez l’enfant et l’adulte ?,"Cette question évalue la capacité à identifier les signes de gravité d’une exacerbation d’asthme, qui peuvent mettre en jeu le pronostic vital à court terme.","Parle avec des phrases courtes ou interrompues par l’inspiration, préfère la position assise qu’allongée, augmentation de la fréquence respiratoire (FR) > 25/min, fréquence cardiaque (FC) > 100/min, saturation en oxygène (SpO2) < 95% en air ambiant, débit expiratoire de pointe (DEP) ≤ 50% de la meilleure valeur.","Cette option décrit les signes de lutte, qui sont des signes d’effort respiratoire. Ils incluent des signes tels que la parole courte, la préférence pour la position assise, l’augmentation de la fréquence respiratoire, la fréquence cardiaque élevée et la saturation en oxygène réduite. Le débit expiratoire de pointe est un test fonctionnel respiratoire qui peut être réalisé chez l’enfant et l’adulte, et une valeur inférieure à 50% de la meilleure valeur est un signe de gravité.","Parle avec des mots, assis penché en avant, agité, fréquence respiratoire (FR) > 30/min, fréquence cardiaque (FC) > 120/min, saturation en oxygène (SpO2) < 90% en air, débit expiratoire de pointe (DEP) ≤ 50% de la meilleure valeur (ou théorique si inconnue) ou impossible à réaliser, silence auscultatoire, respiration paradoxale, troubles de la conscience, bradycardie, collapsus.","Cette option décrit les signes de défaillance, qui sont des signes de défaillance respiratoire. Ils incluent des signes tels que la parole avec des mots, la position assise penchée en avant, l’agitation, la fréquence respiratoire élevée, la fréquence cardiaque élevée, la saturation en oxygène réduite, le débit expiratoire de pointe réduit, le silence auscultatoire, la respiration paradoxale, les troubles de la conscience, la bradycardie et le collapsus. Ces signes sont des signes de gravité et peuvent mettre en jeu le pronostic vital à court terme.","Parle avec des phrases courtes ou interrompues par l’inspiration, préfère la position assise qu’allongée, augmentation de la fréquence respiratoire (FR) > 25/min, fréquence cardiaque (FC) > 100/min, saturation en oxygène (SpO2) < 95% en air ambiant, débit expiratoire de pointe (DEP) ≤ 50% de la meilleure valeur.","Cette option est similaire à l’option A, mais elle ne mentionne pas les signes de défaillance. Elle décrit les signes de lutte, qui sont des signes d’effort respiratoire. Elle est incorrecte car elle ne mentionne pas les signes de défaillance, qui sont des signes de gravité et peuvent mettre en jeu le pronostic vital à court terme.","Parle avec des phrases courtes ou interrompues par l’inspiration, préfère la position assise qu’allongée, augmentation de la fréquence respiratoire (FR) > 25/min, fréquence cardiaque (FC) > 100/min, saturation en oxygène (SpO2) < 95% en air ambiant, débit expiratoire de pointe (DEP) ≤ 50% de la meilleure valeur.","Cette option est similaire à l’option A, mais elle ne mentionne pas les signes de défaillance. Elle décrit les signes de lutte, qui sont des signes d’effort respiratoire. Elle est incorrecte car elle ne mentionne pas les signes de défaillance, qui sont des signes de gravité et peuvent mettre en jeu le pronostic vital à court terme.",b,"{{objectif de connaissance
|Identifiant=OIC-188-10-A
|Item_parent=Hypersensibilité et allergies respiratoires chez l’enfant et chez l’adulte. Asthme, rhinite
|Item_parent_short=Hypersensibilité et allergies respiratoires chez l’enfant et chez l’adulte. Asthme, rhinite
|Rang=A
|Intitulé=Connaître les signes de gravité d’une exacerbation d’asthme chez l’enfant et l’adulte
|Description=Savoir rechercher les signes évocateurs de mise en jeu du pronostic vital à court terme (troubles de la conscience, pause respiratoire, collapsus, silence auscultatoire, FR>30, signes lutte) (item 359). Savoir quand appeler le réanimateur
|Rubrique=Identification de l’urgence
|Contributeurs=
|Ordre=10}}
[[Détresse respiratoire aiguë SD-160|Détresse respiratoire aiguë]]

'''Signes de lutte'''

o   Parle avec des phrases courtes ou interrompues par l’inspiration

o   Préfère la position assise qu’allongée

o   Augmentation de la FR > 25/min

o   FC > 100/min

o   SpO2 < 95% en AA

o   Débit Expiratoire de Pointe (DEP) ≤ 50% de la meilleure valeur (ou théorique si inconnue)

'''Signes de défaillance'''

o   Parle avec des mots

o   Assis penché en avant

o   Agité

o   FR > 30/min

o   Utilisation des muscles respiratoires accessoires

o   FC > 120/min

o   SpO2 < 90% en air

o   DEP ≤ 50% de la meilleure valeur (ou théorique si inconnue) ou impossible à réaliser

o   silence auscultatoire

o   respiration paradoxale

o   troubles de la conscience, bradycardie, collapsus",False
544,OIC-188-11-B,Quelle est la principale cause de la distension thoracique chez un patient présentant une hyperclarté des champs pulmonaires avec aplatissement des coupoles diaphragmatiques et horizontalisation des côtes ?,"La distension thoracique est un signe clinique important qui peut être associé à diverses pathologies pulmonaires. Dans ce contexte, la principale cause de la distension thoracique est liée à une pathologie spécifique.",Pneumonie,"La pneumonie est une infection pulmonaire qui peut provoquer une distension thoracique, mais ce n'est pas la principale cause dans ce contexte.",Asthme,"L'asthme est une maladie respiratoire chronique qui peut provoquer une distension thoracique, mais ce n'est pas la principale cause dans ce contexte.",Épanchement pleural,"L'épanchement pleural est une accumulation de liquide dans la cavité pleurale qui peut provoquer une distension thoracique, mais ce n'est pas la principale cause dans ce contexte.",Emphysème pulmonaire,"L'emphysème pulmonaire est une maladie pulmonaire chronique qui peut provoquer une distension thoracique, mais ce n'est pas la principale cause dans ce contexte.",d,"{{objectif de connaissance
|Identifiant=OIC-188-11-B
|Item_parent=Hypersensibilité et allergies respiratoires chez l’enfant et chez l’adulte. Asthme, rhinite
|Item_parent_short=Hypersensibilité et allergies respiratoires chez l’enfant et chez l’adulte. Asthme, rhinite
|Rang=B
|Intitulé=Connaître la sémiologie RP d’une distension thoracique
|Description=hyperclarté des champs pulmonaires avec aplatissement des coupoles diaphragmatiques et horizontalisation des côtes
|Rubrique=Contenu multimédia
|Contributeurs=
|Ordre=11}}
cf chapitre identique dans item BPCO",False
