Unnamed: 0,id,question,question_comment,option_a,option_a_comment,option_b,option_b_comment,option_c,option_c_comment,option_d,option_d_comment,correct_option,content_raw
566,OIC-157-10-B,Quels examens complémentaires sont systématiquement indiqués en cas de bactériémie/fongémie ?,Cette question évalue la capacité à identifier les examens complémentaires systématiquement indiqués en cas de bactériémie/fongémie en fonction de l'agent infectieux.,Echocardiographie systématique pour Staphylococcus aureus,Cette option est correcte car Staphylococcus aureus peut nécessiter une échocardiographie systématique.,Echocardiographie et fond d'œil systématiques pour Candida,Cette option est correcte car Candida peut nécessiter une échocardiographie et un fond d'œil systématiques.,"ECBU +/- imagerie abdominale pour entérobactéries, entérocoques",Cette option est correcte car entérobactéries et entérocoques peuvent nécessiter un ECBU et une imagerie abdominale.,Imagerie abdominale pour anaérobies,Cette option est correcte car anaérobies peuvent nécessiter une imagerie abdominale.,a,"{{objectif de connaissance
|Identifiant=OIC-157-10-B
|Item_parent=Bactériémie/Fongémie de l’adulte et de l’enfant
|Item_parent_short=Bactériémie/Fongémie de l’adulte et de l’enfant
|Rang=B
|Intitulé=Connaître les indications des examens complémentaires au cours d’une bactériémie/fongémie
|Description=None
|Rubrique=Examens complémentaires
|Contributeurs=
|Ordre=10}}
'''En fonction de l’identification microbienne :'''

* ''Staphylococcus aureus'' : échocardiographie systématique
* ''Candida'' : échocardiographie et fond d’œil systématiques
* Entérobactéries, entérocoques : ECBU +/- imagerie abdominale
* Anaérobies : imagerie abdominale
* Bactéries associées aux endocardites (cf item 152 : ''S. aureus'', streptocoque oral, ''Streptococcus gallolyticus'') : échocardiographie
* ''Streptococcus pneumoniae'' : radiographie de thorax +/- ponction lombaire (si syndrome méningé ou imagerie thoracique normale)"
567,OIC-157-11-A,Quelle est la valeur d'interprétation de la procalcitonine dans le diagnostic d'une bactériémie/fongémie ?,"Cette question évalue la compréhension des informations fournies sur l'interprétation des marqueurs bio inflammatoires, spécifiquement la procalcitonine, dans le diagnostic d'une bactériémie/fongémie.","Une procalcitonine < 0,25 ng/ml rend probable l’existence d’une bactériémie/fongémie","Cette option est incorrecte car elle contredit l'information fournie, qui indique que la procalcitonine < 0,25 ng/ml rend peu probable l’existence d’une bactériémie/fongémie.","Une procalcitonine < 0,25 ng/ml rend probable l’existence d’une bactériémie/fongémie",Cette option est incorrecte pour les mêmes raisons que l'option a.,"Une procalcitonine < 0,25 ng/ml rend peu probable l’existence d’une bactériémie/fongémie","Cette option est correcte car elle reflète l'information fournie, qui indique que la procalcitonine < 0,25 ng/ml rend peu probable l’existence d’une bactériémie/fongémie.","Une procalcitonine < 0,25 ng/ml rend probable l’existence d’une bactériémie/fongémie",Cette option est incorrecte pour les mêmes raisons que les options a et b.,c,"{{objectif de connaissance
|Identifiant=OIC-157-11-A
|Item_parent=Bactériémie/Fongémie de l’adulte et de l’enfant
|Item_parent_short=Bactériémie/Fongémie de l’adulte et de l’enfant
|Rang=A
|Intitulé=Connaître les modalités d’interprétation des marqueurs bio inflammatoires au cours d’une bactériémie/fongémie
|Description=None
|Rubrique=Examens complémentaires
|Contributeurs=David Lebeaux
|Ordre=11}}
'''[[Elévation de la protéine c-réactive (cr) SD-203|Biomarqueurs inflammatoires]] (CRP, procalcitonine)'''

•     Non spécifiques, valeur d’orientation uniquement

•     Une procalcitonine < 0,25 ng/ml rend peu probable l’existence d’une bactériémie/fongémie

•     Pas d’indication à les doser systématiquement"
568,OIC-157-12-A,Quels sont les principes généraux de la prise en charge thérapeutique probabiliste d'une bactériémie/fongémie?,"Cette question évalue la compréhension des principes de prise en charge d'une bactériémie/fongémie, en particulier le choix de l'antimicrobien basé sur la porte d'entrée suspectée cliniquement.",Le choix de l'antimicrobien doit être basé uniquement sur l'identification de l'espèce et l'antibiogramme.,Cette option est incorrecte car elle ne prend pas en compte la porte d'entrée suspectée cliniquement.,Le traitement antimicrobien est toujours administré par voie orale.,Cette option est incorrecte car le traitement antimicrobien est généralement administré par voie parentérale initialement.,Les associations (bithérapie) sont toujours nécessaires pour élargir le spectre.,Cette option est incorrecte car les associations ont des indications limitées et ne sont pas toujours nécessaires.,Le choix de l'antimicrobien doit être basé sur la porte d'entrée suspectée cliniquement.,Cette option est correcte car elle reflète les principes de prise en charge probabiliste d'une bactériémie/fongémie.,d,"{{objectif de connaissance
|Identifiant=OIC-157-12-A
|Item_parent=Bactériémie/Fongémie de l’adulte et de l’enfant
|Item_parent_short=Bactériémie/Fongémie de l’adulte et de l’enfant
|Rang=A
|Intitulé=Connaître les principes généraux de la prise en charge thérapeutique probabiliste d’une bactériémie/fongémie
|Description=None
|Rubrique=Prise en charge
|Contributeurs=
|Ordre=12}}
•     Hospitalisation indispensable

•     Antimicrobien = urgence thérapeutique

•     Choix de l’antimicrobien : '''probabiliste en fonction de la porte d’entrée suspectée cliniquement'''

•     Antimicrobien par voie parentérale initialement

•     Bactéricide ou fongicide

•     Les associations (bithérapie) ont des indications limitées, principalement pour élargir le spectre

•     Le traitement antimicrobien est secondairement adapté à :

* L’examen direct de l’hémoculture (coloration de Gram)
* L’identification d’espèce
* L’antibiogramme / antifongigramme"
569,OIC-157-13-A,Quelle est la première ligne de traitement pour une bactériémie due à un Staphylococcus aureus sensible à la méticilline (SASM) ?,Cette question évalue la capacité à appliquer les connaissances théoriques sur la prise en charge d'une bactériémie à un cas clinique concret.,Pénicilline M,"Cette option est incorrecte car la pénicilline M est un antibiotique, mais pas la première ligne de traitement pour une bactériémie à SASM.",Céfazoline,"Cette option est incorrecte car la céfazoline est une céphalosporine de 1ère génération, mais pas la première ligne de traitement pour une bactériémie à SASM.",Vancomycine,"Cette option est incorrecte car la vancomycine est un glycopeptide, mais pas la première ligne de traitement pour une bactériémie à SASM.",Pénicilline A,Cette option est correcte car la pénicilline A (amoxicilline) est la première ligne de traitement pour une bactériémie à SASM.,d,"{{objectif de connaissance
|Identifiant=OIC-157-13-A
|Item_parent=Bactériémie/Fongémie de l’adulte et de l’enfant
|Item_parent_short=Bactériémie/Fongémie de l’adulte et de l’enfant
|Rang=A
|Intitulé=Connaître les modalités de choix de l’antibiotique selon l’agent infectieux sur documentation microbiologique
|Description=None
|Rubrique=Prise en charge
|Contributeurs=David Lebeaux
|Ordre=13}}

{| class=""wikitable""
|'''Agents infectieux'''
|'''[[Prescrire un anti-infectieux SD-255|Antimicrobien de 1<sup>ère</sup>  intention]]'''
|
|-
|''Staphylococcus aureus'' sensible à la méticilline (SASM)
|Pénicilline M ou céfazoline (Céphalosporine  de 1<sup>ère</sup> génération)
|
|-
|''Staphylococcus aureus'' résistant à la méticilline (SARM)
|Vancomycine (glycopeptide)
|
|-
|''Streptococcus pneumoniae''
|Pénicilline A (amoxicilline)/ Céphalosporine  de 3<sup>ème</sup> génération (céfotaxime, ceftriaxone) si méningite ou  pneumonie aigue communautaire grave
|
|-
|Autres streptocoques
|Pénicilline A (amoxicilline)
|
|-
|Méningocoque
|Céphalosporine de 3<sup>ème</sup>  génération (céfotaxime, ceftriaxone)
|
|-
|Entérocoque
|Pénicilline A (amoxicilline) +/-  gentamicine si suspicion d’endocardite
|
|-
|''Escherichia coli''
|Céphalosporine de 3<sup>ème</sup>  génération / fluoroquinolone si allergie
|
|-
| rowspan=""2"" |Anaérobies
| rowspan=""2"" |Imidazole (si les anaérobies ne sont pas  déjà couverts par l’antibiothérapie déjà prescrite)
|
|-
|
|-
|''Candida''
|Fluconazole ou Echinocandine (selon  antifongigramme)
|
|}"
570,OIC-157-14-A,Quelle est la première étape du traitement d'une bactériémie liée à un matériel étranger ?,"Cette question évalue la compréhension des principes de la prise en charge thérapeutique d'une bactériémie, en particulier le traitement de la porte d'entrée.",Rechercher les localisations secondaires et les traiter en priorité,Cette option est incorrecte car elle ne traite pas directement la porte d'entrée de la bactériémie.,Administrer un antibiotique à large spectre,Cette option est incorrecte car elle ne traite pas la porte d'entrée de la bactériémie.,Effectuer un drainage de la localisation infectée,Cette option est correcte car elle traite directement la porte d'entrée de la bactériémie.,Ablater le matériel étranger,Cette option est correcte car elle traite directement la porte d'entrée de la bactériémie.,c,"{{objectif de connaissance
|Identifiant=OIC-157-14-A
|Item_parent=Bactériémie/Fongémie de l’adulte et de l’enfant
|Item_parent_short=Bactériémie/Fongémie de l’adulte et de l’enfant
|Rang=A
|Intitulé=Connaître les principes du traitement de la porte d’entrée
|Description=None
|Rubrique=Prise en charge
|Contributeurs=
|Ordre=14}}
'''Traitement de la porte d'entrée''' :

•     Indispensable pour réduire le risque de rechute

•     Le traitement est médical +/- chirurgical (drainage)

•     Si la bactériémie est liée à un matériel étranger : l’ablation est souvent nécessaire

•     Traitement des localisations secondaires : cf item spécifiques"
571,OIC-157-15-B,Quelles sont les situations où le contrôle chirurgical ou radio-interventionnel de la source infectieuse est indispensable?,"Cette question évalue la capacité à identifier les situations où le contrôle chirurgical ou radio-interventionnel de la source infectieuse est indispensable, en se basant sur le contenu éducatif fourni.","Urgence abdominale, pyélonéphrite aigue bloquée, endocardite compliquée, arthrite avec sepsis/choc septique, mise à plat ou drainage radiologique d’un abcès, fasciite nécrosante",Cette option est correcte car elle reprend les situations mentionnées dans le contenu éducatif comme nécessitant un contrôle chirurgical ou radio-interventionnel de la source infectieuse.,"Urgence abdominale, pyélonéphrite aigue bloquée, endocardite compliquée, arthrite avec sepsis/choc septique, mise à plat ou drainage radiologique d’un abcès, fasciite nécrosante, abcès du cerveau",Cette option est incorrecte car elle ajoute une situation (abcès du cerveau) qui n'est pas mentionnée dans le contenu éducatif comme nécessitant un contrôle chirurgical ou radio-interventionnel de la source infectieuse.,"Urgence abdominale, pyélonéphrite aigue bloquée, endocardite compliquée, arthrite avec sepsis/choc septique, mise à plat ou drainage radiologique d’un abcès, fasciite nécrosante, abcès du cerveau, abcès du poumon",Cette option est incorrecte car elle ajoute deux situations (abcès du poumon et abcès du cerveau) qui n'ont pas été mentionnées dans le contenu éducatif comme nécessitant un contrôle chirurgical ou radio-interventionnel de la source infectieuse.,"Urgence abdominale, pyélonéphrite aigue bloquée, endocardite compliquée, arthrite avec sepsis/choc septique, mise à plat ou drainage radiologique d’un abcès, fasciite nécrosante, abcès du cerveau, abcès du poumon, abcès du rein","Cette option est incorrecte car elle ajoute trois situations (abcès du rein, abcès du poumon et abcès du cerveau) qui n'ont pas été mentionnées dans le contenu éducatif comme nécessitant un contrôle chirurgical ou radio-interventionnel de la source infectieuse.",a,"{{objectif de connaissance
|Identifiant=OIC-157-15-B
|Item_parent=Bactériémie/Fongémie de l’adulte et de l’enfant
|Item_parent_short=Bactériémie/Fongémie de l’adulte et de l’enfant
|Rang=B
|Intitulé=Connaître les modalités de contrôle dela source infectieuse
|Description=Savoir demander un avis chirurgical ou radiointerventionnel pour discuter d'une éventuelle évacuation d'une source infectieuse
|Rubrique=Prise en charge
|Contributeurs=
|Ordre=15}}
Le contrôle chirurgical ou radio-interventionnel de la source infectieuse est indispensable dans les situations suivantes :

·        Urgence abdominale : lavage péritonéal (péritonite), drainage des voies biliaires (angiocholite)

·        Pyélonéphrite aigue bloquée : dérivation des urines

·        Endocardite compliquée d’un choc cardiogénique (délabrement valvulaire) ou d’un abcès péri-valvulaire

·        Arthrite avec sepsis/choc septique ou bactériémie persistante (lavage articulaire)

·        Mise à plat ou drainage radiologique d’un abcès

·        Fasciite nécrosante"
572,OIC-157-16-B,"Quelle est la durée de traitement recommandée pour une bactériémie à Staphylococcus aureus sans endocardite, sans localisation septique secondaire, avec stérilisation précoce des hémocultures ?",Cette question évalue la capacité à appliquer les connaissances sur la prise en charge d'une bactériémie à Staphylococcus aureus.,14 jours par voie parentérale IV,"Cette option est correcte car elle correspond à la durée de traitement recommandée pour une bactériémie non compliquée, sans endocardite, sans localisation septique secondaire, avec stérilisation précoce des hémocultures.",4 à 6 semaines,"Cette option est incorrecte car elle correspond à la durée de traitement recommandée pour une bactériémie compliquée, avec endocardite, ou avec localisation septique secondaire.",10 jours par voie parentérale IV,Cette option est incorrecte car elle correspond à une durée de traitement trop courte pour une bactériémie à Staphylococcus aureus.,28 jours par voie parentérale IV,Cette option est incorrecte car elle correspond à une durée de traitement trop longue pour une bactériémie à Staphylococcus aureus.,a,"{{objectif de connaissance
|Identifiant=OIC-157-16-B
|Item_parent=Bactériémie/Fongémie de l’adulte et de l’enfant
|Item_parent_short=Bactériémie/Fongémie de l’adulte et de l’enfant
|Rang=B
|Intitulé=Connaître les modalités d’organisation du suivi d’une bactériémie à Staphylococcus aureus
|Description=None
|Rubrique=Prise en charge
|Contributeurs=David Lebeaux
|Ordre=16}}


*Un avis spécialisé est recommandé dans les bactériémies à ''Staphylococcus aureus''
*Surveillance : hémocultures à 48h d’antibiothérapie.  Si positives : rechercher foyer endovasculaire
*Association à une endocardite dans 10% des cas = Echocardiographie systématique
*En cas de bactériémie liée au cathéter :  rechercher une thrombose associée par écho-Doppler, en cas d’évolution clinique microbiologique défavorable (persistance des hémocultures positives)
*Durée de traitement = 14 jours par voie parentérale IV en cas de bactériémie non compliquée, sans endocardite, sans localisation septique secondaire, avec stérilisation précoce des hémocultures.  Sinon, durée de traitement = 4 à 6 semaines."
573,OIC-157-17-B,Quels sont les éléments à intégrer pour évaluer le risque d'agent infectieux résistant chez un patient présentant une infection liée aux soins ?,Cette question évalue la capacité à identifier les facteurs de risque d'agent infectieux résistant chez un patient présentant une infection liée aux soins.,La durée d'hospitalisation,Cette option est correcte car la durée d'hospitalisation est un facteur de risque important pour l'acquisition d'une infection résistante.,La pression de sélection par antibiothérapie préalable,Cette option est correcte car la pression de sélection par antibiothérapie préalable est un facteur de risque important pour l'acquisition d'une infection résistante.,La présence de matériel implanté,Cette option est correcte car la présence de matériel implanté est un facteur de risque important pour l'acquisition d'une infection résistante.,La présence d'un antécédent de colonisation ou d'infection à un agent infectieux multi résistant,Cette option est correcte car la présence d'un antécédent de colonisation ou d'infection à un agent infectieux multi résistant est un facteur de risque important pour l'acquisition d'une infection résistante.,a,"{{objectif de connaissance
|Identifiant=OIC-157-17-B
|Item_parent=Bactériémie/Fongémie de l’adulte et de l’enfant
|Item_parent_short=Bactériémie/Fongémie de l’adulte et de l’enfant
|Rang=B
|Intitulé=Connaître les principes de l’antibiothérapie chez les patients atteints d’infections non communautaires
|Description=Savoir identifier le risque d'agent infectieux résistant et adapter l'antibiothérapie chez les patients non communautaires
|Rubrique=Prise en charge
|Contributeurs=
|Ordre=17}}
'''Les éléments à intégrer pour évaluer le risque d’agent infectieux résistant chez un patient présentant une infection liée aux soins sont''' :

* Durée d’hospitalisation
* Pression de sélection par antibiothérapie préalable (durée, spectre)
* Présence de matériel implanté
* Antécédent récent de chirurgie ou d’endoscopie
* Antécédent de colonisation ou d’infection à un agent infectieux multi résistant
* Hémodialyse chronique ou vie en institution (risque accru d’infection à ''Staphylococcus aureus'' résistant à la méticilline)


'''En cas de sepsis/choc septique dans le cadre d’une infection liée aux soins sans foyer identifié, l’antibiothérapie suivante peut être proposée''' :

* Une ß-lactamine à large spectre active sur les bacilles à Gram négatif nosocomiaux (à choisir en fonction de l’écologie du service et des antécédents microbiologiques du patient) : pipéracilline/tazobactam '''OU''' céfépime '''OU''' carbapénème (méropénème ou imipénem)
* + Amikacine
* +/- vancomycine (si nécessité de couvrir un staphylocoque résistant à la méticilline)
* +/- échinocandine (en fonction du terrain et de la gravité du patient)"
574,OIC-157-18-B,Quels sont les critères de gravité à surveiller lors d'une bactériémie/fongémie sous traitement?,"Cette question évalue la compréhension des critères de gravité à surveiller lors d'une bactériémie/fongémie sous traitement, conformément à l'objectif de connaissance OIC-157-18-B.","Signes de choc ou de défaillance d'organe, localisations infectieuses secondaires","Cette option est correcte car elle correspond aux critères de gravité à surveiller lors d'une bactériémie/fongémie sous traitement, tels que décrits dans l'objectif de connaissance OIC-157-18-B.","Apyrexie sous traitement bien conduit obtenue en 3-5 jours, recherche quotidienne d'autres lésions secondaires",Cette option est incorrecte car elle ne correspond pas aux critères de gravité à surveiller lors d'une bactériémie/fongémie sous traitement.,"Surveillance de la tolérance du traitement, suivi des hémocultures sous traitement systématique si bactériémie à Staphylococcus aureus, candidémie, endocardite, évolution cliniquement défavorable",Cette option est incorrecte car elle contient des informations supplémentaires qui ne sont pas pertinentes pour la question.,"Recherche d'une complication : infections associée aux soins (dont colite à C. difficile), infections liée au cathéter, complication thromboembolique",Cette option est incorrecte car elle contient des informations supplémentaires qui ne sont pas pertinentes pour la question.,a,"{{objectif de connaissance
|Identifiant=OIC-157-18-B
|Item_parent=Bactériémie/Fongémie de l’adulte et de l’enfant
|Item_parent_short=Bactériémie/Fongémie de l’adulte et de l’enfant
|Rang=B
|Intitulé=Connaître les modalités de surveillance de l’évolution d’une bactériémie/fongémie sous traitement
|Description=None
|Rubrique=Suivi et/ou pronostic
|Contributeurs=
|Ordre=18}}
Surveillance des critères de gravité (possibilité d’apparition secondaire) : signes de choc ou de défaillance d’organe, localisations infectieuses secondaires…

Apyrexie sous traitement bien conduit obtenue en 3-5 jours, recherche quotidienne d’autres lésions secondaires

Surveillance de la tolérance du traitement

Suivi des hémocultures sous traitement systématique si : bactériémie à ''Staphylococcus aureus'', candidémie, endocardite, évolution cliniquement défavorable

En cas de persistance de la fièvre, la conduite à tenir est la suivante :

*Vérifier l’évolutivité de l’infection : contrôle de la porte d’entrée, traitement des localisations secondaires, drainage d’un abcès/empyème, ablation d’un matériel colonisé ;
*Vérifier que l’antibiothérapie est adaptée : antibiogramme, posologie, voies d’administration, diffusion aux sites infectés (os, méninges, végétations) ; rythme d’administration ; dosage sérique
*Rechercher une complication : infections associée aux soins (dont colite à ''C. difficile'', infections liée au cathéter), fièvre médicamenteuse, complication thromboembolique.
*Rechercher une candidémie (hémocultures fongiques) si ce n'était pas déjà fait et si facteurs de risques"
575,OIC-161-03-A,Quels examens complémentaires sont recommandés en première intention pour une cystite simple?,Cette question évalue la capacité à identifier les examens complémentaires appropriés en fonction du type d'infection urinaire.,BU et ECBU,Cette option est incorrecte car l'ECBU n'est pas recommandé en première intention pour une cystite simple.,BU et ECBU avec antibiogramme,Cette option est incorrecte car l'ECBU avec antibiogramme n'est pas systématique pour une cystite simple.,BU et ECBU avec antibiogramme systématique,Cette option est incorrecte car l'ECBU avec antibiogramme n'est pas systématique pour une cystite simple.,BU et ECBU avec antibiogramme systématique et urée,"Cette option est correcte car elle reflète les recommandations actuelles pour une cystite simple, qui incluent une BU et un ECBU avec antibiogramme systématique, ainsi que la mesure de l'urée.",d,"{{objectif de connaissance
|Identifiant=OIC-161-03-A
|Item_parent=Infections urinaires de l’enfant et de l’adulte
|Item_parent_short=Infections urinaires de l’enfant et de l’adulte
|Rang=A
|Intitulé=Connaître les indications des examens complémentaires de première intention en fonction du type d’infection urinaire
|Description=BU, ECBU, Echographie
|Rubrique=Examens complémentaires
|Contributeurs=Maxime Vallée, Alice Faure
|Ordre=3}}

==Les examens complémentaires recommandés à l’heure actuelle diffèrent selon le type d’infection urinaire==

==Concernant la cystite simple, seule la BU est recommandée (en prenant en compte les écueils cités ci-dessous) mais dont l’interprétation doit être faite avec bon sens.==

==Concernant la cystite à risque de complication :==

*BU possible (mais ne doit pas changer la conduite à tenir si elle est négative et que la clinique est en faveur d'une cystite)
*ECBU avec antibiogramme systématique

==Pyélonéphrite aiguë simple :==

*BU possible (mais ne doit pas changer la conduite à tenir si elle est négative et que la clinique est en faveur d'une cystite)
*ECBU avec antibiogramme systématique
*Imagerie: à distance si persistance des douleurs ou de la fièvre à 48h: TDM AP non injecté avec injection éventuelle si doute diagnostic (absence d'obstacle) ou complication (abcès)

==Pyélonéphrite à risque de complications :==

*BU possible (mais ne doit pas changer la conduite à tenir si elle est négative et que la clinique est en faveur d'une cystite)
*ECBU avec antibiogramme systématique
*urée
*créatininémie
*CRP
*imagerie:  TDM AP non injecté avec injection éventuelle si doute diagnostic (absence d'obstacle) ou complication (abcès) ou à défaut échographie reins et vessie + ASP dans les 24 heures.

==Pyélonéphrite aiguë grave (pyélonéphrite aiguë obstructive/colique néphrétique fébrile/rétention purulente du haut appareil urinaire ou pyélonéphrite compliquée d’un sepsis grave ou de [[Septicémie/Bactériémie/Fongémie de l'adulte et de l'enfant|choc septique 157]] et [[Sepsis et choc septique de l’enfant et de l’adulte|158]]) :==

*BU possible (mais ne doit pas changer la conduite à tenir si elle est négative et que la clinique est en faveur d'une cystite)
*ECBU avec antibiogramme
*urée
*créatininémie
*numération formule sanguine
*CRP
*hémocultures
*imagerie: en urgence:  TDM AP non injecté avec injection éventuelle si doute diagnostic (absence d'obstacle) ou complication (abcès)

==Pour l'enfant (cf [[Savoir prescrire le ou les examens complémentaires chez l'enfant 2C-161-EC-A04]])=="
576,OIC-161-06-A,Quelle est la valeur des seuils de leucocyturie en dehors des cas ci-dessous?,Cette question évalue la compréhension des principes de réalisation et d'interprétation de l'examen cytobactériologique des urines (ECBU) et des seuils de leucocyturie.,Ils n'ont aucune valeur en dehors des cas ci-dessous.,"Cette option est incorrecte car les seuils de leucocyturie ont une valeur en dehors des cas ci-dessous, notamment en cas de geste sur les voies urinaires récent, présence de matériel endo-urinaire ou présence de corps étranger.",Ils sont fixés à 10<sup>4</sup> /mL pour tous les patients.,Cette option est incorrecte car le seuil de leucocyturie n'est pas fixé à 10<sup>4</sup> /mL pour tous les patients.,Ils sont fixés à 10<sup>3</sup> UFC/mL pour tous les patients.,Cette option est incorrecte car le seuil de leucocyturie n'est pas fixé à 10<sup>3</sup> UFC/mL pour tous les patients.,Ils sont fixés à 10<sup>3</sup> UFC/mL pour les hommes et 10<sup>4</sup> UFC/mL pour les femmes.,"Cette option est correcte car les seuils de leucocyturie sont fixés à 10<sup>3</sup> UFC/mL pour les hommes et 10<sup>4</sup> UFC/mL pour les femmes, sauf pour ''E. coli et S. saprophyticus'' dont le seuil est fixé à 10<sup>3</sup> UFC/mL.",d,"{{objectif de connaissance
|Identifiant=OIC-161-06-A
|Item_parent=Infections urinaires de l’enfant et de l’adulte
|Item_parent_short=Infections urinaires de l’enfant et de l’adulte
|Rang=A
|Intitulé=Connaître  les principes de réalisation et l’interprétation de l’examen cytobactériologique des urines (ECBU)
|Description=l'interprétation des résultats, dont les seuils significatifs des bactériuries, les indications et quand ne pas faire d'ECBU systématique, Connaitres les causes de leucocyturie aseptique
|Rubrique=Examens complémentaires
|Contributeurs=Maxime Vallée, Alice Faure
|Ordre=6}}


*Deuxième jet urinaire

*Les seuils de leucocyturie n’ont de valeur qu’en dehors des cas ci-dessous. En effet tous ces éléments peuvent être source de leucocyturie en dehors de tout processus infectieux :
**Geste sur les voies urinaires récent
**Présence de matériel endo-urinaire
**Présence de corps étranger (calcul, tumeur)

*Le seuil admis pour dire qu’une leucocyturie est significative est ≥ 10<sup>4</sup> /mL
*Le seuil de bactériurie significative chez l’homme est fixé à 10<sup>3</sup> UFC/mL
*Le seuil de bactériurie significative chez la femme est fixé à 10<sup>4</sup> UFC/mL sauf pour ''E. coli et S. saprophyticus'' dont le seuil est fixé ''à'' 10<sup>3</sup> UFC/mL

*Quoi qu’il en soit, la clinique prime toujours sur ces différents seuils et le diagnostic d’IU ne doit pas être écarté<s>e</s> en cas de clinique évidente.
*D’authentiques IU ont une leucocyturie négative (immunodépression…)

*En revanche, une bactériurie avec leucocyturie en l’absence de symptômes ne doit pas conduire à traiter car il s’agit d’une colonisation urinaire
*Enfin, retenir que l’ECBU n’est pas un examen infaillible et que dans 10 à 15% des cas, il s’avère être négatif alors que l’infection est prouvée cliniquement (bactérie “décapitée” par une antibiothérapie, ECBU mal réalisé…)"
577,OIC-161-07-A,Quelle est la définition d'une colonisation urinaire ?,"Cette question évalue la compréhension de la définition d'une colonisation urinaire, un concept clé en urologie.",La présence d’une bactérie dans les urines en l’absence de tout symptôme.,"Cette option est correcte. La colonisation urinaire, également appelée bactériurie asymptomatique, est définie par la présence d'une bactérie dans les urines sans symptômes.","La présence d’une bactérie dans les urines en l’absence de tout symptôme, mais qui doit être traitée en dehors de cas particuliers.","Cette option est incorrecte. La colonisation urinaire ne doit pas être traitée en dehors de cas particuliers, comme chez les patients devant avoir une chirurgie urologique au contact de l'urine ou chez les femmes enceintes.","La présence d’une bactérie dans les urines en l’absence de tout symptôme, qui est en soit pathologique.",Cette option est incorrecte. La colonisation urinaire n'est pas en soi pathologique.,"La présence d’une bactérie dans les urines en l’absence de tout symptôme, qui est un signe d’alerte.",Cette option est incorrecte. La colonisation urinaire n'est pas un signe d'alerte.,a,"{{objectif de connaissance
|Identifiant=OIC-161-07-A
|Item_parent=Infections urinaires de l’enfant et de l’adulte
|Item_parent_short=Infections urinaires de l’enfant et de l’adulte
|Rang=A
|Intitulé=Connaître la définition d’une colonisation urinaire
|Description=connaître les mécanismes des colonisations urinaires, dont colonisation de sonde urinaire
|Rubrique=Définition
|Contributeurs=Maxime Vallée,Alice Faure
|Ordre=7}}

*La colonisation urinaire, également appelé bactériurie asymptomatique, est la présence d’une bactérie dans les urines en l’absence de tout symptôme.
*Elle est très fréquente (patients âgés, diabétiques…) et est parfois systématique dans certaines situations comme chez les patients ayant un matériel endo-urinaire à demeure
*Elle ne doit pas être traitée en dehors de cas particuliers (patient devant avoir une chirurgie urologique au contact de l’urine et [[Connaître les particularités de l'infection urinaire au cours de la grossesse|femme enceinte 28]])
*La colonisation dépend de nombreux facteurs et n’est pas en soit pathologique. Le microbiote urinaire peut évoluer selon les situations cliniques sans que cela soit un signe d’alerte. L’ECBU est un examen qui ne permet pas de mettre en évidence toutes les bactéries présentes dans l’urine, ce qui explique que depuis des décennies l’urine est dite « stérile ». Pour autant, les techniques modernes de détection d’ADN ont permis de mettre en évidence un microbiote urinaire balayant ce dogme."
