id,question,option_a,option_b,option_c,option_d,correct_option,distractor_quality
OIC-049-19-A,Quels sont les deux grands cadres étiologiques des retards pubertaires?,Origines hypothalamo-hypophysaire ou gonadique,Origines hypothalamo-hypophysaire ou chromosomiques,Origines gonadique ou infectieuses,Origines hypothalamo-hypophysaire ou endocriniennes,A,4
OIC-049-20-B,Quelle est la caractéristique principale d'une courbe de croissance précocité pubertaire ?,Une vitesse de croissance normale,Une accélération de la vitesse de croissance à un âge précoce,Un développement mammaire anormal,Une stade de croissance retardé,b,4
OIC-049-21-B,Quelle est la caractéristique principale d'une prématurée thélarche typique chez les filles de moins de 2 ans ?,Elle se développe rapidement après l'âge de 2 ans,Elle débute en période périnatale et évolue peu par la suite,Elle est accompagnée d'autres signes de puberté,Elle n'est pas détectable par une échographie pelvienne,b,4
OIC-049-22-B,Quelle est la caractéristique de l'adrénarche ?,Une puberté précoce,Un retard de croissance,Des poils sur le corps avant 8 ans,Une staturisation trop rapide,c,3
OIC-049-23-B,Quelle est la caractéristique de la puberté précoce chez une fille ?,La puberté se produit à l'âge de 10 ans.,Le développement mammaire et l'accélération de la vitesse de croissance sont des signes de puberté précoce.,La puberté est retardée chez les filles.,Les filles ne peuvent pas avoir une puberté précoce.,b,4
OIC-049-24-B,Quel examen est indiqué pour une puberté pathologique périphérique chez une fille ?,IRM cérébrale,Échographie pelvienne,Biopsie mammaire,Analyse de sang complet,option_b,4
OIC-049-25-A,Quel est l&#39;objectif de l&#39;échographie pelvienne et de la radiographie de la main et du poignet dans une puberté pathologique ?,Éliminer les tumeurs/kystes ovariens,Mesurer l&#39;âge osseux,Déterminer le stade de la puberté,Diagnostiquer une maladie du système nerveux,option_a,0
OIC-049-26-B,Quel est l&#39;âge osseux moyen à partir duquel on peut considérer que la maturation osseuse a commencé chez les filles ?,8 ans,11 ans,13 ans,15 ans,option_b,3
OIC-050-01-A,"Lorsqu'une bourse est augmentée de volume non douloureuse, il faut évoquer les diagnostics suivants : ",Un cancer du testicule,Une hernie inguinale ou inguino-scrotale,Une hydrocèle,Un kyste du cordon,option_c,4
OIC-050-02-A,"Quelle est l'urgence de la prise en charge d'une torsion du testicule, d'une fasciite nécrosante des organes génitaux externes et d'un paraphymosis ?",Une urgence chirurgicale,Une urgence médicochirurgicale,Une urgence vitale médicochirurgicale,Pas d'urgence particulière,c,0
OIC-050-03-B,Quelle est la caractéristique d'une bourse transilluminable ?,Elle n'est pas visible à l'œil nu.,Elle contient un liquide clair qui permet de voir les contours du scrotum.,Elle est remplie de sang.,Elle est douloureuse au toucher.,b,3
OIC-050-04-A,Quelle est la cause la plus fréquente de l'orchi-épididymite entre la puberté et 35 ans ?,Les infections urogénitales,Les Infections Sexuellement Transmissibles (IST),Les pathologies du bas appareil,Les manœuvres instrumentales ou chirurgicales,B,4
OIC-050-05-B,Quels sont les examens complémentaires à réaliser en cas d’orchi-épidydimite ?,Seulement une échographie scrotale pour confirmer le diagnostic,"Un bilan bactériologique à visée étiologique, notamment un ECBU avec antibiogramme et des PCR sur le 1er jet urinaire",Des hémocultures systématiques car elles sont rarement positives,Une simple observation sans examen complémentaire car le diagnostic est avant tout clinique,b,4
OIC-050-06-A,Quel est le traitement de première intention pour l'orchi-épididymite chez l'enfant ?,Ceftriaxone 500 mg en 1 injection IM puis Doxycycline 200mg/j 10 jours,Cotrimoxazole,Ciprofloxacine ou lévofloxacine,Céphalosporine de 3ème génération,B,0
OIC-050-07-B,Quel est le traitement recommandé pour une torsion du cordon spermatique ?,L'attente d'un examen complémentaire avant de prendre en charge chirurgicalement,"Une exploration scrotale chirurgicale sans délai, suivie d'une orchidopexie si le testicule est viable",Un traitement médical uniquement avec antibiothérapie,Une intervention chirurgicale uniquement en cas de testicule non viable,b,4
OIC-050-08-A,Quelle est la caractéristique principale de l’hydrocèle chez l’enfant ?,L’augmentation de volume est progressive.,Le testicule n’est pas perçu en raison du volume de liquide qui l’entoure.,Les orifices herniaires sont bloqués.,La transillumination est négative.,option_a,0
OIC-050-09-B,Quelle est l'indication de l'échographie scrotale en cas d'hydrocèle ?,Confirmer le diagnostic et éliminer une hernie inguino-scrotale étranglée ou torsion du cordon spermatique.,Diagnostiquer une tumeur testiculaire.,Évaluer l'état du testicule sous-jacent chez l'adulte.,Traiter directement l'hydrocèle.,option_a,4
OIC-050-10-A,Quelle est la définition de la cryptorchidie ?,La conséquence d'un arrêt de migration embryologique du testicule sur le trajet normal entre la région lombaire et le scrotum.,Une anomalie génétique qui affecte les testicules.,Un problème de fertilité chez les hommes.,Une maladie virale qui affecte les organes génitaux.,option_a,4
OIC-050-11-B,Quelle est l'indication d'imagerie dans le cas d'un testicule non descendu chez l'enfant ?,"L'examen clinique n'est pas suffisant, il faut recourir à l'imagerie.",Une exploration laparoscopique est indiquée en l'absence de palpation sous anesthésie générale.,La surveillance par imagerie est recommandée pour un testicule non palpé car la cryptorchidie est un facteur de risque important de cancer du testicule.,"L'imagerie n'est pas nécessaire, le diagnostic clinique suffit.",b,0
OIC-050-12-B,Quelle est la modalité de prise en charge recommandée pour les enfants atteints de cryptorchidie ?,Traitement médical par injection intra-musculaire HCG,Chirurgie de la cryptorchidie avant l'âge de 1 an,Abaissement chirurgical du testicule avec fixation scrotale,Surveillance uniquement par autopalpation à vie,c,4
OIC-050-13-A,Quel est le diagnostic d'une inflammation du gland et du prépuce due à une accumulation de smegma ?,Balanoposthite,Phimosis,Paraphimosis,Infection préputiale,option_a,4
OIC-050-14-A,Quel est le traitement recommandé pour un paraphimosis chez l'enfant ou l'adulte ?,Une réduction manuelle en urgence,Un traitement chirurgical (plastie du prépuce ou posthectomie) peut être envisagée à partir de 5-6 ans,Une prescription de soins locaux à base d'antiseptiques en bain de verge,L'application de dermocorticoïdes pendant plusieurs semaines,option_b,0
OIC-050-15-A,Quels sont les signes positifs d'une torsion du cordon spermatique ?,"Douleur intense et brutale, bourse douloureuse, volume augmenté, réflexe crémastérien aboli.","Fievre élevée, BU positive, ecoulement urétral présent.","Signe de Prehn positif, orifices herniaires bloqués, abdomen douloureux.","Testicule controlatéral anormalement volumineux, douleur irradiant vers la région inguinale.",A,4
OIC-050-16-B,Quel est le diagnostic de la torsion du cordon spermatique en cas de bourse aigue surtout après 24h d’évolution ?,L'échographie testiculaire couplée au Doppler est l'examen clé.,Un examen doppler normal n'élimine pas un épisode de torsion.,Une orchi-épididymite peut simuler une torsion du cordon en échographie.,L’échographie n’est ni sensible ni spécifique pour le diagnostic de torsion du cordon.,option_a,4
OIC-050-17-A,Quel est le principal symptôme d'un phimosis ?,Douleur lors de l'érection,Difficulté à uriner,Inflammation du prépuce,Empêchement de la rétraction du prépuce,option_d,4
OIC-051-01-A,Quels sont les éléments à rechercher lors de l'interrogatoire des parents et de l'enfant dans le cadre du diagnostic d'un trouble mictionnel ?,"Seulement les signes fonctionnels urinaires (pollakiurie, urgenturie, fuites diurnes ou nocturnes)",Les modalités d'apprentissage de la propreté urinaire et l'âge d'acquisition,"Tous les éléments mentionnés dans le texte (signes fonctionnels urinaires, modalités d'apprentissage, développement psychomoteur, régime hydrique, conditions de scolarité, loisirs, utilisation de protections, antécédents familiaux, notions d'uropathie malformative, douleurs abdominales et troubles ano-rectaux, troubles psychiatriques)",Seulement les antécédents de troubles fonctionnels chez les parents ou dans la fratrie,c,5
OIC-051-02-B,"Quels sont les examens complémentaires proposés si à l’issue de l’interrogatoire et de l’examen clinique, le caractère primitif du trouble mictionnel n’est pas parfaitement établi ?",Une bandelette urinaire (complétée si besoin par un ECBU) est nécessaire pour exclure une infection urinaire basse,"Un recours à une débimétrie urinaire, une échographie de l’appareil urinaire avec mesure du résidu post-mictionnel, voire d’un bilan urodynamique peuvent être proposés",Une uropathie malformative à type de valves de l’urètre postérieures à l’origine d’un obstacle urétral à l’écoulement de l’urine,"Une neurovessie congénitale en lien avec une maladie médullaire congénitale ou dysraphisme spinal (anomalies de fermeture sur la ligne médiane du rachis, de la peau ou des corps vertébraux)",option_b,4
OIC-051-03-A,Quelle est l'approche diagnostique correcte pour les troubles mictionnels chez l'enfant ?,Rechercher d'abord des causes anatomiques ou neurologiques avant de considérer les troubles mictionnels primitifs.,Eliminer d'abord ce qui n'est pas un trouble mictionnel puis rechercher des troubles mictionnels secondaires avant de faire le diagnostic de troubles mictionnels primitifs.,Considérer uniquement les symptômes diurnes pour établir le diagnostic.,Ignorer les facteurs environnementaux et psychologiques qui peuvent contribuer aux troubles mictionnels.,b,4
OIC-051-04-B,Quels sont les troubles associés aux troubles de la miction chez l’enfant ?,"Troubles psychiques, psychiatriques et respiratoires",Troubles du sommeil à type d’apnées du sommeil et parasomnies notamment chez les enfants avec énurésie.,Troubles respiratoires nocturnes : l’obstruction des voies aériennes supérieures (ronflement),Aucun trouble associé,option_a,0
OIC-051-05-B,Quels sont les principaux symptômes à rechercher en cas d’instabilité vésicale ou vessie hyperactive chez un enfant ?,Pollakiurie et incontinence urinaire nocturne,"Impériosité, pollakiurie et dysurie",Faiblesse du jet et miction fractionnée,Incontinence permanente et énurésie primaire,b,4
OIC-051-06-A,Quelle est la première étape du diagnostic d'une énurésie primaire ?,L'examen d'imagerie pour visualiser les reins et la vessie.,L'interrogatoire de l'enfant et son examen physique.,La réalisation d'un test de contrôle mictionnel pendant 48 heures.,La consultation d'un spécialiste en urologie pour une évaluation complète.,b,3
OIC-056-01-A,"Selon la Convention relative aux droits des personnes handicapées (CDAPH), quels sont les droits des enfants handicapés ?",Ils n'ont pas le droit à l'éducation.,"Ils ont les mêmes droits que les autres enfants, notamment en matière de soins de santé, d'éducation et d'inclusion sociale.",Ils ne peuvent pas participer aux loisirs.,"Ils n'ont pas le droit à la protection contre la violence, la maltraitance et la négligence.",b,0
OIC-056-02-A,"Quel est le terme qui décrit les personnes ayant des conséquences irréversibles de dysfonctionnement cérébral précoce, avec graves perturbations de l'efficience motrice, perceptive, cognitive et de la construction des relations avec l'environnement physique et humain ?",Multi-handicap ou pluri-handicap,Surhandicap,Le polyhandicap,Handicap congénital,c,5
OIC-056-03-A,Quel est l'objectif principal des évaluations fonctionnelles multidisciplinaires et coordonnées pour les enfants handicapés ?,Identifier le type de handicap,Déterminer les besoins spécifiques de l'enfant et de sa famille,Proposer un traitement médical immédiat,Évaluer la responsabilité des parents dans le développement de l'enfant,b,4
OIC-056-04-A,Quels sont les principes de scolarisation dans la prise en charge d'un enfant handicapé ?,L'adaptation de l'environnement pour faciliter la mobilité de l'enfant.,La codétermination des objectifs avec la famille et les réévaluations régulières.,L'introduction d'un enseignement adapté à ses besoins spécifiques.,La scolarisation obligatoire jusqu'à 18 ans.,b,3
OIC-056-05-A,Quel est l'objectif principal de la prise en charge pluridisciplinaire pour un enfant handicapé ?,Favoriser le développement des compétences de l'enfant et de sa famille,Proposer des stratégies pour que l'enfant puisse avoir un maximum de compétence et d'indépendance,Permettre à l'enfant de participer autant que possible dans la vie familiale et sociale,Fournir uniquement des soins médicaux à l'enfant,option_b,4
OIC-056-06-A,Quel est le rôle de la Maison Départementale des Personnes Handicapées (MDPH) pour les enfants en situation de handicap ?,Accueillir et informer uniquement les personnes handicapées,"Accueillir, informer les personnes handicapées et leurs familles, évaluer le handicap et élaborer un plan personnalisé de compensation (PPC)",Proposer des prestations financières uniquement,Fournir des soins médicaux directement aux enfants,b,4
OIC-056-07-B,Quelle est la première cause de retard mental héréditaire chez l'enfant ?,Syndrome d'alcoolisation fœtale,Paralysie cérébrale,Trisomie 21,Polyhandicap,c,4
OIC-056-08-B,Quelle est la démarche étiologique à mener en parallèle avec la mise en place des prises en charge pour l'enfant handicapé ?,Se concentrer uniquement sur les causes génétiques du handicap.,"Analyser les systèmes atteints, l'âge d'apparition et l'évolution des troubles.",Négliger la recherche de causes accidentelles du handicap.,Se limiter à un seul type d'examen diagnostique.,b,4
OIC-056-09-B,Quel est le projet personnalisé de scolarisation (PPS) ?,Il définit les besoins particuliers d'un enfant en situation de handicap au cours de sa scolarité.,Il permet l'intégration d'un enfant en milieu scolaire ordinaire.,Il est obligatoire pour tous les enfants handicapés.,Il n'est pas nécessaire pour les enfants ayant un handicap léger.,option_a,3
OIC-070-01-A,Quel est l'âge seuil pour les troubles psychiatriques de la personne âgée selon l'OMS ?,60 ans,65 ans,70 ans,75 ans,option_b,3
OIC-070-02-B,Quelle est la prévalence des troubles bipolaires chez les sujets âgés de plus de 60 ans ?,1 à 4%,10 %,Environ 1%,> 20%,c,3
OIC-070-03-B,Quel est le pourcentage de patients avec maladie d’Alzheimer ou des autres démences qui présentent les symptômes psychologiques et comportementaux des démences (SCPD) ?,10 à 20 %,50 à 60 %,80 %,90 à 100 %,c,4
OIC-070-04-B,Quels sont les facteurs de risque plus marqués chez le sujet âgé pour les troubles de l’humeur ?,"Les comorbidités psychiatriques, la perte d’autonomie et les évènements psycho sociaux stressants.","La polymédication, les traitements iatrogènes et les facteurs génétiques.","L’âge avancé, le sexe masculin et l’état de santé général.","Les troubles psychotiques, les troubles anxieux et les troubles liés à l’usage d’alcool ou de médicaments.",A,4
OIC-070-05-A,Quels sont les critères diagnostiques pour un épisode dépressif caractérisé chez le sujet âgé ?,Critères diagnostiques identiques au sujet jeune,Critères d’addiction adaptés à l’âge avancé,Présence de manifestations psychotiques fréquentes,Critères non spécifiques aux troubles psychiatriques,option_a,3
OIC-070-06-A,Quels sont les symptômes psycho-comportementaux possibles chez le sujet âgé dément ?,"Idées délirantes, hallucinations visuelles et agitation.","Symptômes dépressifs, apathie, anxiété et euphorie.","Apathie, anxiété, euphorie et inversion du rythme nycthéméral.","Idées délirantes, symptômes anxieux et agressivité.",b,4
OIC-070-07-B,Quel est le diagnostic différentiel avec les SCPD ?,Troubles de l'humeur,Syndrome confusionnel,Troubles psychotiques vieillis et tardifs,Troubles liés à l'usage d'alcool et de médicaments,b,3
OIC-070-08-B,Quels sont les examens complémentaires à effectuer chez le sujet âgé ?,NFS et ionogramme sanguin uniquement.,"Tous les examens mentionnés dans la description, selon les points d'appel.",Radiographie du thorax et imagerie cérébrale uniquement.,Bandelette urinaire et protidémie uniquement.,b,4
OIC-070-09-A,Quels sont les principes de prescription des anxiolytiques et hypnotiques chez le sujet âgé ?,Augmenter la posologie en fonction de l'âge du patient.,Privilégier les molécules à demi-vie longue ou très longue.,"Prescrire à faible posologie, avec une durée de prescription limitée (4 semaines) et privilégier les prescriptions discontinues.",Éviter toute prise de médicament pour les troubles anxieux chroniques.,c,5
OIC-070-10-B,Quels sont les principes de prescription des psychotropes chez le sujet âgé ?,Commencer par une dose élevée et augmenter progressivement si nécessaire.,"Débuter à demi-dose de celle de l’adulte jeune, augmentation progressive lorsque nécessaire (règle du « start low, go slow »), un seul psychotrope par classe, éviter les associations de psychotropes",Privilégier les antidépresseurs tricycliques en raison d'une bonne tolérance.,Éviter la prescription de psychotropes chez le sujet âgé.,b,4
OIC-073-01-A,Quelle est la définition de la psychothérapie ?,Toute utilisation de moyens psychologiques pour traiter un trouble psychiatrique ou tout autre problème non psychiatrique entraînant une souffrance ou une détresse psychologique.,Un traitement médicamenteux utilisant des médicaments psychotropes.,Une forme de thérapie qui se concentre uniquement sur les troubles psychiatriques.,Un type de thérapie qui ne traite que les problèmes liés à la santé physique.,A,4
OIC-073-02-A,Quels sont les facteurs favorables pour une psychothérapie efficace ?,L'engagement du patient et l'alliance thérapeutique de qualité,La pharmacothérapie et la sociothérapie en accompagnement,"Les outils psychothérapeutiques spécifiques et validés, le cadre et les conditions nécessaires",L'empathie du thérapeute et la relation soignant-patient,c,0
OIC-073-03-B,Qui peut être psychothérapeute ?,"Tout le monde, sans formation ni diplôme",Seuls les médecins psychiatres et psychologues cliniciens peuvent être automatiquement psychothérapeutes,"Les médecins non-psychiatres, les psychologues non-cliniciens et les psychanalystes peuvent également devenir psychothérapeutes après une formation théorique en psychopathologie et un stage pratique",Seuls les psychologues cliniciens peuvent être psychothérapeutes,c,4
OIC-073-04-A,Quel est le principal postulat des thérapies cognitivo-comportementales (TCC) ?,"Les symptômes des patients sont issus de comportements appris inappropriés, de pensées dysfonctionnelles et/ou de difficultés dans la régulation émotionnelle.",Les problématiques des patients reposent sur des conflits inconscients non résolus depuis l'enfance.,La famille ou le couple sont considérés comme un système dynamique dont les membres sont en interaction continue.,L'éducation thérapeutique est la seule approche efficace pour gérer une maladie chronique.,option_a,4
OIC-073-05-B,Quels sont les principes communs à toutes les psychothérapies ?,La seule technique utilisée est la méditation.,"Toutes les psychothérapies reposent sur un modèle théorique du psychisme, une relation de qualité entre le patient et le psychothérapeute, l'engagement du patient et un processus d'intervention défini.",La durée des séances est la même pour toutes les psychothérapies.,Seule la médication est utilisée dans les psychothérapies.,b,4
OIC-073-06-B,Quels sont les objectifs principaux de la psychothérapie de soutien ?,Accompagner un patient face à une situation de vie stressante,Permettre l’expression et le soulagement d’émotions douloureuses,Favoriser le changement de perspective,Toutes les options sont correctes,D,4
OIC-073-07-B,Quelle est la principale différence entre les trois vagues des thérapies cognitivo-comportementales ?,"La première vague se concentre sur le conditionnement classique, la deuxième vague sur les schémas cognitifs dysfonctionnels et la troisième vague sur la régulation émotionnelle.","La première vague est axée sur l'analyse fonctionnelle, la deuxième vague sur l'évaluation de l'efficacité et la troisième vague sur le contrat thérapeutique.","La première vague se concentre sur les comportements appris inappropriés, la deuxième vague sur les schémas cognitifs dysfonctionnels et la troisième vague sur la régulation émotionnelle.","La première vague est axée sur l'exposition graduée, la deuxième vague sur l'immersion et la troisième vague sur la désensibilisation.",C,4
OIC-073-08-B,Quel est le but principal de la remédiation cognitive ?,Améliorer les fonctions cognitives altérées,Compenser les processus cognitifs altérés par des processus préservés,Rééduquer les troubles psychiatriques,Favoriser la métacognition et la cognition sociale,b,4
OIC-073-09-B,Quelle est l'indication principale pour la psychothérapie de soutien ?,Troubles psychotiques sévères,"La plupart des troubles psychiatriques et non psychiatriques, les difficultés d’adaptation à des situations de vie stressantes",Troubles du sommeil,Tous les troubles chroniques,b,4
OIC-074-01-A,Quel est le terme qui désigne les substances chimiques susceptibles de modifier l'activité mentale ?,Psychotropes,Médicaments,Substances toxiques,Produits chimiques,A,4
OIC-074-02-B,Quel est le pourcentage de personnes qui ont utilisé des anxiolytiques en France en 2015 ?,10%,20%,30%,40%,option_a,0
OIC-074-03-A,Quelles sont les principales classes et molécules d'antipsychotiques ?,"Les antipsychotiques de première génération comprennent Chlorpromazine, Cyamémazine, Alimémazine, Lévomépromazine, Halopéridol et Loxapine.","Les antipsychotiques de seconde génération comprennent Amisulpride, Olanzapine, Clozapine, Quetiapine, Risperidone, Paliperidone et Aripiprazole.",Tous les antipsychotiques ont un effet similaire sur le système dopaminergique.,Les antipsychotiques de première génération sont plus sûrs que ceux de seconde génération.,b,4
OIC-074-04-B,Quels sont les troubles psychotiques pour lesquels les antipsychotiques sont indiqués ?,Troubles de l'humeur uniquement,"Troubles psychotiques (schizophrénie, épisode psychotique bref, trouble schizo-affectif, trouble délirant persistant)",Troubles du comportement uniquement,Troubles de l'anxiété uniquement,b,5
OIC-074-05-B,Quels sont les éléments à prendre en compte lors du bilan pré-thérapeutique avant un traitement antipsychotique ?,"Recherche de contre-indications, dépistage d'un trouble métabolique et choix de la molécule.","Recherche de contre-indications, d'une éventuelle grossesse, des traitements associés et dépistage d'un trouble métabolique.","Choix de la molécule en fonction de la réponse aux traitements antérieurs, des contre-indications et des préférences du patient.",Privilégier la molécule qui a le moins d'effets indésirables.,b,4
OIC-074-06-B,"Quels sont les effets indésirables fréquents ou graves des antipsychotiques, notamment chez les patients âgés ?",Effets indésirables psychiatriques tels que l&#39;état d&#39;indifférence psychomotrice et la sédation,Effets indésirables neurologiques tels que les dystonies et le syndrome parkinsonien,Effets indésirables endocrino-métaboliques tels que la prise de poids et les troubles lipidiques,"Tous les effets indésirables mentionnés ci-dessus sont fréquents ou graves, notamment chez les patients âgés",d,4
OIC-074-07-A,Quels sont les traitements recommandés de l'agitation en cas de troubles psychotiques ou bipolaires ?,"Olanzapine, aripiprazole et levomepromazine par voie intramusculaire","Olanzapine, aripiprazole et levomépromazine par voie per os",Cyamémazine par voie intramusculaire,Clorhydrate de chlorure de lithium par voie orale,b,3
OIC-074-08-A,Quelle est la classification des antidépresseurs selon leur mécanisme d’action supposé ?,Selon leur effet sur le système nerveux central.,Selon leur action sur les neurotransmetteurs sérotonine et noradrénaline.,Selon leur classification pharmacologique.,Selon leur origine chimique.,b,4
OIC-074-09-A,Quels sont les troubles de l'humeur pour lesquels les antidépresseurs sont indiqués ? ,Troubles anxieux,Troubles bipolaires,Schizophrénie,Trouble de la personnalité borderline,b,0
OIC-074-10-B,Quelle est la règle à suivre pour les patients anxieux lors du début du traitement par un antidépresseur ?,Commencer avec une posologie normale,Démarrer à demi-dose pendant quelques jours,Augmenter progressivement la posologie,Ne pas changer de posologie,b,4
OIC-074-11-A,Quels sont les effets indésirables fréquents des antidépresseurs ?,Troubles sexuels persistants,"Effets digestifs, tremblements...",Troubles psychiatriques graves,Syndrome sérotoninergique grave,b,3
OIC-074-12-A,Quelle est la classe principale d'anxiolytiques ? ,Azapirones,Benzodiazépines,Antihistaminiques H1,β-bloqueurs,option_b,4
OIC-074-13-A,Quelles sont les principales indications des anxiolytiques ?,Traitement symptomatique des manifestations anxieuses intenses et/ou invalidantes,Traitement préventif dans le cadre du sevrage de l’alcool : prévention du syndrome de sevrage (delirium tremens),Traitement des crises convulsives et des épilepsies (partielles ou généralisées).,Douleur neuropathique,option_a,4
OIC-074-14-A,Quelle est la bonne règle pour arrêter un traitement d'anxiolytique ou hypnotique chez le patient âgé ?,Arrêter brutalement après plusieurs semaines,Régulièrement réévaluer et arrêter progressivement sur quelques semaines à plusieurs mois,Associer deux anxiolytiques ou hypnotiques,Prescrire des benzodiazépines sans tenir compte des durées de prescription maximales réglementaires,b,4
OIC-074-15-A,Quels sont les principaux effets indésirables des benzodiazépines ?,"Somnolence, asthénie, sensation vertigineuse",Troubles du comportement et réactions paradoxales,Dépendance pharmacologique et syndrome de sevrage,Tous les effets mentionnés ci-dessus,d,5
OIC-074-16-A,Quelle est la voie d’administration habituelle des anxiolytiques ?,Voie IV,Voie IM,Voie per os,Voie rectale,c,4
OIC-074-17-A,Quelles sont les principales classes de hypnotiques ?,Les benzodiazépines et les antihistaminiques.,"Les benzodiazépines, les z-drugs et les antipsychotiques à polarité sédative.",Les anxiolytiques et les psychostimulants.,Les barbituriques et les opiacés.,b,4
OIC-074-18-A,Quels sont les troubles du sommeil pour lesquels les hypnotiques sont indiqués ?,Insomnies chroniques,Insomnies aiguës transitoires,Somnolence diurne,Apnées du sommeil,b,4
OIC-074-19-A,Quelle est la durée maximale recommandée pour la prescription d'hypnotiques ?,4 semaines,6 semaines,8 semaines,12 semaines,option_a,3
OIC-074-20-A,Quels sont les effets indésirables potentiels du zopiclone et du zolpidem ?,Ils n’ont pas d’effets indésirables,"Ils entraînent une tolérance pharmacologique, un trouble d'usage et une anxiété rebond",Ils sont sans risque pour les personnes âgées,Ils n’ont pas de principaux interactions médicamenteuses,b,4
OIC-074-21-A,Quelle est la définition des thymorégulateurs ?,Médicaments qui augmentent l'intensité des épisodes maniaques et dépressifs.,"Médicaments qui diminuent la fréquence, la durée et l'intensité des épisodes thymiques (maniaque et dépressif).",Médicaments qui augmentent la fréquence des épisodes maniaques mais réduisent les épisodes dépressifs.,Médicaments qui n'ont aucun effet sur les épisodes thymiques.,b,4
OIC-074-22-B,Quels sont les contre-indications absolues du valproate ?,Insuffisance rénale modérée,Grossesse au 1er trimestre,Hypersensibilité connue,"Déplétion hydro-sodée, hyponatrémie",option_c,0
OIC-074-23-B,Quels sont les principaux effets indésirables du lithium chez les patients âgés ?,Troubles de la conduction cardiaque et troubles de la repolarisation,"Prise de poids, hypothyroïdie et goitre",Syndrome polyuro-polydipsique et néphropathie tubulo-interstitielle,"Tremblements, asthénie et syndrome néphrotique (Glomérulonéphrite extra-membraneuse)",option_b,4
OIC-074-24-A,Quels sont les principaux psychostimulants utilisés en thérapeutique en France ?,Les amphétamines,Le méthylphénidate et le modafinil,La caféine et la nicotine,L'addiction aux substances est une indication pour leur utilisation,b,4
OIC-074-25-B,Quels sont les principaux contre-indications du méthylphénidate et du modafinil ?,"Hypersensibilité, valvulopathies, insuffisance cardiaque, arythmie cardiaque, HTA modérée à sévère, angor, troubles cérébro-vasculaires, trouble psychiatrique non équilibré, trouble psychotique, enfants de moins de six ans, traitement par IMAO, sympathomimétiques","Hypersensibilité, grossesse, aménagement posologique sur terrains à risque","Trouble de l’attention avec ou sans hyperactivité (TDAH) de l’enfant après 6 ans, TDAH de l’adulte pour une des spécialités (RITALINE LP), traitement alternatif de la narcolepsie en cas d’échec du modafinil","Narcolepsie, hypersomnie idiopathique",A,5
OIC-074-26-B,Quels sont les principaux effets indésirables du méthylphénidate ?,"Céphalées, tics et anxiété","Nausées, anorexie et douleurs abdominales","Tachycardie, palpitations et hypertension artérielle","Cytopénies, réaction anaphylactique et troubles visuels",option_b,4
OIC-075-01-A,Quel est le principal risque lié au tabagisme actif et au tabagisme passif ? ,Cancer du pancréas,Cancer broncho-pulmonaire,Insuffisance respiratoire chronique,Accident vasculaire cérébral,b,4
OIC-075-02-A,Quels sont les critères pour déterminer si quelqu'un est dépendant du tabac selon les Critères CIM-10 ?,Le désir puissant ou compulsif de fumer,Les complications physiques ou psychiques sans lien avec la consommation,"Au moins 3 critères parmi le désir puissant, difficultés à contrôler l'usage, syndrome de sevrage, tolérance, abandon d'autres sources de plaisir et poursuite malgré les conséquences nocives",Le mode de consommation préjudiciable à la santé sans critères de dépendance,c,5
OIC-075-03-B,Quelle est la définition de la cigarette électronique ?,Un produit chimique qui contient du tabac.,Un mélange (propylène-glycol + nicotine + eau + arômes + glycérol) propulsé sous forme de vapeur et inhalé.,Un médicament prescrit par un médecin.,Un produit alimentaire qui contient du sucre.,option_b,4
OIC-075-04-B,Quel est le principal agent responsable de la dépendance au tabac ?,La nicotine,Les goudrons,La fumée de tabac,Le monoxyde de carbone (CO),A,5
OIC-075-05-B,Quel est le rôle de la fumée de tabac dans les phénomènes inflammatoires ?,Elle réduit l'inflammation,Elle provoque des phénomènes inflammatoires,Elle n'a aucun effet sur l'inflammation,Elle augmente la production de cytokines anti-inflammatoires,option_b,4
OIC-075-06-A,Quel est le facteur de risque le plus important lié à l'intoxication tabagique ?,La dose,La durée,L'âge de début,Le sexe,option_b,4
OIC-075-07-B,Quelle est la principale raison de la diminution du nombre de fumeurs entre 2016 et 2018 ?,L'augmentation du tabagisme occasionnel,La forte augmentation du prix/paquet,L'opération « Mois Sans Tabac »,La diminution du tabagisme quotidien,b,4
OIC-075-08-A,"Selon les données de 2019, quel est le pourcentage de femmes qui déclarent fumer du tabac ?",30%,"26,5%","34,6%",50%,b,3
OIC-075-09-A,Quel est l'âge moyen auquel les jeunes commencent à fumer pour la première fois ?,10 ans,12 ans,14 ans,16 ans,c,3
OIC-075-10-A,Quel est l&#39;état du tabagisme chez les femmes enceintes ?,La plupart des femmes arrêtent de fumer pendant la grossesse.,Le taux de tabagisme diminue avec l'âge et le niveau d'éducation.,"La moitié des femmes enceintes continuent à fumer au cours de la grossesse, plus fréquemment parmi les femmes les plus jeunes et les moins diplômées.",Le tabagisme est inconnu chez les femmes enceintes.,option_c,4
OIC-075-11-A,Quelle est la tendance observée dans les modes de consommation du tabac entre 2017 et 2018 ?,Légère diminution du taux global de tabagisme,"Diminution du tabagisme quotidien, augmentation du tabagisme occasionnel",Augmentation du tabagisme quotidien,Diminution du tabagisme occasionnel,option_a,3
