id,question,option_a,option_b,option_c,option_d,correct_option,distractor_quality
OIC-027-06-A,"Selon le texte, quelle est la principale mesure de prévention primaire contre la toxoplasmose pendant la grossesse ?",Effectuer un dépistage sérologique mensuel.,Administrer des antiparasitaires dès la découverte de la séroconversion.,Adopter des mesures d'hygiène et de cuisson des aliments.,Surveiller le fœtus via des examens comme l'amniocentèse.,c,4
OIC-027-07-A,"Selon le texte, quelle est la principale différence entre le syndrome de rubéole congénitale (CRS) et l'infection rubéoleuse congénitale (CRI) ?","Le CRS est toujours symptomatique, tandis que le CRI est toujours asymptomatique.","Le CRS est défini par un ensemble spécifique de complications (groupe A et B), tandis que le CRI concerne les enfants infectés ne répondant pas aux critères du CRS mais ayant des IgM spécifiques.","Le CRS est causé par une infection maternelle avant 18 SA, tandis que le CRI est causé par une infection après 18 SA.","Le CRS est caractérisé par une infection virale chronique, tandis que le CRI est caractérisé par des anomalies fœtales majeures.",b,4
OIC-027-08-A,"Quelle est la principale stratégie de prévention de la rubéole congénitale en France, selon le texte ?",Dépistage systématique des femmes enceintes dès le début de la grossesse.,Vaccination des femmes en âge de procréer et contrôle de l'immunité.,Isolement des femmes enceintes non immunisées pendant la grossesse.,Traitement médicamenteux des femmes enceintes infectées par la rubéole.,b,4
OIC-027-09-A,Quelle est la principale caractéristique de la rougeole materno-fœtale selon le texte ?,Elle est fréquente grâce à la couverture vaccinale.,Elle est possible en fin de grossesse et peut causer une rougeole congénitale.,Elle ne représente aucun risque pour le fœtus.,Elle est la principale cause de rougeole congénitale.,b,4
OIC-027-10-A,"Selon le texte, quelle est la principale conséquence fœtale de la rougeole maternelle pendant la grossesse ?",Augmentation du risque de malformations congénitales.,"Augmentation du risque de fausse couche, mort fœtale in utero et prématurité.",Rougeole périnatale chez le nouveau-né.,"Augmentation de la gravité de la rougeole chez la mère (pneumonie, défaillance cardiaque).",b,4
OIC-027-11-A,"Quelle est la mesure préventive à envisager chez une femme enceinte non immunisée contre la rougeole, après un contact avéré avec la maladie ?",Administration systématique d'antibiotiques.,Administration d'immunoglobulines IV dans les 6 jours suivant le contact.,Vaccination immédiate avec le vaccin ROR.,Arrêt de la mise en travail si elle est en cours.,b,4
OIC-027-12-A,Quelle est la principale conséquence de l'infection congénitale à Cytomégalovirus (CMV) ?,Perte auditive neurosensorielle et retard mental.,Retard de croissance intra-utérin et microcéphalie.,Hydrocéphalie et calcifications intracrâniennes.,Forme asymptomatique à la naissance.,a,4
OIC-027-13-B,Quel est le principal mode de transmission du virus de l'herpès simplex (HSV) de la mère à l'enfant ?,Transmission transplacentaire pendant la grossesse.,Passage du virus par la filière génitale infectée lors de l'accouchement.,Transmission via l'allaitement maternel après la naissance.,Contamination postnatale à partir d'un herpès maternel ou de l'entourage.,b,4
OIC-027-14-B,"Concernant la prise en charge de l'herpès simplex virus (HSV) pendant la grossesse, quelle est la principale différence de gestion entre une primo-infection et une récurrence, en termes de mode d'accouchement ?",Une césarienne est systématiquement indiquée pour les deux cas.,"Une voie basse est possible en cas de récurrence si la rupture des membranes (RPM) dure plus de 4 heures, contrairement à la primo-infection où une césarienne est souvent privilégiée.","Une primo-infection nécessite un traitement antiviral, tandis qu'une récurrence n'en nécessite pas.",Une voie basse est possible pour les deux cas si le traitement antiviral est commencé avant la rupture des membranes.,b,4
OIC-027-15-A,"Concernant la transmission verticale de l'hépatite B de la mère à l'enfant, laquelle des affirmations suivantes est correcte ?",La transmission est principalement intra-utérine.,La transmission est influencée par le mode d'accouchement (vaginal vs. césarienne).,La transmission est surtout per- et post-natale.,Le risque de chronicité est faible chez le nouveau-né contaminé.,c,4
OIC-027-16-A,Quelle est la principale stratégie de prévention de la transmission verticale du virus de l'hépatite B (VHB) mentionnée dans le texte ?,Réalisation systématique d'une césarienne pour toutes les femmes porteuses du VHB.,Vaccination de la mère pendant la grossesse et sérovaccination du nouveau-né après la naissance.,Interdiction de l'allaitement maternel pour les mères porteuses du VHB.,"Traitement antiviral systématique de toutes les femmes enceintes porteuses du VHB, quel que soit leur statut de réplication virale.",b,4
OIC-027-17-A,"Quel est le principal objectif du dépistage du VIH chez la mère pendant la grossesse, selon le texte ?",Identifier les femmes séronégatives pour éviter toute transmission.,Détecter la séropositivité maternelle pour minimiser les risques pour l'enfant.,Obliger toutes les femmes enceintes à se faire dépister.,Traiter la mère séropositive après la naissance de l'enfant.,b,4
OIC-027-18-A,"Selon les recommandations de 2021, quelle est la principale population cible pour la vaccination contre la varicelle, en dehors des adolescents, spécifiquement en lien avec la prévention des risques fœtaux ?",Toutes les femmes enceintes.,Les femmes en âge de procréer n'ayant pas d'antécédents de varicelle.,Les femmes ayant déjà eu la varicelle.,Les femmes enceintes ayant déjà eu la varicelle.,b,4
OIC-027-19-B,"Quel est le principal mécanisme de transmission de la listériose de la mère au fœtus, selon le texte ?",Transmission par le liquide amniotique contaminé.,Transmission par bactériémie maternelle et colonisation du placenta.,Transmission par ingestion de lait maternel contaminé après la naissance.,Transmission par contact direct lors de l'accouchement.,b,4
OIC-027-20-A,"Selon le texte, quelle est la principale mesure de prévention contre la listériose materno-fœtale liée à l'alimentation ?",Éviter tous les produits laitiers.,Cuire soigneusement les aliments crus d'origine animale et respecter les règles d'hygiène.,Ne consommer que des produits préemballés.,Éviter uniquement les fromages à pâte molle au lait cru.,b,4
OIC-027-21-B,"En cas de suspicion de listériose materno-fœtale, quel prélèvement est systématiquement recommandé chez la mère enceinte présentant de la fièvre ?",Examen bactériologique du placenta et des lochies,Hémocultures,Culture du liquide gastrique du nouveau-né,Examen anatomopathologique du placenta,b,4
OIC-027-22-B,Comment se produit principalement la transmission materno-fœtale du streptocoque B ?,Par voie sanguine maternelle.,Par ingestion de lait maternel contaminé.,Par voie vaginale ascendante lors de l'accouchement.,Par inhalation de gouttelettes respiratoires maternelles.,c,4
OIC-027-23-B,"Quel est le traitement médicamenteux recommandé pour la vaginose bactérienne symptomatique pendant la grossesse, selon le texte ?",Traitement à base de clindamycine.,Traitement à base de métronidazole.,Traitement à base de fluconazole.,Aucun traitement médicamenteux n'est recommandé.,b,5
OIC-027-24-B,"Selon le contenu, quel est le principal risque associé à la vaginose bactérienne pendant la grossesse ?",Augmentation du risque d'accouchement prématuré.,Augmentation du risque d'infection fœtale.,Augmentation du risque de malformations congénitales.,Augmentation du risque de complications post-partum.,a,4
OIC-027-25-A,"Selon le texte, quelle est la principale mesure de prévention primaire contre la grippe chez la femme enceinte ?",L'isolement systématique de la femme enceinte.,L'administration d'oseltamivir dès les premiers symptômes.,La vaccination antigrippale avec un vaccin inactivé.,L'utilisation systématique de masques chirurgicaux par l'entourage.,c,5
OIC-027-26-B,Quelle est la principale conséquence fœtale de l'allo-immunisation antiérythrocytaire ?,Formation d'anticorps A ou B chez la mère.,Anémie fœtale due à l'hémolyse.,Transmission d'une infection de la mère au fœtus.,Développement d'une incompatibilité Rhésus entre la mère et le fœtus.,b,4
OIC-027-27-A,"Quel est le but principal de la recherche d'agglutinines irrégulières (RAI) chez les femmes enceintes, en particulier celles Rhésus D négatif ou ayant reçu des transfusions ?",Déterminer le groupe sanguin Rhésus D de la mère.,Identifier et quantifier les anticorps maternels pouvant affecter le fœtus.,Prévenir l'apparition d'une allo-immunisation chez la mère.,Évaluer la compatibilité Rhésus D entre la mère et le fœtus avant la conception.,b,4
OIC-027-28-A,Quelle est la principale méthode de prévention de l'allo-immunisation anti-D (Rh1) pendant la grossesse ?,Vaccination de la mère contre le facteur RhD.,Injection d'immunoglobulines anti-D (anti-RhD) chez la mère.,Transfusion sanguine de sang RhD négatif à la mère.,Changement de groupe sanguin du fœtus en RhD négatif.,b,4
OIC-027-29-B,Quelle est la principale raison de connaître le phénotype RhD du nouveau-né après l'accouchement chez une mère RhD négative ?,Déterminer si une injection d'immunoglobulines anti-D est nécessaire.,Évaluer le risque d'anémie hémolytique chez le nouveau-né.,Confirmer le génotype RhD de la mère.,Planifier le suivi de l'allaitement maternel.,a,4
OIC-027-30-A,"Lorsqu'une patiente prend un traitement médicamenteux et découvre une malformation fœtale à la naissance, quelle est la première étape à considérer selon le texte ?",Interrompre immédiatement tout traitement médicamenteux de la mère.,Estimer la prévalence générale des malformations et la faible proportion liée aux médicaments.,Consulter immédiatement un Centre Pluridisciplinaire de Diagnostic Prénatal (CPDP).,Déclarer l'incident à l'Agence Nationale de Sécurité du Médicament et des produits de santé (ANSM).,b,4
OIC-027-31-A,"Parmi les médicaments listés, lequel est connu pour être tératogène et doit être évité pendant la grossesse ?",Warfarine (Coumadine®),Lithium (Téralithe®),Isotrétinoïne (Roaccutane®),Carbimazole (Néo-Mercazole®),c,5
OIC-027-32-B,"Parmi les médicaments listés, lequel est associé à un risque élevé de malformations congénitales, notamment des anomalies du tube neural, et nécessite une consultation préconceptionnelle et un suivi spécialisé en cas de grossesse ?",Warfarine (Coumadine®),Lithium (Téralithe®),Valproate de sodium (Dépakine®),Misoprostol (Gymiso®),c,5
OIC-027-33-A,"Selon le texte, quel type de vaccin est généralement contre-indiqué pendant la grossesse ?","Vaccins inactivés (ex: tétanos, hépatite B)","Vaccins vivants atténués (ex: ROR, varicelle)",Vaccins à ARNm (ex: COVID-19),Vaccins contre la grippe (recommandé),b,4
OIC-027-34-B,"Selon le texte, quel facteur influence la gravité des effets du tabagisme maternel sur le fœtus ?",Le sexe du fœtus.,La quantité de nicotine inhalée par la mère.,La présence de polymorphismes génétiques affectant le métabolisme des toxines chez la mère.,Le trimestre de la grossesse pendant lequel le tabagisme est le plus intense.,c,4
OIC-027-35-A,"Selon le texte, quel est l'effet principal du tabagisme maternel sur le fœtus au premier trimestre de la grossesse ?",Augmentation du risque de retard de croissance intra-utérin.,Augmentation du risque de mort inattendue du nourrisson.,Augmentation du risque de grossesse extra-utérine (GEU) et de fausse couche.,Augmentation du risque d'infections respiratoires basses chez le nourrisson.,c,0
OIC-027-36-B,"Quelle est la principale approche recommandée pour aider une femme enceinte à arrêter de fumer, selon le texte ?",Interdiction immédiate du tabac sans aide.,Prescription systématique de médicaments non testés pendant la grossesse.,"Aide individualisée, incluant conseils, thérapies comportementales et substitution nicotinique adaptée.",Se contenter d'informer la patiente des risques sans intervention spécifique.,c,4
OIC-027-37-A,"Selon le texte, quelle est la principale complication d'une alcoolisation chronique et importante pendant la grossesse ?",Retard de croissance intra utérin,Syndrome d'alcoolisation fœtale (SAF),Ensemble des troubles causés par l'alcoolisation fœtale (ETCAF),Malformations cardiaques,b,4
OIC-027-38-B,"Selon le texte, quel niveau de consommation d'alcool pendant la grossesse est associé à un risque documenté de Syndrome d'Alcoolisation Fœtale (SAF) ?",Consommation occasionnelle (1-2 verres/jour),Consommation aiguë unique (binge drinking) en début de grossesse,Consommations importantes (au-delà de 2 verres/jour),Consommation modérée (1-2 verres/jour) présentant des études contradictoires sur les troubles cognitifs.,c,4
OIC-027-39-A,"Selon le texte, dans quelles situations cliniques l'interrogatoire concernant la consommation d'alcool pendant la grossesse doit-il être intensifié ?",Uniquement en cas d'antécédents familiaux de consommation d'alcool.,"Dans les situations à risque listées (antécédents, toxicomanie, violences, troubles psychiatriques, tabagisme, anomalies échographiques).",Uniquement si la patiente présente des signes physiques d'alcoolisation.,Uniquement si la patiente exprime spontanément des inquiétudes concernant sa consommation d'alcool.,b,4
OIC-027-40-B,"Parmi les substances listées, laquelle est associée à un risque accru de complications gastro-intestinales sévères chez le nouveau-né, telles que l'infarctus mésentérique ou l'entérocolite nécrosante ?",Cannabis,Héroïne,Cocaïne,Aucune de ces substances,c,4
OIC-027-41-A,"Selon le texte, quel est l'objectif principal du repérage des conduites addictives pendant la grossesse ?",Identifier uniquement les femmes toxicomanes connues des dispositifs spécialisés.,Poser systématiquement des questions sur la consommation de substances illicites.,"Détecter les conduites addictives, même celles qui ne sont pas immédiatement apparentes, afin de proposer une prise en charge adaptée.",Juger le mode de vie de la mère et l'évaluer par rapport aux normes sociales.,c,5
OIC-027-42-B,"Selon le texte, quelle est la principale raison de mettre en place un traitement de substitution aux opiacés pendant la grossesse ?",Pour éliminer complètement la dépendance de la mère.,"Pour minimiser les risques pour la mère et le fœtus, et améliorer le suivi médical.","Pour éviter tout syndrome de sevrage chez le nouveau-né, quelle que soit la posologie.",Pour permettre à la mère de consommer d'autres substances en toute sécurité.,b,4
OIC-027-43-B,Quelle est la principale stratégie de prévention du syndrome de sevrage néonatal (SSNN) chez les nourrissons exposés in utero aux opiacés ?,Augmenter la dose de traitement de substitution aux opiacés pendant la grossesse.,Éviter tout contact peau à peau et favoriser un environnement stimulant après la naissance.,"Préparer les parents pendant la grossesse, soutenir les liens mère-enfant et évaluer régulièrement le syndrome à la naissance.",Administrer systématiquement des benzodiazépines au nouveau-né dès la naissance pour prévenir le sevrage.,c,4
OIC-027-44-B,"Selon le texte, quelles sont les conséquences à long terme des conduites addictives pendant la grossesse ?",Uniquement des malformations liées à l'exposition in utero à l'alcool.,"Des conséquences liées à l'environnement familial, l'exposition in utero à des substances (comme l'alcool) et d'éventuelles séquelles de complications de la grossesse.",Principalement des troubles psychiques maternels et des difficultés d'apprentissage chez l'enfant.,Uniquement des séquelles liées à la prématurité ou à la souffrance fœtale in utero.,b,4
OIC-027-45-B,"Selon le texte, quels sont les deux principaux mécanismes d'action de l'irradiation sur le fœtus ?",Augmentation du risque de leucémie et mort cellulaire.,Lésions de l'ADN et diminution du QI.,Mort cellulaire et lésions de l'ADN.,Microcéphalie et augmentation du risque de leucémie.,c,4
OIC-027-46-A,"Selon le texte, quelle est la conduite à tenir si l'utérus d'une femme enceinte est dans le faisceau de rayonnement lors d'un examen radiologique standard ?",Interdire systématiquement l'examen en raison du risque élevé pour le fœtus.,"Rassurer la patiente, car la dose délivrée est généralement inférieure à 100 mGy, seuil considéré comme à faible risque.","Demander l'avis d'un service compétent (IRSN) pour calculer la dose-gonades, car la dose pourrait être élevée.","Remplacer systématiquement l'examen par une échographie ou une IRM, quelle que soit la nécessité médicale.",b,4
OIC-030-01-B,"Selon le texte, quels sont les deux principaux agents responsables des infections néonatales bactériennes précoces ?",Staphylococcus aureus et Escherichia coli,Streptocoque du groupe B et Staphylococcus aureus,Streptocoque du groupe B et Escherichia coli,Listeria monocytogenes et Escherichia coli,c,4
OIC-030-02-B,"Selon le texte, quels sont les signes cliniques permettant de suspecter une détresse respiratoire chez un nouveau-né ?",Cyanose et fréquence respiratoire inférieure à 60/min.,"Battement des ailes du nez, tirage intercostal et fréquence respiratoire supérieure à 60/min.",Absence de geignement expiratoire et saturation en oxygène élevée.,Entonnoir xyphoïdien et pauses respiratoires uniquement.,b,4
OIC-030-03-B,"Selon le texte, quelle est la principale cause des Retards de Croissance Intra-Utérin (RCIU) ?","Pathologies fœtales (anomalies chromosomiques, infections)","Pathologies vasculaires (HTA, maladies chroniques, antécédents)","Facteurs socio-économiques (âge maternel, malnutrition, tabagisme)",Anomalies placentaires ou utérines,b,0
OIC-030-04-B,"Selon le texte, quel facteur de risque socio-démographique est associé à la prématurité ?",Grossesse multiple,Tabagisme,Hypertension gravidique,Situation sociale précaire et isolement,d,4
OIC-032-01-B,Quel est le principal objectif de l'examen clinique complet du nouveau-né effectué en maternité avant le 8ème jour de vie ?,"Évaluer l'adaptation immédiate du nouveau-né à la vie extra-utérine, comme le score d'Apgar.",Détecter les anomalies de croissance staturo-pondérale.,Consigner les informations dans le carnet de santé et établir le premier certificat de santé.,"Effectuer un examen détaillé de tous les systèmes du nouveau-né pour identifier les anomalies congénitales ou acquises, et assurer le suivi de son développement.",d,5
OIC-032-02-B,L'évaluation clinique de la maturation d'un nouveau-né à terme inclut l'observation de critères neurologiques. Lequel des éléments suivants est un critère neurologique utilisé pour évaluer la maturation d'un nouveau-né à terme ?,La présence d'un angle poplité supérieur à 90°,L'absence du réflexe de Moro,La posture spontanée en extension,L'absence de réflexes archaïques comme la succion,b,0
OIC-032-03-B,"Parmi les actions suivantes, laquelle fait partie des soins systématiques prodigués à un nouveau-né à terme en salle de naissance, indépendamment de son état initial ?",Réanimation en cas de mauvaise adaptation.,Désinfection oculaire systématique.,Clampage et section du cordon ombilical.,Test à la seringue pour atrésie de l'œsophage.,c,5
OIC-032-04-B,"Le dépistage néonatal systématique en France concerne plusieurs maladies. Parmi les options suivantes, laquelle n'est PAS incluse dans ce dépistage systématique universel ?",Phénylcétonurie,Drépanocytose,Mucoviscidose,Déficit en MCAD,b,4
OIC-032-05-B,"Parmi les examens de dépistage systématique du nouveau-né à terme, lequel est réalisé par otoémissions acoustiques provoquées (OEAP) en maternité ?",Dépistage de la luxation congénitale de la hanche (LCH),Dépistage auditif,Dépistage visuel,Dépistage de la trisomie 21,b,4
OIC-032-06-A,"Selon le texte, quelle est la durée recommandée par l'OMS pour l'allaitement maternel exclusif ?",3 mois,4 mois,6 mois,12 mois,c,5
OIC-032-07-B,"Selon le texte, quels sont les principaux facteurs de risque pour la prématurité?","Terrain maternel, grossesses multiples, complications de la grossesse.","Terrain maternel, pathologies fœtales, pathologies vasculaires.","Terrain maternel, infections bactériennes néonatales, détresse respiratoire.","Terrain maternel, addictions maternelles, pathologies psychiatriques maternelles.",a,4
OIC-032-08-B,Quelle est la fréquence approximative de la fente labio-palatine à la naissance ?,Environ 1 naissance sur 1000,Environ 1 naissance sur 2000,Environ 1 naissance sur 500,Environ 1 naissance sur 5000,b,3
OIC-037-01-A,Quel événement juridique majeur a précédé l'adoption de la loi Veil de 1975 légalisant l'IVG en France ?,La création des premiers centres d'IVG en 1979.,L'autorisation de l'IVG jusqu'à 14 semaines d'aménorrhée en 2001.,"Le procès de Bobigny en 1972, où une femme jugée pour avortement a été acquittée.",L'augmentation du délai légal de l'IVG à 16 semaines d'aménorrhée en 2022.,c,4
OIC-037-02-A,"Selon le texte, quelle est une cause fréquente d'interruption volontaire de grossesse (IVG)?",L'absence totale de contraception chez la femme.,L'utilisation d'une méthode contraceptive inefficace ou inappropriée.,Le désir initial de la femme d'interrompre la grossesse.,L'impossibilité financière de mener la grossesse à terme.,b,4
OIC-037-03-B,"Selon le contenu, quel est le nombre annuel moyen d'interruptions volontaires de grossesse (IVG) réalisées en France depuis 2006 ?",Environ 150 000,Entre 215 000 et 230 000,Environ 300 000,"Variable, mais en augmentation constante depuis 2006",b,4
OIC-037-04-A,"Selon le contenu, quel groupe d'âge présente le taux de recours à l'IVG le plus élevé en France ?",Les femmes de moins de 18 ans.,Les femmes de 20 à 29 ans.,Les femmes de 30 à 39 ans.,Les femmes de 40 ans et plus.,b,4
OIC-037-05-A,"Selon le texte, quelle est la durée maximale de grossesse (en semaines d'aménorrhée) à laquelle une interruption volontaire de grossesse (IVG) est légalement possible en France ?",9 semaines,12 semaines,16 semaines,20 semaines,c,0
OIC-037-06-A,"Selon le texte, où une interruption volontaire de grossesse (IVG) peut-elle être réalisée en France ?",Uniquement dans les établissements de santé.,"Dans les établissements de santé, les centres de planification familiale et en ville (libéral) pour les IVG médicamenteuses jusqu'à 9 SA.",Uniquement dans les centres de planification familiale.,Uniquement par un gynécologue en établissement de santé.,b,4
OIC-037-07-A,"Selon le texte, quelle est la principale finalité de la consultation de contrôle post-IVG ?",Confirmer la décision de la patiente.,S'assurer de l'absence de complications et proposer une contraception adaptée.,Proposer un entretien psychologique obligatoire.,Vérifier la date du début de grossesse.,b,4
OIC-037-08-B,"Selon le texte, quelle est la principale différence concernant le délai légal maximal pour réaliser une IVG médicamenteuse par rapport à une IVG instrumentale ?","L'IVG médicamenteuse est possible jusqu'à 16 SA, tandis que l'IVG instrumentale est limitée à 9 SA.","L'IVG médicamenteuse est possible jusqu'à 9 SA, tandis que l'IVG instrumentale est possible jusqu'à 16 SA.",Les deux techniques sont possibles jusqu'à 9 SA.,Les deux techniques sont possibles jusqu'à 16 SA.,b,4
OIC-037-09-B,"Selon le texte, quelle est une contre-indication à l'utilisation de la technique médicamenteuse (mifépristone et misoprostol) pour une interruption volontaire de grossesse (IVG)?",Prise d'un traitement anticoagulant.,Antécédents d'allergie aux prostaglandines.,Anémie profonde (Hb < 9–10 g/dL).,Insuffisance rénale.,c,3
OIC-037-10-B,"Selon le texte, quel est le risque de décès lié à la pratique d'une IVG ?",Il est plus élevé qu'une fausse couche spontanée.,Il est du même ordre que celui lié à une fausse couche spontanée.,Il est plus élevé dans l'IVG médicamenteuse que dans l'IVG instrumentale.,"Il est négligeable et inférieur à 0,1 pour 100 000.",b,3
OIC-037-11-B,"Lorsqu'une contraception est proposée après une IVG, quels facteurs doivent être pris en compte pour le choix de la méthode ?",Uniquement l'efficacité et le coût.,"L'efficacité, les effets secondaires, les contraintes d'utilisation, le coût et les souhaits de la patiente.",Seulement les effets secondaires et les contraintes d'utilisation.,Uniquement l'échec de la précédente contraception et l'âge de la patiente.,b,4
OIC-037-12-B,"Selon le texte, quels sont les principaux facteurs de risque associés à la répétition des interruptions volontaires de grossesse (IVG) ?",Âge avancé et statut marital stable.,"Âge jeune, statut célibataire, difficultés socio-économiques et contraception inadaptée.",Accès facile à la contraception et information adéquate.,Absence de violences passées ou en cours.,b,4
OIC-038-01-A,Quelle est la définition correcte de la fécondité selon le texte fourni ?,La capacité d'un couple à concevoir.,La probabilité de concevoir une grossesse au cours d'un cycle.,"La capacité à se reproduire, c'est-à-dire concevoir et mener une grossesse à terme jusqu'à la naissance d'un enfant vivant.",Un paramètre démographique mesurant le nombre de naissances vivantes par femme en âge de procréer.,c,5
OIC-038-02-A,"Selon l'Organisation Mondiale de la Santé (OMS), quelle est la définition de l'infertilité d'un couple ?",L'incapacité totale de concevoir une grossesse.,"La difficulté à procréer, définie comme l'incapacité à obtenir une grossesse clinique après 6 mois ou plus de rapports sexuels réguliers.","La difficulté à procréer, définie comme l'incapacité à obtenir une grossesse clinique après 12 mois ou plus de rapports sexuels non protégés.",L'incapacité à concevoir une grossesse après seulement 3 mois de rapports sexuels réguliers.,c,5
OIC-038-03-B,"Selon le texte, quel est le principal facteur prédictif de la fertilité féminine ?",La fréquence des rapports sexuels,L'âge de la femme,Le poids de l'homme,La fécondité globale du pays,b,4
OIC-038-04-B,"Selon le texte, quels éléments sont systématiquement évalués lors de la première consultation pour un couple infertile ?",Uniquement l'histoire reproductive de la femme et l'examen clinique de l'homme.,Uniquement l'histoire reproductive de la femme et l'examen clinique de la femme.,"Les habitudes de vie, les antécédents personnels et familiaux, l'histoire reproductive et gynécologique des deux membres du couple, ainsi qu'un examen clinique des deux membres du couple.",Uniquement les antécédents gynécologiques de la femme et l'examen clinique de l'homme.,c,5
OIC-038-05-B,"Lors de l'interrogatoire d'un homme consultant pour infertilité, quelle information est cruciale à recueillir concernant ses antécédents personnels ?",Ses préférences alimentaires et ses habitudes sportives.,"Ses antécédents de cancer, en particulier les modalités de prise en charge (chirurgie, radiothérapie, chimiothérapie).",Ses notes scolaires et ses centres d'intérêt professionnels.,Ses voyages récents et ses contacts avec des animaux.,b,4
OIC-038-06-B,"Chez la femme, quel symptôme clinique associé à l'interrogatoire est fortement suggestif d'une origine d'infertilité liée à l'endométriose ?","Troubles du cycle menstruel (spanioménorrhée, aménorrhée)",Dysménorrhée et dyspareunie,Galactorrhée spontanée ou provoquée,Sécheresse cutanéo-muqueuse,b,4
OIC-038-07-B,"Selon les recommandations, quand faut-il envisager un bilan d'infertilité pour un couple ?","Après 6 mois de rapports réguliers sans contraception, surtout si la femme a plus de 35 ans.","Après une année de rapports sexuels réguliers sans contraception, sauf si des facteurs de risque spécifiques sont présents.","Dès le début des essais de conception, pour identifier rapidement les causes potentielles.","Uniquement si la femme a plus de 35 ans ou présente des troubles menstruels, sans délai spécifique lié aux rapports sexuels.",b,4
OIC-038-08-B,"Selon le texte, quelle est la durée d'abstinence recommandée avant le recueil d'un spermogramme ?",1 à 3 jours,2 à 7 jours,3 à 10 jours,4 à 14 jours,b,0
OIC-038-09-B,"Selon le texte, quelle est la répartition approximative des causes d'infertilité au sein d'un couple ?","30% féminin, 30% masculin, 30% mixte, 10% inexpliquée","40% féminin, 30% masculin, 20% mixte, 10% inexpliquée","25% féminin, 25% masculin, 40% mixte, 10% inexpliquée","30% féminin, 40% masculin, 20% mixte, 10% inexpliquée",a,3
OIC-038-10-B,"Selon le texte, quelles sont les trois grandes catégories de causes d'infertilité masculine ?","Causes hormonales, causes anatomiques, causes génétiques.","Causes secrétoires (testiculaires/centrales), causes excrétoires, causes environnementales.","Causes testiculaires, causes tubaires, causes ovariennes.","Causes génétiques, causes infectieuses, causes liées à l'âge.",b,4
OIC-039-01-A,"Selon le texte, quelle est l'une des principales indications de l'Assistance Médicale à la Procréation (AMP)?",Le traitement de maladies génétiques graves chez les parents.,La prévention de la transmission d'une maladie grave à l'enfant.,L'amélioration des caractéristiques physiques de l'enfant à naître.,La sélection du sexe de l'enfant pour équilibrer la fratrie.,b,4
OIC-039-02-A,Quelle est la définition de la préservation de la fertilité selon le texte fourni ?,Congélation de gamètes uniquement en cas d'indication médicale.,"Recueil et conservation de gamètes/tissus germinaux pour une future AMP ou restauration de la fertilité, même sans indication médicale depuis 2021.",Traitement médical visant à restaurer la fertilité perdue.,Technique d'assistance médicale à la procréation (AMP) utilisant des gamètes congelés.,b,5
OIC-039-03-A,Lequel des éléments suivants est une étape commune aux techniques d'Insémination Intra-Utérine (IIU) et de Fécondation In Vitro (FIV) classique ou ICSI ?,Ponction folliculaire,Micro-injection intra-cytoplasmique d'un spermatozoïde (ICSI),Préparation des spermatozoïdes à partir d'un prélèvement de sperme,Culture embryonnaire,c,4
OIC-039-04-A,Quelle technique de préservation de la fertilité féminine est spécifiquement mentionnée comme étant envisageable chez les filles prépubères ?,Congélation d'ovocytes matures,Congélation de cortex ovarien,Congélation de spermatozoïdes,Congélation d'embryons,b,4
OIC-039-05-B,"Selon les données de 2021 en France, quelle est la proportion approximative de naissances résultant de l'Assistance Médicale à la Procréation (AMP) ?",Environ 1 couple sur 4 à 6 consulte pour infertilité.,"Environ 3,7 % des naissances.",Plus de 62 000 ponctions d'ovocytes.,Plus de 48 000 tentatives d'IIU.,b,4
OIC-039-06-A,"Selon le texte, quelle est une indication majeure pour recourir à l'Assistance Médicale à la Procréation (AMP)?",La transmission d'une pathologie génétique grave.,L'infertilité masculine uniquement.,Le désir d'avoir un enfant chez un couple hétérosexuel marié.,L'âge maternel supérieur à 45 ans.,a,4
OIC-039-07-A,Lequel des cas suivants est une indication pour une Insémination Artificielle avec du sperme de donneur (IAD) ?,Infertilité inexpliquée,Azoospermie obstructive ou non obstructive,Altérations modérées des paramètres spermatiques,Troubles sexuels balistiques,b,4
OIC-039-08-A,"Selon le texte, quelle est une indication principale pour la fécondation in vitro avec microinjection intracytoplasmique (ICSI)?",Infertilité tubaire,Échecs d'insémination intra-utérine (IIU),Anomalies spermatiques sévères,Endométriose,c,4
OIC-039-09-A,"Selon le texte, quelle est une indication principale pour le don d'ovocytes ou de spermatozoïdes ?",Échec d'AMP intraconjugale dans tous les cas.,Risque de transmettre une maladie génétique grave à l'enfant.,Infertilité légère ou modérée.,Souhait d'avoir un enfant génétiquement lié à un seul des membres du couple.,b,4
OIC-039-10-A,"Selon le texte, quelle est une indication médicale pour la préservation de la fertilité féminine ?",Traitement de l'endométriose sévère.,Chirurgie des voies excrétrices spermatiques.,Chimiothérapie pour une leucémie aiguë.,Prostatectomie radicale.,a,0
OIC-039-11-B,"Selon le texte, quelle est la principale raison de réaliser une exploration clinico-biologique avant de recourir à l'Assistance Médicale à la Procréation (AMP)?",Déterminer la technique d'AMP la plus appropriée.,Évaluer la balance bénéfice-risque de l'AMP pour le couple.,Effectuer une évaluation psychologique obligatoire du couple.,Vérifier l'absence de contre-indications obstétricales.,b,4
