,id,question,option_a,option_b,option_c,option_d,correct_option
490,OIC-074-04-B-,Quel est le traitement antibiotique recommandé pour une pyélonéphrite aigue en cas de signes de sévérité et de doute sur l'observance d'un traitement oral?,Ceftriaxone ou cefotaxime + amikacine,Céfixime ou cotrimoxazole,Cefotaxime seul,Amoxicilline/acide clavulanique,a
491,OIC-074-05-B,"Quelle condition doit être considérée avec suspicion dans une femme âgée de 30 ans présentant des SBAU et une bactériurie, même si elle présente des symptômes de cystite récidivante?",Une infection bactérienne récidivante,Une cystite aiguë de type récidivant,Une ménopause précoce avec insuffisance ovarienne prématurée,Une hématurie due à une infection urinaire aiguë,c
492,OIC-074-05-B-,Quelle est la principale condition d'exceptionnalité du traitement par antibiotiques au long cours en cas de cystites récidivantes?,La mise en place d’un tel traitement doit inciter à demander l’avis d’un référent,La prise en charge par antibiotiques au long cours doit rester exceptionnelle et n’est nécessaire que pour des cas bien particuliers,La régularisation du transit et le port de sous-vêtements en coton sont des mesures hygiéno-diététiques efficaces,Les mictions non retenues sont des facteurs de risque identifiés dans la littérature scientifique,b
493,OIC-074-06-B,Quel sexe est plus prédisposé aux infections urinaires dans les premiers mois de vie des enfants?,Les garçons,Les filles,Les deux sexes,Aucun,a
494,OIC-074-06-B-,Quels organismes sont responsables des infections urogénitales chez l'homme et de cervicovaginites chez la femme?,Neisseria gonorrhoeae,Chlamydia trachomatis,Les deux organismes ci-dessus,Aucun des deux organismes ci-dessus,c
495,OIC-074-07-A,Quelle est la prévalence de la gonococcie chez les hommes par rapport aux femmes?,femmes +++/ hommes,hommes +++/ femmes,plus élevé en Île-de-France,plus fréquente que la chlamydiose,b
496,OIC-074-07-A-,Quelle mesure préventive est recommandée pour les IST?,Utiliser un préservatif,Ne pas utiliser de préservatif,Faire des tests de sérologie VIH,Ne pas vacciner contre l'HPV,a
497,OIC-074-08-A-,Quelle caractéristique correspond à la syphilis?,"Unique à fond propre, induré, localisation variable",Ulcerations superficielles douloureuses à contours polycycliques,"Terrain (Afrique, Amérique du Sud, Asie), lésion(s) unique/multiples, fond sale, douleurs (+++), adénopathies inflammatoires",Lésions peu douloureuses granulomateuses,a
498,OIC-074-09-A,Quel est le symptôme principal de l'herpès génital selon la photographie?,Des lésions non douloureuses,Des lésions millimétriques douloureuses post vésiculeuses,Des lésions sans bordure inflammatoire,Des lésions épaisses et non douloureuses,b
499,OIC-074-10-B,Quel est le symptôme le plus courant associé à l'urétrite masculine?,Ecoulement urétral,Dysurie,Douleurs urétrales,Prurit urétral,a
500,OIC-074-11-A,Quels sont les signes cliniques de la cervicite chez la femme?,"Leucorrhée, pesanteur pelvienne, signe d'urétrite associée, col inflammatoire","Prurit, dyspareunie, leucorrhées, vulve œdématiée","Fevere, urticaire, écoulement à l'orifice cervical, douleur au genou","Toux, nausées, écoulement vaginal, gonorrhée",a
501,OIC-074-14-A,Quelle mesure est obligatoire lors de la prise en charge des IST?,Identifier les partenaires contaminés et proposer un dépistage systématique,Utiliser des préservatifs sans recommandation spécifique,Préconiser la vaccination contre l'hépatite B,Éviter les tests de sérologie VIH,a
502,OIC-074-14-A-,Quelle exploration est principalement réalisée en cas d'infection génitale haute chez la femme?,CRP,Prélèvement avec pose de speculum pour examen direct + culture standard + PCR ''Neisseria gonorrhoeae'' et ''Chlamydia trachomatis'',Prélèvement chirurgicaux ou radioguidés si infection compliquée pour culture + PCR ''Neisseria gonorrhoeae'' et ''Chlamydia trachomatis'',NFS,b
503,OIC-074-15-A,Quelle est la dose unique recommandée pour le traitement des IST probables à gonocoque et à chlamydia?,1000 mg IM,1000 mg PO,500 mg IM,1000 mg IV,a
504,OIC-074-16-A,Quelle est la première ligne de traitement pour la gonococcie selon les recommandations?,Ceftriaxone dose unique IM ou IV 1000 mg,Azithromycine 1g dose unique,Gentamicine ou ciprofloxacine,Doxycycline 200 mg pendant 7 jours,a
505,OIC-074-16-A-,Quelle est la thérapie recommandée pour les gonococycles non compliqués?,Ceftriaxone 1g IV/IM dose unique,Doxycycline 100mg/12h per os 10 jours,Métronidazole 500mg/12h per os 10 jours,Doxycycline 100mg/12h IV 14 jours,a
506,OIC-074-17-A-,Quel est le signe clinique caractéristique de la phase primaire de la syphilis?,Une ulcère génital unique et induré,Une fièvre persistante et des maux de tête,Une régression spontanée de tous les chancres,Une syphilis asymptomatique,a
507,OIC-074-18-A,La syphilis latente tardive est définie par l’absence de signes cliniques et la présence d’une sérologie positive avec une date de contact supérieure à un an. Quelle est la bonne description?,L’absence de signes cliniques et la présence d’une sérologie positive avec une date de contact supérieure à un an,La présence de signes cliniques et la sérologie négative avec une date de contact supérieure à un an,La présence de signes cliniques et la sérologie positive avec une date de contact inférieure à un an,La sérologie négative et la présence de signes cliniques avec une date de contact inférieure à un an,a
508,OIC-074-18-A-,Quelle est une manifestation caractéristique de la syphilis secondaire neurologique?,Neurosyphilis,Éruption florale,Fevere,Symptômes cutanés,a
509,OIC-074-20-A,Quel traitement est utilisé en cas d'allergie à la pénicilline pour la syphilis primaire?,"Benzathine pénicilline G dose unique IM 2,4 millions d’unités",Doxycycline 14 jours,Tétracycline 14 jours,Tétracycline 7 jours,b
510,OIC-074-20-A-,Quelle est la dose unique recommandée pour le traitement de la syphilis secondaire?,"Benzathine pénicilline G dose unique IM 2,4 millions d’unités","Benzathine pénicilline G dose unique IM 2,4 millions d’unités 1 fois par semaine pendant 3 semaines",Doxycycline 14 jours,Doxycycline 28 jours,a
511,OIC-074-21-A,Quelle est la caractéristique des condylomes acuminés?,Crêtes-de-coq,Maculo-papules rosées,Lésions pré-cancéreuses,Vulva des femmes,a
512,OIC-074-22-B,Quelle est l'agent pathogène de la trichomonose?,Trichomonas vaginalis,Sarcoptes scabiei hominis,Phtirius inguinalis,Staphylococcus aureus,a
513,OIC-074-22-B-,Quel est le méthodologie de diagnostic recommandé pour la gonococcie?,PCR pour les hommes et auto-écouvillonnage vaginal pour les femmes,Bactériologique sur gélose sang cuit pour les hommes,PCR pour les femmes et examen direct pour les hommes,Culture systématique pour les deux sexes,a
514,OIC-074-23-B-,Quelle est la conséquence la plus courante des gonococcytes chez la femme à long terme?,Stérilité tubaire,Algies pelviennes inflammatoires,Grossesse extra-utérine,Chronicite pelvienne,a
515,OIC-074-24-A-,Quel est le principal agent pathogène des condylomates acuminés?,Le virus de la papillomavirus humain (HPV),L'herpès simplex,La syphilis,Les bactéries,a
516,OIC-074-25-B,Quel type d'exanthème est caractérisé par la présence d'intervalle de peau saine?,Maculopapular,Erythematous,Vésiculo-pustuleux,Maculeux,a
517,OIC-074-25-B-,"Quelle urgence est associée à une éruption extensif, nécrotique et une défaillance hémodynamique dans l'enfant?",Fasciite nécrosante,Syndrome toxinique staphylococcique,Purpura fulminans,Dermo-hypodermite,c
518,OIC-074-26-B-,Quelle est la valeur de R0 du virus de la rougeole?,R0=15 à 20,R0=1,R0=5,R0=10,a
519,OIC-075-01-A,Quelle est la caractéristique clinique la plus importante de la rubéole chez l'enfant?,Incubation de 15 à 20 jours,Contagiosité de 7 à 14 jours,Éruption maculo-papuleuse avec intervalles de peau saine,Risque de thrombopénie,c
520,OIC-075-01-A-,Quel est le taux d'immunité chez les adultes envers le parvovirus B19?,50-60% des adultes,10-20% des adultes,40-80% des adultes,80-100% des adultes,c
521,OIC-075-02-A,Quelle est la méthode de transmission principale du HHV6?,Par voie digestive,Par contact direct,"Par voie respiratoire (salive, gouttelettes)",Par transfusion sanguine,c
522,OIC-075-02-A-,Quel est le virus le plus souvent en cause dans l'infection à EBV?,EBV,CMV,HIV,Toxoplasmose,a
523,OIC-075-03-B,Quelle est la cause principale de la scarlatine?,La toxine érythrogène du Streptocoque du groupe A (SGA),Le SGA de type A,La saison hivernale,La transmission par voie respiratoire,a
524,OIC-075-03-B-,Quel est le groupe d'âge principal concerné par la maladie de Kawasaki?,Les jeunes enfants (< 5 ans),Les enfants de 5 à 10 ans,Les adolescents,Les personnes âgées,a
525,OIC-075-04-B,Quelle est la cause principale de la varicelle chez l'enfant?,Le virus de la varicelle (VZV),L'herpès simple,Le virus de la grippe,Le virus de la rougeole,a
526,OIC-075-05-B,"Parmi les diarrhées d’origine infectieuse, on trouve",diarrhées d’origine virale (sécrétoire),diarrhées d’origine bactérienne (sécrétoire ou non),diarrhées d’origine parasitaire (non toxinogène),diarrhées d’origine fonctionnelle,a
527,OIC-075-06-A,Quel contexte est le plus souvent associé à une infection par Vibrio cholerae?,Un contexte de survenue en zone tropicale,Un contexte de survenue en zone de guerre,Un contexte de survenue en milieu hospitalier,Un contexte de survenue en milieu de travail,a
528,OIC-075-06-A-,Quel pathogène est le plus commun dans les diarrhées aiguës chez l'enfant?,E. coli,Rotavirus,Salmonella,Staphylococcus,b
529,OIC-075-07-B,Quel parasite est le plus fréquent dans les diarrhées non fébriles chez l'enfant?,Giardia intestinalis,Cryptosporidium,Ascaris lumbricoides,Téniasis,a
530,OIC-075-08-A,Quelle recherche est indiquée en cas de troubles digestifs persistants chez l'enfant ou l'adulte après un voyage en zone tropicale?,Recherche d'amoebose intestinale,Recherche de giardiase,Recherche de cryptosporidiose,Recherche d'anguillulose,b
531,OIC-075-08-A-,Quels examens sont utilisés pour évaluer la déshydratation liée aux diarrhées infectieuses?,"Ionogramme sanguin, créatininémie, NFS",Évaluation des dysfonctionnements organiques,Gaz du sang avec lactates,Analyse des protéines sanguines,a
532,OIC-075-09-A,Quelle est l'indication principale pour l'examen endoscopique en cas de diarrhée persistante sans cause identifiée?,Rectosigmoïdoscopie / colonoscopie,Biopsies de la peau,Imagerie radiologique,Sécrétion biliaire,a
533,OIC-075-09-A-,Quand doit-on utiliser une perfusion intraveineuse chez l'adulte en cas de déshydratation sévère?,Si la déshydratation est <8% du poids corporel,Si les vomissements sont importants,Si la déshydratation est >8% du poids corporel,Si la déshydratation est <10% du poids corporel,c
534,OIC-075-10-A-,Quand est-il indiqué de prescrire des antibiotiques chez l'adulte en cas de diarrhée infectieuse?,Dans les cas de diarrhée non sévère avec moins de 3 selles/j,"Dans les cas de fièvre inférieure à 38,5°C et moins de 6 selles/j",Dans les cas de syndrome cholériforme ou gastroentérite non sévère sans risque de complication,"Dans les cas de diarrhée sévère avec fièvre > 38,5°C et terrain à risque",d
535,OIC-075-11-A,Quelle est la prévention primaire de la diarrhée infectieuse?,L'hygiène des mains avant les repas et après passage aux toilettes,La conservation des aliments en respectant la chaine du froid,La vaccination contre les virus gastroentériques,L'utilisation de savon pour nettoyer les mains,a
536,OIC-075-11-A-,Quelle est la caractéristique principale d'une infection toxique alimentaire collective?,Caused by bacteria,Caused by viruses,Caused by toxins,Caused by parasites,c
537,OIC-075-12-A,Quelle situation est une urgence en cas de diarrhée infectieuse chez l'adulte?,Déshydration,Sécheresse,Malaise générale,Fatigue légère,a
538,OIC-075-12-A-,Quelle est la première ligne de traitement pour la diarrhée aiguë en adulte?,La réhydratation orale,La réhydratation intraveineuse,Les antidépresseurs comme l'opium,Les antihistaminiques,a
539,OIC-075-14-A,Quelle est la principale situation clinique liée à la consommation d'eau polluée?,Troubles gastro-intestinaux (pollution microbienne et parasitaire),"Atteinte neurologique (pollution microbienne : Salmonella, typhi, Clostridium botulinum)","Hépatite (VHA, VHE)","Insuffisance rénale, Syndrome hémolytique et urémique (SHU) (E. coli, Shigella)",a
540,OIC-075-14-A-,Quelle forme de pollution de l’eau est la plus fréquente?,La pollution thermique,La pollution radioactive,La pollution chimique,La pollution microbienne,c
541,OIC-075-15-A,Quelles sont les mesures de prévention des risques sanitaires liés à l’eau qui sont appliquées à partir de la source jusqu’à la distribution?,Protection des points de captage,"Filtration et traitement de l’eau, physique ou chimique",Entretien du réseau de distribution,"Contrôle de qualité, à l’entrée dans le réseau de distribution et au point de consommation",a
542,OIC-075-15-A-,Quels sont les principaux agents responsables des troubles gastro-intestinaux liés à l'alimentation?,Pathogens,Macromycètes,Histamine,Pesticides,a
543,OIC-075-16-A,Quelle est la définition d'une toxi-infection alimentaire collective (TIAC)?,"Apparition d’au moins 2 cas d’une symptomatologie en général digestive, dont on peut rapporter la cause à une même origine alimentaire","Apparition d’au moins 2 cas d’une symptomatologie en général digestive, sans lien avec l’origine alimentaire","Apparition d’au moins 2 cas d’une symptomatologie digestive, avec une cause non alimentaire","Apparition d’au moins 2 cas d’une symptomatologie digestive, avec une cause variable",a
544,OIC-075-17-A,La TIAC est une maladie à déclaration obligatoire?,Oui,Non,Sous conditions,Seulement en cas de suspicion,a
545,OIC-075-17-A-,Quelle est la première mesure à prendre lors de l'investigation d'une TIAC?,Prévenir le médecin responsable/équipe opérationnelle d'hygiène de l’établissement (si établissement de soins),Identifier les malades ayant (eu) des signes cliniques,"Établir pour chaque malade la liste des symptômes, la date et l’heure de leur apparition, ainsi que la liste des repas des trois derniers jours",Conserver les restes des matières premières et des denrées servies à la collectivité au cours des 3 derniers jours,a
546,OIC-075-18-B,Quelle mesure préventive est appliquée en dehors d’un contexte de TIAC?,Application de règles d’hygiène scrupuleuses,Éviction de certains agents en fonction du risque,Prélèvements microbiologiques de routine,Suspension des activités de restauration,a
547,OIC-075-18-B-,Quels sont les deux modes d'organisation des services de santé au travail (SPST)?,Interentreprises et autonome,Interentreprise et public,Interentreprise et privé,Autonome et privé,a
548,OIC-075-19-A,Quelle action est directement sur le terrain pour évaluer les risques professionnels?,Évaluer les risques professionnels,Conseiller sur l'organisation des secours et des services d'urgence,Mener des actions de promotion de santé,Analyser les substances chimiques dans les prélèvements atmosphériques,a
549,OIC-075-20-A,Quel type de suivi est obligatoire après un arrêt de travail de plus de 60 jours?,Visite de reprise,Visite de préreprise,Consultation à la demande du salarié,Consultation systématique,a
550,OIC-075-20-A-,Quel est le principal objectif du dossier médical en santé au travail?,Retrace l’état de santé du salarié et ses expositions professionnelles et soumis au secret médical,Transmise à l’employeur,Inclut l’avis du médecin du travail,Contient les préconisations pour réduire l’exposition,a
551,OIC-075-21-A-,Quelle étape est obligatoire dans la démarche d'évaluation des risques professionnels?,Identification et caractérisation des dangers,Évaluation de l'exposition,Estimation des risques encourus,Planification de la prévention,a
552,OIC-075-22-A-,Quelle est la caractéristique principale des hypersensibilités non allergiques?,Elles sont causées par des mécanismes immunitaires innés,Elles sont liées à une sensibilisation immédiate à un allergène,Elles sont déclenchées par des médicaments ou des stimulants,Elles sont exclusivement liées à des réactions allergiques,c
553,OIC-075-23-B-,Quelle est la prévalence de l'allergie alimentaire chez l'enfant par rapport à l'adulte?,Plus forte chez l'enfant,Plus forte chez l'adulte,Égale chez l'enfant et l'adulte,Moins forte chez l'enfant,a
554,OIC-075-24-A,Quelle est la prévalence de l'hypersensibilité médicamenteuse dans la population générale?,10%,7%,5%,15%,b
555,OIC-075-24-A-,Quelle est la nature de l'hypersensibilité associée aux allergies aux venins d'hyménoptères?,Type 1,Type 2,Type 3,Type 4,a
556,OIC-075-26-A,Quelle est la prévalence de l’allergie à l’arachide dans la population générale?,1%,2%,3%,4%,a
557,OIC-075-26-A-,Quel est le mécanisme principal de l’allergie alimentaire croisée entre allergènes respiratoires et alimentaires?,La reconnaissance par les IgE spécifiques d’un allergène distinct,La reconnaissance par les IgE spécifiques d’un allergène similaire,La reconnaissance par les IgE spécifiques d’un allergène distinct,La reconnaissance par les IgE spécifiques d’un allergène non allergénique,b
558,OIC-075-27-A,Le diagnostic d’une réaction consécutive à une piqûre d’hyménoptère repose sur :,l’anamnèse,"l’identification de l’insecte par le sujet, la persistance ou non d’un dard en place",le type de réaction et la chronologie des symptômes,les tests cutanés : tests intradermiques ('pas de prick'),a
559,OIC-075-27-A-,Quel facteur environnemental est associé à une fréquence d'atopie moindre chez les enfants élevés dans des milieux riches en endotoxines bactériennes?,L'exposition au tabagisme passif,La diversification alimentaire tardive,L'absence de contacts infectieux,L'usage de produits chimiques domestiques,c
560,OIC-075-28-B,Le test multi-allergénique est prescrit par le médecin de soin primaire dans quelles situations?,Quand l'interrogatoire oriente vers une allergie respiratoire ou alimentaire et que le recours à un allergologue n'est pas possible avant plusieurs mois,Quand le patient a arrêté les anti-histaminiques,Quand le patient est à jeun,Quand le patient a une sensibilité à un seul allergène,a
561,OIC-075-28-B-,Quel type de réaction est exploré par les tests cutanés de type I?,Réactions retardées,Réactions immédiates,Réactions mixtes,Réactions chronophages,b
562,OIC-075-31-B-,Le test multiallergénique est prescrit par le médecin de soin primaire dans quelles situations?,"Chez l’enfant lorsque l’interrogatoire oriente vers une allergie respiratoire ou alimentaire, et que le recours à un allergologue n’est pas possible avant plusieurs mois",Chez l’adulte dans toutes les situations d’allergie,Chez l’enfant uniquement lors d’allergies respiratoires,Chez l’enfant lors d’allergies alimentaires uniquement,a
563,OIC-075-32-B-,Quel est le médiateur principal de l'urticaire?,Histamine,Leukotrienes,Prostaglandines,Leucine,a
564,OIC-076-01-A-,Quelle est la caractéristique principale des plaques d'urticaire montrées dans la photo?,Papules rouges et douloureuses,Papules épaisses et douloureuses,Papules oedémateuses et épaisses,Papules brunes et douloureuses,c
565,OIC-076-02-A,L'urticaire aigue est-elle toujours secondaire à une anaphylaxie?,Oui,Non,Seule dans une minorité de cas,Dans tous les cas,b
566,OIC-076-03-A,Quel est le dosage recommandé pour les antihistaminiques anti H1 de 2ème génération en cas d'urticaire aiguë?,1 à 2 cpés/jour,3 à 4 cpés/jour,1 à 2 cpés/jour (pour les allergies),2 à 3 cpés/jour,a
567,OIC-076-03-A-,Quel gène est associé à la barrière épidermique dans la dermatite atopique?,Gène de la filaggrine,Gène de la lysozine,Gène de la sécrétion de l'acide oléique,Gène de la production d'histamine,a
568,OIC-076-04-A,Quel est l'aspect clinique caractéristique de la dermatite atopique en phase aiguë?,"Érythème, œdème, vésicules avec suintement et crôutes",Lichenification et épaississement de la peau,"Érythème, œdème, vésicules sans suintement",Épaississement de la peau et lichénification,a
569,OIC-076-04-A-,Quelle est la symptomatologie typique de la dermatite atopique en poussée?,Douleurs,Prurit (prétendu),Érythème,Épiderme en lambeaux,b
570,OIC-076-05-A-,Quel est le bon choix pour les soins d'hygiène non agressifs en dermatite atopique?,Éviter le savon mais utiliser un gel sans savon doux non parfumé,Réduire la fréquence des lavages de la peau (1 fois tous les 2 jours ou une fois par jour),Éviter les bains chauds prolongés,Utiliser un émollient après la toilette sur une peau non inflammatoire,a
571,OIC-076-06-A,Quelle phase de l'eczéma de contact est asymptomatique et dure plusieurs années?,Phase de révélation,Phase de sensibilisation asymptomatique,Phase de réaction,Phase de l'eczéma de contact,b
572,OIC-076-07-A,Quelles sont les caractéristiques principales de l'eczéma aigu en fonction de l'image?,"Érythème limité, vésicules, œdème","Érythème généralisé, vésicules, prurigineux","Érythème mal limité, vésicules, œdème","Érythème limité, vésicules, absence de prurigineux",c
573,OIC-076-07-A-,Quelles sont les sources à rechercher à l’interrogatoire pour diagnostiquer l’eczéma de contact?,"Produits vestimentaires, cosmétiques, médicaments topiques, allergènes professionnels","Produits vestimentaires, cosmétiques, médicaments topiques, allergènes professionnels","Produits vestimentaires, cosmétiques, médicaments topiques, allergènes professionnels","Produits vestimentaires, cosmétiques, médicaments topiques, allergènes professionnels",a
574,OIC-076-08-A-,Quel est le principal principe du traitement de l’eczéma de contact?,L’eviction du contact avec l’allergène,L’application quotidienne de dermocorticoïdes,L’utilisation d’une crème hydratante,La pommade appliquée sur les lésions non suintantes,a
575,OIC-076-09-A,Quelle caractéristique est essentielle pour définir l'asthme selon le contenu éducatif?,Une obstruction des voies aériennes inférieures réversible sous bronchodilatateurs,Une inflammation chronique des voies aériennes supérieures,Des symptômes respiratoires constants sans variations,Une maladie aiguë avec des sifflements persistants,a
576,OIC-076-09-A-,Quelle est la prévalence de l'asthme dans la population générale?,6%,10%,25%,50%,a
577,OIC-076-10-A-,Quelle est une caractéristique essentielle du diagnostic positif d'une rhinite allergique chez l'enfant et l'adulte?,La présence de polypes nasaux,L'association des symptômes PAREO avec une sensibilisation allergénique,L'absence de tests cutanés positifs,L'absence de muqueuse inflammatoire,b
578,OIC-076-11-A,Quel est le critère essentiel pour un diagnostic positif d’asthme selon le contenu éducatif?,Les symptômes caractéristiques et l’obstruction des voies aériennes réversible,Les symptômes caractéristiques et la présence d’hyper-réactivité bronchique,Les symptômes caractéristiques et la réalisation d’EFR,Les symptômes caractéristiques et la spirométrie normale,a
579,OIC-076-11-A-,Quel est le critère principal pour le diagnostic positif d’asthme professionnel?,La présence de symptômes allergiques,L’existence d’un antécédent familial d’asthme,L’identification d’une exposition professionnelle à un agent sensibilisant,La présence de symptômes nocturnes sans antécédent allergique,c
580,OIC-076-12-A,Quels métiers sont principalement associés à l'asthme professionnel?,"Boulanger, pâtissier",Professionnels de santé,Coiffeurs,Peintres,a
581,OIC-076-12-A-,Quelle est la méthode principale d'évaluation du contrôle de l'asthme?,L'analyse des symptômes par l'interrogatoire,Le nombre de courses de corticothérapie,L'analyse des échographies des poumons,Le score ACT (asthma control test),d
582,OIC-076-13-A-,Le diagnostic clinique d'exacerbation d'asthme est basé sur...,augmentation progressive des symptômes durant au moins deux jours et nécessitant une modification du traitement,non calmée par les bronchodilatateurs d'action rapide utilisés de façon fréquente et en quantité importante,sans retour à l'état habituel,une combinaison de symptômes,a
583,OIC-076-14-B-,Quelle est la valeur normale du VEMS/CV en explorations fonctionnelles respiratoires?,"0,5","0,7","1,0","0,6",b
584,OIC-076-16-A,Quel facteur de non contrôle de l’asthme est lié à l’absence de suivi codifié pour l'asthme?,Exposition à un allergène,Tabac,Absence de suivi codifié pour l'asthme,Infections respiratoires,c
585,OIC-076-17-B,Quel type de traitement est utilisé en cas de symptômes d’asthme ou d’exacerbation?,Les corticostéroïdes inhalés (CSI),Les bronchodilatateurs B2-mimétiques de courte durée d’action (BDCA),Les bronchodilatateurs B2-mimétiques de longue durée d’action (BDLA),Les anti-leucotriènes (montelukast),b
586,OIC-076-17-B-,Quel facteur est le plus important pour choisir le dispositif d'inhalation adapté à un patient asthmatique?,L'âge du patient,La durée de la maladie,La capacité inspiratoire et la coordination du patient,La préférence du patient pour un type d'inhalateur,c
587,OIC-076-20-B,Quelle est une complication de l'asthme?,Absentéisme scolaire ou professionnel en cas d'asthme mal contrôlé,Sédentarité,Poids corporel,Allergies,a
588,OIC-076-20-B-,Quelle est une caractéristique correcte de la fièvre prolongée « classique »?,"Survenue chez un sujet sans terrain particulier (non immunodéprimé, non hospitalisé)","Température (prise en repos) ≥ 38,3°C à plusieurs reprises",Depuis ≥ 3 semaines,Sans cause identifiée après investigations appropriées menées durant trois jours d’hospitalisation ou après trois consultations,a
589,OIC-082-01-A,Quelle est une caractéristique correcte de la fièvre prolongée « classique »?,"Survenue chez un sujet sans terrain particulier (non immunodéprimé, non hospitalisé)","Température (prise en repos) ≥ 38,3°C à plusieurs reprises",Depuis ≥ 3 semaines,Sans cause identifiée après investigations appropriées menées durant trois jours d’hospitalisation ou après trois consultations,a
590,OIC-082-02-A,Quelles sont les infections fréquentes responsables de fièvre prolongée?,"Viraux (EBV, CMV)",Tuberculose,Paludisme,Bartonellose,a
591,OIC-082-04-A-,Quel est un facteur de risque principal pour la candidémie chez un patient immunodéprimé?,"Neutropénie (PNN <0,5 G/L) > 7 jours",Cathéter vasculaire central,Colonisation préalable,Antibiothérapie antérieure,a
592,OIC-082-05-B,Quelle est la principale raison pour laquelle l'examen clinique doit être minutieux et répété dans le cas d'une fièvre chez un patient immunodéprimé?,Pour détecter rapidement des signes de gravité,Pour éviter les erreurs de diagnostic,Pour simplifier l'examen,Pour réduire le temps de traitement,a
593,OIC-082-05-B-,Quels agents pathogènes sont associés à la neutropénie dans les 7 jours?,Enterobactéries,Staphylocoque,Streptocoque,Candida,a
594,OIC-082-06-A-,Quelle est la bonne approche pour la thérapie antibiotique chez un patient neutropénique fébrile?,Commencer les antibiotiques immédiatement sans tests,Commencer les antibiotiques dès que possible après tests microbiologiques appropriés,Utiliser des antibiotiques ciblés et adaptés à la profondeur de la neutropénie,Attender les résultats des cultures avant de commencer les antibiotiques,b
595,OIC-082-07-A,Quels sont les agents infectieux les plus fréquents dans les déficits de l'immunité cellulaire en contexte d'immunodépression?,"CMV, Pneumocystis jirovecii, Toxoplasme","Bacilles Gram négatifs, Streptocoque pneumoniae","Aspergillus, Candida, Nocardia","Staphylocoques en présence de cathéter, BK",a
596,OIC-082-07-A-,Quel examen est systématique à réaliser avant toute antibiothérapie chez un patient neutropénique fébrile?,Hémocultures aéro-anaérobies périphériques et centrales,Examen cytobactériologique des urines (ECBU),"Examens complémentaires biologiques : NFS, TP TCA fibrinogène",Examens complémentaires d’imagerie : Radio de thorax de face,a
597,OIC-082-08-B,Quel antibiotique est utilisé en urgence pour le traitement de la fièvre neutropénique?,Piperacilline/tazobactam,Céfépime,Amoxicilline/acide clavulanique,Vancomycine,a
598,OIC-082-09-B,Quelle vaccination est contre-indiquée chez un patient immunodéprimé avec CD4 < 0.2 G/L?,Vaccin vivant contre l'orpelinoïde,Vaccin anti-pneumococcique (vaccin conjugué),Vaccin anti-HBV,Vaccin anti-grippale,a
599,OIC-082-09-B-,Quelle condition est classée comme spondyloarthrite axiale selon les critères ASAS 2009?,Le rhumatisme psoriasique,L'arthrite réactionnelle,La spondylarthrite ankylosante,Les arthrites associées aux entérocolopathies inflammatoires,c
600,OIC-082-10-B-,Quelle est la prévalence du gène HLA-B27 chez les patients atteints de spondylarthrite ankylosante?,90 %,6 à 8 %,50 %,10 %,a
601,OIC-082-11-A,Quelle est la définition de l'enthésite?,L'inflammation des ligaments,L'inflammation des joints (enthèses) axiales ou périphériques,L'inflammation des os,L'inflammation des muscles,b
602,OIC-082-12-B,Quel est le signe extra-articulaire le plus courant associé à la spondyloarthrite?,Diarrhée,Uveite aiguë antérieure,Anomalie des ongles,Troubles de conduction cardiaque,b
603,OIC-082-12-B-,Quel est le critère principal utilisé pour classer les spondyloarthrites en axiales selon les critères ASAS 2009?,Rachialgie depuis plus de 3 mois et âge de début inférieur à 45 ans,Involvement des articulations,Rachialgie avec douleur au dos,Âge de début supérieur à 45 ans,a
604,OIC-082-13-B,Quel type de spondyloarthrite est le plus courant et caractérisé par une atteinte du squelette axial?,Spondyloarthrite ankylosante,Spondyloarthrite périphérique,Spondyloarthrite réactionnelle,Spondyloarthrite entérocolique,a
605,OIC-082-14-B,Quelle caractéristique décrit un syndesmophyte?,Un os large et horizontal,Une construction osseuse fine et verticale,Une structure élastique et lisse,Un tissu cartilagineux épais,b
606,OIC-082-14-B-,Quel est le signe radiographique caractéristique de la coxite?,Compression du pied d'une sacroiliaque,Absence d'ostéophytose,Condensation et irrégularités des berges sacro-iliaques,Absence de pincement de l'interligne articulaire,c
607,OIC-082-15-A,Quelle est une caractéristique spécifique de la spondyloarthrite?,Enthésophyte,Syndesmophyte,Ossification,Enchondromas,b
608,OIC-082-15-A-,Quel type de DMARD est considéré comme conventionnel synthétique?,CsDMARDs,tsDMARDs,bDMARDs,Antibiotiques,a
609,OIC-082-16-B,Quels facteurs sont associés à un pronostic mauvais chez l'ankylosing spondylite?,L'atteinte axiale et la présence d'arthrite périphérique,L'âge avancé et la coxite,La présence de syndesmophytes et le tabagisme actif,L'atteinte cardiaque et la résistance aux AINS,c
610,OIC-082-16-B-,Quel microcrystal est responsable de la goutte?,Cristaux d'urate de sodium (UMS),Cristaux de pyrophosphate de calcium (PPC),Cristaux d'apatite,Cristaux de phosphate de calcium,a
611,OIC-082-17-B,Quel est le seuil de solubilité des urates en µmol/l ou mg/l?,360 µmol/l,60 mg/l,360 mg/l,60 µmol/l,a
612,OIC-086-01-A,Quelle est la description la plus précise de la calcification observée dans le ligament triangulaire du carpe sur une radiographie de poignet?,Un signe normal de la pathologie,Une calcification du ligament du carpe,Une calcification du ligament triangulaire du carpe,Une fracture du carpe,c
