,id,question,option_a,option_b,option_c,option_d,correct_option
499,OIC-050-17-A,Quelle est la première cause de handicap moteur chez l'enfant en France?,Malformations congénitales,Paralysie cérébrale,Trisomie 21,Syndrome d’alcoolisation fœtale,b
500,OIC-050-17-A-,Quelle est la première cause de retard mental non héréditaire chez l'enfant en France?,Malformations congénitales,Paralysie cérébrale,Trisomie 21,Syndrome d’alcoolisation fœtale,d
501,OIC-051-01-A,Quels sont les deux types de causes principales à rechercher lors de la démarche étiologique du handicap?,Génétiques et accidentelles,Motrices et sensorielles,Cérébrales et périphériques,Stables et évolutives,a
502,OIC-051-01-A-,Quel examen est souvent réalisé en fonction des hypothèses diagnostiques pour confirmer ou infirmer une cause génétique du handicap?,IRM cérébrale,Electro-encéphalogramme,Bilan génétique,Test de développement,c
503,OIC-051-02-B,Quelle est la priorité pour la scolarité d'un enfant handicapé selon le contenu éducatif?,Privilégier l'orientation vers des établissements spécialisés,Privilégier le maintien dans le milieu familial et l'intégration en milieu scolaire ordinaire,Privilégier l'orientation vers des unités d'enseignement en milieu spécialisé,Privilégier l'inscription dans un établissement scolaire de référence obligatoire,b
504,OIC-051-02-B-,Quel est le rôle des centres médico-psycho-pédagogiques (CMPP) selon le contenu éducatif?,"Accueillir les enfants présentant des difficultés d'apprentissage, des troubles du langage ou comportement, des troubles du développement psychomoteur",Accueillir les enfants présentant des déficiences sensorielles,Accueillir les enfants présentant des troubles du langage ou comportement,Accueillir les enfants présentant des troubles du développement psychomoteur,a
505,OIC-051-03-A,Quel est l'âge seuil pour considérer un individu comme âgé en psychiatrie?,40 ans,50 ans,65 ans,70 ans,c
506,OIC-051-03-A-,Quels sont les objectifs généraux de la psychiatrie de la personne âgée selon l'OMS?,"Dépister, traiter, évaluer et prévenir uniquement les troubles neurocognitifs majeurs","Dépister, traiter, évaluer et prévenir tous les types de troubles psychiatriques du sujet âgé et leurs conséquences","Dépister, traiter, évaluer et prévenir uniquement les troubles psychiatriques d'apparition tardive","Dépister, traiter, évaluer et prévenir uniquement les troubles psychiatriques survenus à un âge plus jeune",b
507,OIC-051-05-B,Quelle est la prévalence des symptômes psycho-comportementaux chez le sujet âgé dément?,Moins de 50 %,Entre 50 et 70 %,Plus de 80 %,100 %,c
508,OIC-051-05-B-,Quels sont les symptômes psychotiques fréquents chez le sujet âgé dément?,Délire et hallucination,Dépression et anxiété,Retrait et apathie,Insomnie et agitation,a
509,OIC-051-06-A,Quel est le principal facteur de risque des troubles de l'humeur chez le sujet âgé?,L'âge lui-même,La présence de comorbidités non psychiatriques,L'usage d'alcool,La schizophrénie,b
510,OIC-051-06-A-,Quel est le traitement de première intention pour les troubles de l'humeur chez le sujet âgé?,Les antipsychotiques de seconde génération,Les thymorégulateurs,Les antidépresseurs sérotoninergiques,Les benzodiazépines,c
511,OIC-056-01-A,Quelles sont les spécificités sémiologiques des troubles psychiatriques du sujet âgé?,Les conduites suicidaires sont rares chez les personnes âgées.,Les troubles de l'humeur sont identiques à ceux des sujets jeunes.,Les hallucinations et les idées délirantes de persécution sont plus fréquentes dans les schizophrénies tardives.,Les troubles anxieux sont moins fréquents chez les personnes âgées.,c
512,OIC-056-01-A-,Quels sont les critères diagnostiques des épisodes dépressifs caractérisés chez les personnes âgées?,Les symptômes généraux d'allure non-psychiatrique sont rares.,Les idées de suicide sont absentes.,Les manifestations psychotiques sont fréquentes avec des idées délirantes de thématiques mélancoliques.,Les troubles du sommeil sont moins fréquents.,c
513,OIC-056-02-A,Quels sont les symptômes psycho-comportementaux les plus fréquents chez le sujet âgé dément?,"Idées délirantes, hallucinations visuelles, symptômes dépressifs, apathie, symptômes anxieux, euphorie, agitation, agressivité, inversion du rythme nycthéméral","Idées délirantes, hallucinations auditives, symptômes dépressifs, apathie, symptômes anxieux, euphorie, agitation, agressivité, inversion du rythme nycthéméral","Idées délirantes, hallucinations visuelles, symptômes dépressifs, apathie, symptômes anxieux, euphorie, agitation, agressivité, inversion du rythme nycthéméral","Idées délirantes, hallucinations visuelles, symptômes dépressifs, apathie, symptômes anxieux, euphorie, agitation, agressivité, inversion du rythme nycthéméral",c
514,OIC-056-03-A,Quelles pathologies doivent être éliminées lors du diagnostic différentiel des troubles de l'humeur chez le sujet âgé?,Troubles psychotiques,Pathologies neurodégénératives,Troubles de l'humeur avec caractéristiques psychotiques,Symptômes psychotiques non psychiatriques,b
515,OIC-056-04-A,Quels examens complémentaires sont recommandés pour évaluer les comorbidités non-psychiatriques chez le sujet âgé?,"NFS, ionogramme sanguin, calcémie, albuminémie, TSH, vitamines B9-B12, ECG, fonction rénale et hépatique, bandelette urinaire, protidémie, albuminémie, glycémie, radiographie du thorax, imagerie cérébrale","NFS, ionogramme sanguin, calcémie, albuminémie, TSH, vitamines B9-B12, ECG, fonction rénale et hépatique, bandelette urinaire, protidémie, albuminémie, glycémie, radiographie du thorax, imagerie cérébrale","NFS, ionogramme sanguin, calcémie, albuminémie, TSH, vitamines B9-B12, ECG, fonction rénale et hépatique, bandelette urinaire, protidémie, albuminémie, glycémie, radiographie du thorax, imagerie cérébrale","NFS, ionogramme sanguin, calcémie, albuminémie, TSH, vitamines B9-B12, ECG, fonction rénale et hépatique, bandelette urinaire, protidémie, albuminémie, glycémie, radiographie du thorax, imagerie cérébrale",a
516,OIC-056-05-A,Quelles sont les spécificités du maniement des anxiolytiques et hypnotiques chez le sujet âgé?,Aucune spécificité particulière n'est nécessaire.,Il faut prescrire à haute posologie pour éviter les effets secondaires.,"Il faut respecter les règles de prescription spécifiques : faible posologie, durée limitée, molécules à demi-vie courte ou intermédiaire, prescriptions discontinues, date de fin de traitement fixée.",Il faut éviter tout type de médicament chez le sujet âgé.,c
517,OIC-056-05-A-,Quel est le risque principal associé à l'utilisation des anxiolytiques benzodiazépiniques chez le sujet âgé?,Amélioration des symptômes anxieux.,Réduction de la fréquence des chutes.,Surveillance accrue de la tolérance et risque d'effets indésirables marqués.,Augmentation de l'efficacité des médicaments.,c
518,OIC-056-06-A,Quelle est la règle de prescription générale pour les psychotropes chez le sujet âgé pour éviter la iatrogénie?,Débuter à la dose maximale recommandée pour l'adulte jeune,Augmenter rapidement la dose lorsque nécessaire,Privilégier l'utilisation de plusieurs psychotropes par classe,Commencer à demi dose de celle de l'adulte jeune et augmenter progressivement,d
519,OIC-056-06-A-,Quels sont les antidépresseurs qui sont généralement privilégiés chez le sujet âgé en raison de leur bonne tolérance?,Tricycliques,"Antidépresseurs ISRS, IRSNa, mirtazapine et miansérine",Antidépresseurs tricycliques et ISRS,Antidépresseurs tricycliques et IRSNa,b
520,OIC-056-07-B,Quelle est la définition de la psychothérapie selon le contenu éducatif?,Utilisation de moyens psychologiques pour traiter uniquement des troubles psychiatriques,Utilisation de moyens psychologiques pour traiter uniquement des problèmes non psychiatriques,Utilisation de moyens psychologiques pour traiter des troubles psychiatriques et des problèmes non psychiatriques entraînant une souffrance ou une détresse psychologique,Utilisation de moyens psychologiques pour traiter uniquement des troubles psychiatriques et des problèmes non psychiatriques sans souffrance ou détresse psychologique,c
521,OIC-056-07-B-,Quel est le but de la psychothérapie selon le contenu éducatif?,Traiter uniquement des troubles psychiatriques,Traiter uniquement des problèmes non psychiatriques,Traiter des troubles psychiatriques et des problèmes non psychiatriques entraînant une souffrance ou une détresse psychologique,Traiter des troubles psychiatriques et des problèmes non psychiatriques sans souffrance ou détresse psychologique,c
522,OIC-056-08-B,Quels sont les facteurs favorables à une psychothérapie efficace?,Engagement/demande du patient,Théorie scientifique reconnue,Indications clairement établies,Technique codifiée,a
523,OIC-056-08-B-,Quelles sont les conditions nécessaires pour qu'une pratique soit considérée comme une psychothérapie?,Relation d'aide empathique,Théorie scientifique reconnue,Indications clairement établies,Technique codifiée,b
524,OIC-070-01-A,Quel courant de psychothérapie est basé sur l'écoute empathique et le cadre soutenant?,Thérapies cognitivo-comportementales,Psychothérapie psychanalytique,Psychothérapie de soutien,Thérapies familiales/systémiques,c
525,OIC-070-01-A-,"Quel courant de psychothérapie postule que les symptômes des patients sont issus de comportements appris inappropriés, de cognitions dysfonctionnelles et/ou de difficultés dans la régulation émotionnelle?",Psychothérapie psychanalytique,Thérapies cognitivo-comportementales,Psychothérapie de soutien,Thérapies familiales/systémiques,b
526,OIC-070-02-B,Quels sont les principes communs à toutes les psychothérapies?,Utilisation de médicaments,Modèle théorique du psychisme,Pratique de l'hypnose,Utilisation de techniques de relaxation,b
527,OIC-070-02-B-,Quel est un point commun entre toutes les psychothérapies?,Durée fixe de la thérapie,Relation de qualité psychothérapeute/patient,Utilisation de médicaments,Pratique de l'hypnose,b
528,OIC-070-03-B,Quels sont les principaux objectifs de la psychothérapie de soutien?,Aider à la résolution de problèmes complexes,Accompagner un patient face à une situation de vie stressante,Fournir des conseils médicaux,Aider à la prise de médicaments,b
529,OIC-070-03-B-,Quelles sont les modalités pratiques de la psychothérapie de soutien?,Prise de médicaments,Écoute empathique et reformulation,Analyse des rêves,Thérapie cognitivo-comportementale,b
530,OIC-070-04-B-,Quelle technique est utilisée pour étudier et modifier les schémas de pensée erronés dans les thérapies cognitivo-comportementales?,Exposition graduée in vivo,Désensibilisation,Étude et modification des schémas de pensée erronés,Immersion (« flooding »),c
531,OIC-070-05-A,Quel est le principe théorique principal de la remédiation cognitive?,Héritée de la psychologie clinique,"Héritée de la neurologie, neuropsychologie et TCC",Héritée de la psychanalyse,Héritée de la psychologie comportementale,b
532,OIC-070-05-A-,Quelles sont les méthodes pratiques utilisées dans la remédiation cognitive?,Entraînement des processus cognitifs altérés et renforcement des processus préservés,Entraînement des processus cognitifs altérés uniquement,Renforcement des processus préservés uniquement,Entraînement des processus cognitifs altérés et renforcement des processus altérés,a
533,OIC-070-07-B,Quelle est la définition des psychotropes?,Substances qui modifient uniquement le système nerveux central,Substances qui ont un effet uniquement sur le système immunitaire,Substances qui modifient l'activité mentale,Substances qui ont un effet uniquement sur le système cardiovasculaire,c
534,OIC-070-07-B-,Quelles sont les principales classes de psychotropes?,"Antipsychotiques, antidépresseurs, anxiolytiques, hypnotiques, thymorégulateurs, psychostimulants","Antipsychotiques, antidépresseurs, anxiolytiques, hypnotiques, thymorégulateurs, antihistaminiques","Antipsychotiques, antidépresseurs, anxiolytiques, hypnotiques, thymorégulateurs, antipyrétiques","Antipsychotiques, antidépresseurs, anxiolytiques, hypnotiques, thymorégulateurs, antidiabétiques",a
535,OIC-070-09-A,Quelle est la principale action des antipsychotiques?,Action agoniste des récepteurs dopaminergiques D2,Action antagoniste des récepteurs dopaminergiques D2,Action agoniste des récepteurs sérotoninergiques 5-HT2A,Action antagoniste des récepteurs sérotoninergiques 5-HT2A,b
536,OIC-070-09-A-,Quelles sont les principales molécules utilisées en pratique pour les antipsychotiques de première génération?,"Amisulpride, Olanzapine","Chlorpromazine, Cyamémazine","Amisulpride, Clozapine","Olanzapine, Clozapine",b
537,OIC-070-10-B,Quelles sont les indications principales des antipsychotiques?,Troubles de l'humeur,Troubles psychotiques,Insomnies rebelles,Traitement symptomatique de l'anxiété,b
538,OIC-070-10-B-,Quelles sont les contre-indications relatives des antipsychotiques?,Association à des médicaments allongeant le QT ou hypokaliémiant,Hypersensibilité connue à la molécule,Grossesse et allaitement,Antécédent d'agranulocytose toxique,a
539,OIC-073-02-A-,Quels sont les effets indésirables endocrino-métaboliques des antipsychotiques?,Prise de poids,Syndrome parkinsonien,"Syndrome hyperkinétique, akathisie",Crise d’épilepsie,a
540,OIC-073-03-B-,Dans quelles situations les antipsychotiques peuvent-ils être prescrits en urgence?,En cas de dépression sévère,En cas de crise suicidaire ou d'agitation,En cas de manie,En cas de schizophrénie,b
541,OIC-073-04-A,Quelle est la classe d'antidépresseurs qui inclut les molécules comme la citalopram et l'escitalopram?,Inhibiteurs sélectifs de la recapture de la sérotonine (IRS),Inhibiteurs de la recapture de la sérotonine et de la noradrénaline (IRSN),Autres antidépresseurs,Imipraminiques,a
542,OIC-073-04-A-,Quelle molécule appartient à la classe des inhibiteurs de la recapture de la sérotonine et de la noradrénaline (IRSN)?,Citalopram,Venlafaxine,Mirtazapine,Amitriptyline,b
543,OIC-073-05-B,Quelles sont les indications principales des antidépresseurs selon le contenu éducatif?,Trouble de l’adaptation,Troubles de l’humeur,Trouble de l’adaptation (non indication),Insuffisance hépatique,b
544,OIC-073-05-B-,Quelles sont les contre-indications absolues des antidépresseurs selon le contenu éducatif?,Grossesse et allaitement,Insuffisance hépatique,Hypersensibilité connue,Trouble démentiel,c
545,OIC-073-06-B,Quelle molécule est choisie en premier lieu pour le traitement d'un épisode dépressif chez un adulte en ambulatoire?,Imipraminique,Agomélatine,IRS (Inhibiteurs Sélectifs de la Recapture de la Sérotonine),IRSN (Inhibiteurs Sélectifs de la Recapture de la Sérotonine et de la Noradrénaline),c
546,OIC-073-06-B-,Quelle est la recommandation pour la posologie initiale des antidépresseurs chez le sujet âgé?,La même posologie que chez l'adulte,La moitié de la posologie utilisée chez l'adulte,Une posologie double de celle utilisée chez l'adulte,Une posologie triple de celle utilisée chez l'adulte,b
547,OIC-073-07-B,Quels sont les effets indésirables les plus fréquents des antidépresseurs?,Virage maniaque de l’humeur,Troubles sexuels,Tremblements et effets digestifs,Hypertension artérielle,c
548,OIC-073-07-B-,Quel est le risque associé à l'association d'ISRS et d'AVK?,Syndrome sérotoninergique,Hypotension artérielle,Risque hémorragique,Myoclonies,c
549,OIC-073-08-B,Quelles sont les principales classes d'anxiolytiques?,Benzodiazépines et antihistaminiques,Benzodiazépines et azapirones,Benzodiazépines et β-bloqueurs,Benzodiazépines et antipsychotiques,b
550,OIC-073-08-B-,Quel est l'effet principal des benzodiazépines?,Anxiolyse modérée,Action retardée après une semaine de traitement,Effet recherché : anxiolyse,Effet sur les symptômes somatiques de l’anxiété lié à l’effet périphérique,c
551,OIC-073-09-B,Quelles sont les principales indications des benzodiazépines anxiolytiques chez le sujet âgé?,Traitement symptomatique des manifestations anxieuses intenses et/ou invalidantes,Traitement préventif dans le cadre du sevrage de l’alcool : prévention du syndrome de sevrage (delirium tremens),Traitement des crises convulsives et des épilepsies (partielles ou généralisées),Traitement des douleurs neuropathiques,a
552,OIC-073-09-B-,Quelles sont les contre-indications absolues des benzodiazépines anxiolytiques?,Hypersensibilité connue,Insuffisance respiratoire sévère,Insuffisance hépatique (à l’exception de l’oxazépam),Syndrome d’apnées obstructives du sommeil non traité par pression positive continue PPC,a
553,OIC-074-01-A,Quelles sont les règles de bon usage des hypnotiques et anxiolytiques selon le contenu éducatif?,Il est recommandé d'associer deux anxiolytiques pour un traitement efficace.,La prescription des hypnotiques et anxiolytiques doit être régulièrement réévaluée.,Il est possible d'initier une prescription d'anxiolytique ou d'hypnotique sans respecter les posologies officielles recommandées.,La durée de prescription maximale pour les hypnotiques est de 12 semaines.,b
554,OIC-074-01-A-,Quelles sont les recommandations spécifiques concernant les benzodiazépines selon le contenu éducatif?,Le traitement doit être arrêté brutalement après un traitement de plusieurs semaines.,Il est recommandé d'initier une prescription d'anxiolytique ou d'hypnotique sans expliquer au patient le caractère transitoire du traitement.,"L'arrêt des benzodiazépines doit toujours être progressif, sur une durée de quelques semaines à plusieurs mois.",Il est recommandé de proposer un traitement médicamenteux substitutif lors de l'arrêt des benzodiazépines chez le patient âgé.,c
555,OIC-074-02-B,Quels sont les effets indésirables fréquents des benzodiazépines?,Réactions allergiques,Sédation et somnolence diurne,Nausées et céphalées,Dépendance pharmacologique,b
556,OIC-074-02-B-,Quelle interaction médicamenteuse doit être évitée avec les benzodiazépines?,Association avec des antihistaminiques H1,Association avec des anticholinergiques,Association avec d'autres dépresseurs du SNC,Association avec des anticoagulants,c
557,OIC-074-03-A,Quelle est la voie d'administration habituelle des benzodiazépines?,Per os,Intramusculaire,Intraveineuse,Sublinguale,a
558,OIC-074-03-A-,Dans quelles situations les benzodiazépines peuvent-elles être administrées par voie intraveineuse?,Syndrome de sevrage léger d'alcool,Syndrome de sevrage modéré d'alcool,Syndrome de sevrage sévère d'alcool,Syndrome de sevrage extrême d'alcool,c
559,OIC-074-04-B,Quelles sont les principales classes chimiques des hypnotiques?,Benzodiazépines et antihistaminiques,Antihistaminiques et antipsychotiques à polarité sédative,Benzodiazépines et antipsychotiques à polarité sédative,Benzodiazépines et z-drugs,d
560,OIC-074-05-B,Quelles sont les indications des hypnotiques selon le contenu éducatif?,Insomnies chroniques,Insomnies aiguës transitoires,Troubles du sommeil liés à la dépression,Troubles du sommeil liés à l'anxiété,b
561,OIC-074-06-B,Quelles sont les règles de prescription des hypnotiques selon les recommandations?,Prescription à la dose maximale efficace,Prescription sur une durée illimitée,Prescription à la dose minimale efficace sur une durée limitée,Prescription sur une durée de 4 semaines pour tous les hypnotiques,c
562,OIC-074-06-B-,Quel type de hypnotique est recommandé pour les insomnies d'endormissement chez les sujets âgés?,Hypnotique à demi-vie longue,Hypnotique à demi-vie courte,Hypnotique à demi-vie intermédiaire,Hypnotique à demi-vie variable,b
563,OIC-074-07-A,Quels sont les effets indésirables potentiels des hypnotiques zopiclone et zolpidem?,Ils n'ont pas d'effets indésirables.,Ils ont des effets indésirables uniquement chez les enfants.,"Ils ont des effets indésirables identiques à ceux des benzodiazépines, en particulier chez les personnes âgées.",Ils n'entraînent pas de tolérance pharmacologique.,c
564,OIC-074-07-A-,Quels sont les risques associés à l'utilisation de zopiclone et zolpidem chez les personnes âgées?,Ils n'entraînent pas de risque de trouble d'usage.,Ils n'entraînent pas de risque d'anxiété rebond au moment de l'arrêt.,"Ils peuvent entraîner une tolérance pharmacologique, un trouble d'usage, ainsi qu'une anxiété rebond au moment de l'arrêt.",Ils n'ont pas d'interactions médicamenteuses.,c
565,OIC-074-08-A,Quelles sont les principales classes de thymorégulateurs?,Sels de lithium et thymorégulateurs anticonvulsivants,Antidépresseurs et anxiolytiques,Antipsychotiques et benzodiazépines,Antihistaminiques et antiparkinsoniens,a
566,OIC-074-08-A-,Quel est le mécanisme d'action principal des thymorégulateurs?,Augmentation de la fréquence des épisodes thymiques,Augmentation de la durée des épisodes thymiques,"Diminution de la fréquence, de la durée et de l'intensité des épisodes thymiques",Augmentation de l'intensité des épisodes thymiques,c
567,OIC-074-09-A,Quelles sont les indications principales des thymorégulateurs?,Traitement de l'épisode maniaque uniquement,Traitement de l'épisode dépressif uniquement,Traitement curatif de l'épisode maniaque ou dépressif caractérisé et traitement préventif de la récidive maniaque ou dépressive,Traitement de l'anxiété uniquement,c
568,OIC-074-09-A-,Quelles sont les contre-indications absolues du lithium?,Insuffisance rénale modérée,Insuffisance rénale sévère,Insuffisance cardiaque instable,Insuffisance hépatique sévère,b
569,OIC-074-10-B,Quels sont les effets indésirables fréquents du lithium?,Tremblements,Confusion,Somnolence,Agressivité,a
570,OIC-074-11-A,Quelles sont les deux principales classes de psychostimulants utilisés en thérapeutique en France?,Amphétamines et méthylphénidate,Méthylphénidate et modafinil,Amphétamines et modafinil,Méthylphénidate et amphetamine,b
571,OIC-074-11-A-,Quel est le principal psychostimulant non amphétamine utilisé en thérapeutique en France?,Amphetamine,Méthylphénidate,Modafinil,Cocaine,b
572,OIC-074-13-A,Quels sont les principaux effets indésirables fréquents du méthylphénidate?,"Céphalées, tics, anxiété, nervosité, tristesse de l’humeur, insomnie, symptômes psychotiques, nausées, anorexie, douleurs abdominales, tachycardie, palpitations, hypertension artérielle, artérite, phénomène de Raynaud, possible ralentissement staturo-pondéral, crampes, trismus, arthralgies, cytopénies, réaction anaphylactique, détournement d’usage","Céphalées, tics, anxiété, nervosité, tristesse de l’humeur, insomnie, symptômes psychotiques, nausées, anorexie, douleurs abdominales, tachycardie, palpitations, hypertension artérielle, artérite, phénomène de Raynaud, possible ralentissement staturo-pondéral, crampes, trismus, arthralgies, cytopénies, réaction anaphylactique, détournement d’usage","Céphalées, tics, anxiété, nervosité, tristesse de l’humeur, insomnie, symptômes psychotiques, nausées, anorexie, douleurs abdominales, tachycardie, palpitations, hypertension artérielle, artérite, phénomène de Raynaud, possible ralentissement staturo-pondéral, crampes, trismus, arthralgies, cytopénies, réaction anaphylactique, détournement d’usage","Céphalées, tics, anxiété, nervosité, tristesse de l’humeur, insomnie, symptômes psychotiques, nausées, anorexie, douleurs abdominales, tachycardie, palpitations, hypertension artérielle, artérite, phénomène de Raynaud, possible ralentissement staturo-pondéral, crampes, trismus, arthralgies, cytopénies, réaction anaphylactique, détournement d’usage",a
573,OIC-074-14-A,Quel est le principal risque lié au tabagisme actif?,Cancer du rein,Insuffisance respiratoire chronique,Cancer broncho-pulmonaire,Polyglobulie,c
574,OIC-074-14-A-,Quel est le principal risque lié au tabagisme passif pour les enfants?,Bronchite chronique,Otite,Asthme de l'enfant,Coloration des dents,c
575,OIC-074-15-A,Quel est le principal agent responsable de la dépendance au tabac?,Le tabac,La nicotine,Le CO,Le monoxyde d'azote,b
576,OIC-074-15-A-,Quels sont les critères principaux de la dépendance au tabac selon la CIM-10?,"Désir puissant ou compulsif de fumer, Difficultés à contrôler l’usage de tabac, Syndrome de sevrage à la diminution ou à l’arrêt, Tolérance, Abandon d’autres sources de plaisir et d’intérêts au profit de l’usage du tabac ou augmentation du temps passé à se procurer la substance, la consommer, ou récupérer de ses effets","Désir puissant ou compulsif de fumer, Difficultés à contrôler l’usage de tabac, Syndrome de sevrage à la diminution ou à l’arrêt, Tolérance, Abandon d’autres sources de plaisir et d’intérêts au profit de l’usage du tabac ou augmentation du temps passé à se procurer la substance, la consommer, ou récupérer de ses effets, Poursuite de la consommation de la substance malgré la survenue de conséquences nocives","Désir puissant ou compulsif de fumer, Difficultés à contrôler l’usage de tabac, Syndrome de sevrage à la diminution ou à l’arrêt, Tolérance, Abandon d’autres sources de plaisir et d’intérêts au profit de l’usage du tabac ou augmentation du temps passé à se procurer la substance, la consommer, ou récupérer de ses effets, Poursuite de la consommation de la substance malgré la survenue de conséquences nocives, Mode de consommation préjudiciable à la santé sans les critères de la dépendance","Désir puissant ou compulsif de fumer, Difficultés à contrôler l’usage de tabac, Syndrome de sevrage à la diminution ou à l’arrêt, Tolérance, Abandon d’autres sources de plaisir et d’intérêts au profit de l’usage du tabac ou augmentation du temps passé à se procurer la substance, la consommer, ou récupérer de ses effets, Poursuite de la consommation de la substance malgré la survenue de conséquences nocives, Mode de consommation préjudiciable à la santé sans les critères de la dépendance, Usage de tabac nocif pour la santé",b
577,OIC-074-16-A,Quel est le principe de fonctionnement de la cigarette électronique?,"Mélange de propylène-glycol, nicotine, eau, arômes et glycérol propulsé sous forme de vapeur et inhalé.","Mélange de propylène-glycol, nicotine, eau, arômes et glycérol propulsé sous forme de vapeur et inhalé. À ce jour, aucun effet indésirable ou cas d’intoxication rapporté. Possible réactions allergiques. Considérées comme des produits de consommation.","Mélange de propylène-glycol, nicotine, eau, arômes et glycérol propulsé sous forme de vapeur et inhalé. À ce jour, aucun effet indésirable ou cas d’intoxication rapporté. Possible réactions allergiques. Considérées comme des produits de consommation. Considérées comme des produits de consommation.","Mélange de propylène-glycol, nicotine, eau, arômes et glycérol propulsé sous forme de vapeur et inhalé. À ce jour, aucun effet indésirable ou cas d’intoxication rapporté. Possible réactions allergiques. Considérées comme des produits de consommation. Considérées comme des produits de consommation. Considérées comme des produits de consommation.",a
578,OIC-074-17-A,Quel composé est le principal agent responsable de la dépendance au tabac?,La nicotine,Les goudrons,Les radicaux libres,Le monoxyde de carbone,a
579,OIC-074-17-A-,Quel composé est considéré comme cancérigène dans la cigarette?,La nicotine,Les goudrons,Les radicaux libres,Le monoxyde de carbone,b
580,OIC-074-18-A,Quel est l'effet de la fumée de tabac sur l'arbre respiratoire et les alvéoles pulmonaires?,Elle ne pénètre pas l'arbre respiratoire et les alvéoles pulmonaires,Elle pénètre tout l'arbre respiratoire et les alvéoles pulmonaires,Elle pénètre uniquement les bronches,Elle pénètre uniquement les alvéoles pulmonaires,b
581,OIC-074-18-A-,Quel est l'effet de la fumée de tabac sur la thrombose artérielle?,Elle joue un rôle dans la thrombose veineuse,Elle ne joue aucun rôle dans la thrombose artérielle,Elle joue un rôle dans la thrombose artérielle,Elle joue un rôle dans la thrombose veineuse et artérielle,c
582,OIC-074-19-A,Quel est l'âge moyen de consommation de la première cigarette?,12 ans,14 ans,16 ans,18 ans,b
583,OIC-074-19-A-,Quel est le pourcentage de personnes (18 à 75 ans) qui déclarent fumer du tabac en France?,20%,25%,30%,35%,c
584,OIC-074-20-A,Quelle est la principale cause de la diminution du tabagisme entre 2016 et 2018?,Augmentation du prix du tabac,Opération « Mois Sans Tabac »,Paquet neutre,Toutes les réponses ci-dessus,d
585,OIC-074-21-A,Quel est le pourcentage de personnes (18 à 75 ans) qui déclarent fumer du tabac en 2019?,20%,30%,40%,50%,b
586,OIC-074-21-A-,Quel est le pourcentage de femmes qui déclarent fumer du tabac en 2019?,20%,25%,"26,5%",30%,c
587,OIC-074-22-B,À quel âge la première cigarette est-elle généralement expérimentée chez les jeunes?,12 ans,14 ans,16 ans,18 ans,b
588,OIC-074-22-B-,À quel âge la consommation quotidienne de tabac est-elle généralement observée chez les jeunes?,13 ans,15 ans,17 ans,19 ans,b
589,OIC-074-23-B-,"Parmi les femmes enceintes qui continuent de fumer, quelle est la population la plus touchée?",Les femmes les plus âgées,Les femmes les plus diplômées,Les femmes les plus jeunes et les moins diplômées,Les femmes les plus âgées et les moins diplômées,c
590,OIC-074-24-A,Quelle est la tendance du tabagisme global en France entre 2017 et 2018?,Augmentation du tabagisme global,Diminution du tabagisme global,Stabilité du tabagisme global,Aucune information disponible,b
591,OIC-074-24-A-,Quelle est la tendance du tabagisme quotidien en France entre 2017 et 2018?,Augmentation du tabagisme quotidien,Diminution du tabagisme quotidien,Stabilité du tabagisme quotidien,Aucune information disponible,b
592,OIC-074-25-B,Quel est le facteur de risque le plus important dans l'intoxication au tabac?,La dose,La durée,Le type de tabac,L'âge,b
593,OIC-074-26-B,Quelle est la première cause de décès évitable en France?,Accidents de la route,Cancers,Tabac,Maladies cardiovasculaires,c
594,OIC-074-26-B-,Quel est le premier facteur de risque cardiovasculaire chez la femme non ménopausée?,Tabac,Diabète,Hypertension artérielle,Obésité,a
595,OIC-075-01-A,Quel est le principal risque lié au tabagisme actif?,Cancer de la peau,Cancer broncho-pulmonaire,Maladie de Parkinson,Diabète de type 2,b
596,OIC-075-01-A-,Quel est le principal risque lié au tabagisme passif?,Cancer de la peau,Cancer broncho-pulmonaire,Maladie de Parkinson,Diabète de type 2,b
597,OIC-075-02-A,Quel est le principal agent responsable de la dépendance au tabac?,Le tabac,La nicotine,L'oxygène,Le monoxyde de carbone,b
