,id,question,question_comment,option_a,option_a_comment,option_b,option_b_comment,option_c,option_c_comment,option_d,option_d_comment,correct_option
386,OIC-082-03-A,Un patient présente une anisocorie plus marquée à la lumière. L'œil pathologique est celui qui présente : ,Cette question évalue la compréhension du réflexe photomoteur et de son interprétation clinique.,Une mydriase,Correct. L'anisocorie plus marquée à la lumière indique une mydriase de l'œil pathologique.,Une myosis,Incorrect. La myosis est associée à une anisocorie plus marquée à l'obscurité.,Un réflexe photomoteur direct aboli,"Incorrect. L'abolition du RPM direct est un signe de lésion de la voie afférente, mais pas nécessairement associé à une anisocorie plus marquée à la lumière.",Un réflexe photomoteur consensuel aboli,"Incorrect. L'abolition du RPM consensuel est un signe de lésion du IIIème nerf, mais pas nécessairement associé à une anisocorie plus marquée à la lumière.",a
387,OIC-082-04-A,Un réflexe photomoteur direct et consensuel normal se caractérise par :,Cette question évalue la compréhension du réflexe photomoteur direct et consensuel.,Une constriction de la pupille de l'œil éclairé et une constriction de la pupille de l'œil non éclairé.,C'est la définition d'un réflexe photomoteur direct et consensuel normal.,Une constriction de la pupille de l'œil non éclairé uniquement.,"Ceci décrit un réflexe photomoteur direct, mais pas consensuel.",Une dilatation de la pupille de l'œil éclairé et une dilatation de la pupille de l'œil non éclairé.,Ceci est un réflexe anormal.,Une constriction de la pupille de l'œil éclairé uniquement.,"Ceci décrit un réflexe photomoteur direct, mais pas consensuel.",a
388,OIC-082-05-B,Quel examen permet d'étudier la sensibilité à la lumière à l'intérieur de l'espace embrassé par l'œil regardant droit devant lui et immobile?,Cette question évalue la connaissance des examens complémentaires ophtalmologiques.,Topographie cornéenne,La topographie cornéenne étudie la courbure de la cornée.,Champ visuel,Le champ visuel étudie la sensibilité à la lumière à l'intérieur de l'espace embrassé par l'œil.,Électro-oculogramme (EOG),L'EOG mesure l'activité de l'épithélium pigmentaire.,Angiographie du fond de l'oeil,L'angiographie du fond de l'oeil étudie la vascularisation rétinienne.,b
389,OIC-082-06-A,Quel est l'élément clinique majeur qui permet de distinguer une neuropathie optique ischémique antérieure aiguë (NOIAA) d'une hypertension intracrânienne?,Cette question évalue la capacité à différencier deux pathologies oculaires avec des symptômes visuels similaires.,Une baisse d'acuité visuelle prédominante,"C'est le signe clinique majeur de la NOIAA, contrairement à l'hypertension intracrânienne où la baisse d'acuité visuelle est moins marquée.",Des céphalées intenses,"Les céphalées sont un symptôme fréquent de l'hypertension intracrânienne, mais peuvent aussi être présentes dans la NOIAA.",Une douleur rétro-orbitaire,"La douleur rétro-orbitaire est plus caractéristique de la névrite optique rétrobulbaire, pas de la NOIAA ou de l'hypertension intracrânienne.",Des troubles visuels transitoires,Les troubles visuels transitoires (éclipses visuelles) sont plus fréquents dans l'hypertension intracrânienne que dans la NOIAA.,a
390,OIC-082-07-A,"Devant une baisse d'acuité visuelle avec œil blanc et indolore, quelle est la première étape à entreprendre?",Cette question évalue la capacité à identifier la première étape de la prise en charge d'une baisse d'acuité visuelle avec œil blanc.,Effectuer une échographie B pour éliminer un décollement de la rétine.,Incorrecte. L'examen du fond d'œil est la première étape.,Examiner le fond d'œil pour orienter le diagnostic et la conduite à tenir.,Correcte. L'examen du fond d'œil est crucial pour évaluer la cause de la baisse visuelle.,Demander une IRM cérébrale pour rechercher une cause neurologique.,"Incorrecte. L'IRM cérébrale n'est pas la première étape, elle est réservée à certaines situations spécifiques.",Prescrire un traitement anti-VEGF en attendant l'examen du fond d'œil.,Incorrecte. Le traitement ne doit être prescrit qu'après un diagnostic précis.,b
391,OIC-082-08-B,"En cas d'anomalie maculaire au fond d'oeil, quel examen complémentaire est indiqué?",Cette question évalue la connaissance des indications des examens complémentaires ophtalmologiques.,Champ visuel de Goldman,"Le champ visuel est utile pour détecter les anomalies du champ visuel, mais pas spécifiquement pour les anomalies maculaires.",Angiographie à la fluorescéine,"L'angiographie à la fluorescéine est utile pour visualiser les vaisseaux sanguins de la rétine, mais pas spécifiquement pour les anomalies maculaires.",Tomographie en cohérence optique (OCT),L'OCT est l'examen complémentaire de choix pour visualiser la structure de la macula et détecter les anomalies.,Électrophysiologie visuelle (ERG),"L'ERG est utile pour diagnostiquer les dystrophies rétiniennes, mais pas spécifiquement pour les anomalies maculaires.",c
392,OIC-082-09-B,Quel est le signe clinique caractéristique de l'occlusion de l'artère centrale de la rétine (OACR)?,Cette question évalue la connaissance des signes cliniques spécifiques à l'OACR.,Œdème papillaire,L'œdème papillaire est un signe plus fréquent de l'occlusion de la veine centrale de la rétine (OVCR).,Tache rouge cerise de la macula,La tache rouge cerise de la macula est un signe caractéristique de l'OACR.,Tortuosités et dilatation veineuses,Les tortuosités et dilatations veineuses sont des signes plus fréquents de l'OVCR.,Hémorragies rétiniennes disséminées,Les hémorragies rétiniennes disséminées sont plus fréquentes dans l'OVCR.,b
393,OIC-082-10-B,Quel est le signe clinique le plus caractéristique d'une neuropathie optique ischémique antérieure (NOIA)?,Cette question évalue la connaissance des signes cliniques spécifiques à la NOIA.,Douleurs oculaires intenses augmentées lors des mouvements oculaires,Ce signe est plus caractéristique de la neuropathie optique rétrobulbaire (NORB).,Baisse d'acuité visuelle unilatérale brutale et massive,C'est un signe clinique majeur de la NOIA.,Déficit pupillaire afférent (pupille de Marcus Gunn),Ce signe est plus caractéristique de la NORB.,Scotome central ou caecocentral à l'examen du champ visuel,Ce signe est plus caractéristique de la NORB.,b
394,OIC-082-11-A,Quel est le délai d'apparition de la céphalée après un scotome scintillant dans une migraine ophtalmique?,Cette question évalue la compréhension du délai typique entre l'aura visuelle et la céphalée dans une migraine ophtalmique.,Moins de 5 minutes,Incorrecte. Le délai est généralement plus long.,Entre 15 et 20 minutes,Correcte. C'est le délai typique décrit dans le texte.,Plus de 30 minutes,Incorrecte. Le délai est généralement plus court.,La céphalée n'apparaît jamais,Incorrecte. La céphalée est souvent associée à l'aura visuelle.,b
395,OIC-082-12-B,"Parmi les diagnostics différentiels d'une aura migraineuse, lequel est un trouble oculaire?",Cette question évalue la capacité à identifier un diagnostic différentiel oculaire parmi une liste de troubles neurologiques et oculaires.,Accident ischémique transitoire,Les accidents ischémiques transitoires sont des troubles neurologiques.,Déchirure rétinienne,La déchirure rétinienne est un trouble oculaire pouvant causer des phénomènes visuels positifs.,Epilepsie occipitale partielle,L'épilepsie occipitale partielle est un trouble neurologique.,Migraine symptomatique,La migraine symptomatique est un trouble neurologique secondaire à une cause neurologique.,b
396,OIC-082-13-B,"Sur l'image fournie, quel est le signe clinique observé à la papille?",Cette question évalue la capacité à identifier un œdème papillaire sur une image.,Papille à bords nets,Une papille à bords nets signifie l'absence d'œdème papillaire.,Papille avec un aspect flou et en relief,C'est le signe clinique caractéristique d'un œdème papillaire.,Rétrécissement de la pupille,Le rétrécissement de la pupille n'est pas un signe d'œdème papillaire.,Présence d'un hémorragie vitrée,Une hémorragie vitrée n'est pas visible sur cette image.,b
397,OIC-082-14-B,Laquelle de ces affirmations décrit le mieux une hémianopsie latérale homonyme?,Cette question évalue la compréhension de la présentation clinique d'une hémianopsie latérale homonyme.,Perte de vision dans le champ visuel nasal d'un seul œil.,"Ceci décrit une hémianopsie bitemporale, pas une hémianopsie latérale homonyme.",Perte de vision dans le champ visuel temporal d'un seul œil.,"Ceci décrit une hémianopsie nasale, pas une hémianopsie latérale homonyme.",Perte de vision dans le champ visuel temporal des deux yeux.,Ceci est la définition d'une hémianopsie latérale homonyme.,Perte de vision dans le champ visuel nasal des deux yeux.,Ceci est la définition d'une hémianopsie bitemporale.,c
398,OIC-082-16-B,Quel est le facteur de risque le plus important pour un décollement de rétine rhegmatogène?,Cette question évalue la connaissance des facteurs de risque du décollement de rétine rhegmatogène.,L'âge,"L'âge est un facteur de risque important, surtout pour le DR idiopathique lié au décollement postérieur du vitré physiologique.",La chirurgie de la cataracte,"La chirurgie de la cataracte peut augmenter le risque de DR, mais c'est un risque moins fréquent que la myopie.",La myopie,"La myopie, surtout la myopie forte, est le facteur de risque le plus important pour un décollement de rétine rhegmatogène.",Un traumatisme,"Un traumatisme peut provoquer un décollement de rétine, mais ce n'est pas un facteur de risque général comme la myopie.",c
399,OIC-082-17-B,Quelle est la principale cause d'hémorragie intravitréenne associée à une hémorragie méningée?,Cette question évalue la connaissance des causes d'hémorragie intravitréenne.,Rétinopathie diabétique proliférante,"Bien que la rétinopathie diabétique proliférante puisse causer des hémorragies intravitréennes, ce n'est pas la cause principale associée à une hémorragie méningée.",Déchirure rétinienne,"Les déchirures rétiniennes peuvent causer des hémorragies intravitréennes, mais elles ne sont pas spécifiquement liées à une hémorragie méningée.",Syndrome de Terson,Le syndrome de Terson est caractérisé par une hémorragie intravitréenne associée à une hémorragie méningée.,Occlusion de la veine centrale de la rétine,"L'occlusion de la veine centrale de la rétine peut causer une hémorragie intravitréenne, mais elle n'est pas spécifiquement liée à une hémorragie méningée.",c
400,OIC-086-01-A,Quel est le terme désignant un relâchement de la paupière vers l'extérieur?,Cette question évalue la capacité à reconnaître un ectropion.,Entropion,L'entropion est un retournement de la paupière vers l'intérieur.,Ectropion,L'ectropion est un relâchement de la paupière vers l'extérieur.,Ptosis,Le ptosis est une descente de la paupière.,Chalazion,Le chalazion est une inflammation d'une glande de la paupière.,b
401,OIC-086-02-A,Quel est le principal risque associé à un entropion?,Cette question évalue la capacité à identifier une complication courante de l'entropion.,Chalazion,"Un chalazion est une inflammation d'une glande de Meibomius, non liée à l'entropion.",Trichiasis,"Le trichiasis, c'est-à-dire le frottement des cils sur la cornée, est une complication fréquente de l'entropion.",Ptosis,"Le ptosis est une descente de la paupière, et non une complication directe de l'entropion.",Orgelet,"Un orgelet est une inflammation de la glande de Zeis, non liée à l'entropion.",b
402,OIC-086-03-A,Quel est le critère principal pour distinguer un ptosis d'un dermachalasis?,Cette question évalue la capacité à différencier un ptosis d'un dermachalasis.,La position de la paupière supérieure par rapport au limbe scléro-cornéen supérieur.,C'est la définition du ptosis : la paupière supérieure est trop basse.,La présence d'excès de peau sur la paupière supérieure.,"C'est la caractéristique du dermachalasis, mais pas du ptosis.",L'âge du patient.,"L'âge est un facteur de risque de dermachalasis, mais pas un critère de différenciation.",La présence de douleur.,La douleur n'est pas un critère de différenciation entre ptosis et dermachalasis.,a
403,OIC-086-04-A,Quelle est une étiologie myogène du ptosis?,Cette question évalue la connaissance des principales étiologies d'un ptosis.,Paralysie du nerf oculomoteur (III),C'est une étiologie neurogène du ptosis.,Myasthénie,"La myasthénie est une maladie auto-immune qui peut affecter le muscle releveur de la paupière supérieure, causant un ptosis myogène.",Relâchement de l'aponévrose du releveur,C'est une étiologie sénile du ptosis.,Rupture de l'aponévrose du releveur,C'est une étiologie traumatique du ptosis.,b
404,OIC-086-05-A,"Quel est le terme désignant un granulome inflammatoire développé sur une glande de Meibomius engorgée au sein du tarse, par occlusion de l’orifice de la glande au niveau de la partie postérieure du bord libre?",Cette question évalue la capacité à reconnaître la définition d'un chalazion.,Orgelet,"L'orgelet est une infection de la glande de Zeis, située au niveau du bord libre de la paupière.",Chalazion,C'est la bonne réponse. La définition correspond à celle d'un chalazion.,Ectropion,L'ectropion est un renversement de la paupière vers l'extérieur.,Entropion,L'entropion est un renversement de la paupière vers l'intérieur.,b
405,OIC-086-06-A,Quel est le terme médical désignant un furoncle du bord libre de la paupière centré sur un follicule pilosébacé du cil ?,Cette question évalue la capacité à reconnaître le terme médical spécifique pour un orgelet.,Chalazion,"Un chalazion est une inflammation d'une glande de Meibomius, pas d'un follicule pilosébacé.",Entropion,L'entropion est un état où les cils se tournent vers l'intérieur de la paupière.,Orgelet,C'est la bonne réponse. Un orgelet est un furoncle du bord libre de la paupière centré sur un follicule pilosébacé du cil.,Ectropion,L'ectropion est un état où le bord libre de la paupière se retourne vers l'extérieur.,c
406,OIC-086-09-B,Lequel des éléments suivants est un signe de malignité d'une tumeur palpébrale ?,Cette question évalue la capacité à identifier un signe clinique spécifique d'une tumeur palpébrale maligne.,Croissance lente et progressive,Une croissance lente et progressive est plutôt caractéristique d'une tumeur bénigne.,Hétérochromie,L'hétérochromie (changement de couleur de la peau) peut être un signe de malignité.,Absence de perte de cils,La perte de cils (Madarose) est un signe de malignité.,Nodule lisse et homogène,"Un nodule perlé et télangiectasies sont plus caractéristiques du carcinome basocellulaire, une tumeur maligne.",b
407,OIC-086-12-A,Un patient consulte pour un ptosis aigu. Lequel des éléments suivants doit faire évoquer un anévrysme intracrânien rétrocarotidien?,Cette question évalue la capacité à identifier un signe clinique qui suggère un diagnostic d'urgence.,Une diminution de la fente palpébrale,"Ce signe est caractéristique du syndrome de Claude Bernard-Horner, et non d'un anévrysme.",Une mydriase,La mydriase est un signe d'alarme qui doit faire évoquer un engagement temporal et un possible anévrysme.,Une diplopie binoculaire,"La diplopie binoculaire peut être associée à une paralysie du nerf oculomoteur, mais elle n'est pas spécifique à un anévrysme.",Un strabisme,"Le strabisme peut être associé à une paralysie du nerf oculomoteur, mais il n'est pas spécifique à un anévrysme.",b
408,OIC-094-01-A,Quelle est la définition d'une cervicalgie ?,Cette question évalue la connaissance des définitions des rachialgies.,Douleur ressentie dans la région postérieure du rachis thoracique (T1 à T12),C'est la définition d'une dorsalgie.,Douleur ressentie entre la charnière thoracolombaire et le pli fessier inférieur,C'est la définition d'une lombalgie.,Douleur ressentie dans la région postérieure du rachis cervical,C'est la définition d'une cervicalgie.,"Douleur ressentie dans la région rachidienne, quelle que soit sa localisation","C'est une définition générale de rachialgie, pas spécifique à la cervicalgie.",c
409,OIC-094-02-B,Quelle est la prévalence estimée des lombalgies communes dans la population générale?,Cette question évalue la connaissance des prévalences des rachialgies.,2 à 11 %,"Cette option correspond à la prévalence des cervicalgies, pas des lombalgies.",5 à 10 %,"Cette option correspond à la prévalence des dorsalgies, pas des lombalgies.",1/4 à 1/3,Cette option est correcte et correspond à la prévalence des lombalgies communes.,60 à 90 %,"Cette option correspond à l'incidence des lombalgies, pas à la prévalence.",c
410,OIC-094-05-B,Quels sont les facteurs de risque associés à la lombalgie et à la cervicalgie communes ?,Cette question évalue la connaissance des facteurs de risque de rachialgie.,"Traumatismes, postures prolongées, sédentarité, obésité, tabagisme et antécédents familiaux.",Cette option liste correctement les facteurs de risque mentionnés dans le contenu.,"Traumatismes, postures prolongées, sédentarité, troubles de la statique rachidienne et antécédents familiaux.",Cette option manque l'obésité comme facteur de risque spécifique à la lombalgie.,"Traumatismes, postures prolongées, obésité, tabagisme et déformations rachidiennes.",Cette option utilise le terme « déformations rachidiennes » au lieu de « troubles de la statique rachidienne ».,"Sédentarité, obésité, tabagisme et antécédents familiaux.",Cette option manque les facteurs de risque liés aux traumatismes et aux postures prolongées.,a
411,OIC-094-06-A,"Selon les recommandations, quand une imagerie est-elle indiquée en première intention devant une lombalgie aiguë ?",Cette question évalue la connaissance des indications d'imagerie en cas de lombalgie aiguë.,Après 7 semaines d'évolution sans amélioration.,Vrai : l'imagerie est généralement réservée après 7 semaines d'évolution sans amélioration.,En cas de douleur irradiée au membre inférieur.,"Faux : la douleur irradiée au membre inférieur est un argument pour une IRM, mais pas l'unique critère.",En présence de signes cliniques de lésion ou de sous-lésion du rachis lombaire.,Vrai : les signes cliniques de lésion ou de sous-lésion sont des indications d'imagerie., systématiquement après 48 heures d'évolution.,Faux : l'imagerie n'est pas systématique après 48 heures d'évolution.,c
412,OIC-094-07-A,Quels sont les signes d'alarme qui orientent vers une rachialgie secondaire nécessitant des examens complémentaires (IRM)?,La question évalue la connaissance des « drapeaux rouges » d'une rachialgie secondaire.,Douleur mécanique aggravée par l'effort et améliorée au repos,Ce n'est pas un signe d'alarme pour une rachialgie secondaire.,"Douleur progressive, présente au repos et en particulier durant la nuit, accompagnée d'une fièvre",Un signe d'alarme car il suggère une inflammation ou une infection.,"Douleur lombaire localisée sans irradiation, sans déficit neurologique",Ce type de douleur est généralement bénigne et n'indique pas une rachialgie secondaire.,Douleur lombaire aiguë après un effort physique intense,Une douleur aiguë après effort est fréquente et ne nécessite pas systématiquement des examens complémentaires.,b
413,OIC-094-08-B,Quels sont les facteurs favorisant une évolution vers la chronicité d'une rachialgie selon le contenu fourni?,Cette question évalue la compréhension des facteurs de risque de passage à la chronicité d'une rachialgie.,"Problèmes émotionnels, attitudes et représentations inappropriées, comportements douloureux inappropriés","Cette option correspond aux « drapeaux jaunes » du contenu, qui sont les facteurs de risque individuels.","Absence de mesures facilitant le retour à l'emploi, insécurité financière, critères du système de compensation","Cette option correspond aux « drapeaux noirs » du contenu, qui sont les facteurs de risque liés à l'environnement professionnel et au système de soins.","Durée de l'arrêt de travail, conflit au travail, insatisfaction professionnelle","Cette option mélange des éléments des deux catégories de facteurs de risque, mais n'est pas exhaustive.","Activité physique insuffisante, mauvaise posture, surcharge de travail","Ces facteurs sont des causes possibles de rachialgie, mais ne sont pas spécifiquement liés à la chronicité.",a
414,OIC-094-09-A,Quelles sont les principales étiologies d'une rachialgie secondaire ?,Cette question évalue la connaissance des principales étiologies d'une rachialgie secondaire.,Fracture vertébrale ostéoporotique,C'est une étiologie principale d'une rachialgie secondaire.,Arthrose,"L'arthrose est une étiologie fréquente de rachialgie, mais pas considérée comme secondaire.",Tendinite,"La tendinite est une affection musculo-squelettique, mais pas une étiologie secondaire de rachialgie.",Hernie discale,"La hernie discale est une étiologie fréquente de rachialgie, mais pas considérée comme secondaire.",a
415,OIC-094-10-B,Quelles sont les autres étiologies (rang B) des rachialgies secondaires?,Cette question évalue la connaissance des étiologies moins courantes des rachialgies secondaires.,Cervicalgie due à une infection virale,"Cette étiologie est trop courante et ne correspond pas à la catégorie ""autres étiologies"" (rang B).",Tumeur intrarachidienne ou de la fosse postérieure,Cette étiologie est une cause rare mais possible de rachialgie secondaire.,Arthrose dégénérative du rachis,"L'arthrose dégénérative est une cause fréquente de rachialgie et ne correspond pas à la catégorie ""autres étiologies"" (rang B).",Douleurs référées d'origine ORL ou cervicale antérieure,"Cette étiologie est une cause rare de rachialgie secondaire et correspond à la catégorie ""autres étiologies"" (rang B).",b
416,OIC-094-12-A,Quels sont les grands principes de prise en charge d'un sujet souffrant d'une rachialgie aiguë ou chronique?,Cette question évalue la connaissance des principes de prise en charge des rachialgies aiguës et chroniques.,"Rassurer le patient, lui expliquer l'évolution favorable des symptômes et l'encourager à rester physiquement actif.",Cette option correspond aux grands principes de prise en charge d'une rachialgie aiguë.,Prescrire un arrêt de travail systématique et recommander un repos au lit pendant plusieurs semaines.,Cette option est incorrecte car elle décrit une approche dépassée et non recommandée pour la prise en charge d'une rachialgie aiguë.,Proposer une immobilisation prolongée par un corset ou un collier cervical.,Cette option est incorrecte car l'immobilisation prolongée n'est pas recommandée pour la prise en charge d'une rachialgie aiguë ou chronique.,Réserver la kinésithérapie et les traitements médicamenteux aux cas de lombalgies chroniques.,"Cette option est incorrecte car la kinésithérapie et les traitements médicamenteux peuvent être utilisés dans les deux cas, aigu et chronique.",a
417,OIC-094-13-B,"Selon les recommandations actuelles, quel traitement est à proscrire en cas de poussée aiguë de lombalgie ?",Cette question évalue la connaissance des contre-indications thérapeutiques en cas de lombalgie aiguë.,Le repos au lit ordonné,Vrai. Le repos au lit prolongé est déconseillé en cas de lombalgie aiguë.,L'éducation thérapeutique du patient,Faux. L'éducation thérapeutique est un élément clé de la prise en charge de la lombalgie aiguë.,La prescription d'antalgiques de palier 1 ou 2,Faux. Les antalgiques de palier 1 ou 2 sont recommandés en cas de lombalgie aiguë.,La prescription d'une ceinture lombaire,Faux. La ceinture lombaire peut être envisagée en l'absence de contre-indication.,a
418,OIC-094-14-A,Quelles sont les causes extrarachidiennes des lombalgies?,"Cette question évalue la connaissance des causes extra-rachidiennes des lombalgies, c'est-à-dire les douleurs lombaires d'origine abdomino-pelvienne.","Cervicalgie, dorsalgie, lombalgie","Ce sont les types de rachialgies, pas des causes extrarachidiennes de lombalgies.","Anévrisme de l'aorte abdominale, lithiase, tumeur gastrique",C'est une liste de causes extrarachidiennes de lombalgies.,"Arthrose, hernie discale, spondylolisthésis",Ce sont des causes intra-rachidiennes de lombalgies.,"Fracture du fémur, entorse de la cheville, tendinite",Ce sont des pathologies touchant d'autres régions du corps que le rachis lombaire.,b
419,OIC-094-15-B,Quelle est la démarche diagnostique devant une sacralgie ?,La question évalue la connaissance de la démarche diagnostique spécifique à la sacralgie.,Privilégier une IRM du bassin en première intention pour identifier la cause de la douleur.,Incorrecte. L'IRM est réservée aux cas suspects de rhumatisme inflammatoire ou d'autres causes secondaires.,Effectuer une radiographie du bassin de face et un cliché de Sèze pour rechercher une arthrose lombo-sacrée et sacro-iliaque.,Correcte. La radiographie est un examen initial important pour identifier les causes articulaires de la sacralgie.,"Se concentrer sur l'examen clinique et l'interrogatoire du patient, sans recours à des examens complémentaires.",Incorrecte. Des examens complémentaires peuvent être nécessaires pour préciser le diagnostic.,"Discuter systématiquement un scanner du bassin en cas de sacralgie, quel que soit le contexte clinique.",Incorrecte. Le scanner est réservé aux cas suspects de fracture du sacrum.,b
420,OIC-099-01-B,Quel pourcentage d'adultes dans le monde a eu au moins une céphalée au cours des douze mois précédents?,Cette question évalue la connaissance de l'épidémiologie des céphalées.,12%,Ce pourcentage correspond à la prévalence de la migraine.,1 à 5%,Ce pourcentage correspond à la prévalence des céphalées par abus médicamenteux.,50 à 75%,Cette réponse est correcte. Elle correspond à l'épidémiologie des céphalées.,"1,7%",Ce pourcentage correspond à la prévalence de la migraine chronique.,c
421,OIC-099-02-B,Laquelle des affirmations suivantes décrit le mieux la physiopathologie de la migraine?,Cette question évalue la compréhension des bases physiopathologiques de la migraine.,"La migraine est une pathologie neurovasculaire caractérisée par une inflammation aseptique périvasculaire et méningée, sans implication neuronale.",Incorrecte. La migraine implique des altérations subtiles neuronales et vasculaires.,"La migraine est une pathologie neurovasculaire héréditaire polygénique, impliquant une hyperexcitabilité cérébrale et une dysfonction des centres modulateurs de la nociception céphalique.",Correcte. La migraine est une pathologie neurovasculaire avec une composante génétique et une hyperexcitabilité cérébrale.,"La migraine est une pathologie exclusivement environnementale, déclenchée par des facteurs tels que le stress, les changements climatiques et les modifications du sommeil.",Incorrecte. La migraine a une composante génétique et environnementale.,"La migraine est une pathologie rare, touchant principalement les personnes âgées de plus de 65 ans.",Incorrecte. La migraine est plus fréquente chez les jeunes adultes et les femmes.,b
422,OIC-099-03-A,Quel est l'élément clé pour écarter une céphalée secondaire et préciser le type de céphalée primaire?,Cette question évalue la compréhension des étapes clés du diagnostic des céphalées primaires.,La présence de nausées et de vomissements,"Bien que ces symptômes soient fréquents dans la migraine, ils ne sont pas spécifiques et ne permettent pas d'écarter une céphalée secondaire.",L'absence de signes neurologiques à l'examen clinique,"L'examen clinique est normal dans les céphalées primaires, mais ne suffit pas à écarter une cause secondaire.","L'historique des céphalées, leur fréquence et leur évolution dans le temps","La durée et la fréquence des crises, ainsi que leur évolution, sont des éléments clés pour distinguer les céphalées primaires des secondaires et préciser leur type.",La présence de facteurs déclenchants spécifiques,"Les facteurs déclenchants peuvent être présents dans les céphalées primaires et secondaires, ils ne sont pas spécifiques à l'un ou l'autre type.",c
423,OIC-099-04-A,Quel est l'élément essentiel à identifier lors de l'interrogatoire d'un patient suspecté de migraine sans aura?,Cette question évalue la compréhension des critères diagnostiques de la migraine sans aura.,La présence de nausées et de vomissements,"Bien que fréquents, les nausées et vomissements ne sont pas obligatoires pour le diagnostic de migraine sans aura.","La durée de la céphalée, supérieure à 72 heures",La durée de la céphalée doit être comprise entre 4 et 72 heures pour un diagnostic de migraine sans aura.,"L'existence d'au moins deux des quatre caractéristiques suivantes : topographie unilatérale, type pulsatile, intensité modérée ou sévère, aggravation par l'activité physique",Cette option correspond à un critère essentiel du diagnostic de migraine sans aura.,L'absence de facteurs déclenchants,"L'identification des facteurs déclenchants est importante, mais pas un critère obligatoire pour le diagnostic de migraine sans aura.",c
424,OIC-099-05-A,Quel est l'élément clinique **essentiel** pour poser le diagnostic d'algie vasculaire de la face (AVF)?,Cette question évalue la compréhension des critères diagnostiques de l'AVF.,La présence de nausées et de vomissements,"Bien que fréquents, ces symptômes ne sont pas spécifiques à l'AVF et peuvent être présents dans d'autres céphalées.","Des crises de douleur unilatérale, périorbitaires, intenses et courtes (< 3 heures)","C'est un élément clé du diagnostic d'AVF, mais il faut également associer des signes dysautonomiques.",Une fréquence de crises quotidiennes ou presque quotidiennes,"La fréquence des crises est importante, mais elle n'est pas suffisante pour poser le diagnostic d'AVF.",La présence d'un cycle circadien ou circannuel des crises,"Ces cycles peuvent être observés dans l'AVF, mais ils ne sont pas obligatoires pour le diagnostic.",b
425,OIC-099-06-A,Lequel des éléments cliniques suivants est caractéristique d'une névralgie du trijumeau essentielle?,Cette question évalue la capacité à identifier un élément clinique spécifique à la névralgie du trijumeau essentielle.,Douleur diffuse et lancinante sur toute la face,Cette description correspond plutôt à une céphalée de tension ou à une migraine.,"Douleur intense, fulgurante, d'éclair ou décharge électrique, de très courte durée",Cette description correspond à la douleur caractéristique de la névralgie du trijumeau essentielle.,Douleur constante et brûlante avec des décharges surajoutées,Cette description correspond plutôt à une douleur neuropathique secondaire.,Douleur irradiant vers le cou et l'épaule,Cette description n'est pas spécifique à la névralgie du trijumeau.,b
426,OIC-099-07-A,"Selon les recommandations actuelles, devant une céphalée chronique (> 15 jours par mois), comment doit-on interpréter la coexistence de migraines et de céphalées de tension ?","Cette question évalue la compréhension de l'intrication entre migraines et céphalées de tension, en particulier dans le contexte d'une céphalée chronique.","Le diagnostic de céphalée de tension chronique prime, car elle est plus fréquente.",Incorrecte. Le diagnostic de migraine chronique prime en présence de migraines et de céphalées de tension.,Le diagnostic de migraine chronique est posé dès qu'il y a 8 jours par mois de céphalée de nature migraineuse.,Correcte.  Le diagnostic de migraine chronique est posé dès qu'il y a 8 jours par mois de céphalée de nature migraineuse.,"Le diagnostic de migraine sans aura est privilégié, car il est plus précis.",Incorrecte. La coexistence de migraines et de céphalées de tension est prise en compte dans le diagnostic.,Il faut privilégier un diagnostic de céphalée chronique sans spécifier le type.,Incorrecte.  Il est important de préciser le type de céphalée chronique (migraine ou tension) pour un traitement adapté.,b
427,OIC-099-08-A,Quelles sont les principales causes de douleur de la face ?,Cette question évalue la connaissance des causes principales de douleur faciale.,"Tumorales, infectieuses, inflammatoires, dentaires, osseuses, salivaires, neurologiques et vasculaires",Cette option est correcte car elle liste les principales causes de douleur faciale.,"Primarily migraines, tension headaches, and cluster headaches",Cette option est incorrecte car elle se concentre sur les céphalées primaires et non sur toutes les causes de douleur faciale.,"Infections virales, allergies et traumatismes",Cette option est incorrecte car elle ne couvre pas l'ensemble des causes de douleur faciale.,"Douleurs musculaires, arthrite et fibromyalgie",Cette option est incorrecte car elle se concentre sur des causes de douleur générale et non spécifiques à la face.,a
428,OIC-099-10-A,Laquelle des affirmations décrit le mieux une céphalée d'origine auriculaire ?,Cette question évalue la connaissance de la description clinique des céphalées d'origine auriculaire.,Une douleur de l'oreille (otalgie) toujours liée à une pathologie de l'oreille externe ou moyenne.,Incorrecte : l'otalgie peut être projetée et révéler une pathologie ORL.,"Une douleur auriculaire associée à une céphalée, toujours liée à une pathologie de l'oreille externe ou moyenne.",Incorrecte : l'otalgie peut être projetée et révéler une pathologie ORL.,Une douleur de l'oreille (otalgie) qui peut être liée à une pathologie de l'oreille externe ou moyenne ou être une douleur projetée.,Correcte : décrit l'otalgie et son lien possible avec une pathologie ORL ou une douleur projetée.,Une céphalée sans douleur auriculaire.,"Incorrecte : la question porte sur une céphalée d'origine auriculaire, impliquant une douleur auriculaire.",c
