mcq,cop,llm_cop
"-----
Question:
Nerve supply of Glans penis is
Options:
a) Genital branch of genito-femoral nerve
b) Ilio-inguinal nerve
c) Ilio-hypogastric nerve
d) Pudendal nerve
-----
",3,3
"-----
Question:
All of the following lie between the 1st rib and the apex of the lung, except
Options:
a) Thoracic duct
b) Superior intercostal aery
c) First posterior intercostal vein
d) Sympathetic trunk
-----
",0,3
"-----
Question:
Buccinator is pierced by all of the following except:
Options:
a) Labial branch of facial nerve
b) Buccal branch of mandibular nerve
c) Parotid duct
d) Molar mucous glands
-----
",1,3
"-----
Question:
Which of the following belong to special visceral efferent column
Options:
a) Nucleus tractus solitarius
b) Nucleus ambigus
c) Dorsal nucleus of vagus
d) Mesencephalic nucleus of trigeminal
-----
",1,0
"-----
Question:
All of the following are Ectodermal derivatives EXCEPT
Options:
a) Neuron
b) Microglia
c) Lens of eye
d) Adrenal medulla
-----
",1,3
"-----
Question:
The vitelline vein forms the
Options:
a) Hepatic vein
b) Azygos vein
c) Inferior mesenteric vein
d) Splenic vein
-----
",0,0
"-----
Question:
On barium swallow the grade IV esophageal varices appear as
Options:
a) Mucosal folds above the carina
b) Mucosal folds below the carina
c) Mucosal folds at the carina
d) A thick band
-----
",1,1
"-----
Question:
All are lateral branches of abdominal aoa, EXCEPT:
Options:
a) Right testicular aery
b) Left renal aery
c) Inferior mesenteric aery
d) Middle suprarenal aery
-----
",2,3
"-----
Question:
Nerve supply of Tibialis anterior is:
Options:
a) Tibial nerve
b) Deep peroneal nerve
c) Femoral nerve
d) Sural nerve
-----
",1,1
"-----
Question:
Most common intracranial malignancy is
Options:
a) Glioblastoma multiforme
b) Ependymoma
c) Choroid angioma
d) Pinealoma
-----
",0,0
"-----
Question:
Ansa cervicalis supplies
Options:
a) Cricothyroid
b) Stylohyoid
c) Sternohyoid
d) Mylohyoid
-----
",2,0
"-----
Question:
True about boundaries of inguinal canal are all EXCEPT:
Options:
a) Conjoint tendon anteriorly
b) Fascia transversalis is posterior boundary
c) Inguinal ligament forms base
d) Internal oblique forms roof
-----
",0,3
"-----
Question:
Taste sensation of the anterior 2/3rd of the tongue is carried by -
Options:
a) Glossopharyngeal nerve
b) Facial nerve
c) Vagus
d) Trigeminal nerve
-----
",1,3
"-----
Question:
Which of the following thalamic nuclei has a motor function?
Options:
a) Lateral dorsal nucleus
b) Lateral posterior nucleus
c) Mediodorsal nucleus
d) Ventral lateral nucleus
-----
",3,2
"-----
Question:
Which of the following is a derivative of Rathke's pouch -
Options:
a) Pars tuberalis
b) Neurohypophysis
c) Posterior pituitary
d) Pineal gland
-----
",-1,1
"-----
Question:
To create a porto-caval shunt in a patient with portal hypertension, which of the following venous anastomosis should be performed?
Options:
a) Superior mesenteric vein to inferior mesenteric vein
b) Right gastric vein to left gastric vein
c) Right gastric vein to right gastric vein
d) Left splenic vein to left renal vein
-----
",3,0
"-----
Question:
Bigelow's ligament is at
Options:
a) Knee joint
b) Shoulder joint
c) Hip joint
d) Ankle joint
-----
",2,0
"-----
Question:
Deep branch of ulnar nerve supplies :
Options:
a) Adductor pollicis
b) Flexor digitorum superficialis
c) Ist lumbrical
d) All
-----
",0,1
"-----
Question:
Enchondral ossification is/are seen in:
Options:
a) Long bones
b) Flat bones of skull
c) Clavicle
d) Mandible
-----
",0,0
"-----
Question:
All of the following are true about anemia of chronic failure except
Options:
a) Normocytic normochromic anemia
b) Erythropoietin improves the symptom
c) Dialysis worsens anemia of renal failure
d) Anemia is propoional to the kidney disease
-----
",2,2
"-----
Question:
A 46-year-old man sustains a spider bite on his upper eyelid, and an infection develops. The physician is very concerned about spread of the infection to the dural venous sinuses of the brain emissary veins. With which of the following dural venous sinuses does the superior ophthalmic vein directly communicate?
Options:
a) Cavernous sinus
b) Occipital sinus
c) Sigmoid sinus
d) Superior petrosal sinus
-----
",0,0
"-----
Question:
In elevation of the eyebrows and production of transverse wrinkles of the face:
Options:
a) Only the occipital bellies of occipitofrontalis act
b) Only the frontal bellies of occipitofrontalis act
c) Both the bellies act simultaneously
d) Both the bellies act one after the other
-----
",2,2
"-----
Question:
Juxtaglomerular apparatus lies in relation to ?
Options:
a) Proximal convoluted tubule
b) Ascending loop of Henle
c) Descending loop of Henle
d) Glomerulus
-----
",3,3
"-----
Question:
Fracture seen in battered baby syndrome is called
Options:
a) Boxer's fracture
b) Greenstick fracture
c) Nobbing fracture
d) Jefferson's fracture
-----
",2,1
"-----
Question:
Middle 1.5 cm of anal canal is lined by
Options:
a) Keratinized stratified squamous epithelium
b) Non keratinized stratified squamous epithelium
c) Columnar epithelium
d) Psudocolumnar epithelium
-----
",1,1
"-----
Question:
A boy met with a motorbike accident. CT brain shows injury to the posterior end of the superior temporal gyrus. He is likely to suffer from
Options:
a) Fluent aphasia
b) Non-fluent aphasia
c) Conduction aphasia
d) None of the above
-----
",-1,1
"-----
Question:
Sacrotuberous Ligament is pierced by:
Options:
a) S1 Nerve
b) L5 Nerve
c) Coccygeal Nerve
d) None
-----
",2,1
"-----
Question:
Longest intracranial course is of which cranial nerve-
Options:
a) Olfactory
b) Oculomotor
c) Trochlear
d) Accessory
-----
",2,1
"-----
Question:
Short gastric artery is a branch of?
Options:
a) Splenic artery
b) Left gastroduodenal artery
c) Left gastroepiploic artery
d) Portal vein
-----
",0,0
"-----
Question:
Superior radioulnar joint is -
Options:
a) Pivot joint
b) Fibrous joint
c) Syndesmosis
d) Symphyses
-----
",0,0
"-----
Question:
A gun shot wound can not be evaluated as entrance or exit wound due to surgical alteration of wound. The phenomenon is called
Options:
a) Kennedy phenomenon
b) Rayalaseema phenomenon
c) Blow back phenomenon
d) Rat hole phenomenon
-----
",0,0
"-----
Question:
Line from midinguinal point to adductor tubercle represent ?
Options:
a) Inferior epigastric aery
b) Femoral aery
c) Superior epigastric aery
d) None of the above
-----
",1,1
"-----
Question:
False statement about trigeminal nerve:
Options:
a) Carries sensation from face and scalp
b) Has motor branch
c) Arise from C8 nerve root
d) Composed of spinal nucleus
-----
",2,1
"-----
Question:
Which structure does NOT form pa of the boundary defining the trigone of the bladder?
Options:
a) Interureteric crest
b) Left Ureteric Orifice
c) Right Ureteric Orifice
d) Urachus
-----
",3,0
"-----
Question:
Kidney cortex contains:
Options:
a) Loop of henle
b) Pyramids
c) Collecting tubule and duct
d) Calyces
-----
",2,1
"-----
Question:
Secondary Oocyte is :
Options:
a) n and N
b) n and 2N
c) 2n and N
d) 2n and 2N
-----
",1,1
"-----
Question:
Bilateral lymphadenopathy , along with non caseating granulomas is a characteristic feature of
Options:
a) Sarcoidosis
b) Scleroderma
c) SLE
d) Stein-leventhal syndrome
-----
",0,0
"-----
Question:
Nerve supply of Trapezius
Options:
a) Spinal accessory nerve
b) Hypoglossal nerve
c) Trochlear nerve
d) Trigeminal nerve
-----
",0,0
"-----
Question:
Shoest acting local anaesthetic
Options:
a) Procaine
b) Xylocaine
c) Bupivacaine
d) Chloroprocaine
-----
",3,0
"-----
Question:
Hemiplegia is most often caused by thrombosis of :
Options:
a) Anterior cerebral aer
b) Middle cerebral aery
c) Posterior cerebral aery
d) Basilar aery
-----
",1,1
"-----
Question:
Which of the following is dermatome of umbilicus:
Options:
a) T8
b) T10
c) T12
d) L1
-----
",1,3
"-----
Question:
Which hernia occurs below and lateral to the pubic tubercle?
Options:
a) Femoral Hernia
b) Inguinal hernia
c) Morgagnian Hernia
d) Sliding Hernia
-----
",0,0
"-----
Question:
Earliest lesion seen in asbestosis is:
Options:
a) Pleural plaques
b) Hilar lymphadenopathy
c) Adenoma lung
d) Mesothelioma
-----
",0,0
"-----
Question:
Which of the following cells secrete HCL?
Options:
a) Surface Neck Cells
b) Mucous Neck Cells
c) Parietal Cells
d) Chief Cells
-----
",2,2
"-----
Question:
Aery in anatomical snuffbox is
Options:
a) Radial
b) Brachial
c) Ulnar
d) Interosseous
-----
",0,0
"-----
Question:
Azygos lobe is found in -
Options:
a) Heart
b) Spleen
c) Lung
d) Pancreas
-----
",2,2
"-----
Question:
Which of the following is supplied by the third cranial nerve?
Options:
a) Superior oblique
b) Inferior oblique
c) Lateral rectus
d) Dilator papillae
-----
",1,0
"-----
Question:
Bilateral ablation of which of the following structures results in the inability to form long-term memories?
Options:
a) Amygdala
b) Cingulate gyrus
c) Hippocampus
d) Hypothalamus
-----
",2,2
"-----
Question:
In forceful inversion of foot, fracture of the tuberosity of 5th metatarsal is due to pull exerted by which tendon:
Options:
a) Peroneus longus
b) Peroneus brevis
c) Peroneus tertius
d) Extensor digitorum
-----
",1,0
"-----
Question:
Earliest lesion seen in asbestosis is
Options:
a) A. Pleura plaques
b) B. Hilar lymphadenopathay
c) C. Adenoma lung
d) D. Mesothelioma
-----
",0,0
"-----
Question:
Internal pudendal aery supplies all except
Options:
a) Perineum
b) Penis
c) Anal canal
d) Anterior abdominal wall
-----
",3,2
"-----
Question:
A 39-year-old man is unable to expel the last drops of urine from the urethra at the end of micturition because of paralysis of the external urethral sphincter and bulbospongiosus muscles. This condition may occur as a result of injury to which of the following nervous structures
Options:
a) Pelvic plexus
b) Prostatic plexus
c) Pudendal nerve
d) Pelvic splanchnic nerve
-----
",2,2
"-----
Question:
Abduction and adduction of foot occurs at which joints
Options:
a) Ankle
b) Subtalar
c) Tarso-metatarsal
d) None
-----
",-1,0
"-----
Question:
A 31-year-old female presents to the department of surgery with a complaint of Bell's palsy, which had appeared a year earlier and had resulted in paralysis of muscles of one side of her face. The chief of plastic surgery recommends a nerve graft, taking a cutaneous nerve from the lower limb to replace the defective facial nerve. The surgery is successful. Six months after the procedure, there is restoration of function of previously paralyzed facial muscles. There is an area of skin on the back of the leg laterally and also on the lateral side of the foot that has no sensation. What nerve was used in the grafting procedure?
Options:
a) Superficial fibular (peroneal)
b) Tibial
c) Common fibular (peroneal)
d) Sural
-----
",3,0
"-----
Question:
In carcinoma bas of tongue pain is refered to the ear through-
Options:
a) Hypoglossal nerve
b) Vagus nerve
c) Glossopharyngeal nerve
d) Lingual nerve
-----
",2,1
"-----
Question:
Facial N. stimulation during testing of nerve indicated by contraction of muscle
Options:
a) Temporalis
b) Masseter
c) Sternoleidomastoid
d) Orbicularis oris
-----
",3,1
"-----
Question:
Normal pressure of CSF is
Options:
a) 10 - 60 mm of water
b) 20-70 mm of water
c) 60 - 80 mm of water
d) None of the above
-----
",0,0
"-----
Question:
True about the anatomy of great saphenous vein:
Options:
a) Stas as a continuation of medial marginal vein
b) Ends of femoral vein 2.5 cm below the inguinal ligament
c) There are 2 - 5 valves below the knee.
d) Ascends 2.5 - 3 cm behind tibial malleolus
-----
",0,1
"-----
Question:
Convergent muscle among the following is
Options:
a) Subscapularis
b) Deltoid
c) Temporalis
d) Pectoralis minor
-----
",2,0
"-----
Question:
Not an abductor of shoulder ?
Options:
a) Deltoid
b) Trapezius
c) Supraspinatus
d) Latissimus dorsi
-----
",3,1
"-----
Question:
Sensory region of the ulnar nerve is?
Options:
a) Tip of little finger
b) Tip of index finger
c) 1st web space
d) Lateral upper aspect of arm
-----
",-1,0
"-----
Question:
Nerve associated with pharyngeal cleft is derived from
Options:
a) Neural crest cells
b) Mesoderm
c) Neural plate ectoderm
d) Notochord
-----
",0,0
"-----
Question:
True statement about parotid gland
Options:
a) It is a mucinous gland
b) Receives secretomotor fibres from vagus nerve
c) Covered by a dense fascia which is derived from deep cervical fascia
d) Facial nerve exits the gland anteromedially before dividing into 5 branches
-----
",2,2
"-----
Question:
all are true regarding toloso hunt syndrome except ?
Options:
a) eye ball is in neutral position
b) initially medial squint is seen
c) intially lateral squint is seen
d) 3,4,6 cranial nerves are damaged
-----
",2,2
"-----
Question:
Fluconazole different from ketoconazole in that
Options:
a) It is not active by the oral route
b) It is more potent inhibitor of drug metabolism
c) It is not effective in Cryptococcal meningitis
d) It is unlikely to produce anti androgenic side effects
-----
",3,0
"-----
Question:
Which of the following tendon is used for transplantation in the body?
Options:
a) EHL
b) EDL
c) FHL
d) Plantaris
-----
",3,3
"-----
Question:
Roots involved in Erb's palsy are
Options:
a) Posterior primary rami of C6- C7
b) Anterior primary rani of C5-C6
c) Posterior primary rami of C8-T1
d) Posterior primary rami of C7-C8
-----
",1,0
"-----
Question:
Oblique cord is related to
Options:
a) Supinator
b) Flexor pollicus longus
c) Flexor digitorum profundus
d) Flexor digitorum superficialis
-----
",1,0
"-----
Question:
If there is absence of precursor cell of an organ with the subsequent non development of the organ, what is the condition is called as?
Options:
a) Agenesis
b) Aplasia
c) Atresia
d) Atrophy
-----
",0,0
"-----
Question:
Cranial nerve involved in sarcoidosis is
Options:
a) 2nd
b) 3rd
c) 5th
d) 7th
-----
",3,2
"-----
Question:
polycystic ovarian syndrome is the side effect of which mood stabilizer
Options:
a) valproate
b) carbamezepine
c) lithium
d) lamotrigine
-----
",0,0
"-----
Question:
After laparoscopic cholecytectomy, if biopsy reveals insitu cancer of gallbladdet(Stage - I), then the appropriate management is
Options:
a) Follow up
b) Extended cholecystectomy
c) Excision of all po sites
d) Radiotherapy
-----
",0,1
"-----
Question:
Which of the following is retroperitoneal?
Options:
a) Small intestine
b) Pancreas
c) Appendix
d) Esophagus
-----
",1,1
"-----
Question:
Incudo malleal joint is an example of?
Options:
a) Saddle joint
b) Pivot joint
c) Plane synovial joint
d) Condylar joint
-----
",0,1
"-----
Question:
Which muscle of larynx is not supplied by recurrent laryngeal nerve?
Options:
a) V ocalis
b) Thyroarytenoid
c) Cricothyroid
d) Interarytenoid
-----
",2,1
"-----
Question:
A pregnant female Salma with thyrotoxicosis is planned for surgery. Before surgery can be done, her gland should be reduced in size and vascularity by administering:
Options:
a) Iodide ion
b) Propanolol
c) Propylthiouracil
d) Radioactive iodine
-----
",2,2
"-----
Question:
Amyloid deposit stain positively with all of the following except
Options:
a) Congo red
b) Crystal violet
c) Methanamine silver
d) Thioflavin T
-----
",2,3
"-----
Question:
On applying pressure on angle of jaw while maintaining patent airway which nerve is likely to be damaged:
Options:
a) 6th
b) 7th
c) 4th
d) 9th
-----
",1,1
"-----
Question:
All are true regarding coup injury except
Options:
a) Injury at the site of impact
b) Occur when head is fixed
c) Severe than cotre- couple injury
d) External injury like contusion, laceration on scalp or skull fracture seen
-----
",2,1
"-----
Question:
Tongue muscles develops from:
Options:
a) Occipital somites
b) Hypobranchial eminence
c) Neural crest cells
d) Pharyngeal pouches
-----
",0,2
"-----
Question:
Which of the following is the location of the mental foramen?
Options:
a) Between the premolar of mandible
b) First molar of mandible
c) Canine of mandible
d) Canine of maxilla
-----
",0,1
"-----
Question:
According to WHO ,the feature of class II lupus is
Options:
a) Transient proteinuria
b) Massive proteinuria
c) Hematuria
d) RBC casts
-----
",2,3
"-----
Question:
Tensor veli palatini is supplied by:
Options:
a) Facial nerve
b) Trigeminal nerve
c) Glossopharyngeal nerve
d) Pharyngeal plexus
-----
",1,1
"-----
Question:
Muscle of expiration
Options:
a) External intercostal
b) Diaphragm
c) Internal intercostal
d) Serratus anterior
-----
",2,0
"-----
Question:
Sulfonylurea group of drugs produce hypoglycemia due to all the following mechanisms except
Options:
a) Increases release of insulin from islet tissue
b) Increases biosynthesis of insulin in islet tissues
c) Increases number of insulin receptors
d) Sensitization of cells of islets to glucose
-----
",1,3
"-----
Question:
The most unlikely feature Iof HCC is
Options:
a) Hepatomegaly
b) Raised AFP levels
c) Raised alkaline phosphatase
d) Jaundice
-----
",3,1
"-----
Question:
Sensory innervation of larynx as far as the vocal
folds is by _________ nerve
Options:
a) External laryngeal
b) Recurrent laryngeal
c) Internal laryngeal
d) Glossopharyngeal
-----
",2,1
"-----
Question:
Appendix of testis is remnant of ?
Options:
a) Mesonephric duct
b) Mesonephric tubules
c) Wolffian duct
d) Mullerian duct
-----
",3,2
"-----
Question:
Which of the following is characterically not associated with the development of interstial lung disease
Options:
a) Organic dusts
b) Inorganic dusts
c) Toxic gases
d) None
-----
",3,0
"-----
Question:
The following inhibit growth hormone secretion:
Options:
a) Hyperglycemia
b) More free fatty acids
c) Stomatostatin
d) All
-----
",3,3
"-----
Question:
True labour pains include all except :
Options:
a) Painful uterine contraction
b) Sho vagina
c) Progressive descent of presenting pa
d) Cervical dilatation
-----
",1,3
"-----
Question:
Hyoid bone present at -
Options:
a) C1
b) C2
c) c3
d) C4
-----
",2,1
"-----
Question:
Dangerous space in the neck is found between?
Options:
a) Buccopharyngeal fascia and alar fascia
b) Preveebral fascia and alar fascia
c) Buccopharyngeal fascia and Preveebral fascia
d) None
-----
",-1,0
"-----
Question:
Which of the following does NOT supply the breast
Options:
a) Lateral thoracic aery
b) Thoracoacromial aery
c) Posterior intercostals aeries
d) Costoclavicular aery
-----
",3,3
"-----
Question:
A 56-year-old woman has just undergone a complete thyroidectomy. After she recovers from the anesthesia a hoarseness of her voice is noted that persists for 3 weeks. Subsequent examination shows a permanently adducted vocal fold on the right side. Surgical trauma to the innervation of which of the following muscles is most likely to be responsible for the position of the right vocal fold?
Options:
a) Aryepiglottic
b) Posterior cricoarytenoid
c) Thyroarytenoid
d) Transverse arytenoids
-----
",1,1
"-----
Question:
All are true about esophagus except ?
Options:
a) Lined by stratified squamous epithelium
b) Mucosa is thick
c) Middle third contains both skeletal and smooth muscles
d) Lower third contains only skeletal muscle
-----
",3,3
"-----
Question:
Lesion of medial temporal lobe is associated with
Options:
a) Auditory amnesia
b) Agnosia
c) Visual amnesia
d) Alexia
-----
",0,1
"-----
Question:
Paralysis of 3rd, 4th, 6th nerves with involvement of ophthalmic division of 5th nerve, localizes the lesion to?
Options:
a) Cavernous sinus
b) Apex of orbit
c) Brainstem
d) Base of skull
-----
",0,2
"-----
Question:
Screening is useful for
Options:
a) Disease which is an impoant health problem
b) Disease which can be diagnosed at a latent stage
c) Disease where early diagnosis and treatment orably alters the natural history of the disease in a significant propoion
d) All of the above
-----
",3,3
"-----
Question:
Which of the following bones has no medullary cavity -
Options:
a) Ulna
b) Clavicle
c) Fibula
d) Humerus
-----
",1,0
"-----
Question:
Compament of leg without neurovascular bundle?
Options:
a) Anterior
b) Lateral
c) Deep posterior
d) Superficial posterior
-----
",3,1
"-----
Question:
Middle meningeal artery enters the middle cranial fossa through:
Options:
a) Foramen ovale.
b) Foramen spinosum.
c) Foramen rotandum.
d) Foramen lacerum.
-----
",1,0
"-----
Question:
Burns which usually appears like the branches of a tree or fronds of a fern called
Options:
a) Joule burn
b) Linear burn
c) Filigree burn
d) Crocodile burn
-----
",2,2
"-----
Question:
Scarpa's fascia gets attached to
Options:
a) Inguinal ligament
b) Fascia lata of thigh
c) Conjoint tendon
d) Pubic crest
-----
",1,2
"-----
Question:
Ligament of Treitz
Options:
a) Suppos DJ Flexure
b) Is at Ileocaecal junction
c) Arises from left crus of diaphragm
d) Contain smooth muscle fibres only
-----
",0,1
"-----
Question:
Movements of pronation and supination occurs in all the following upper limb joints, EXCEPT:
Options:
a) Superior radio - ulnar joint
b) Middle radio - ulnar joint
c) Inferior radio - ulnar joint
d) Radio - carpal joint
-----
",3,3
"-----
Question:
Thorium induced tumor
Options:
a) Angiosarcoma of liver
b) Renal cell carcinoma
c) Lymphoma
d) Astrocytoma
-----
",0,0
"-----
Question:
Which structure lies midway between the ASIS & pubic symphysis :
Options:
a) Femoral aery
b) Deep inguinal ring
c) Superior epigastric aery
d) Inguinal ligament
-----
",0,3
"-----
Question:
who gave the interpretation of dreams
Options:
a) freud
b) bleuler
c) seligman
d) erikson
-----
",0,0
"-----
Question:
Taste sensation from the posterior 1/3rd of tongue are carried by nerve:
Options:
a) Glossopharyngeal
b) Lingual
c) Chorda tympani
d) Vagus
-----
",0,1
"-----
Question:
True about corpus callosum -a) Unite far area of two sides of brainb) Connect two frontal lobec) Unite two hemisphered) Superiorly related to - Indusium griseume) Unite adjacent & widespread separated gyri in the same lobe
Options:
a) abcd
b) acd
c) bcd
d) abd
-----
",0,2
"-----
Question:
In Ulnar nerve injury of arm, all of the following are seen, EXCEPT?
Options:
a) Hypothenar atrophy
b) Adduction of thumb
c) Loss of sensation of medial 1/3 of the hand
d) Claw hand
-----
",1,3
"-----
Question:
Palmar interossei is absent in
Options:
a) Thumb
b) Middle finger
c) Ring finger
d) Little finger
-----
",1,1
"-----
Question:
Which of the following does not drain into the sub 
mental lymph nodes?
Options:
a) Upper lip
b) Tip of tongue
c) Floor of mouth
d) Central lower lip
-----
",0,2
"-----
Question:
A patient has been prescribed a drug A by a doctor for treating his hypeension. This drug can cause tachycardia and marked fluid retention. Which of the following can be the drug A?
Options:
a) Captopril
b) Guanethidine
c) Minoxidil
d) Metoprolol
-----
",2,0
"-----
Question:
The cell-bodies of sympathetic preganglionic neurons are located in the
Options:
a) Dorsal root ganglia
b) Sympathetic chain ganglia
c) Brain stem and spinal cord
d) Thoracic and Lumbar segments of the spinal cord
-----
",3,3
"-----
Question:
Which is attached most anteriorly on the intercondylar areaof tibia intercondylararea of tibia (area b/w medial and lateral tibial plateau)-
Options:
a) Anterior cruciate ligament
b) Posterior cruciate ligament
c) Anterior horn of the lateral meniscus
d) Anterior horn of the medial meniscus
-----
",3,3
"-----
Question:
Malignant hydatidosis is caused by
Options:
a) Echinococcus granulosus
b) Echinococcus multilocularis
c) Echinococcus vogelli
d) Echinococcus oligahus
-----
",1,0
"-----
Question:
Enophthalmos is an uncommon feature of Horner's syndrome. Enophthalmos is due to palsy of:
Options:
a) Levator palpebrae superioris
b) Superior tarsal muscle
c) Orbitalis muscle
d) Inferior tarsal muscle
-----
",2,0
"-----
Question:
In a case of chest pain with pericarditis and pericardial effussion, pain is referred by?
Options:
a) Phrenic nerve
b) Superficial cardiac plexus
c) Deep cardiac plexus
d) Vagus nerve
-----
",0,0
"-----
Question:
Secretomotor fibers in the superior salivatory nucleus pass through the following nerves to reach the Submandibular ganglion:
Options:
a) Facial nerve.
b) Chorda tympani.
c) Lingual nerve.
d) All of the above.
-----
",3,3
"-----
Question:
Vulva is supplied by which artery?
Options:
a) Inferior vesicle artery
b) Internal pudendal artery
c) Vaginal artery
d) All of the above
-----
",3,3
"-----
Question:
The optic foramen is located between
Options:
a) Greater wing and lesser wing of sphenoid
b) Greater wing and body of sphenoid
c) Lesser wing and body of sphenoid
d) Lesser wing of sphenoid and ethmoid
-----
",2,1
"-----
Question:
neuroleptic malignant syndrome is treated with
Options:
a) dantrolene sodium
b) propanolol
c) pacitine
d) clonazepam
-----
",0,0
"-----
Question:
Surface ectoderm gives rise to all of the following structures except.
Options:
a) Lens
b) Corneal epithelium
c) Conjunctival epithelium
d) Anterior layers of iris.
-----
",3,3
"-----
Question:
A 39-year-old woman attended the surgical clinic with a 2 cm breast lump, thought to be malignant, located in the upper inner quadrant of the right breast. Which of the following lymph nodes is most likely to be affected?
Options:
a) Level 2 axillary node
b) Parasternal node
c) Level 3 axially node
d) Inferior phrenic node
-----
",1,0
"-----
Question:
All are true about adenoids except
Options:
a) Physiological growth up to 6 years
b) Crypta magna present
c) Present in nasopharynx
d) Supplied by facial aery
-----
",1,3
"-----
Question:
Which of the following muscle is not inseed to the greater tubercle of humerus?
Options:
a) Supraspinatus
b) lnfraspinatus
c) Teres minor
d) Subscapularis
-----
",3,2
"-----
Question:
Which of the following regions of the white matter would not contain coicospinal fibers?
Options:
a) Pyramid of medulla oblongata
b) lateral white column of the spinal cord
c) Cerebral peduncle of the midbrain
d) Anterior limb of the internal capusle
-----
",3,1
"-----
Question:
Relaxation of mesangial cells of kidney is brought about by
Options:
a) PGF2a
b) Vasopressin
c) cAMP
d) Endothelin
-----
",2,2
"-----
Question:
The base of the heart is mainly formed by the -
Options:
a) Right atrium
b) Left atrium
c) Left ventricle
d) Right ventricle
-----
",1,0
"-----
Question:
Which of the positions best describes the location of celiac plexus?
Options:
a) Anterolateral to Aoa
b) Posterolateral to Aoa
c) Anterolateral to sympathetic chain
d) Anteromedial to sympathetic chain
-----
",0,2
"-----
Question:
Stomach is supplied by ?
Options:
a) Coeliac trunk
b) Splenic aery
c) Gastroduodenal aery
d) All of the above
-----
",3,3
"-----
Question:
Diagnostic procedure for postmenopausal bleeding
Options:
a) Endometrial aspiration
b) Hysteroscopic guided biopsy
c) Dilatation and curettage
d) Ultrasound
-----
",1,1
"-----
Question:
All of the following are true regarding the anatomical relationships of the kidney and ureter, EXCEPT:
Options:
a) Posterior relationships include the diaphragm, the psoas major and quadratus lumborum muscles
b) The upper pole of the kidney may be in contact with the pleura in the veebral coastal trigone
c) The ureter enters the hilus in front of the renal vein
d) In the female, the ureter passes through the uterosacral ligament and then the lateral cervical ligament before entering the bladder
-----
",2,2
"-----
Question:
Most common liver cell tumor in those on OCP's
Options:
a) HCC
b) Liver cell adenoma
c) Bile duct adenoma
d) FNH
-----
",1,1
"-----
Question:
A 45 years old male patient complaints of double vision when walking upstairs. His past history is significant for Type-ll diabetes, well controlled with glyburide. The nerve most probably involved is
Options:
a) Abducent nerve
b) Oculomotor nerve
c) Trochlear nerve
d) Trigeminal nerve
-----
",0,1
"-----
Question:
A 46-year-old woman has a history of infection in her perineal region. A comprehensive examination reveals a tear of the superior boundary of the superficial perineal space. Which of the following structures would most likely be injured
Options:
a) Pelvic diaphragm
b) Colles fascia
c) Superficial perineal fascia
d) Perineal membrane
-----
",3,3
"-----
Question:
Subcostal nerve is -
Options:
a) Ventral rami of T6
b) Dorsalrami of T6
c) Ventralrami of T12
d) Dorsalrami of T 12
-----
",2,0
"-----
Question:
Cribriform plate is a pa of?
Options:
a) Ethmoid
b) Maxilla
c) Nasal
d) Frontal
-----
",0,0
"-----
Question:
A 5-day-old infant was born with a laryngeal defect. The greater cornu and the inferior part of the hyoid bone were absent at birth. Failure of development of which of the following embryonic structures most likely led to these defects?
Options:
a) Maxillary prominence
b) Mandibular prominence
c) Second pharyngeal arch
d) Third pharyngeal arch
-----
",3,2
"-----
Question:
Heteopic calcification occurs in
Options:
a) Ankylosing spondylitis
b) Rieter's syndrome
c) Forrestier'disease
d) Rheumatic ahritis
-----
",0,2
"-----
Question:
Falx Cerebri contains all except
Options:
a) Straight sinus
b) Transverse sinus
c) Superior sagittal sinus
d) Inferior sagittal sinus
-----
",1,2
"-----
Question:
Highest point of iliac crest is seen at;
Options:
a) L3
b) L4
c) S1
d) S2
-----
",1,1
"-----
Question:
TRUE about corpus callosum is/are? 1. Unite far area of two side of brain 2. Connect two frontal lobe 3. Unite two hemispheres 4. Superiorly related to indusium griseum 5. Co-ordinates activities of two hemispheres
Options:
a) 1,2,3 & 5
b) 1,2,3 & 4
c) 2,3,4 & 5
d) 1,2,3,4 & 5
-----
",3,2
"-----
Question:
Main sensory nerve supply to TMJ is through
Options:
a) Occipital nerve
b) Auriculotemporal nerve
c) Facial Nerve
d) Nerve to masseter
-----
",-1,1
"-----
Question:
Passavant ridge is made of:
Options:
a) Palatopharyngeus
b) Stylopharyngeus
c) Salpingopharyngeus
d) Tensor palatine
-----
",-1,1
"-----
Question:
Power grip of hand is a function of
Options:
a) Long flexors
b) Sho flexors
c) Palmaris brevis
d) Lumbricals
-----
",0,0
"-----
Question:
Anterior axillary fold is due to which muscle ?
Options:
a) Pectoralis major
b) Pectoralis minor
c) Subscapularis
d) Teres major
-----
",0,0
"-----
Question:
Awareness during anaesthesia can be assessed by
Options:
a) a) ETCO2
b) b) BIS
c) c) AERIAL B.P
d) d) NEUROMASCULAR MONITOR
-----
",1,1
"-----
Question:
Musculocutaneous nerve is injured at the lateral cord of brachial plexus, positive clinical findings would be :
Options:
a) Loss of flexion at shoulder
b) Sensory loss on the radial side of the forearm
c) Loss of extension of forearm
d) Loss of extension of the wrist
-----
",1,1
"-----
Question:
Injury to which nerve will affect lacrimal secretion
Options:
a) Greater petrosal nerve
b) Lesser petrosal nerve
c) Sphenopalatine nerve
d) Nasocilliary nerve
-----
",0,0
