mcq,cop,llm_cop
"-----
Question:
What is the cause of entry-wound blackening in firearm injury?
Options:
a) Flame
b) Smoke
c) Hot gases
d) Unburned powder
-----
",1,3
"-----
Question:
Concealment of bih is punishable under: NEET 13
Options:
a) Sec. 320 IPC
b) Sec. 312 IPC
c) Sec. 317 IPC
d) Sec. 318 IPC
-----
",3,2
"-----
Question:
A doctor conducts criminal aboion for a women with consent. He will be prosecuted under which of the following IPC section?
Options:
a) 312 IPC
b) 313 IPC
c) 316 IPC
d) 317 IPC
-----
",0,0
"-----
Question:
Shaking palsy is associated with poisoning with :
Options:
a) Lead
b) Mercury
c) Arsenic
d) Strontium
-----
",1,1
"-----
Question:
Normal courtesy of one doctor towards another is according to -
Options:
a) Medical etiquette
b) Medical ethics
c) Both
d) None
-----
",0,2
"-----
Question:
Brush burn is due to
Options:
a) Friction injury
b) Firearm injury
c) Electrical injury
d) Graze abrasion
-----
",3,0
"-----
Question:
Cocaine withdrawal causes all except -
Options:
a) Dysphoria
b) Fatigue
c) Disturbed sleep
d) Creeping bugs
-----
",3,3
"-----
Question:
Treatment of snakebite all, except AFMC 11
Options:
a) Firm bandage to occlude lymphatic
b) Incision over wound
c) Reassure the patient
d) Immobilization of bitten pa
-----
",1,1
"-----
Question:
Not true regarding Voyeurism:
Options:
a) S. 354C, IPC define punishment
b) For first offence imprisonment of 1-3 year with fine
c) For repeat offence imprisonment may extend to 5-10 year
d) Cognizable offence
-----
",2,1
"-----
Question:
Color of postmoem lividity in hypothermic death -
Options:
a) Purple
b) Deep red
c) Cherry red
d) Bright pink
-----
",3,0
"-----
Question:
Putrefaction is delayed in all, except: NEET 14
Options:
a) Warm moist atmosphere
b) Carbolic acid poisoning
c) Anemia
d) Heavy metal poisoning
-----
",0,2
"-----
Question:
Acid used for forging signature is ?
Options:
a) Sulphuric acid
b) Nitric acid
c) Carbolic acid
d) Oxalic acid
-----
",-1,3
"-----
Question:
Most common pattern of fingerprints?
Options:
a) Whorls
b) Loops
c) Arches
d) Composite
-----
",1,0
"-----
Question:
Last organ to putrefy in females is: BHU 12
Options:
a) Kidney
b) Uterus
c) Brain
d) Spleen
-----
",1,1
"-----
Question:
Pin point pupils are seen in: March 2010
Options:
a) Opium poisoning
b) Acute alcohol poisoning
c) Barbiturate poisoning
d) Epileptic coma
-----
",0,0
"-----
Question:
The most reliable method of identification of an individual is: NEET 14
Options:
a) Gustafson's method
b) Galton system
c) Beillion system
d) Scars
-----
",1,3
"-----
Question:
For biochemical analysis vitreous in sent in:
Options:
a) Hydrochloric acid
b) Phenol
c) Formalin
d) Fluoride
-----
",3,3
"-----
Question:
Cephalic index is most useful in the identification of -
Options:
a) Age
b) Sex
c) Religion
d) Race
-----
",3,3
"-----
Question:
A man was found with a suicidal shot on right temple. The gun was in his right hand. The skull was burst open. There was charring and cherry red colouration in the track inside. What can be said about shot?
Options:
a) Contact shot
b) Close shot at a distance of one foot from hand
c) Shot with range of smoking
d) Shot within range of tattooing
-----
",0,0
"-----
Question:
A young male presented with abdominal pain for the past 2 years. He also complains of weakness in his hands. His hemoblobin level was 8 gm/dL. The most likely diagnosis:
Options:
a) Lead poisoning
b) Duodenal ulcer
c) Carcinoma stomach
d) Adenomatous polyposis coli
-----
",0,0
"-----
Question:
A dead body with suspected poisoning is having hypostasis of red-brown or deep blue in color. It is suggestive of poisoning due to -
Options:
a) Nitrates
b) Carbon monoxide
c) Cyanides
d) Barbiturates
-----
",0,1
"-----
Question:
Atavism is the resemblance of characteristics to:
Options:
a) Mother
b) Father
c) Grandparents
d) Neighbours
-----
",2,2
"-----
Question:
According to F.D.I formula, the tooth that is denoted by the number 34 is
Options:
a) Upper right temporary first molar
b) Lower right permanent first molar
c) Upper left first premolar
d) Lower left first premolar
-----
",3,1
"-----
Question:
The onus of proof in civil negligence case against a doctor lies with:
Options:
a) Doctor
b) Patient
c) Police not below sub inspector
d) Judicial magistrate
-----
",1,1
"-----
Question:
Takayama test is to detect
Options:
a) Identification of source of hair
b) Nature of stain
c) Detection of species
d) Blood group
-----
",1,1
"-----
Question:
Time since death can be known by all of the following except?
Options:
a) Cadaveric spasm
b) Algor mois
c) Rigor mois
d) Livor mois
-----
",0,0
"-----
Question:
Changes in middle ear after bih are observed in?
Options:
a) Werdin's test
b) Ploucquet's test
c) Fodere's test
d) Breslau's test
-----
",0,2
"-----
Question:
All of the following are suggestive of domestic violence in a child except:
Options:
a) Wormian bones
b) Microfractures in the sub-ep physeal region
c) Corner fractures
d) Bucket handle fractures of metaphyses
-----
",0,0
"-----
Question:
Perversion associated with the compulsive usage of an inanimate object to obtain sexual gratification is called
Options:
a) Frotteurism
b) Transvestism
c) Voyeurism
d) Fetishism
-----
",3,3
"-----
Question:
The hymen of False virgin is not
Options:
a) Loose
b) Thick
c) Elastic
d) Rigid
-----
",3,3
"-----
Question:
Pin point pupils are seen in all except ?
Options:
a) Pontine hemorrhage
b) Organophosphorus poisoning
c) Opium poisoning
d) Barbiturate poisoning
-----
",3,3
"-----
Question:
Attempt to throw acid on any person with the intention of causing damage can be punished by
Options:
a) 320 IPC
b) 326 IPC
c) 326 (A) IPC
d) 326 (B) IPC
-----
",3,2
"-----
Question:
Cephalic index is most useful in identification of -
Options:
a) Age
b) Sex
c) Race
d) Religion
-----
",2,2
"-----
Question:
All may cause traumatic asphyxia, except: Al 09
Options:
a) Railway accident
b) Road traffic accident
c) Accidental strangulation
d) Stampede
-----
",2,2
"-----
Question:
Boxer's fracture is: MP 11
Options:
a) Fracture of first metacarpal base
b) Fracture of fifth metacarpal neck
c) Fracture of third metacarpal neck
d) Fracture of first metacarpal neck
-----
",1,1
"-----
Question:
Graze abrasions mimic: Al 09
Options:
a) Eczema
b) Pressure sore
c) Burns
d) Scalds
-----
",2,2
"-----
Question:
The modernized version of the Hippocratic oath is
Options:
a) Declaration of Tokyo
b) Declaration of Helsinki
c) Declaration of Geneva
d) Declaration of Alma-Ata
-----
",2,2
"-----
Question:
The fingerprint pattern may be impaired permanently in cases of:
Options:
a) Eczema
b) Scalds
c) Scabies
d) Leprosy
-----
",3,1
"-----
Question:
Major depression is diagnosed after minimum of: Maharashtra 09
Options:
a) 1 week
b) 2 weeks
c) 3 weeks
d) 4 weeks
-----
",1,1
"-----
Question:
Least common complication of lead poisoning in adults -
Options:
a) Abdominal colic
b) Peripheral neuropathy
c) Anemia
d) Encephalopathy
-----
",1,2
"-----
Question:
Ramu aged 45 years, a chronic alcoholic presents with complaints of confusion, ataxia, ophthalmoplegia and peripheral neuropathy. Diagnosis is:
Options:
a) Korsakoff's psychosis
b) Delirium tremens
c) Alcoholic hallucination
d) Wernicke's encephalopathy
-----
",3,3
"-----
Question:
Brain fingerprinting:
Options:
a) Used lie- detector
b) Used by EEG on lead
c) Used for quantitative measurement of sulci, gyri
d) Used by DNA
-----
",1,1
"-----
Question:
Putrefaction is facilitated by following except -
Options:
a) Very high temperature
b) Free air
c) Damp environment
d) Shallow grave
-----
",0,0
"-----
Question:
A middle aged man from West Bengal presents with paraesthesia of hands and feet, hyperkeratosis, lines in the nails and rain drop pigmentation in the hands. The most likely causative toxin for the above mentioned symptoms is:
Options:
a) Lead
b) Arsenic
c) Thallium
d) Mercury
-----
",1,1
"-----
Question:
Age at which one becomes major: PGI 09; MAHE 12
Options:
a) 18 years
b) 21 years
c) 25 years
d) 35 years
-----
",0,0
"-----
Question:
More than 5 % carboxyhemoglobin is indicative of:
Options:
a) Ante moem burns
b) Drowning
c) HCN poisoning
d) Suffocation
-----
",0,2
"-----
Question:
Tentative cuts are seen in(Kerala 2007 repeat)
Options:
a) Homicide
b) Suicide
c) Throttling
d) Infanticide
-----
",1,3
"-----
Question:
""La facies sympathique"" is an expression used in hanging to describe
Options:
a) Bilateral dilation of pupils
b) Bilateral constriction of pupils
c) Dilated pupil on the side of the knot
d) Dilated pupil on the opposite side of the knot
-----
",2,3
"-----
Question:
All of the following causes decreased clotting of blood after death, EXCEPT:
Options:
a) CO poisoning
b) Amniotic fluid embolism
c) Puerperal sepsis
d) None of the above
-----
",3,3
"-----
Question:
Formication and delusion of persecution, both are together seen in -
Options:
a) LSD psychosis
b) Amphetamine psychosis
c) Cocaine psychosis
d) Cannabis psychosis
-----
",2,1
"-----
Question:
Dying declaration comes under?
Options:
a) Section 32 IPC
b) Section 32 IEA
c) Section 60 IEA
d) 291 CrPC
-----
",1,2
"-----
Question:
A 24 year old male was brought to emergency depament with complaints of nausea and vomiting, sweating, secretions from the eyes,anxiety,yawning, . What shall be the probable diagnosis ?
Options:
a) Organophosphate toxicity
b) Cannabis toxicity
c) Opioid withdrawal
d) Lead toxicity
-----
",2,0
"-----
Question:
""Othello syndrome"" relates to which of the following?
Options:
a) Psycopathic killer
b) Alcoholic killer
c) Sexual killer
d) Jealous killer
-----
",3,3
"-----
Question:
Adipocere formation is characterized by all except -
Options:
a) Hydrolysis and hydrogenation of fat
b) Foul smell
c) Cheesy odour
d) None of the above
-----
",1,1
"-----
Question:
Which of the following IPC section makes the printing or publication of the identity of the rape victim punishable?
Options:
a) Section 300 A
b) Section 228 A
c) Section 224 A
d) Section 227 A
-----
",1,1
"-----
Question:
A 52-year-old man comes with jaundice and extrapyramidal symptoms. On ophthalmic examination, the below finding is noted. The treatment is:
Options:
a) BAL
b) Penicillamine
c) Calcium edetate
d) Desferrioxamine
-----
",1,1
"-----
Question:
Spanish windlass is practiced in which form of strangulation: AIIMS 10
Options:
a) Bansdola
b) Garroting
c) Throttling
d) Mugging
-----
",1,1
"-----
Question:
During autopsy for virology study which agent is used for storing tissue -
Options:
a) Sodium chloride
b) Alcohol
c) Spirit
d) 50% glycerin
-----
",3,3
"-----
Question:
During an operation if a pair of scissors is left in abdomen it is known as:(2004)
Options:
a) Petty's method
b) Res ipsa forcepalis
c) Res ipsa loquitor
d) Pharaoh's serpents
-----
",2,2
"-----
Question:
Sexual asphyxia is associated with -
Options:
a) Sadism
b) Masochism
c) Fetichism
d) Vouyerism
-----
",1,0
"-----
Question:
Gastric lavage is contraindicated in:
Options:
a) Sulphuric acid poisoning
b) Organophosphorus poisoning
c) Datura poisoning
d) Salicylate poisoning
-----
",0,1
"-----
Question:
Twin pregnancy, but due to two different men cause is ?
Options:
a) Superfactation
b) Superfecundation
c) Both of the above
d) Not a realistic situation
-----
",2,1
"-----
Question:
Murder is.............. offence.
Options:
a) Cognizable, non-compoundable and non-bailable
b) Cognizable, compoundable and bailable
c) Non-cognizable, non-compoundable and non-bailable
d) Non-cognizable, compoundable and bailable
-----
",0,0
"-----
Question:
Perjury means giving willful false evidence by a witness while under oath, the witness is liable to be prosecuted for perjury and the imprisonment may extend to 7 years. This falls under which section of IPC?
Options:
a) 190 of Indian Penal Code
b) 191 of Indian Penal Code
c) 192 of Indian Penal Code
d) 193 of Indian Penal Code
-----
",3,1
"-----
Question:
Not an indication for admission in burns ward: Bihar 10; Maharashtra 11
Options:
a) Acid burns
b) Inhalational injury
c) 5% paial thickness bums in an unmarried female
d) 10% deep burns in a male
-----
",2,2
"-----
Question:
Preformed toxin is seen in: CMC (Vellore) 13; COMEDK 15
Options:
a) Staphylococcus aureus
b) Clostridium perfringens
c) Staphylococcus aureus
d) Clostridium perfringens
-----
",1,1
"-----
Question:
Most important objective of doing a medicolegal autopsy is -
Options:
a) Time since death
b) Manner of death
c) Cause of death
d) All of the above
-----
",3,3
"-----
Question:
Most accurate method of diagnosis of pregnancy at 6 weeks: AIIMS 13; JIPMER 14
Options:
a) Hegar's sign
b) X-ray examination
c) Palpation of fetal pas
d) Fetal hea sound by USG
-----
",3,3
"-----
Question:
What is suggilation?
Options:
a) Rigor mortis
b) Algor mortis
c) Livor mortis
d) Postmortem caloricity
-----
",2,2
"-----
Question:
Wreden's test is to demonstrate: MP 09; NEET 15
Options:
a) Live bih
b) Insanity
c) Putrefaction
d) Assault
-----
",0,2
"-----
Question:
Antidote for arsenic poisoning is:
Options:
a) Ferric oxide
b) Aluminium oxide
c) Magnesium oxide
d) Nickel oxide
-----
",0,0
"-----
Question:
Prognosis of schizophrenia is best, if: Kerala 09, 11; NEET 13
Options:
a) Acute onset
b) Insidious onset
c) Family history is positive
d) Negative symptoms
-----
",0,0
"-----
Question:
Death in copper sulphate poisoning occurs due to:March 2003
Options:
a) Renal failure
b) Cardiac arrest
c) Vascular collapse
d) Convulsions
-----
",0,1
"-----
Question:
Yawning is a common feature of: AIIMS 06
Options:
a) Alcohol withdrawal
b) Cocaine withdrawal
c) Cannabis withdrawal
d) Opioid withdrawal
-----
",3,3
"-----
Question:
If angle of mandible is obtuse it means that the bone belongs to -a) Adult maleb) Adult femalec) Young female childd)  Elderly person
Options:
a) ab
b) cd
c) bd
d) ac
-----
",1,0
"-----
Question:
Hasse's rule is for -
Options:
a) Fetal age
b) Fetal sex
c) Race
d) Fleight
-----
",0,0
"-----
Question:
Most common organ involved in air blast injury is -
Options:
a) Ear drum
b) Stomach
c) Eye
d) Lung
-----
",0,3
"-----
Question:
Police inquest is required in all except: September 2007
Options:
a) Sucide
b) Accidental death
c) Dowry death
d) Murder
-----
",2,1
"-----
Question:
Dry drowning is defined as:
Options:
a) Drowning in sea water
b) Drowning in cold water, death due to cardiac arrest
c) Drowning in a dehydrated body
d) Drowning where death is due to laryngospasm
-----
",3,3
"-----
Question:
Enzyme that can be traced in semen sample of 8 - 10 weeks is:
Options:
a) Acid Phosphatase test
b) ALP test
c) LDH
d) CPK enzyme
-----
",3,0
"-----
Question:
All are features of organophosphorus poisoning except
Options:
a) Dilated pupil
b) Brady cardia
c) Lacrimation
d) Sweating
-----
",0,1
"-----
Question:
Counter coup injury seen in when ?
Options:
a) Moving head is suddenly decelerated
b) Stationery head is suddenly accelerated
c) Fall of heavy object on head
d) None of the above
-----
",0,0
"-----
Question:
All are components of black gun powder except:
Options:
a) Charcoal
b) Lead peroxide
c) Potassium nitrate
d) Sulphur
-----
",1,1
"-----
Question:
Cognisable offense comes under which section of Cr.P.C. -
Options:
a) 2C
b) 2B
c) 1A
d) None
-----
",0,1
"-----
Question:
True about strychnine poisoning is -
Options:
a) All muscles affected at the same time
b) Shoulder girdle affected first
c) Pelvic girdle affected first
d) None of the above
-----
",0,2
"-----
Question:
True about mummification is -
Options:
a) External features are preserved
b) High atmospheric temperature is needed
c) Occurs in dry air
d) All of the above
-----
",3,2
"-----
Question:
Constituents of a typical embalming solution are all except:
Options:
a) Phenol
b) Glycerine
c) Formalin
d) Ethanol
-----
",3,3
"-----
Question:
Confabulation is seen in case of chronic poisoning with
Options:
a) Cannabis
b) Alcohol
c) Heroin
d) Carbolic acid
-----
",1,3
"-----
Question:
Magistrate inquest is done in?
Options:
a) Death by suicide
b) Death by accident
c) Death in psychiatry hospital
d) Death in suspicious circumstances
-----
",2,3
"-----
Question:
Mitha bish is: MAHE 12
Options:
a) Oleander
b) Aconite
c) Quinine
d) Digitalis
-----
",1,1
"-----
Question:
Grevious hu comes under section:
Options:
a) 319
b) 320
c) 324
d) 326
-----
",1,2
"-----
Question:
The following is true for the preservation of liver in case of poisoning except:
Options:
a) 500 grams of liver is preserved in adults
b) Whole liver is preserved in infants
c) Gall bladder is also included in paracetamol poisoning
d) Liver is stored as a whole in container
-----
",3,0
"-----
Question:
Kunkel's test is done demonstrate the presence of --in blood.
Options:
a) Lead
b) CuSO4
c) CO
d) Dhatura
-----
",2,0
"-----
Question:
Faint letter mark can be made visible by :
Options:
a) Infrared photography
b) Spectrophotometer
c) Ordinary light
d) X-ray
-----
",0,0
"-----
Question:
60 yrs old man presents in OPD with history of opium addiction for the last 20 yrs. He has given up opium from 2 days. Withdrawal symptoms will include -
Options:
a) Drowsiness
b) Constricted pupil
c) Rhinorrhea
d) ↓ed Blood pressure
-----
",2,2
"-----
Question:
All the following are true regarding superfecundation, EXCEPT:
Options:
a) It is the feilization of 2 ova discharge at the same by 2 separate acts of coetus
b) Is associated with foetus papyraceus
c) The development of the twins in the uterus is equal
d) The spermatozoa causing the feilization may be from 2 different men
-----
",2,2
"-----
Question:
Sexual gratification obtained by contact of private pas in
Options:
a) Masochism
b) Transvestism
c) Fetichism
d) Frotteurism
-----
",3,3
"-----
Question:
A 24 year old man gets married with 14 year old female. Having sex with her will be considered rape because :
Options:
a) No consent taken from wife
b) Wife age < 14 year
c) Wife age < 15 year
d) Wife age < 17 year
-----
",2,2
"-----
Question:
Burking consist of :
Options:
a) Smothering and Traumatic asphyxia
b) Choking and drowning
c) Gagging only
d) Traumatic asphyxia only
-----
",0,0
"-----
Question:
Gettler's test is used to diagnose death due to: Delhi 06; NEET 14
Options:
a) Hanging
b) Strangulation
c) Burns
d) Drowning
-----
",3,1
"-----
Question:
Privation of any member of joint is a .... hu:
Options:
a) Simple
b) Grevious
c) Serious
d) Dangerous
-----
",1,1
"-----
Question:
Urine appears 'Liquid Gold' in which poisoning-
Options:
a) Heavy metals
b) Barbiturates
c) Organophosphorus
d) Lead poisoning
-----
",1,2
"-----
Question:
Putrefaction is delayed in all except ?
Options:
a) Warm moist atmosphere
b) Carbolic acid poisoning
c) Anemia
d) Heavy metals poisoning
-----
",0,2
"-----
Question:
Wrong about time since death is
Options:
a) Less than 1 hour : body is warm
b) 6 - 8 hours : Lividity paially developed and not fixed
c) 12 hours : rigor present all over
d) 1 - 3 months : Body skeletonized
-----
",1,3
"-----
Question:
False about the toxicity of this poison is:
Options:
a) Severe pain on contact is the characteristic feature
b) Causes Liquefactive necrosis
c) Causes Decalcification and destruction of bone
d) Result in hypercalcemia
-----
",3,3
"-----
Question:
Alkalinization of urine is done in which of the following drug poisoning? ()
Options:
a) Amphetamine
b) Morphine
c) Phenobarbitone
d) Digoxin
-----
",2,2
"-----
Question:
Plumbism is caused by: (PGI June 2009)
Options:
a) Lead poisoning
b) Mercury poisoning
c) Thallium poisoning
d) Copper poisoning
-----
",0,0
"-----
Question:
force required to cause occlusion to trachea in hanging ?
Options:
a) 5kg
b) 15kg
c) 20kg
d) 2kg
-----
",1,1
"-----
Question:
Curling ulcer is seen in: UP 04; WB 10; FMGE 13
Options:
a) Head injury
b) Burn
c) Coicosteroids
d) TPN
-----
",1,3
"-----
Question:
All are Narcotic drug as per NDPS (National Drug Psychotropic Substances Act) EXCEPT:
Options:
a) Marijuana
b) Ketamine
c) Cannabis
d) Heroine
-----
",1,0
"-----
Question:
Raygat's test is used for ?
Options:
a) Weight of lung
b) Specific gravity of lung
c) Consistency of lung
d) None
-----
",1,1
"-----
Question:
The principle 'respondent superior' is applied by
Options:
a) Vicarious liability
b) Products liability
c) Medical maloccurence
d) Therapeutic misadventure
-----
",0,0
"-----
Question:
Which of the following is meant by the term 'Sin of Gomorrah'?
Options:
a) Oral sex
b) Anal sex
c) Bestiality
d) Lesbianism
-----
",0,2
"-----
Question:
Sexual gratification is obtained by being beaten or toured by the sexual paner in
Options:
a) Sadism
b) Masochism
c) Transvestism
d) Fetichism
-----
",1,1
"-----
Question:
Postmoem lividity is unlikely to develop in a case of
Options:
a) Drowning in well
b) Drowning in a fast flowing river
c) Postmoem submersion
d) Drowning in chlorinated swimming pool.
-----
",1,1
"-----
Question:
A person is responsible for his crime even if done under the influence of alcohol after becoming intoxicated with his own will, comes under
Options:
a) Sec 82 IPC
b) Sec 85 IPC
c) Sec 86 IPC
d) Sec 90 IPC
-----
",2,1
"-----
Question:
Most reliable method of identification of a person is :
Options:
a) Gustafson method
b) Galion method
c) Anthropometry
d) Scars
-----
",1,2
"-----
Question:
For MTP consent is taken from
Options:
a) Wife only
b) Husband only
c) Both
d) Neither
-----
",0,2
"-----
Question:
The earliest sign of maceration is
Options:
a) Coppery brown discoloration
b) Ransid smell
c) Hypermobility of joints
d) Skin slippage
-----
",3,3
"-----
Question:
Dryness of mouth, dilated pupil & delirium are symptoms of -
Options:
a) Chronic lead poisoning
b) Opium addiction
c) Chronic arsenic poisoning
d) Dhatura poisoning
-----
",3,3
"-----
Question:
Munchausen syndrome by proxy is: NIMHANS 10
Options:
a) Factitious disorder
b) Malingering
c) Hysteria
d) Conversion disorder
-----
",0,0
"-----
Question:
Ossification centre appearing just before birth is-
Options:
a) Lower end of femur
b) Lower end of tibia
c) Upper end humerus
d) Scaphoid
-----
",0,0
"-----
Question:
Characteristic of incised wound are all except -
Options:
a) Length of wound not correlated with weapon
b) Bleeding less than laceration
c) Hesitation cuts seen
d) Clean cut edges
-----
",1,1
"-----
Question:
Cherry red colour of blood is seen in poisoning with
Options:
a) Nitrate
b) Cyanide
c) Lead
d) Sulphite
-----
",1,0
"-----
Question:
A case of suspected homicide comes to a doctor. He is supposed to inform to police under section... of CrPC(Criminal penal code) -
Options:
a) 174
b) 39
c) 37
d) 176
-----
",1,0
"-----
Question:
Immediately after delivery, uterus is at the level of: MP 07; UPSC 14
Options:
a) Midway between the umbilicus and symphysis pubis
b) Just at the level of umbilicus
c) Midway between xiphisternum and umbilicus
d) Descends into true pelvis
-----
",0,0
"-----
Question:
A middle aged man presents with paraesthesia of hand and feet. Examination reveals presence of 'Mees' lines in the nails and rain drop pigmentation in the hands; The most likely causative toxin for the above mentioned symptoms is :
Options:
a) Lead
b) Arsenic
c) Thallium
d) Mercury
-----
",1,2
"-----
Question:
Detonator cap is situated at -
Options:
a) Top of bullet
b) Side of the bullet case
c) Base of the rim
d) None of the above
-----
",2,2
"-----
Question:
The sensation of creeping bugs over the body is a features of poisoning with
Options:
a) Cocaine
b) Diazepam
c) Barbiturates
d) Brown sugar
-----
",0,2
"-----
Question:
Which one of the following does not stand as an identification for male sex?
Options:
a) Oval obturator foramen
b) V-shaped subpubic angle
c) Sternal index 54.3
d) Square chin
-----
",2,1
"-----
Question:
A person died due to bullet injury. On post-moem examination, a metallic bullet was found in his body. This bullet showed the presence of primary and markings. These markings can be used for
Options:
a) Identification of weapon
b) Knowing the range of firing
c) Severity of tissue damage
d) Knowing the time of crime
-----
",0,0
"-----
Question:
Rigor mortis first seen in:
Options:
a) Eyelids
b) Heart
c) Limbs
d) Neck
-----
",1,2
"-----
Question:
Difference between incised wound & heat rupture, favouring heat rupture are -
Options:
a) Margins well defined
b) Small & multiple wounds
c) Nerves & vessels around are visible in floor
d) Seen only over scalp
-----
",2,2
"-----
Question:
Red brown post moem staining is seen in -
Options:
a) Dhatura
b) Aniline
c) CO
d) Nitrites
-----
",1,3
"-----
Question:
All are true about permanent teeth, except: MP 11
Options:
a) Ridge is present between neck and body
b) Anterior teeth are inclined forward
c) Roots of molars are larger
d) They are ivory white in color
-----
",0,3
"-----
Question:
In finger print reader (FINDER), prints of eight fingers are recorded excluding:
Options:
a) Thumb
b) Middle finger
c) Ring finger
d) Little finger
-----
",3,0
"-----
Question:
All are chemical Asphyxiants, except?
Options:
a) Helium
b) Carbon Monoxide
c) Cyanide
d) Carbon disulphide
-----
",0,0
"-----
Question:
Criminal negligence is punishable under section 304 A for a maximum of -
Options:
a) 1 year
b) 2 years
c) 3 years
d) 5 years
-----
",1,2
"-----
Question:
Which of the following is not related to the menstrual cycle?
Options:
a) Hormonal changes
b) Vaginal cytology
c) Estradiol changes
d) Endometrial sampling
-----
",1,3
"-----
Question:
A G2 P1+0+0 diabetic mother present at 32 weeks pregnancy, there is history of full term fetal demise in last pregnancy. Her vitals are stable, sugar is controlled and fetus is stable. Which among the following will be the most appropriate management?
Options:
a) To induce at 38 weeks
b) To induce at 40 weeks
c) Cesarean section at 38 weeks
d) To wait for spontaneous delivery
-----
",0,2
"-----
Question:
LN involved in cervical cancer :
Options:
a) External Iliac LN
b) Obturator LN
c) Hypogastric LN
d) All
-----
",3,3
"-----
Question:
Following antibiotics are safe to treat UTI in pregnancy:a) Aminoglycosidesb) Penicillinc) Cotrmoxazoled) Ciprofloxacine) Cephalosporins
Options:
a) ab
b) ad
c) be
d) ce
-----
",2,2
"-----
Question:
Investigation of Choice post datism?
Options:
a) USG
b) Xray
c) Amniocentesis
d) Spectrophotometry
-----
",0,2
"-----
Question:
Which of these is not an ultrasound finding consistent with diagnosis of adenomyosis?
Options:
a) Uterine enlargement
b) Subendometrial echogenic linear striations
c) Thickening of transitional zone
d) Encapsulated hypoechoic lesion
-----
",3,3
"-----
Question:
All of the following are true about MRKH (Mayer - Rokitansky - Kuster - Hauser) syndrome except
Options:
a) Absent uterus
b) Absent cervix
c) Absent ovary
d) Absent vagina
-----
",2,2
"-----
Question:
Embryo gets implanted at what stage of development?
Options:
a) Two cell stage
b) Four cell stage
c) Morula
d) Blastocyst
-----
",-1,3
"-----
Question:
A pregnant female has past history of embolism in puerperium. What medical management she should take in next pregnancy to avoid this:
Options:
a) Cumpulsory prophylaxis with warfarin start at 10 weeks
b) To take warfarin after delivery
c) Chance of thromboembolism increases by 12% in next pregnancy
d) Does not need anything
-----
",1,0
"-----
Question:
Young females come in with primary amenorrhea with normal breast, normal pubic hair. USG reveals absent uterus and cervix with short vaginal pouch and normal ovaries. Diagnosis:
Options:
a) Klinefelter syndrome
b) Mullerian agenesis
c) Gonadal agenesis
d) XYY
-----
",1,1
"-----
Question:
Indicators of impending uterine rupture during labour include all of the following except:
Options:
a) Fetal distress
b) Hematuria
c) Fresh bleeding per vaginum
d) Passage of meconium
-----
",3,1
"-----
Question:
The most common side effect of IUD inseion is:
Options:
a) Bleeding
b) Pain
c) Pelvic infection
d) Ectopic pregnancy
-----
",0,0
"-----
Question:
In pregnancy which of the following level is altered mostly:
Options:
a) Total T3
b) Free T3
c) Free T4
d) TSH
-----
",-1,3
"-----
Question:
True about Carcinoma cervix :
Options:
a) 90% associated with HPV
b) Nulliparity
c) androgens
d) Immunocompetent patients
-----
",0,0
"-----
Question:
All of the following may be observed in a normal pregnancy except :
Options:
a) Fall in serum iron concentration
b) Increase in serum iron binding capacity
c) Increase in blood viscosity
d) Increase in blood oxygen carrying capacity
-----
",2,0
"-----
Question:
What is the treatment of choice for Baholin's abscess?
Options:
a) Incision drainage
b) Marsupialisation
c) Cystectomy
d) Vulvectomy
-----
",1,0
"-----
Question:
Amenorrhoea due to high LH and FSH is due to
Options:
a) Asherman's syndrome
b) Pituitary adenoma
c) Ovarian failure
d) All
-----
",2,2
"-----
Question:
Menorrhagia is defined as blood loss per vagina more than :
Options:
a) 80 ml
b) 110 ml
c) 150 ml
d) 50 ml
-----
",0,2
"-----
Question:
All predisposes to isoimmunisation in a Rh-ve female except.
Options:
a) Advaned maternal age
b) Antepartum haemorrhage
c) Caesarian section
d) Postdated pregnancy
-----
",0,2
"-----
Question:
A woman delivers a 91b infant with a midline episiotomy and suffers a third degree tear. Inspection shows which of the following structures is intact :
Options:
a) Anal sphincter
b) Perineal body
c) Parineal muscles
d) Rectal mucosa
-----
",3,3
"-----
Question:
Cervical dystocia is usually present at :
Options:
a) Level of external os
b) Level of internal os
c) Level of isthmus
d) Level of cervical canal
-----
",0,1
"-----
Question:
Face-to-pubis delivery often occurs in :
Options:
a) Android pelvis
b) Platypelloid pelvis
c) Anthropoid pelvis
d) Gynaecoid pelvis
-----
",2,1
"-----
Question:
Procedure to be performed in the case of arrest of after-coming head due to contracted pelvis in breech:
Options:
a) Craniotomy
b) Decapitation
c) Zavanelli maneuver
d) Cleidotomy
-----
",2,2
"-----
Question:
Ureterovaginal fistula should best be treated by-
Options:
a) Ureteroneocystostomy
b) End-to-end anastomosis through an ureteric catheter
c) Implantation into colon
d) Ileal conduit
-----
",0,0
"-----
Question:
Decrease lactation seen in :
Options:
a) Maternal anxiety
b) Breast abscess
c) Cracked nipple
d) All
-----
",3,3
"-----
Question:
Not associated with endometrial hyperplasia ?
Options:
a) PCOD
b) Glucose intolerance
c) H
d) Unopposed exposure to progesterone
-----
",-1,3
