mcq,cop,llm_cop
"-----
Question:
The most Common site of perilymph fistula
Options:
a) Round window
b) Oval window
c) Otic capsule
d) both 1 and 2
-----
",3,0
"-----
Question:
Fordyce spots are from
Options:
a) Sabaceous glands
b) Sweat glands
c) Endocrine glands
d) Mammary glands
-----
",0,1
"-----
Question:
Caldwell lac view (occipito-frontal) can visualise -a) Sphenoid sinusb) Nasal bone c) Maxillary boned) Ethmoide) Frontal sinus
Options:
a) bce
b) abd
c) abcd
d) bcde
-----
",3,3
"-----
Question:
Endoscopic sinus surgery prerequisite?
Options:
a) MRI of paranasal sinus
b) CT of PNS
c) Mucocilliary clearing testing
d) Acoustic tests
-----
",1,0
"-----
Question:
All of the following are causes of perforation of cailaginous pa of nasal septum except?
Options:
a) Tuberculosis
b) Leprosy
c) Lupus
d) Syphilis
-----
",-1,0
"-----
Question:
Myringoplasty is plastic repair of-
Options:
a) Middle ear
b) Internal ear
c) Eustachian tube
d) Tympanic membrane
-----
",3,3
"-----
Question:
Most common cause of trigeminal neuralgia ?
Options:
a) Infection
b) Trauma
c) Vascular compression
d) Iatrogenic
-----
",2,2
"-----
Question:
Trotter's triad is seen in
Options:
a) Nasopharyngeal carcinoma
b) Maxillary sinusitis
c) Maxillary carcinoma
d) Angiofibroma
-----
",0,2
"-----
Question:
Which is the investigation of choice in assessing hearing loss in neonates -
Options:
a) Impedance audiometry
b) Brainstem Evoked Response Audiometry (BERA)
c) Free field audiometry
d) Behavioral audiometry
-----
",1,1
"-----
Question:
Simple mastoidectomy is done in:
Options:
a) Acute mastoiditis
b) Cholesteatoma
c) Coalescent mastoiditis
d) Localized chronic otitis media
-----
",-1,0
"-----
Question:
Epley's manoeuvre is used in treatment of
Options:
a) Infective labyrinthitis
b) Tinnitus
c) Cervical spondylosis
d) BPPV (Benign primary positional vertigo)
-----
",3,3
"-----
Question:
All are involved in auditory pathway except ?
Options:
a) Trapezoid body
b) Lateral geniculate body
c) Inferior colliculus
d) Superior olivary complex
-----
",1,0
"-----
Question:
Bezold abscess is located in
Options:
a) Submandibular region
b) Sternocleidomastioid muscle
c) Digastric triangle
d) Infratemporal region
-----
",1,0
"-----
Question:
A 3 year old child is brought to the emergency room by her concerned parents. They state the girl has been complaining of a severe headache and has had two episodes of vomiting. On physical examination, there is bilateral papilledema and an impaired level of consciousness. Emergency contrast CT scan demonstrates displacement of the ventricular system by a multilocular ""mass"" with well-defined white high-attenuation rings around black low-attenuation centers. The lesion involves the cerebellum. To which of the following conditions is this lesion most likely related?
Options:
a) Bacteremia following tooth extraction
b) Bacterial meningitis
c) Lung abscess
d) Otitis media
-----
",3,1
"-----
Question:
Nasal angiofibroma is seen in which age?
Options:
a) Adolosent male
b) Adult male
c) Elderly male
d) Elderly female
-----
",0,2
"-----
Question:
Positive Rinne test indicates
Options:
a) AC > BC
b) BC > AC
c) BC = AC
d) None
-----
",0,0
"-----
Question:
True about Ludwig's angina-a) Involves both submandibular and sublingual spacesb) Most common cause is dental infectionc) Bilaterald) Spreads by lymphatics
Options:
a) ab
b) abc
c) acd
d) bcd
-----
",1,2
"-----
Question:
A patient presents with enophthalmos after a trauma to face by blunt object. There is no fever or extraocular muscle palsy. Diagnosis is
Options:
a) Fracture maxilla
b) Fracture zygoma
c) Blowout fracture
d) Fracture ethmoid
-----
",2,2
"-----
Question:
Cricothyrotomy is converted to tracheostomy at an early stage to
Options:
a) Avoid subglottic stenosis
b) Avoid hypoxia
c) Prevent damage to epiglottis and vocal cords
d) Facilitate oxygenation
-----
",0,0
"-----
Question:
Most common presentation in nasopharyngeal carcinoma is with -
Options:
a) Epistaxis
b) Hoarseness of voice
c) Nasal stuffiness
d) Cervical lymphadenopathy
-----
",3,0
"-----
Question:
Treatment of middle ear papilloma is ?
Options:
a) Myringotomy and simple excision
b) Myringectomy and simple excision
c) Tympanomastoidectomy
d) Local infiltration with podophyllin
-----
",2,0
"-----
Question:
NOT true for adenoid hyperophy:
Options:
a) Mouth breathing is seen
b) High arched palate present
c) There is failure to thrive
d) CT scan should be done to assess size
-----
",3,3
"-----
Question:
The palatine tonsil receives its arterial supply from all of the following except -
Options:
a) Facial
b) Ascending palatine
c) Sphenopalatine
d) Dorsal lingual
-----
",2,3
"-----
Question:
Viruses causing hearing loss are all except -
Options:
a) Measles
b) Mumps
c) Rubella
d) Rota virus
-----
",3,0
"-----
Question:
A 13 years boy presented with swelling in the cheek with recurrent epistaxis. Most likely diagnosis is
Options:
a) Angiofibroma
b) Carcinoma nasopharynx
c) Rhabdomyosarcoma
d) None
-----
",0,0
"-----
Question:
Most common cause of Croup -
Options:
a) H influenza
b) Spneumoniae
c) Influenza virus
d) Parainfluenza virus
-----
",3,0
"-----
Question:
Palpatory thud, audible slap is seen in-
Options:
a) Tracheal foreign body
b) Bronchial foreign body
c) Laryngeal foreign body
d) None
-----
",0,0
"-----
Question:
Endolymphatic duct connects which structure -
Options:
a) Scala media to subdural space
b) Scala vestibuli to aqueduct of cochlea
c) Scala tympani to aqueduct of cochlea
d) Scala tympani to subdural space
-----
",0,0
"-----
Question:
Epley's manoeuvre is used in
Options:
a) Positional veigo
b) Otosclerosis
c) ASOM
d) CSOM
-----
",0,0
"-----
Question:
Antrochoanal polyp is associated most commonly with ?
Options:
a) Superior meatus
b) Inferior meatus
c) Middle meatus
d) Sphenoethmoidal recess
-----
",2,1
"-----
Question:
All of the following are diagnostic criteria of allergic Fungal sinusitis (AFS) Except -
Options:
a) Areas of High attuenuation on CT scan
b) Orbital invasion
c) Allergic epsinophilic mucin
d) Type 1 Hypersensitivity
-----
",1,1
"-----
Question:
Cochlear implants conve what energy to which form of energy
Options:
a) Sound energy to mechanical energy to move the hair cells
b) Electrical energy to mechanical energy to move the hair cells
c) Sound energy to electrical impulses
d) Mechanical energy to electrical impulses
-----
",2,1
"-----
Question:
Regarding ranula, all are true except
Options:
a) Retention cyst
b) Arises from submandibular gland
c) Translucent
d) Plunging may be a feature
-----
",1,3
"-----
Question:
A female who underwent laproscopic appendicectomy for acute appendicitis, on post op. day 2 bumped her nose on to a table. She developed difficulty in breathing and examination showed a swelling in the anterior part of the nasal septum. Next line of management is -
Options:
a) Incision and drainage
b) Oral antibiotics for 7-10 days
c) Observation
d) IV antibiotics
-----
",0,2
"-----
Question:
Site of glomus jugulare?
Options:
a) Epitympanum
b) Hypotympanum
c) Mesotympanum
d) Internal ear
-----
",1,2
"-----
Question:
Not an example of velopharyngeal  Insufficiency
Options:
a) Cleft lip
b) Cleft palate
c) Bifid uvula
d) Palatal paralysis
-----
",0,0
"-----
Question:
Gelle's phenomenon is absent in
Options:
a) CSOM
b) Tympanosclerosis
c) Meniere's disease
d) Otosclerosis
-----
",3,3
"-----
Question:
Which of the following structures is seen in oropharynx?
Options:
a) Pharyngotympanic tube
b) Fossa of Rosenmuller
c) Palatine tonsil
d) Pyriform fossa
-----
",2,0
"-----
Question:
Fowl smelling nasal discharge is seen in all except-
Options:
a) NasalMyiasis
b) Choanal atresia
c) Foreign body in nose
d) Rhinolith
-----
",1,1
"-----
Question:
Site for placing an electrode in auditory brain stem implant is?
Options:
a) Sinus tympani
b) Round window
c) Lateral ventricle
d) Recess of fouh ventricle
-----
",3,0
"-----
Question:
Damage to Auditory Coex on one side causes:
Options:
a) Hearing loss and impaired tonal discrimination on the contralateral side
b) Hearing loss and impaired tonal discrimination on the ipsilateral side
c) No noticeable hearing loss or loss of tonal discrimination
d) Impaired localization of sound on the ipsilateral side
-----
",2,0
"-----
Question:
Most common cranial nerve involved in CSOM is -
Options:
a) V
b) VII
c) IX
d) XI
-----
",1,2
"-----
Question:
What is not true about use of intranasal steroids in nasal polyposis?
Options:
a) Reduce recurrence
b) Reduce obstruction
c) Effective in eosinophilically predominant polyp only
d) May cause epistaxis
-----
",2,2
"-----
Question:
Heamorrhagic external otitis media is caused by
Options:
a) Influenza
b) Proteus
c) Streptococcus
d) Staphylococcus
-----
",0,2
"-----
Question:
Gradenigo's syndrome consists of the following except ?
Options:
a) Retro-orbital pain
b) Persistent ear discharge
c) External rectus palsy
d) Convulsions
-----
",3,3
"-----
Question:
Ohngren's classification of maxillary sinus carcinoma is based on
Options:
a) Imaginary plane between medial canthus of eye and angle of mandible
b) Imaginary plane between lateral canthus of eye and angle of mandible
c) Two horizontal lines, one passing through floor of orbit and other through floor of antrum
d) None
-----
",0,0
"-----
Question:
Tone decay test is used for
Options:
a) Meinneirs disease
b) Otosclerosis
c) Cochlear deafness
d) Sensory neural deafness
-----
",3,1
"-----
Question:
Saccule of ear develops from:-
Options:
a) Pars superior
b) Pars inferior
c) Saccular anterior
d) Saculus posterior
-----
",1,0
"-----
Question:
Most common organism causing laryngotracheobrochitis ?
Options:
a) RSV
b) Parainfluenza virus
c) Influenza virus
d) H. influenzae
-----
",1,0
"-----
Question:
Angular vein infection commonly causes thrombosis of:
Options:
a) Cavernous sinus
b) Sphenoid sinus
c) Petrosal sinus
d) Sigmoid sinus
-----
",0,0
"-----
Question:
Acoustic neuroma commonly arises from
Options:
a) Superior division of vestibular nerve
b) Inferior division of vestibular nerve
c) Cochlear nerve
d) VIIth nerve
-----
",0,2
"-----
Question:
True about BAHA
Options:
a) Useful in canal atresia and microtia
b) Useful in bilateral severe SNHL
c) Useful after surgery in neurofibromatosis 2 for acoustic neuroma
d) It can bypass cochlea
-----
",0,3
"-----
Question:
Most definitive diagnosis of sinusitis is
Options:
a) X-ray PNS
b) Proof puncture
c) Sinuscopy
d) Transillumination test
-----
",2,2
"-----
Question:
Topical Mitomycin C is useful in treatment of?
Options:
a) Angiofibroma
b) Tracheal stenosis
c) Skull base Ostemyelitis
d) Laryngeal carcinoma
-----
",1,3
"-----
Question:
Earliest ocular finding in acoustic neuroma:(PGI 2000; MP 2000; KERALA 2004; DELHI 2006)
Options:
a) Diplopia
b) Ptosis
c) Inability to close eye
d) Loss of corneal sensation
-----
",3,0
"-----
Question:
Commonest site of Ivory osteoma -
Options:
a) Frontal-Ethmodial region
b) Mandible
c) Maxilla
d) Sphenoid
-----
",0,0
"-----
Question:
Tracheostomy indication is:
Options:
a) Vocal cord replacement
b) Pharynx replacement
c) Tracheomalacia
d) Foreign body obstructing airway
-----
",3,3
"-----
Question:
Which of the following pa of the ear is most commonly involved in otosclerosis?
Options:
a) Oval window
b) Round window
c) Tympanic membrane
d) Malleus
-----
",0,3
"-----
Question:
Which of the following test assesses resistance in middle ear?
Options:
a) Pure tone audiometry
b) Impendence audiometry
c) Caloric test
d) BERA (Brainstem evoked response audiometry)
-----
",1,1
"-----
Question:
Fordyce's spots/granules in oral cavity arises from: September 2002
Options:
a) Mucus glands
b) Sebaceous glands
c) Taste buds
d) Minor salivary glands
-----
",1,1
"-----
Question:
Foreign body goes into right bronchus as it is -
Options:
a) Wider and vertical
b) Narrow and horizontal
c) Wider and horizontal
d) None
-----
",0,0
"-----
Question:
Rhinitis medimentosa is due to -
Options:
a) Nasaldecongesants
b) Steroids
c) Antihistaminics
d) Surgery
-----
",0,1
"-----
Question:
X-ray view for supra orbital fissure
Options:
a) Towne's
b) AP
c) Cald well
d) Basal
-----
",2,0
"-----
Question:
A 2-year-old child develops acute respiratory distress. 0/E breath sounds are decreased with wheeze on right side. Chest X-ray shows diffuse opacity on right side--Most probable diagnosis:
Options:
a) Pneumothorax
b) Foreign body aspiration
c) Pleural effusion
d) U/L emphysema
-----
",1,2
"-----
Question:
Which of the following is true regarding Singer's nodule?
Options:
a) Laser therapy is treatment of choice
b) It occurs at junction of anterior 1/3rd and posterior 2/3rd
c) Requires excision as its potentially malignant
d) Most common symptom is pain
-----
",1,2
"-----
Question:
Treatment of choice in stage III carcinoma larynx is-
Options:
a) Chemotherapy
b) Surgery + radiation
c) Surgery + chemotherapy
d) Only radiotherapy
-----
",1,1
"-----
Question:
All of the following structures are involved in conductive deafness except
Options:
a) Auricle
b) 8th nerve
c) Middle ear
d) Ext.auditary meatus
-----
",1,1
"-----
Question:
MicroWick and Microcatheter sustained release devices are used in -
Options:
a) Drooling of saliva
b) Frey's syndrome
c) Conrol of epistaxis
d) Delivering drug to the round membrane
-----
",3,3
"-----
Question:
Acoustic neuroma causes:
Options:
a) Cochlear deafness
b) Retrocochlear deafness
c) Conductive deafness
d) Any of the above
-----
",1,3
"-----
Question:
Osteoma of PNS is commonest in:
Options:
a) Ethmoidal
b) Maxillary
c) Sphenoid
d) Frontal
-----
",3,0
"-----
Question:
Presbycusis is:
Options:
a) Loss of accommodation power
b) Hearing loss due to aging
c) Noise induced hearing loss
d) Congenital deafness
-----
",1,1
"-----
Question:
Which of the following ganglion is associated with lacrimation?
Options:
a) Otic
b) Ciliary
c) Sphenopalatine
d) Gasserian
-----
",2,2
"-----
Question:
A 38-year-old gentleman repos of decreased hearing in the right ear for the last two years. On testing with a 512 Hz tuning fork, the Rinne&;s test without masking is negative in the right ear and positive on the left ear. With Weber&;s test, the tone is perceived as louder in the right ear. The most likely diagnosis in the patient is
Options:
a) Right conductive hearing loss
b) Right sensorineural hearing loss
c) Left sensorineural hearing loss
d) Left conductive hearing loss
-----
",0,0
"-----
Question:
Steeple sign seen on posteroanterior view of neck in a child with stridor is indicative of:
Options:
a) Acute epiglottitis
b) Acute laryngotracheobronchitis
c) Laryngeal papillomatosis
d) Bilateral abductor paralysis
-----
",1,1
"-----
Question:
Early mediators of allergic rhinitis are -a) Leukotrieneb) IL-4c) IL-5d) Bradykinine) PAF
Options:
a) ab
b) bc
c) acd
d) abcde
-----
",3,2
"-----
Question:
Most common site of otosclerosis is:
Options:
a) Round window
b) Oval window
c) Utricle
d) Ossicles
-----
",1,3
"-----
Question:
Posterosuperior retraction pocket if allowed to progress will lead to?
Options:
a) SNHL
b) Secondary cholesteatoma
c) Tympanosclerosi
d) Primary cholesteatoma
-----
",3,1
"-----
Question:
Allergic salute is seen in?
Options:
a) Allergic rhinitis
b) Chronic sinusitis
c) Nasal Myiasis
d) Chronic conjunctivitis
-----
",0,0
"-----
Question:
Mucormycosis of paranasal sinus is most common in?
Options:
a) HIV
b) Diabetes
c) Those on immuno suppressants
d) Post surgical
-----
",1,2
"-----
Question:
In acoustic neuroma cranial nerve which is involved, earliest is
Options:
a) 5
b) 7
c) 9
d) 10
-----
",0,2
"-----
Question:
Local anaesthetic used for nasal surgery:
Options:
a) Cocaine paste
b) Xylocaine
c) Both
d) None of the above
-----
",2,1
"-----
Question:
A patient with a Pancoast tumor develops a loss of voice after radiation. It is due to -
Options:
a) Vocal cord infiltration with secondaries
b) Involvement of recurrent laryngeal nerve
c) Irradiation to vocal cords
d) Radiation stenosis of larynx
-----
",1,1
"-----
Question:
Stapedial reflex is absent in:
Options:
a) VIth nerve lesion
b) Xth nerve lesion
c) VIIIth nerve lesion
d) Vth nerve lesion
-----
",2,2
"-----
Question:
Which of the following structures is not at immediate risk of erosion by cholesteatoma
Options:
a) Long process of incus
b) Fallopian canal containing facial nerve
c) Horizontal/ lateral semicircular canal
d) Basal plate of stapes
-----
",3,1
"-----
Question:
True about CSF rhinorrhea is -a) Occurs due to break in cribriform plateb) Contains glucosec) Requires immediate surgeryd) Contains less protein
Options:
a) acd
b) bcd
c) abc
d) abd
-----
",3,1
"-----
Question:
Cold caloric test stimulates -
Options:
a) Cochlea
b) Lateral semi circular canal
c) Posterior semicircular canal
d) All
-----
",1,3
"-----
Question:
Not used in treatment of Rhinoscleroma
Options:
a) Stretomycin
b) Rifampicin
c) Chloramphenicol
d) Tetracyline
-----
",2,1
"-----
Question:
Intolerance to loud sound, nerve affected is
Options:
a) 5th nerve
b) 7th nerve
c) 10th nerve
d) None
-----
",1,1
"-----
Question:
Rigid esophagoscopy is not done in -a) Cervical spine rigidity b) Aortic aneurysmc) Carcinoma esophagus d) Esophageal webe) Lung abscess
Options:
a) ac
b) ab
c) ad
d) bc
-----
",1,0
"-----
Question:
Treatment of carcinoma larynx in stage T1 N0 M0 is:
Options:
a) Radiotherapy
b) Surgery-total laryngectomy
c) Partial laryngectomy
d) Chemotherapy
-----
",0,1
"-----
Question:
True about carcinoma larynx -
Options:
a) Glottis is most common site
b) Rarely presents with metastasis
c) Adenocarcinoma is commonest type
d) Responds to chemotherapy very well
-----
",0,2
"-----
Question:
Young male presents with ear discharge since three years; recently patient developed swelling in neck below and behind the angle of mandible, toicollis; on examination external auditory canal was tilled with granulation tissue. What is the diagnosis ?
Options:
a) Luc's abscess
b) Citelli's abscess
c) Bezold's abscess
d) All
-----
",2,3
"-----
Question:
A 10-year-old boy developed hoarseness of voice following an attack of diphtheria. On examination, his Rt vocal cord was paralyzed. The treatment of choice for paralyzed vocal cord will be-
Options:
a) Gel foam injection of right vocal cord
b) Fat injection of right vocal cord
c) Thyroplasty-type-I
d) Wait for spontaneous recovery of vocal cord
-----
",3,2
"-----
Question:
Adenoidectomy with grommet inseion is treatment of choice for
Options:
a) Serous otitis media in children
b) Serous otitis media in adults
c) Adenoiditis in children
d) All of the above
-----
",0,3
"-----
Question:
Speech problem after adenoidectomy is due to-
Options:
a) Trauma to larynx
b) Velopharyngeal insufficiency
c) Trauma to vocal cord
d) Trauma to superior constrictor
-----
",1,1
"-----
Question:
Defective function of which of the following causes hyperacusis
Options:
a) 8th nerve
b) 7th nerve
c) Stapedius muscle
d) Any of the above
-----
",3,0
"-----
Question:
Kiesselbach's plexus is formed by -a) Greater palatine arteryb) Septal branch of sphenopalatine arteryc) Posterior ethmoidal arteryd) Septal branch of superior labial arterye) Anterior ethmoidal artery
Options:
a) abcd
b) bcde
c) abde
d) ade
-----
",2,2
"-----
Question:
Most common fractured bone on face:
Options:
a) Nasoethmoid bone
b) Zygomatic bone
c) Nasal bone
d) Mandible
-----
",2,2
"-----
Question:
Which of the following laryngeal cailage is Elastic fibrocailage
Options:
a) Thyroid
b) Cricoid
c) Epiglottis
d) Arytenoids except the tip
-----
",2,2
"-----
Question:
True about quinke disease:
Options:
a) Bacterial infection
b) Peritonsillar abscess
c) Vocal cord edema
d) Edema of uvula
-----
",3,1
"-----
Question:
Young's operation is done for: March 2013
Options:
a) Atrophic rhinitis
b) Vasomotor rhinitis
c) Antrachonal polyp
d) Allergic rhinitis
-----
",0,0
"-----
Question:
Acoustic neuroma of 1 cm diameter, the investigation of choice -
Options:
a) CT Scan
b) MRI Scan
c) Plain X-ray skull
d) Air encephalography
-----
",1,1
"-----
Question:
In malignant otitis externa which nerve commonly affected ?
Options:
a) Abducent
b) Facial
c) Auditory
d) Vagus
-----
",1,1
"-----
Question:
In allergic pharyngitis, granularity in posterior pharynx is due to ?
Options:
a) Hyperplasia of mucous membrane
b) Hyperplasia of sebaceous glands
c) Hyperplasia of submucosal lymphoid tissue
d) Inspisated mucous
-----
",2,0
"-----
Question:
Cart Wheel sign is seen in:
Options:
a) ASOM
b) Glomus
c) OME
d) CSOM
-----
",0,1
"-----
Question:
Recurrent epistaxis in a 15 year old female the most common cause is:
Options:
a) juvenile nasopharyngeal fibroma
b) Rhinosporidiosis
c) Foreign body
d) Hematopoietic disorder
-----
",3,2
"-----
Question:
Brown sign is seen in -
Options:
a) Glomus tumor
b) Meniere'sdesease
c) Acoustic neuroma
d) Otoscleorsis
-----
",0,0
"-----
Question:
The most common cause of CSF rhinorrhea is?
Options:
a) Intracranial infection
b) Accidental trauma
c) Iatrogenic trauma
d) Congenital defects
-----
",1,3
"-----
Question:
A patient present with enophthalmos after a trauma to face by blunt object.There is no fever and no extraocular muscle palsy. Diagnosis is:
Options:
a) Fracture maxilla
b) Fracture zygoma
c) Blow out fracture
d) Fracture ethmoid
-----
",2,0
"-----
Question:
Drugs used in the treatment of rhinoscleroma include all except:
Options:
a) Streptomycin
b) Ciprofloxacin
c) Tetracycline
d) Erythromycin
-----
",3,0
"-----
Question:
Most common nerve damaged in CSOM is
Options:
a) II
b) III
c) VI
d) VII
-----
",3,1
"-----
Question:
Not a contraindication of routine Tonsillectomy -
Options:
a) Upper respiratory tract infections
b) Bleeding disorder
c) Diphtheria carriers
d) Cleft palate
-----
",2,3
"-----
Question:
Laryngocele arises from:
Options:
a) Vallecula
b) Laryngeal saccule
c) Laryngeal ventricle
d) Aryepiglottic fold
-----
",1,2
"-----
Question:
True about Angiofibroma
Options:
a) Radiotherapy is the main treatment
b) Recurrence rate is high
c) Exclusively in females
d) Biopsy is must before initiating treatment
-----
",1,1
"-----
Question:
A patient has carcinoma of right tongue on its lateral border of anterior 2/3 rd, with lymph node of size 4 cm in level 3 on left side of the neck, stage of disease is:
Options:
a) N0
b) N1
c) N2
d) N3
-----
",2,3
"-----
Question:
Which of the following organisms is known to cause Atrophic Rhinitis
Options:
a) Klebsiella pneumonia
b) Klebsiella Ozaena
c) Streptococcus pneumonia
d) Streptococcus foetidis
-----
",0,3
"-----
Question:
Laryngocele arises from which of the following structure?
Options:
a) True cords
b) Subglottis
c) Saccule of the ventricle
d) Anterior commissure
-----
",2,1
"-----
Question:
Ramsay hunt syndrome all are true except:
Options:
a) VII Nerve is involved
b) Facial muscle are involved
c) Facial vesicle is seen
d) Herpes zoster is etiologic agent
-----
",2,0
"-----
Question:
Ohgren's line passes from -
Options:
a) Medial canthus to angle of mandible
b) Lateral canthus to angle of mandible
c) Medial canthus to mastoid process
d) Lateral canthus to mastoid process
-----
",0,1
"-----
Question:
True about tubercular otitis media are all except-
Options:
a) Spreads through eustachian tube
b) Causes painless ear discharge
c) May cause multiple perforations
d) Usually affects both ears
-----
",3,0
"-----
Question:
Post head injury, the patient had conductive deafness and on examination, tympanic membrane was normal and mobile. Likely diagnosis is -
Options:
a) Distortion of ossicular chain
b) Haemotympanum
c) EAC sclerosis
d) Otosclerosis
-----
",0,3
"-----
Question:
All are associated with superior relation of uncinate process, EXCEPT:
Options:
a) Ethmoid
b) Nasal septum
c) Lamina papyracea
d) Middle turbinate
-----
",1,3
"-----
Question:
Killian's incision is used for -
Options:
a) Submucous resection of nasal septum
b) Intranasal antrostomy
c) Caldwell-Luc operation
d) Myringoplasty
-----
",0,0
"-----
Question:
Otoacoustic emissions are derived from:
Options:
a) Tympanic membrane
b) Ossicles
c) Cochlea
d) Vestibule
-----
",2,2
"-----
Question:
Posterior epistaxis occurs from:
Options:
a) woodruff's plexus
b) Kiesslebach's plexus
c) Atherosclerosis
d) Littles area
-----
",0,3
"-----
Question:
Which of the following is false regarding frontal sinusitis
Options:
a) Pain shows periodicity
b) Most common sinus involved in infants and children
c) Pain is referred to as office headache
d) Tenderness is present just above the medial canthus of eye
-----
",1,1
"-----
Question:
Most common cause of conductive deafness in children less than 12yrs:
Options:
a) CSOM
b) Otosclerosis
c) Serous otitis media
d) Atresia of auditory canals on both sides
-----
",2,2
"-----
Question:
Primary treatment of choice in juvenile papilloma is:
Options:
a) Surgical excision
b) Interferon
c) Antibiotics
d) Radiotherapy
-----
",0,0
"-----
Question:
A Blom-Singer prosthesis is used:
Options:
a) As a ventilation tube in otitis media with effusion
b) To close a perforation in nasal septum
c) To divert tracheal air into oesophagus for voice production in laryngeal patients
d) In stapedectomy to conduct sound from incus to oval window
-----
",2,2
"-----
Question:
Scientist who worked on conduction in inner ear?
Options:
a) Young
b) Helmoltz
c) Bekesey
d) Malcom ritter
-----
",2,1
"-----
Question:
Not true about hearing loss in otosclerosis?
Options:
a) Common in male of age > 40 yrs
b) Vertigo +
c) Paracusis Willisii
d) Schwartz sign
-----
",0,1
"-----
Question:
3.Rhinosporidiosis is caused by:
Options:
a) Fungus
b) Virus
c) Bacteria
d) Protozoa
-----
",3,0
"-----
Question:
All are causes of sensorineural deafness except
Options:
a) Old age
b) Acoustic neuroma
c) Ototoxic drugs
d) Rupture of tympanic membrane
-----
",3,3
"-----
Question:
Meniere's disease is characterized by all except -
Options:
a) Conductive deafness
b) Sensorineural deafness
c) Vertigo
d) Tinnitus
-----
",0,0
"-----
Question:
Distance of promontory from tympanic membrane -
Options:
a) 2mm
b) 5 mm
c) 6mm
d) 7 mm
-----
",0,2
"-----
Question:
In CSOM commonest operation done is
Options:
a) Modified radical mastoidectomy
b) Radical mastoidectomy
c) Simple mastoidectomy
d) Tympanoplasty
-----
",0,1
"-----
Question:
U/L non-suppurative Otitis media in adults is due to:
Options:
a) Allergic rhinitis
b) URTI
c) Trauma
d) Malignancy
-----
",3,0
"-----
Question:
Bony septal perforation occurs in:
Options:
a) TB
b) Syphilis
c) Leprosy
d) Sarcoidosis
-----
",1,0
"-----
Question:
Killian's polyp is a/an
Options:
a) Antrochoanal polyp
b) Ethmoidal polyp
c) Frontal polyp
d) Maxillary polyp
-----
",-1,3
"-----
Question:
True regarding traumatic facial nerve palsy is all, except
Options:
a) Usually occurs with transverse petrous temporal bone fracture
b) Usually occurs with longitudinal petrous temporal bone fracture
c) Posttraumatic facial nerve palsy may be complete at the time of presentation
d) Decompression of the canal can be useful treatment
-----
",1,0
"-----
Question:
Key nob appearance is seen in:
Options:
a) Functional aphonia
b) Puberphonia
c) Phonasthenia
d) Vocal cord paralysis
-----
",2,3
"-----
Question:
Name the procedure being done?
Options:
a) Caloric stimulation test
b) Ear syringing
c) Myringotomy
d) Tympanoplasty
-----
",1,2
"-----
Question:
Merciful anosmia is seen in ?
Options:
a) Nasal polyp
b) Atrophic rhinitis
c) Rhinosporidiosis
d) Rhinoscleroma
-----
",1,1
"-----
Question:
True about sphenoid sinus: (PGI May 2010)
Options:
a) Lined by stratified squamous epithelium
b) Duct open in middle meatus
c) Open in sphenoethmoid recess
d) Present at birth
-----
",2,2
"-----
Question:
Which of the following statements is not true for contact ulcer?
Options:
a) The commonest site is the junction of anterior 1/3rd and middle 1 /3rd of vocal cord and gastro-oesophageal reflux the causative factor
b) Can be caused by intubation injury
c) The vocal process is the site and is caused/aggravated by acid reflux
d) Can be caused by adductor dysphonia
-----
",0,3
"-----
Question:
In unsafe CSOM with cholesteatoma and sensorineural deafness treatment of choice is -
Options:
a) Simple mastoidectomy
b) Modified radical mastoidectomy
c) Radial mastoidectomy
d) Tympanoplasty
-----
",1,1
"-----
Question:
A 65 year old diabetic presents with necrosis of the external auditory meatus with foul smelling discharge. The probable organism associated with the condition is-
Options:
a) Hemophilus Influenzae
b) Pseudomonas Aeroginosa
c) Streptococcus Pyogens
d) E Coli
-----
",1,2
"-----
Question:
Best view to see the superior orbital fissure :
Options:
a) Lateral view
b) Towne view
c) Caldwll luc's view
d) Anteroposterior view
-----
",2,0
"-----
Question:
Which of the following could be the indication for a middle aged man posted for a high tracheostomy?
Options:
a) Carcinoma
b) TB
c) Tetanus
d) Diphtheria
-----
",0,1
"-----
Question:
While lying supine in bed eating, a child aspirates a peanut. Which of the following bronchopulmonary segments would this foreign object most likely enter?
Options:
a) Apical segment of the left upper lobe
b) Apical segment of the right upper lobe
c) Medial segment of the right middle lobe
d) Superior segment of the right lower lobe
-----
",3,0
"-----
Question:
Cranial nerve which is involved earliest in acoustic neuroma is
Options:
a) 5
b) 7
c) 9
d) 10
-----
",1,2
"-----
Question:
An antrochoanal polyp is associated most commonly with?
Options:
a) Superior meatus
b) Inferior meatus
c) Middle meatus
d) Sphenoethmoidal recess
-----
",2,2
"-----
Question:
The ideal time for operation of quinsy after an attack of acute tonsillitis is
Options:
a) 2 weeks
b) 4 weeks
c) 6 weeks
d) 12 weeks
-----
",2,2
"-----
Question:
A patient with h/o right ear discharge undergoes mastoidectomy but now he presents with vertigo and deafness. Diagnosis is:
Options:
a) Labyrinthitis
b) Thrombophlebitis
c) Temporal lobe abscess
d) Mastoiditis
-----
",0,2
"-----
Question:
In Bing test on alternately compressing and relaxing the tragus the sound increases and decreases. This indicates:
Options:
a) SN deafness
b) Adhesive otitis media
c) Otosclerosis
d) CSOM
-----
",0,2
