mcq,cop,llm_cop
"-----
Question:
What is the duration of multibacillary leprosy treatment?
Options:
a) 24 months
b) 18 months
c) 12 months
d) 6 months
-----
",2,0
"-----
Question:
Dissociative conversion disorder was previously described as -
Options:
a) Hysteria
b) Dementia precox
c) Melancholia
d) Hypochondriasis
-----
",0,0
"-----
Question:
Podophyllum resin is indicated in the treatment of:
Options:
a) Psoriasis.
b) Pemphigus.
c) Condyloma acuminata.
d) Condylomata lata.
-----
",2,2
"-----
Question:
Which of the following compares the prominence of the chin compared with the prominence of the lower incisors?
Options:
a) Steiners sticks
b) IMPA
c) Holdaway ratio
d) A-Pog line
-----
",2,2
"-----
Question:
Best method of sterilising disposable syringes is -
Options:
a) Hot air oven
b) UV rays
c) Boiling
d) Gamma rays
-----
",3,2
"-----
Question:
Enzymes increase reaction rates by
Options:
a) Altering the free energy of the action
b) Inhibiting the backward reaction
c) Enhancing the forward reaction
d) Decreasing the energy of activation
-----
",3,2
"-----
Question:
Most impoant investigation for diagnosis of Zollinger Ellison syndrome is: March 2013
Options:
a) Ca2+ infusion test
b) Secretin injection test
c) ACTH stimulation test
d) Steroid assay
-----
",1,1
"-----
Question:
What is the counterpart of troponin in smooth muscles
Options:
a) Nebulin
b) Calsequestrin
c) Calmodulin
d) Titin
-----
",2,1
"-----
Question:
A pregnant mother is treated with oral anticoagulant. The likely congenital malformation that may result in the fetus is:
Options:
a) Long bones limb defect
b) Cranial malformation
c) Cardiovascular malformation
d) Chondrodysplasia punctata
-----
",3,2
"-----
Question:
Major depression is thought to be caused by changes in:
Options:
a) Histamine synapses in the Basal Ganglia
b) Monoamine synapses in the Basal Ganglia
c) GABA synapses in the Cerebellum
d) Monoamine synapses in the Limbic System
-----
",3,3
"-----
Question:
A patient with pain in back. Lab investigation shows elevated ESR. X-ray skull shows multiple punched out lytic lesions. Most imp. Investigation to be done is -
Options:
a) Serum acid phosphatase
b) CT head with contrast
c) Whole body scan
d) Serum electrophoresis
-----
",3,1
"-----
Question:
A six months old girl is having recurrent UTI. Ultrasound abdomen shows bilateral hydronephrosis. MCU (Micturating cysto urethrogram) shows bilateral Grade IV vesicoureteral reflux. The treatment of choice is:
Options:
a) Endoscopic injection of poly teflon at the ureteric orifices
b) Ureteric re-implantation
c) Bilateral Ureterostomy
d) Prophylactic antibiotics
-----
",1,1
"-----
Question:
Splenic macrophages in Gaucher's disease differ from those in ceroid histocytosis by staining positive for -
Options:
a) Lipids
b) Phospholipids
c) Acid Fast Stain
d) Iron
-----
",0,0
"-----
Question:
Isolation period of Hepatitis A after the onset of jaundice is:
Options:
a) 1 week
b) 2 week
c) 3 week
d) 4 week
-----
",0,2
"-----
Question:
Which among the following is not a branch of Arch of Aoa?
Options:
a) Brachiocephalic
b) Right common carotid
c) Left common carotid
d) Left Subclan
-----
",1,0
"-----
Question:
Criteria used for diagnosing Cervical pregnancy is
Options:
a) Studiford
b) Spigelberg
c) Wrigly
d) Rubin
-----
",3,3
"-----
Question:
The most common sensitive causative organism for Traveller&;s diarrhoea is rpt
Options:
a) E. coli
b) Shigella
c) Norwalk virus
d) Rotavirus
-----
",0,0
"-----
Question:
A 1 year old child with mental retardation, seizures, and facial angiofibromas develops repeated episodes of syncope. Echocardiogram reveals a mass in the left ventricle producing intermittent obstruction. Pathologic examination of the resected mass demonstrates a cardiac rhabdomyoma. Which of the following lesions would this patient most likely also have?
Options:
a) Acoustic neuromas
b) Berry aneurysm
c) Coical tubers
d) Meningiomas
-----
",2,2
"-----
Question:
Linear lesion is seen in:
Options:
a) Sporotrichosis
b) Lichen planus
c) Psoriasis
d) Pemphigus
-----
",0,0
"-----
Question:
Electrode of cochlear implant is placed at ?
Options:
a) Horizontal semicircular canal
b) Scala media
c) Scala tympani
d) Scala vestibuli
-----
",2,1
"-----
Question:
In epidural anaesthesia drug is injected ?
Options:
a) Outside the dura
b) Inside the duramater
c) Inside arachnoidmater
d) Inside piamater
-----
",0,0
"-----
Question:
What is the role of H2 histone?
Options:
a) Stabilize the 30-nm chromatin fiber
b) Central role in the formation of the nucleosome
c) Stabilizes the primary paicle
d) Firmly binds two additional half-turns of DNA
-----
",3,1
"-----
Question:
Treatment of choice in depression with sucidal tendencies
Options:
a) TCA
b) MAO-Inhibitiors
c) Fluoxetine+TCA+MAO-Inhibitor
d) Electro convulsive therapy
-----
",3,1
"-----
Question:
A 45 day old infant developed icterus and two days later symptoms and signs of acute liver failure appeared. Child was found to be positive for HbsAg. The mother was also HBsAg carrier. The mother's hepatitis B serological profile is likely to be:
Options:
a) HbsAg positive
b) HbsAg and HbeAg positivity
c) HbsAg and anti-Hbe antibody positivity
d) Mother infected with mutant HBV
-----
",1,0
"-----
Question:
Laudanosine is metabolic end product of
Options:
a) Mivacurium
b) Doxacurium
c) Rocuronium
d) Atracurium
-----
",3,0
"-----
Question:
Pop corn calcification is a characteristic of
Options:
a) Sarcoidosis
b) TB
c) Pulmonary hamartoma
d) Metastasis
-----
",2,0
"-----
Question:
Function of carnauba wax:
Options:
a) To provide a smooth and glossy surface
b) Increase toughness
c) Decrease toughness
d) Decrease flow at room temperature
-----
",3,0
"-----
Question:
Anesthetic drug of choice in asthmatic: ( Repeat )
Options:
a) Ketamine
b) Propofol
c) Etomidate
d) Propofol
-----
",0,1
"-----
Question:
A patient with alcoholic liver failure requires general anaesthesia for surgery. The agent to be used –
Options:
a) Ether
b) Halothane
c) Methoxyflurane
d) Isoflurane
-----
",3,1
"-----
Question:
Left axis deviation is seen in which of the following cyanotic congenital heart disease
Options:
a) TAPVC
b) TGA
c) TA
d) TOF
-----
",2,3
"-----
Question:
Merkel cells are present in
Options:
a) Dermal papillae
b) Papillary dermis
c) Reticular Dermis
d) Epidermis
-----
",3,0
"-----
Question:
A group of friends had a party together, After 4 hours, few of them had diarrhoea and vomiting. Organism responsible for food poisoning is :
Options:
a) S-typhi
b) CL.perfringens
c) B.cereus
d) Camp. jejuni
-----
",2,2
"-----
Question:
A patient presents with hematuria of several days and dysmorphic RBC casts in urine. The site of origin is :
Options:
a) Kidney
b) Ureter
c) Bladder
d) Urethra
-----
",0,0
"-----
Question:
Most common location of MALT (Mucosa Associated Lymphoid Tissue):
Options:
a) Stomach
b) Duodenum
c) Jejunum
d) Ileum
-----
",3,1
"-----
Question:
Clara cells are seen in -
Options:
a) Alveoli
b) Bronchus
c) Trachea
d) Bronchiole
-----
",3,0
"-----
Question:
Characteristic feature of atopic dermatitis is -
Options:
a) Pruritus
b) Dennies Lines
c) Scaling skin
d) Rash
-----
",0,0
"-----
Question:
Wernicke's encephalopathy is due to deficiency of -
Options:
a) Folic acid
b) Thiamine
c) Ascorbic acid
d) Pyridoxine
-----
",1,1
"-----
Question:
Decreased protein: lipid ratio is seen in
Options:
a) Inner mitochondrial membrane
b) Outer mitochondrial membrane
c) Sarcoplasmic reticulum
d) Myelin sheath membrane
-----
",3,0
"-----
Question:
Anesthetic agent with vasoconstrictor is contraindicated in?
Options:
a) Finger block
b) Spinal block
c) Epidural block
d) Regional anesthesia
-----
",0,2
"-----
Question:
GLUT 4 is present in -
Options:
a) Endothelium
b) Liver
c) Cardiac muscle
d) Lens
-----
",2,0
"-----
Question:
Characteristic of benign tumour of lung in x-ray is
Options:
a) Nodule of 3.5 cm
b) Spiculated margin
c) Cavitation
d) Popcorn calcification
-----
",3,1
"-----
Question:
First change of improvement noted after iron therapy is initiated:
Options:
a) Decreased irritability
b) Reticulocytosis
c) Increase in serum iron levels
d) Replenishment of iron stores
-----
",0,2
"-----
Question:
Which drug prescribed by the physician would most probably be responsible for this?
Options:
a) Digoxin
b) Verapamil
c) Amiodarone
d) Propranolol
-----
",2,0
"-----
Question:
CO2 content in aerial blood is
Options:
a) 19ml/dl
b) 29ml/dl
c) 36ml/dl
d) 49 ml/dl
-----
",3,0
"-----
Question:
In liver, ethanol is conveed to ?
Options:
a) Methyl alcohol
b) Pyruvate
c) Acetaldehyde
d) Oxaloacetate
-----
",2,2
"-----
Question:
Which of the following drug does not cross the placental barrier?
Options:
a) Heparin
b) Morphine
c) Phenytoin
d) Diazepam
-----
",0,2
"-----
Question:
A/E is under the control of hypothalamus:
Options:
a) Increases heart rate with exercise
b) Food intake
c) Pituitary hormone regulation
d) Temperature regulation
-----
",0,2
"-----
Question:
Arrange following pas of Anesthesia machine according increasing pressure system wise i) Vaporize mounting devices ii) Hanger yoke assembly iii) Flow indicators iv) Pipe line indicator
Options:
a) (iii), (i), (iv), (ii)
b) (i), (iv), (iii), (ii)
c) (ii), (i), (iii), (iv)
d) (iii), (iv), (ii), (i)
-----
",0,1
"-----
Question:
A 17 year old boy is admitted to the hospital after S, per abdomen examination is normal. After adequate resuscitation, his pulse rate is 80/min and BP is 110/70mmHg. Abdominal CT reveals 1cm deep laceration on the left lobe of the liver extending from the dome more than half way through the parenchyma. Appropriate mangement at this time would be
Options:
a) Conservative management
b) Abdominal exploration and packing of hepatic wounds
c) Abdominal exploration and ligation of left hepatic aery
d) Left hepatectomy
-----
",0,3
"-----
Question:
When the respiratory muscles are relaxed, the lungs are in which of the following state?
Options:
a) Functional residual capacity (FRC)
b) Expiratory reserve volume (ERV)
c) Residual volume (RV)
d) Inspiratory reserve volume (IRV)
-----
",0,2
"-----
Question:
1st  urge at micturition comes at -
Options:
a) 50 ml
b) 250 ml
c) 150 ml
d) 350 ml
-----
",2,0
"-----
Question:
Motorcyclist fracture among the following is -
Options:
a) Ring facture
b) Sutural separation
c) Comminuted fracture of vault of skull
d) Fracture base of skull into anterior & posterior halves
-----
",3,2
"-----
Question:
A school going boy was noted with vacant stare several times a day. There was no history of fever, seizures and neurological deterioration. What is the diagnosis -
Options:
a) Atonic seizures
b) Absence seizures
c) Myoclonic seizures
d) School phobia
-----
",1,1
"-----
Question:
Spina ventosa is:
Options:
a) Tubercular dactylitis
b) TB of spine
c) TB of vertebral pedicles
d) Extra-axial
-----
",0,3
"-----
Question:
Acute loss of vision in case of alcoholic pancreatitis:
Options:
a) Purtscher's retinopathy
b) Acute congestive glaucoma
c) Central retinal artery obstruction
d) Optic neuritis
-----
",0,0
"-----
Question:
A hypeensive, diabetic is having proteinuria, antihypeensive of choice is-
Options:
a) Propanolol
b) Clonidine
c) Enalapril
d) Alpha methyldopa
-----
",3,3
"-----
Question:
A case of road traffic injury presented with chest and abdominal pain. Chest X-ray is shown below. What is the diagnosis?
Options:
a) Hemothorax
b) Pneumothorax
c) ARDS
d) Fat embolism
-----
",1,1
"-----
Question:
The dicrotic notch on the aoic pressure curve is caused by-
Options:
a) Closure of the pulmonary valve
b) Rapid filling of the left ventricle
c) Closure of the aoic valve
d) Contraction of the atria
-----
",2,0
"-----
Question:
Ascorbate and a-tocopherol are maintained in a reduced state in the lens by:
Options:
a) Glucose
b) Glycoprotein
c) Glutathione
d) Fatty acid
-----
",2,2
"-----
Question:
Massive blood transfusion is defined as -
Options:
a) 350 ml in 5 min
b) 500 ml in 5 min
c) 1 Litre in 5 min
d) Whole blood volume
-----
",3,3
"-----
Question:
The umbilical cord stump of a newborn most frequently sloughs off about the :
Options:
a) Second day after delivery
b) Fifth day after delivery
c) 10th day after delivery
d) 15th day after delivery
-----
",2,1
"-----
Question:
A 21 year old woman presents with complaints of primary amenorrhoea. Her height is 153 cms, weight is 51 kg. She has well developed breasts. She has no pubic or axillary hair and no hirsuitism. Which of the following is the most probable diagnosis?
Options:
a) Turner's syndrome
b) Stein-Leventhal syndrome
c) Premature ovarian failure
d) Complete androgen insensitivity syndrome
-----
",3,0
"-----
Question:
Which of the following techniques in the best for differentiating recurrence of brain tumour from radiation therapy induced necrosis?
Options:
a) MRI
b) Contrast enhanced MRI
c) PET scan
d) CT scan
-----
",2,1
"-----
Question:
Dose of local anesthesia for spinal is/are?
Options:
a) Lignocaine -1%
b) Lignocaine - 2.5%
c) Lignocaine - 5%
d) Bupivacaine - 0.5%
-----
",2,1
"-----
Question:
Sperms become motile in-
Options:
a) Prostate
b) Seminal vesicles
c) Epididymis
d) Vas deferens
-----
",2,2
"-----
Question:
In peritonsillar abscess, pain is referred to ear due to:
Options:
a) Trigeminal nerve
b) Glossopharyngeal nerve
c) Mandibular nerve
d) Auriculotemporal nerve
-----
",1,0
"-----
Question:
Muscular voice in females is treated by
Options:
a) Thyroplasty type 1
b) Thyroplasty type 2
c) Thyroplasty type 3
d) Thyroplasty type 4
-----
",3,1
"-----
Question:
Hoffmann's elimination is ?
Options:
a) Inactivation of drug by metabolizing enzyme
b) Unchanged excretion by kidney
c) Excretion in feces
d) Inactivation by molecular rearrangement
-----
",3,3
"-----
Question:
Chest X-ray showing opacity in the lung with irregular calcification is suggestive of –
Options:
a) Lung carcinoma
b) Hamartoma
c) Hydatid cyst
d) Adenoma
-----
",1,1
"-----
Question:
Splenectomy is often indicated in the management of which of the following?
Options:
a) Hereditary spherocytosis
b) Hereditary neurofibromatosis
c) Aplastic anemia
d) Pheochromocytoma
-----
",0,0
"-----
Question:
A high amylase level in pleural fluid suggests a diagnosis of
Options:
a) Tuberculosis
b) Malignancy
c) Rheumatoid ahritis
d) Pulmonary infarction
-----
",1,1
"-----
Question:
A 2 year old child presented with leukocoria in the right eye since 2 months. On examination a total retinal detachment was present in the same eye. Ultrasound B scan revealed a heterogenous sub retinal mass with calcification. The most likely clinical diagnosis is –
Options:
a) Coats- disease
b) Retinoblastoma
c) Toxocariasis
d) Retinal tuberculoma
-----
",1,1
"-----
Question:
The technique of blocking the facial nerve at the neck of mandible is:
Options:
a) Van Lint's block
b) O'Brien's block
c) Nadbath block
d) Atkinson's block
-----
",1,0
"-----
Question:
A28-year-old farmer is convulsing, with 100bpm heart rate, BP180/100, diarrhea, vomiting and urination. Pupil are pin point. Drug poisoning suspected is:
Options:
a) Aspirin poisoning
b) Amphetamine
c) OPC poisoning
d) Atropine poisoning
-----
",2,3
"-----
Question:
Medial rotation of tibia in flexed leg is brought about by-
Options:
a) Popliteus
b) Vastus medialis
c) Quadriceps femoris
d) Adductor magnus
-----
",0,0
"-----
Question:
The following clinical features are seen in which disease?
Options:
a) Turner syndrome
b) Fragile X-syndrome
c) Achondroplasia
d) Down syndrome
-----
",3,3
"-----
Question:
Which of the following is polar amino acid -
Options:
a) Tryptophan
b) Methionine
c) Glutamic acid
d) Isoleucine
-----
",2,0
"-----
Question:
Chest compression during CPR depth: March 2013 (a, c, d, g)
Options:
a) 1 inch
b) 2 inches
c) 3 inches
d) 4 inches
-----
",1,1
"-----
Question:
A male 45 years old wants his missing teeth to be replaced. Intraoral examination reveals Kennedy class 4 edentulous  maxillary arch. Impression is made with fast setting alginate.
The setting time of the material is :
Options:
a) 1.5 to 3 min
b) 3 to 4.5 min
c) 3 to 4 min
d) 2 to 4 min
-----
",0,0
"-----
Question:
The commonest cause of Bacterial Pneumonia in children is -
Options:
a) Streptococcus pyogenes
b) Hemophilus influenzae
c) Streptococcus pneumoniae
d) Staphylococcus aureus
-----
",2,2
"-----
Question:
Surgical treatment of congenital hydrocele is done at the age of:
Options:
a) 1 year
b) 2 years
c) 3 years
d) 4 years
-----
",2,0
"-----
Question:
Commonest histological type of carcinoma testis is:(1994)
Options:
a) Teratoma
b) Yolk sac tumour
c) Seminoma
d) Choriocarcinoma
-----
",2,2
"-----
Question:
The best treatment of tension pneumothorax is -
Options:
a) Immediate letting out of air
b) Wait and watch
c) Rib resection
d) Underwater drainage
-----
",0,0
"-----
Question:
Extrapyramidal side effects of antipsychotics -
Options:
a) Dystonia
b) Akathisia
c) Seizures
d) Diarrhoea
-----
",0,1
"-----
Question:
Which of the following melanoma carries the worst prognosis?
Options:
a) Lentigo Maligna
b) Lentigo Maligna melanoma
c) Superficial spreading type
d) Nodular Melanoma
-----
",3,3
"-----
Question:
A patient died and relatives complain that it is due to negligence of doctor. According to a recent Supreme Cou judgement, doctor can be charged for Medical Negligence under section 304-A, only if:
Options:
a) If he is from corporate hospital
b) If negligence is from inadveent error
c) Gross negligence
d) Res Ipsa Loquitor
-----
",2,2
"-----
Question:
Epidermal Melanin unit is?
Options:
a) 26 keratinocytes : 1 melanocyte
b) 36 keratinocytes : 2 melanocytes
c) 16 keratinocytes : 1 melanocytes
d) 36 keratinocytes : 1 melanocyte
-----
",3,1
"-----
Question:
Heat stiffening occurs when person exposed at a temp of
Options:
a) 30c
b) 40c
c) 50c
d) 60c
-----
",3,1
"-----
Question:
Brazilian purpuric fever is caused by:
Options:
a) Bordetella peussis
b) Haemophilus aegypticus
c) Haemophilus duceryi
d) Haemophilus parinfluenzae
-----
",1,1
"-----
Question:
A patient at 28 weeks pregnancy presents with low grade fever, malaise, vomiting since 1 week. On examination she is icteric, Her Hb is 10 gm%, bilirubin is 5 mg/dL, SGOT and SGPT at 630 and 600 with normal platelet count. Most probable cause of her jaundice is
Options:
a) IHCP
b) Viral hepatitis
c) Hyperemesis gravidarum
d) HELLP syndrome
-----
",1,3
"-----
Question:
Which of the following is characteristic only of viruses
Options:
a) They are intracellular organisms
b) They affect the production of interferon and are sensitive to it.
c) They reproduce by binary fission
d) They can be grown on inanimate media
-----
",1,0
"-----
Question:
Mandibular nerve exits the cranial cavity by passing through -
Options:
a) Formanen rotundum
b) Foramenlacerum
c) Stylomastoid foramen
d) Foramenovale
-----
",3,0
"-----
Question:
Diamond abrasive having particle size of 125-150 µm is classified?
Options:
a) Fine
b) Coarse
c) Medium
d) Extrafine
-----
",1,2
"-----
Question:
In which condition can atrial fibrillation can degenerate into ventricular fibrillation?
Options:
a) HOCM
b) Arrhythmogenic Right ventricular dysplasia
c) Pulmonary embolism
d) Wolf Parkinson white syndrome
-----
",3,0
"-----
Question:
Which of the following result from accumulation of homogentisic acid?
Options:
a) Ochronosis
b) Tyrosinemia
c) Albinism
d) Tyrosinosis
-----
",0,0
"-----
Question:
Kussmaul's sign is NOT seen in
Options:
a) Restrictive cardiomyopathy
b) Constrictive pericarditis
c) Cardiac tamponade
d) RV infarct
-----
",2,1
"-----
Question:
A 6 years old boy brought to the emergency depament by his father with the complaint of acute onset pain in the abdomen. His father told that he noticed blood in his stool a few days back. On examination, no obvious mass was felt. Paediatrician advised an ultrasound . what could be the probable diagnosis is?
Options:
a) Midgut volvulus
b) Intussusception
c) Ascariasis
d) Appendicitis
-----
",1,1
"-----
Question:
A young person presents with self mutilating behaviour and impulsivity. What is he most likely suffering from?
Options:
a) Dependent personality disorder
b) Borderline personality disorder
c) Adjustment disorder
d) Paranoid personality disorder
-----
",1,1
"-----
Question:
Which of the following is not an alkylating agent:-
Options:
a) Melphalan
b) Cyclophosphamide
c) Busulfan
d) 5-Fluorouracil
-----
",3,0
"-----
Question:
Chalazion oflid is -
Options:
a) Caseous necrosis
b) Chronic nonspecific inflammation
c) Chronic lipogranulomatous inflammation
d) Liposarcoma
-----
",2,2
"-----
Question:
Sympathetic ophthalmitis results due to:
Options:
a) Penetrating injury of ciliary body
b) Uveitis
c) Glaucoma
d) Trachoma
-----
",0,0
"-----
Question:
A 45-year-old obese patient presents with these lesions over her neck. What is your diagnosis?
Options:
a) Acanthosis nigricans
b) Lichen Planus
c) Atopic dermatitis
d) Contact dermatitis
-----
",0,0
"-----
Question:
The National Population Policy 2000 aims to achieve Total Fertility Rate of 2.1 by the year
Options:
a) 2005
b) 2015
c) 2010
d) 2050
-----
",2,1
"-----
Question:
Which of the following is the national level system that provides annual national as well as state level reliable estimation of feility and moality -
Options:
a) Civil registration system
b) Census
c) Adhoc survey
d) Sample registration system
-----
",3,1
"-----
Question:
Hemophilia is associated with -
Options:
a) X Chromosome
b) Y Chromosome
c) Chromosome 3
d) Chromosome 16
-----
",0,0
"-----
Question:
Which antidepressant is relatively contraindicated in young men secondary to its side effect of priapism?
Options:
a) Seraline
b) Trazodone
c) Imipramine
d) Amitriptyline
-----
",1,1
"-----
Question:
Colorado tick fever is the only known human infection caused by
Options:
a) Reovirus
b) Coltivirus
c) Rotavirus
d) Corona virus
-----
",1,1
"-----
Question:
Which of the following does not change pH of stomach: September 2011
Options:
a) Sucralfate
b) H2 blocker
c) Omeprazole
d) Ranitidine
-----
",0,0
"-----
Question:
Cut off value for Anemia at 6 years is ______
Options:
a) 10 gm/dl
b) 11 gm/dl
c) 12 gm/dl
d) 13 gm/dl of venous blood
-----
",2,0
"-----
Question:
Painful loss of vision is seen in –a) Senile cataractb) Primary open angle glaucomac) Primary angle closure glaucomad) Anterior uveitis
Options:
a) ab
b) cd
c) bd
d) ac
-----
",1,3
"-----
Question:
The lower denture bearing area has diﬀerent compressibility. Which is the most compressible tissue in lower arch?
Options:
a) Buccal shelf
b) Premylohyoid region
c) Labial sulcus
d) Retromolar pad
-----
",3,3
"-----
Question:
Which organism causes hemolytic uremic syndrome
Options:
a) Neisseria
b) Salmonella
c) Pseudomonas
d) E. Coli
-----
",3,3
"-----
Question:
Pleural reflection on left midaxillary line is in intercostal space:
Options:
a) 5
b) 6
c) 8
d) 10
-----
",3,1
"-----
Question:
Death sentence can be awarded by
Options:
a) First class magistrate
b) Cheif judicial magistrate
c) Second class magistrate
d) Sessions cou
-----
",3,3
"-----
Question:
Action of which anaesthetic agent is through NMDA receptors?
Options:
a) Xenon
b) NO
c) Succinylcholine
d) Etomidate
-----
",0,0
"-----
Question:
Child presents with linear verrucous plaques on the trunk with vacuolisation of keratinocytes in S.Spinosum and S.Granulosum. Diagnosis is?
Options:
a) Incontinenta pigmenti
b) Delayed hypersensitivity reaction
c) Verrucous epidermal nevus
d) Linear darriers disease
-----
",2,2
"-----
Question:
Eye of a newborn:
Options:
a) Emmetropic
b) Myopic
c) Hypermetropic
d) Astigmatic
-----
",2,1
"-----
Question:
Which method is not used for autopsy ?
Options:
a) Virchow
b) Rokitansky
c) Lettulle
d) Thomas
-----
",3,2
"-----
Question:
One sub-centre covers:
Options:
a) 1000 population
b) 2000 population
c) 4000 population
d) 5000 population
-----
",3,2
"-----
Question:
Grade III (contaminated) wound is/ are-
Options:
a) Appendicular perforation
b) Wound contaminated with gross fecal material spillage
c) Wound in urinary tract without unusual contamination
d) Surgery over a clean site
-----
",1,1
"-----
Question:
Uterine contraction pressure is measured in terms of
Options:
a) mmHg
b) Cm of H2o
c) Montevideo units
d) Joules/kg
-----
",2,0
"-----
Question:
Non depolarizing neuromuscular blocker is
Options:
a) Non competitive neuromuscular blocker
b) Reversed by neostigmine
c) Persistent stimulator of nicotinic cholinergic receptors
d) Induces fasciculations
-----
",1,0
"-----
Question:
Normal respiratory compliance is ?
Options:
a) 200 ml/cm water
b) 50 ml/cm water
c) 100 ml/cm water
d) 150 ml/cm water
-----
",0,2
"-----
Question:
Trendelenburg test is positive in which of the following condition:
Options:
a) L3 L4 PIVD
b) L5 S1 PIVD
c) Synovitis of the hip
d) Femoroacetabular Impingement Syndrome
-----
",1,1
"-----
Question:
Most common symptom of alcohol withdrawal is: Al 07; FMGE 08
Options:
a) Bodyache
b) Tremor
c) Diarrhea
d) Rhinorrhea
-----
",1,1
"-----
Question:
Example of type 4 hypersensitivity is:
Options:
a) Serum sickness
b) Granulomatous reaction
c) Schwazman reaction
d) Ahus reaction
-----
",1,0
"-----
Question:
Pain insensitive structure in brain is:
Options:
a) Falx cerebri
b) Dural sheath surrounding vascular sinuses
c) Middle meningeal aery
d) Choroid plexus
-----
",3,1
"-----
Question:
A 76 year old male with a history of dyspnoea on exeion was subjected to x-ray chest by the treating physician. The findings on the chest X-ray are given below. There is a history of fever with significant loss of weight and occasional bloody diarrhoea for the past 3 months. What is the most likely diagnosis?
Options:
a) Disseminated tuberculosis
b) Colon cancer with lung metastasis
c) Amebic liver abscess with rupture
d) Squamous cell carcinoma lung
-----
",1,0
"-----
Question:
Glucose on reduction with sodium amalgam forms:
Options:
a) Dulcitol
b) Sorbitol
c) Mannitol
d) Mannitol and sorbitol
-----
",1,2
"-----
Question:
Beheaded Scottish terrier sign is seen in?
Options:
a) Spondylosis
b) Spondylolisthesis
c) Fracture transerve process of lumber vertebra
d) Fracture scaphoid
-----
",1,1
"-----
Question:
A 42-year-old woman has noticed dry skin, fatigue, and weight gain over the past 3 months. Her blood pressure is 110/70 mm Hg, pulse 60/min, and heart and lungs are normal. Her skin feels rough and dry, but the rest of the examination is normal. Her biochemistry is normal but the thyroid-stimulating hormone (TSH) is 39 mU/L (0.5-5 mU/L). Which of the following is the most likely cause for her elevated TSH?
Options:
a) trauma
b) radioactive iodine ingestion
c) primary hypothyroidism
d) parathyroid surgery
-----
",2,2
"-----
Question:
Most common cause of Death in high income nations includes
Options:
a) Unipolar depression
b) Ischemic Heart Disease
c) Alcohol
d) Cerebro Vascular Accident
-----
",1,1
"-----
Question:
The principle supports of the uterus are:
Options:
a) The iliosacral ligaments
b) The pyriformis muscle
c) The transverse cervical ligaments
d) The infundibular ligaments
-----
",2,0
"-----
Question:
If mean, median and mode are 10, 18, 26 respectively, the distribution is :
Options:
a) Symmetric
b) Normal
c) Positively skewed
d) Negatively skewed
-----
",3,2
"-----
Question:
Enzyme used for cDNA synthesis is
Options:
a) DNA dependent RNA polymerase
b) DNA dependent DNA polymerase
c) RNA dependent RNA polymerase
d) RNA dependent DNA polymerase
-----
",3,0
"-----
Question:
Which one of the following is the most common problem associated with the use of condom :
Options:
a) Increased monilial infection of vagina
b) Premature ejaculation
c) Contact dermatitis
d) Retention of urine
-----
",2,2
"-----
Question:
Meningococci differ from gonococci as they:
Options:
a) Are intracellular
b) Possess a capsule
c) Causes fermentation of glucose
d) Are oxidase positive
-----
",1,1
"-----
Question:
Post term labour is seen in :
Options:
a) Hydramnios
b) PID
c) Anencephaly
d) Multiple Pregnancy
-----
",2,1
"-----
Question:
Glyconeogenesis is
Options:
a) Synthesis of glucose from non-carbohydrate sources
b) Synthesis of glycogen from glucose
c) Synthesis of glucose from glycerol
d) Synthesis of glycogen from non-carbohydrate sources
-----
",3,0
"-----
Question:
""Midyear polulation"" is not the denominator of which moality rate?
Options:
a) Crude death rate
b) Age-specific death rate
c) Weekly death rate
d) Propoional moality rate
-----
",3,3
"-----
Question:
Drug of choice for carriers of diphtheria is
Options:
a) Penicillin G
b) Septran
c) Tetracycline
d) Erythromycin
-----
",3,3
"-----
Question:
Leukodystrophy with Bilateral occipital lobe involvement is seen in
Options:
a) MELAS
b) Canavan disease
c) Alexander disease
d) Adrenoleucodystrophy
-----
",3,3
"-----
Question:
Post-translation carboxylation of clotting factors requires
Options:
a) Vitamin C
b) Vitamin K
c) Vitamin A
d) Vitamin D
-----
",1,1
"-----
Question:
Plaque Jaunes seen in?
Options:
a) Testicular injury
b) Old healed coical contusion
c) Spleenic contusion
d) Liver contusion
-----
",1,1
"-----
Question:
Following MRM parasthesia develops due to involvement of which nerve
Options:
a) Long thoracic nerve
b) Medial pectoral nerve
c) Brachial cutaneous nerve
d) Thoracodorsal nerve
-----
",2,0
"-----
Question:
Tram track appearance on CT scan of head is seen in –
Options:
a) Sturge weber syndrome
b) Von Ripple lindau syndrome
c) Tuberous sclerosis
d) Neurofibroma
-----
",0,0
"-----
Question:
Praziquantel is used for the treatment of
Options:
a) Strongyloidiasis
b) Trichomoniasis
c) Schistosomiasis
d) Rhinosporidiosis
-----
",2,2
"-----
Question:
Not used for erectile dysfunction ?
Options:
a) Beta-blockers
b) Sildenafil
c) PG-E
d) Papaverine
-----
",0,1
"-----
Question:
The medium of choice for culturing yeast form of dimorphic fungi is
Options:
a) Brain-hea infusion
b) Sabouraud's
c) Sabouraud's and antibiotics
d) SDA medium incubated at 35-37 o
-----
",3,1
"-----
Question:
Only intact eye movement in one and a half syndrome is
Options:
a) Adduction of Ipsilateral eye
b) Abduction of Ipsilateral eye
c) Adduction of contralateral eye
d) Abduction of contralateral eye
-----
",3,1
