,id,question,question_comment,option_a,option_a_comment,option_b,option_b_comment,option_c,option_c_comment,option_d,option_d_comment,correct_option
78,OIC-265-09-B,"Quels sont les symptômes associés à un calcul urinaire, en plus de la colique néphrétique ?","Cette question évalue la compréhension des symptômes associés à la lithiase urinaire, en excluant la colique néphrétique.","Hématurie, infections urinaires et insuffisance rénale",Cette option est correcte car elle liste les trois symptômes mentionnés dans le texte.,"Douleur abdominale, fièvre et nausées",Ces symptômes ne sont pas spécifiquement liés aux calculs urinaires.,"Diarrhée, constipation et perte d'appétit",Ces symptômes ne sont pas liés aux calculs urinaires.,"Fatigue, maux de tête et vertiges","Ces symptômes peuvent être causés par de nombreuses conditions, pas seulement les calculs urinaires.",a
79,OIC-265-10-B,"En urgence, quel examen d'imagerie est idéal pour confirmer le diagnostic de colique néphrétique et évaluer sa gravité?",Cette question évalue la compréhension de l'indication des examens d'imagerie en cas de colique néphrétique.,Scanner abdomino-pelvien faible dose sans injection de produit de contraste,C'est l'examen idéal en urgence pour confirmer le diagnostic et évaluer la gravité.,Échographie réno-vésicale,"L'échographie est indiquée, mais pas en première intention en urgence.",TDM avec injection de produit de contraste,L'injection de produit de contraste est réservée en cas de doute diagnostic.,Radiographie simple de l'abdomen,La radiographie simple n'est pas suffisante pour confirmer le diagnostic de colique néphrétique.,a
80,OIC-265-11-A,Quels examens biologiques sont réalisés en urgence devant une colique néphrétique?,Cette question évalue la compréhension des examens biologiques d'urgence pour une colique néphrétique. Attention aux distracteurs qui ne sont pas des examens biologiques.,"Bandelette urinaire, NFS, ionogramme, créatininémie, CRP",Cette option liste les examens biologiques mentionnés dans le texte.,"Radiographie, échographie, scanner","Ces options sont des examens d'imagerie, pas des examens biologiques.","Glycémie, cholestérol, triglycérides","Ces options sont des examens sanguins, mais ne sont pas spécifiquement mentionnés pour la colique néphrétique.","ECG, radiographie pulmonaire","Ces options sont des examens pour d'autres pathologies, pas spécifiquement pour la colique néphrétique.",a
81,OIC-265-12-B,Quel examen est **obligatoire** dans le bilan métabolique de première intention pour le diagnostic étiologique de la lithiase urinaire?,Cette question évalue la compréhension des recommandations du Comité de Lithiase de l’Association Française d’Urologie. Le piège courant est de choisir une analyse parmi les nombreuses options sans identifier celle qui est obligatoire.,Analyse morphologique et infrarouge du calcul,Cette analyse est essentielle pour déterminer la composition du calcul et est donc obligatoire.,Analyse des urines des 24 heures,"Bien que précieuse, cette analyse n'est pas obligatoire dans le bilan de première intention.","Analyse sanguine : créatinine, calcémie, glycémie à jeun, uricémie",Cette analyse est importante mais pas obligatoire dans le bilan de première intention.,"Cristallurie, pH, densité, BU sur un échantillon d’urines fraiches du matin",Cette analyse est importante mais pas obligatoire dans le bilan de première intention.,a
82,OIC-265-13-B,Quelle est l'anomalie métabolique **NON** associée aux lithiases calciques ?,Cette question évalue la compréhension des anomalies métaboliques spécifiques aux lithiases calciques. Le piège courant est de choisir une anomalie qui peut être liée à d'autres problèmes rénaux.,Hyperparathyroidie,L'hyperparathyroidie est une cause fréquente de lithiases calciques.,Hypercalciurie,L'hypercalciurie est un facteur de risque important pour les lithiases calciques.,Granulomatose,Les granulomatoses peuvent être associées à des lithiases calciques.,Diabète,Le diabète est une maladie métabolique qui n'est pas directement liée aux lithiases calciques.,d
83,OIC-267-01-A,En quelle situation est-il indiqué de réaliser une gazométrie veineuse ?,Cette question évalue la compréhension des indications spécifiques pour la réalisation d'une gazométrie veineuse. Le piège courant est de choisir une indication applicable à la gazométrie artérielle.,Suspicion d'acido-cétose,"La gazométrie veineuse est indiquée pour évaluer un possible déséquilibre acido-basique, notamment l'acido-cétose.",Dyspnée,"La dyspnée est une indication pour la gazométrie artérielle, permettant d'évaluer l'hypoxémie.",État de choc,"L'état de choc est une indication pour la gazométrie artérielle, permettant d'évaluer l'oxygénation et l'équilibre acido-basique.",Suspicion de pathologie pulmonaire hypoxémiante chronique,"La suspicion de pathologie pulmonaire hypoxémiante chronique est une indication pour la gazométrie artérielle, permettant de suivre l'évolution de l'hypoxémie.",a
84,OIC-267-02-B,Quel est l'effet principal d'une diminution de la ventilation pulmonaire sur l'équilibre acido-basique?,Cette question évalue la compréhension des mécanismes de régulation de l'équilibre acido-basique. Le piège courant est de confondre l'acidose respiratoire avec l'acidose métabolique.,Alcalosite respiratoire,"Incorrecte. Une diminution de la ventilation pulmonaire entraîne une accumulation de CO2, conduisant à une acidose.",Acidose respiratoire,Correcte. La diminution de l'élimination du CO2 par la respiration entraîne une augmentation de la pCO2 et une acidose.,Acidose métabolique,Incorrecte. L'acidose métabolique est causée par un déséquilibre dans la production ou l'élimination d'acides fixes.,Alcalosite métabolique,"Incorrecte. L'alcalose métabolique est causée par une diminution de l'acidité du sang, généralement due à une perte d'acides ou une augmentation de bicarbonates.",b
85,OIC-267-03-A,Quel est le critère principal pour diagnostiquer une acidose selon le texte?,Cette question évalue la compréhension de la définition d'une acidose. Le piège courant est de se concentrer uniquement sur le pH.,"Un pH artériel inférieur à 7,38 ou un pH veineux inférieur à 7,32.",Cette option est correcte car elle correspond à la définition d'une acidose décompensée.,Une bicarbonatémie basse avec un pH normal.,"Cette option est incorrecte car elle décrit une acidose métabolique compensée, pas une acidose décompensée.",Une augmentation de la PCO2.,"Cette option est incorrecte car elle décrit une acidose respiratoire, pas une acidose en général.",Une diminution de la PCO2.,"Cette option est incorrecte car elle décrit une alcalose respiratoire, pas une acidose.",a
86,OIC-267-04-A,"Quel est l'état d'urgence vitale associé à un pH inférieur à 7,10 ou à une bicarbonatémie inférieure à 8 mmol/L ?",Cette question évalue la compréhension des valeurs critiques de pH et de bicarbonatémie qui indiquent un trouble acido-basique grave.,Acidose métabolique sévère,C'est la bonne réponse car les valeurs indiquées correspondent à une acidose métabolique sévère.,Alcalose métabolique,"L'alcalose métabolique est caractérisée par un pH supérieur à 7,45.",Acidose respiratoire,L'acidose respiratoire est causée par une insuffisance respiratoire et se caractérise par une diminution du pH et une diminution du bicarbonate.,Déshydratation sévère,"La déshydratation sévère peut entraîner des troubles électrolytiques et acido-basiques, mais les valeurs de pH et de bicarbonate sont des indicateurs plus spécifiques de l'acidose métabolique.",a
87,OIC-267-05-A,Un patient présente une acidose métabolique avec un trou anionique plasmatique élevé.  Quelle est la cause la plus probable ?,Cette question évalue la compréhension de la relation entre le trou anionique plasmatique et les causes d'acidose métabolique.,Diarrhée,"La diarrhée entraîne une perte de bicarbonate, conduisant à une acidose métabolique hyperchlorémique (trou anionique normal).",Intoxication au salicylate,L'intoxication au salicylate provoque une acidose métabolique avec un trou anionique élevé en raison de l'accumulation d'acide salicylique.,Acidose lactique,L'acidose lactique est caractérisée par un trou anionique élevé en raison de l'accumulation de lactate.,Acidose tubulaire rénale,L'acidose tubulaire rénale est une acidose métabolique hyperchlorémique (trou anionique normal).,c
88,OIC-267-06-B,"En cas d'acidose métabolique hyperchlorémique, quel est le signe d'une réponse rénale inadaptée?",Cette question évalue la compréhension de la relation entre le trou anionique urinaire (TAU) et la réponse rénale à l'acidose. ,TAU < 0,"Un TAU négatif indique une réponse rénale adaptée, avec une ammoniurie élevée.",TAU = 0,Un TAU nul n'est pas un indicateur fiable de la réponse rénale.,TAU > 0,"Un TAU positif indique une réponse rénale inadaptée, avec une ammoniurie basse.",TAU variable,La valeur du TAU est spécifique à chaque situation et ne permet pas de conclure sur l'adaptation de la réponse rénale.,c
89,OIC-267-07-A,Quelles sont les causes possibles d'une acidose respiratoire non pulmonaire?,Cette question évalue la compréhension des causes d'acidose respiratoire non pulmonaire. Le piège courant est de se concentrer uniquement sur les causes pulmonaires.,Dysfonction cérébrale,"C'est une cause d'acidose respiratoire non pulmonaire, comme les infections, les traumatismes ou les tumeurs.",BPCO sévère,"Le BPCO est une cause d'acidose respiratoire pulmonaire, pas non pulmonaire.",Emphysème pulmonaire sévère,"L'emphysème est une cause d'acidose respiratoire pulmonaire, pas non pulmonaire.",Réduction parenchymateuse,"La réduction parenchymateuse est une cause d'acidose respiratoire pulmonaire, pas non pulmonaire.",a
90,OIC-267-08-B,Quel est l'objectif principal de l'alcalinisation chez un patient souffrant d'une acidose métabolique chronique?,Cette question évalue la compréhension des conséquences de l'acidose métabolique chronique et du traitement par alcalinisation.,"Prévenir la fonte musculaire, la déminéralisation osseuse et le retard de croissance chez l'enfant.",C'est l'objectif principal de l'alcalinisation.,Augmenter le taux de bicarbonates plasmatiques à 22 mmol/L.,"C'est un effet secondaire de l'alcalinisation, mais pas l'objectif principal.",Guérir l'acidose métabolique chronique.,"L'alcalinisation ne guérit pas l'acidose, mais la contrôle.",Réduire la consommation d'aliments riches en protéines.,Ce n'est pas un objectif de l'alcalinisation.,a
91,OIC-267-11-A,Quelle est la définition de l'hyperkaliémie ?,Cette question évalue la compréhension de la définition de l'hyperkaliémie. Le piège courant est de confondre l'hyperkaliémie avec les causes de fausses hyperkaliémies.,"Concentration plasmatique du potassium supérieure à 5,0 mmol/L.",C'est la définition correcte de l'hyperkaliémie.,Libération de potassium du compartiment intracellulaire vers le compartiment extracellulaire.,"Ceci décrit les causes de fausses hyperkaliémies, pas la définition de l'hyperkaliémie.",Un trouble musculaire aigue.,"C'est un motif de prescription d'une kaliémie, mais pas sa définition.",Un trouble de la conduction et du rythme cardiaque.,"C'est un motif de prescription d'une kaliémie, mais pas sa définition.",a
92,OIC-267-12-B,Quel est le signe clinique le plus grave associé à une hyperkaliémie?,"Cette question évalue la compréhension des complications potentielles de l'hyperkaliémie. Le piège courant est de choisir un signe neuro-musculaire, car ils sont souvent les premiers à apparaître.",Paralysie flasque,"C'est la réponse correcte. La paralysie flasque, en particulier celle des muscles respiratoires, est une complication grave de l'hyperkaliémie qui peut entraîner un arrêt respiratoire.",Brûlures ou paresthésies,Ces symptômes sont des signes neuro-musculaires non spécifiques de l'hyperkaliémie et moins graves que la paralysie.,Hypotension artérielle,"L'hypotension artérielle peut être un signe de gravité, mais elle n'est pas aussi grave que la paralysie flasque.",Anomalies de la sensibilité superficielle,Ces anomalies sont des signes neuro-musculaires non spécifiques et moins graves que la paralysie flasque.,a
93,OIC-267-13-A,Quelle est la première modification électrocardiographique observée lors d'une hyperkaliémie?,Cette question évalue la compréhension de l'ordre d'apparition des anomalies ECG lors d'une hyperkaliémie. Le piège courant est de choisir une modification tardive.,Augmentation de l'amplitude des ondes T,C'est la première modification ECG observée lors d'une hyperkaliémie.,Disparition de l'onde P,"La disparition de l'onde P est une anomalie de conduction auriculaire, observée plus tard.",Élargissement des complexes QRS,"L'élargissement des complexes QRS est une anomalie de conduction intraventriculaire, observée plus tard.",Bradycardie à QRS large,La bradycardie à QRS large est une modification tardive et grave de l'ECG lors d'une hyperkaliémie.,a
94,OIC-267-15-A,Quel est le premier geste à réaliser en cas de suspicion d'hyperkaliémie?,Cette question évalue la compréhension de la prise en charge initiale de l'hyperkaliémie. Le piège courant est de se concentrer sur le traitement plutôt que sur l'évaluation initiale.,Réaliser un ECG,Correct. La réalisation d'un ECG est le premier geste à réaliser en cas de suspicion d'hyperkaliémie pour évaluer le degré de gravité.,Administrer des sels de calcium,"Incorrect. Les sels de calcium sont administrés en cas d'hyperkaliémie sévère avec signes de gravité, après l'évaluation ECG.",Arrêter les médicaments hyperkaliémiants,"Incorrect. L'arrêt des médicaments hyperkaliémiants est une mesure importante, mais elle doit être prise après la réalisation d'un ECG.",Administrer de l'insuline-glucose,"Incorrect. L'insuline-glucose est utilisée pour transférer le potassium vers le compartiment intracellulaire, mais elle est administrée après l'évaluation ECG et en cas d'hyperkaliémie sévère.",a
95,OIC-267-16-B,Quel traitement est recommandé en cas d'hyperkaliémie sévère associée à une acidose métabolique et à une TA normale?,Cette question évalue la compréhension des traitements spécifiques pour l'hyperkaliémie en fonction de l'état acido-basique du patient.,Bicarbonate de Na,L'alcalinisation modérée avec du bicarbonate de sodium est indiquée en cas d'acidose métabolique et de TA normale.,Salbutamol,"Le salbutamol est utilisé pour le transfert du potassium vers le compartiment intracellulaire, mais pas spécifiquement en cas d'acidose métabolique.",Furosémide,"Les diurétiques de l'anse sont utilisés en cas d'œdème pulmonaire et d'insuffisance rénale organique associée, mais pas spécifiquement pour l'hyperkaliémie avec acidose métabolique.",Hémodialyse,"L'hémodialyse est le traitement de choix en cas d'insuffisance rénale sévère, mais pas spécifiquement pour l'hyperkaliémie avec acidose métabolique.",a
96,OIC-267-18-A,En quelle situation une kaliémie est-elle indiquée?,Cette question évalue la compréhension des indications de prescription d'une kaliémie. Attention aux distracteurs qui mentionnent des situations où une kaliémie n'est pas systématiquement nécessaire.,Diarrhée chronique,"La diarrhée chronique peut entraîner une perte de potassium, justifiant une kaliémie.",Fièvre,La fièvre n'est pas une indication directe pour une kaliémie.,Douleur de tête,La douleur de tête n'est pas liée à un déséquilibre en potassium.,Rhume,Le rhume n'est pas une indication directe pour une kaliémie.,a
97,OIC-267-19-A,Quel est un symptôme clinique musculaire de l'hypokaliémie ?,Cette question évalue la compréhension des symptômes de l'hypokaliémie. Le piège courant est de choisir un symptôme non musculaire.,Crampes,Les crampes sont un symptôme musculaire courant de l'hypokaliémie.,Syndrome polyuro-polydipsique,Le syndrome polyuro-polydipsique est un symptôme rénal de l'hypokaliémie.,Constipation,La constipation est un symptôme digestif de l'hypokaliémie.,Rhabdomyolyse,"La rhabdomyolyse est un symptôme musculaire grave de l'hypokaliémie, mais pas le seul.",a
98,OIC-267-21-A,Quelle est la principale cause d'hypokaliémie avec pertes extra-rénales?,Cette question évalue la compréhension des étiologies des hypokaliémies. Le piège courant est de choisir une cause rénale.,Diarrhées aiguës ou chroniques,C'est la principale cause d'hypokaliémie avec pertes extra-rénales.,Hyperaldostéronisme II,L'hyperaldostéronisme II est une cause d'hypokaliémie avec pertes rénales.,Diurétiques thiazidiques,Les diurétiques thiazidiques provoquent des pertes rénales de potassium.,Anorexie mentale,"L'anorexie mentale peut entraîner une carence en potassium, mais ce n'est pas une perte extra-rénale.",a
99,OIC-267-22-A,Quel est le traitement d'urgence recommandé pour une hypokaliémie sévère?,Cette question évalue la compréhension de la prise en charge d'une hypokaliémie sévère. Le piège courant est de penser uniquement à la supplémentation orale.,Administration intraveineuse de potassium pour atteindre une kaliémie supérieure à 3 mmol/L,C'est la réponse correcte. L'administration intraveineuse est nécessaire pour une correction rapide en cas d'hypokaliémie sévère.,Apport de glucose pour stimuler la sécrétion d'insuline,Incorrect. L'apport de glucose est à éviter en phase initiale car il peut aggraver l'hypokaliémie.,Supplémentation orale de potassium en quantité suffisante,Incorrect. La supplémentation orale est insuffisante en cas d'hypokaliémie sévère. Une administration intraveineuse est nécessaire.,Correction de l'hypomagnésémie associée par voie orale,"Incorrect. Bien que la correction de l'hypomagnésémie soit importante, ce n'est pas le traitement d'urgence principal pour l'hypokaliémie sévère.",a
100,OIC-267-23-A,Quelle est la définition biologique de l'hyponatrémie sévère?,Cette question évalue la compréhension de la définition biologique de l'hyponatrémie sévère. Attention aux distracteurs qui mentionnent des seuils de concentration en sodium sans préciser le contexte biologique.,[Na+] < 120 mmol/L,C'est la définition biologique de l'hyponatrémie sévère.,[Na+] < 135 mmol/L,"C'est la définition générale de l'hyponatrémie, mais pas de l'hyponatrémie sévère.",POsm < 280 mOsm/kg,"C'est la définition de l'hyponatrémie, mais pas spécifiquement de l'hyponatrémie sévère.",Symptômes neurologiques ou digestifs,"Ce sont des signes cliniques d'hyponatrémie, mais pas une définition biologique de la sévérité.",a
101,OIC-267-25-A,Quels sont les symptômes caractéristiques d'une hyponatrémie sévère (Na < 120 mmol/L)?,Cette question évalue la compréhension des symptômes liés à l'hyponatrémie sévère. Attention aux distracteurs qui mentionnent des symptômes modérés.,"Nausées, confusion, céphalées, vomissements, détresse cardio-respiratoire, somnolence profonde, comitialité, troubles de conscience, coma (Glasgow ≤ 8)",Cette option liste les symptômes spécifiques à l'hyponatrémie sévère.,"Nausées, confusion, céphalées","Ces symptômes sont présents dans l'hyponatrémie modérée, mais pas nécessairement dans l'hyponatrémie sévère.","Vomissements, détresse cardio-respiratoire, somnolence profonde","Ces symptômes peuvent être présents dans l'hyponatrémie sévère, mais ne sont pas exhaustifs.","Troubles de conscience, coma (Glasgow ≤ 8)","Ces symptômes sont graves et peuvent être présents dans l'hyponatrémie sévère, mais ne représentent pas tous les symptômes.",a
102,OIC-267-26-A,Quelle est la première étape du diagnostic d'une hyponatrémie hypotonique?,Cette question évalue la compréhension de la démarche diagnostique d'une hyponatrémie hypotonique. Le piège courant est de sauter directement à l'évaluation de l'osmolalité urinaire.,Éliminer les hyponatrémies non hypo-osmotiques,"C'est la première étape du diagnostic, comme décrit dans le texte.",Évaluer l'osmolalité urinaire,L'évaluation de l'osmolalité urinaire est la deuxième étape.,Évaluer le compartiment extracellulaire,L'évaluation du compartiment extracellulaire est la troisième étape.,Identifier les causes de l'hyponatrémie,L'identification des causes est une étape finale du diagnostic.,a
103,OIC-267-28-A,Quel est le principal risque de la correction rapide des hyponatrémies chroniques?,Cette question évalue la compréhension du risque de myélinolyse centro-pontine (MCP) lors de la correction rapide de l'hyponatrémie chronique.,Myélinolyse centro-pontine (MCP),C'est la complication rare mais redoutable liée à la correction trop rapide de l'hyponatrémie chronique.,Hypertension artérielle,L'hypertension n'est pas directement liée à la correction de l'hyponatrémie.,Déséquilibre électrolytique,"Bien que l'hyponatrémie implique un déséquilibre électrolytique, ce n'est pas le risque principal de sa correction rapide.",Insuffisance rénale,"L'insuffisance rénale peut être une complication de l'hyponatrémie, mais pas directement liée à sa correction rapide.",a
104,OIC-267-29-A,Quel est le critère biologique permettant de diagnostiquer une déshydratation intracellulaire (DIC)?,Cette question évalue la compréhension de la définition de la DIC et de son diagnostic biologique.,Hypernatrémie associée à une hyper-osmolalité plasmatique (> 300 mOsm/Kg H20),C'est la définition précise de la DIC.,Soif intense,La soif est un symptôme de l'hypernatrémie mais pas un critère de diagnostic de la DIC.,Troubles neurologiques,"Les troubles neurologiques sont des signes cliniques associés à l'hypernatrémie, mais pas spécifiques à la DIC.",Perte de poids,"La perte de poids peut être un symptôme de l'hypernatrémie, mais pas un critère de diagnostic de la DIC.",a
105,OIC-267-30-B,Quelle est la principale cause d'hypernatrémie en cas de bilan d'eau négatif?,Cette question évalue la compréhension des mécanismes de l'hypernatrémie. Le piège courant est de se concentrer uniquement sur la perte d'eau sans tenir compte de la régulation de l'ADH.,Absence de sécrétion d'ADH ou absence de sensibilité rénale à l'ADH,"C'est la définition du diabète insipide, qui entraîne une perte d'eau rénale et une hypernatrémie.",Perte d'eau extrarénale cutanée ou respiratoire,"Bien que cela puisse entraîner une déshydratation, il n'est pas la cause principale de l'hypernatrémie.",Présence d'un soluté osmotiquement actif dans le plasma,Ceci entraîne une hyperosmolalité plasmatique mais pas nécessairement une hypernatrémie.,Anomalie des centres de la soif (adipsie) ou des osmorécepteurs hypothalamiques,Cela peut entraîner une déshydratation mais la soif est un mécanisme de compensation.,a
106,OIC-267-31-A,Quels sont les signes neurologiques associés à une hypernatrémie grave?,Cette question évalue la compréhension des symptômes neurologiques liés à une hypernatrémie grave. Le piège courant est de choisir des symptômes non spécifiques ou non liés à l'hypernatrémie.,"Somnolence, asthénie, troubles du comportement, fièvre d'origine centrale",Cette option liste des symptômes neurologiques non spécifiques mais corrélés avec le degré d'hypernatrémie.,"Diarrhée, vomissements, déshydratation","Ces symptômes sont liés à la déshydratation, mais pas spécifiquement à l'hypernatrémie.","Tachycardie, hypotension, oligurie","Ces symptômes sont liés aux troubles hydro-électrolytiques, mais pas spécifiquement à l'hypernatrémie.","Douleur thoracique, dyspnée, cyanose","Ces symptômes sont liés à des problèmes respiratoires ou cardiaques, et non à l'hypernatrémie.",a
107,OIC-267-37-B,Quel est l'effet principal de l'hypocalcémie sur l'ECG ?,Cette question évalue la compréhension de l'impact de l'hypocalcémie sur les paramètres électriques du cœur. Le piège courant est de choisir une autre anomalie cardiaque.,Élargissement de l'intervalle QT,C'est l'anomalie ECG la plus caractéristique de l'hypocalcémie.,Prolongation de l'intervalle PR,"L'hypocalcémie peut entraîner un bloc auriculo-ventriculaire, mais ce n'est pas l'effet principal sur l'ECG.",Diminution de l'amplitude des ondes QRS,L'hypocalcémie n'affecte pas directement l'amplitude des ondes QRS.,Déviation de l'axe électrique du cœur,L'hypocalcémie n'est pas généralement associée à une déviation de l'axe électrique du cœur.,a
108,OIC-267-38-A,Quel examen biologique est **ESSENTIEL** pour distinguer une hypocalcémie d'origine parathyroïdienne d'une hypocalcémie d'origine extraparathyroïdienne?,Cette question évalue la compréhension de la démarche diagnostique de l'hypocalcémie. Le piège courant est de choisir un examen parmi les nombreux proposés sans se concentrer sur celui qui permet la distinction.,Parathormone (PTH) plasmatique,La PTH est l'examen clé pour distinguer les deux types d'hypocalcémie.,Calcium total,Le calcium total est un paramètre important mais ne permet pas de différencier les origines.,Phosphate sérique,Le phosphate sérique est un élément à prendre en compte mais pas déterminant pour la distinction.,Vitamine D (25 OH vitamine D),"La vitamine D est importante dans le métabolisme du calcium, mais ne permet pas de différencier les origines de l'hypocalcémie.",a
109,OIC-267-39-A,"Avant d'envisager les causes d'une hypocalcémie, quelles vérifications sont primordiales?",Cette question évalue la compréhension des étapes préliminaires à l'investigation d'une hypocalcémie. Le piège courant est de passer directement à l'arbre diagnostique sans vérifier les facteurs influençant la mesure du calcium.,Vérifier l'utilisation d'un tube citraté et l'existence d'une hypoalbuminémie.,Cette option est correcte car le citrate chélate le calcium et l'hypoalbuminémie peut fausser la mesure de la calcémie totale.,"Mesurer la calcémie totale et ionisée, le PTH, le calcitriol et la vitamine D.","Cette option est incorrecte car elle représente les paramètres utilisés dans l'arbre diagnostique, et non les vérifications préalables.","Examiner les antécédents médicaux du patient, notamment les interventions chirurgicales et les traitements radiothérapiques.","Cette option est incorrecte car elle concerne l'histoire médicale du patient, qui est une étape ultérieure dans l'investigation.",Effectuer une analyse d'urine pour mesurer la calciurie.,"Cette option est incorrecte car la calciurie est un paramètre utilisé dans l'arbre diagnostique, et non une vérification préalable.",a
110,OIC-267-40-A,Quel est le traitement de première intention pour une hypocalcémie légère à modérée?,Cette question évalue la compréhension du traitement de l'hypocalcémie. Le piège courant est de choisir le traitement parentéral sans tenir compte de la gravité de l'hypocalcémie.,Calcium per os (carbonate de calcium),C'est le traitement de première intention pour les hypocalcémies légères à modérées.,Calcium parentéral (gluconate de calcium ou chlorure de calcium),Le calcium parentéral est réservé aux cas d'hypocalcémie sévère symptomatique.,Vitamine D hydroxylée en position 1 (Un-Alfa®),"La vitamine D est utilisée en complément du calcium, notamment en cas d'insuffisance rénale chronique ou d'hypoparathyroïdie.",Arrêt du traitement en cause,L'arrêt du traitement en cause est une mesure à prendre si l'hypocalcémie est secondaire à un autre traitement.,a
111,OIC-270-01-A,Quel est l'objectif principal de l'interrogatoire et de l'examen clinique devant une douleur lombaire aiguë ?,Cette question évalue la compréhension de l'importance du diagnostic différentiel en cas de douleur lombaire aiguë.,Identifier les causes viscérales et vasculaires de la douleur lombaire.,Cette option est correcte car l'élimination des causes non rachidiennes est essentielle.,Confirmer le diagnostic de lombalgie aiguë d'origine commune.,Cette option est incorrecte car le diagnostic différentiel doit être établi avant de conclure à une lombalgie aiguë commune.,Déterminer la gravité de la douleur lombaire.,"Cette option est incorrecte car la gravité de la douleur est importante, mais l'objectif principal est d'identifier la cause.",Évaluer l'impact de la douleur sur la qualité de vie du patient.,"Cette option est incorrecte car elle est importante, mais pas l'objectif principal de l'interrogatoire et de l'examen clinique initial.",a
112,OIC-270-03-A,Lequel des signes suivants est un indicateur d'urgence médicale potentielle pour une lombalgie aiguë?,Cette question évalue la compréhension des signes de gravité associés à une lombalgie aiguë. Le piège courant est de choisir des symptômes bénins.,Oligo-anurie,"L'oligo-anurie est un signe d'insuffisance rénale aiguë, une urgence médicale.",Douleur lombaire modérée,"La douleur lombaire modérée est un symptôme courant de lombalgie aiguë, mais pas nécessairement une urgence.",Fatigue légère,La fatigue légère n'est pas un signe d'urgence pour une lombalgie aiguë.,Raideur musculaire,"La raideur musculaire est un symptôme courant de lombalgie aiguë, mais pas nécessairement une urgence.",a
113,OIC-270-05-A,Quand un examen d'imagerie est-il recommandé en cas de douleur lombaire aiguë chez l'adulte?,Cette question évalue la compréhension des indications pour les examens d'imagerie en cas de douleur lombaire aiguë. Attention aux pièges liés à la réalisation systématique d'examens.,"En cas de douleur rebelle au traitement symptomatique ou d'aggravation, ou en présence de signes de gravité.","C'est la bonne réponse. Les examens d'imagerie sont indiqués en cas de douleurs rebelles, d'aggravation ou de signes de gravité.", systématiquement après l'examen clinique.,Incorrect. Les examens d'imagerie ne sont pas systématiques et doivent être justifiés par un contexte clinique précis.,Uniquement en cas de lombalgie chronique et récidivante.,Incorrect. Les examens d'imagerie ne sont pas nécessaires pour les lombalgies chroniques déjà explorées.,Seulement en cas de suspicion d'origine viscérale ou neurologique.,"Incorrect. Les examens d'imagerie sont indiqués en cas de douleur rebelle, d'aggravation ou de signes de gravité, quelle que soit l'origine suspecte.",a
114,OIC-270-06-A,"En cas de lombalgie aiguë, quand un bilan biologique est-il nécessaire?",Cette question évalue la compréhension de la nécessité d'un bilan biologique en fonction de l'origine de la douleur. Attention au piège de penser qu'un bilan biologique est toujours nécessaire.,En cas de suspicion d'une cause secondaire à la douleur.,C'est la bonne réponse. Un bilan biologique est prescrit en cas de suspicion d'une cause autre que les causes communes de lombalgie aiguë., systématiquement pour tous les patients souffrant de lombalgie aiguë.,Incorrecte. Un bilan biologique n'est pas systématique pour toutes les lombalgies aiguës.,Uniquement en cas de douleur intense et incapacitante.,"Incorrecte. La nécessité du bilan biologique dépend de l'origine de la douleur, pas uniquement de l'intensité.",Seulement si le patient présente des antécédents médicaux importants.,"Incorrecte. Les antécédents médicaux peuvent influencer le bilan, mais ne sont pas la seule raison de le prescrire.",a
115,OIC-270-07-B,Quels facteurs peuvent influencer le passage vers la chronicité d'une lombalgie aiguë?,Cette question évalue la compréhension des facteurs de risque de chronicisation de la lombalgie. Attention aux distracteurs qui mentionnent des aspects physiologiques.,Dépression et anxiété,"Correcte : Le contexte biopsychosocial, incluant les troubles psychologiques, est un facteur de risque de chronicité.",Compression médullaire,"Incorrecte : La compression médullaire est une complication potentielle, mais pas un facteur de risque de chronicité.",Type d'activité professionnelle,Correcte : Le type d'activité professionnelle peut influencer le risque de chronicité.,Âge et sexe,"Incorrecte : L'âge et le sexe sont des facteurs de risque généraux, mais pas spécifiques à la chronicité de la lombalgie.",a
116,OIC-283-01-B,Quelle proportion des consultations de pédiatrie en médecine libérale est due à la constipation?,Cette question évalue la compréhension de la prévalence de la constipation chez les enfants. Attention à ne pas confondre les consultations pour la constipation avec le nombre total d'enfants constipés.,2%,Incorrecte. La constipation est un motif plus fréquent de consultation.,5%,Correcte. Le texte indique que la constipation représente près de 5% des consultations de pédiatrie.,10%,Incorrecte. La proportion est inférieure à 10%.,25%,Incorrecte. La proportion est inférieure à 25%.,b
117,OIC-283-04-B,"En l'absence de signes d'alarme, quel examen d'imagerie est systématiquement recommandé chez un patient constipé chronique consultant pour la première fois?",Cette question évalue la compréhension de l'indication des examens d'imagerie en cas de constipation chronique. Le piège courant est de penser qu'un examen d'imagerie est toujours nécessaire.,Aucun examen d'imagerie,Correct. Aucun examen d'imagerie n'est systématiquement indiqué en l'absence de signes d'alarme.,Coloscopie,Incorrect. La coloscopie est indiquée dans des situations spécifiques comme l'apparition de symptômes après 50 ans ou la présence de signes d'alarme.,Temps de transit colique aux marqueurs radio-opaques,Incorrect. Le temps de transit colique est un examen fonctionnel qui n'est pas systématiquement recommandé.,Défécographie,Incorrect. La défécographie est un examen morphologique réservé aux cas d'échec des traitements conservateurs ou en vue d'une chirurgie.,a
