id,question,option_a,option_b,option_c,option_d,correct_option
OIC-039-08-A-,Quels sont les médicaments qui aident à la diminution de la consommation d'alcool?,Nalmefene et Baclofène,Acamprosate et Naltrexone,Disulfiram et Baclofène,Tous les médicaments mentionnés,a
OIC-039-09-A,Quel est le critère pour déterminer si un trouble visuel est binoculaire?,Il disparaît à l'occlusion d'un œil,Il persiste à l'occlusion d'un œil,Il n'est perçu que les deux yeux ouverts,Il est perçu par un seul œil,c
OIC-039-09-A-,Quelle est la définition de l'amaurose fugace?,Accident ischémique rétinien transitoire,Occlusion artérielle rétinienne constituée,Cécité monoculaire transitoire,Maladie de Horton,a
OIC-039-10-A,Quel est le chemin suivi par les fibres pupillomotrices dans la voie afférente du réflexe photomoteur ?,Les fibres pupillomotrices suivent les radiations optiques et gagnent les deux noyaux du Ill.,"Les fibres pupillomotrices cheminent avec les voies optiques, débute au niveau des photorécepteurs rétiniens stimulés par la lumière et se terminent au niveau du sphincter de l'iris.",Les fibres pupillomotrices suivent le trajet du Ill et se terminent au niveau des corps genouillés externes.,Les fibres pupillomotrices ne suivent pas les voies optiques mais gagnent les deux noyaux du Ill.,b
OIC-039-10-A-,Quel est le réflexe photomoteur direct qui est préservé dans les cas de perte de vision centrale aigüe ?,Réflexe consensuel,Réflexe direct,Réflexe indirect,Réflexe pupillaire,a
OIC-039-11-B,Quels sont les examens complémentaires en ophtalmologie et leurs indications?,A,B,C,D,a
OIC-039-11-B-,Quelle est la cause la plus fréquente de neuropathie optique ischémique antérieure (NOIA) ?,Maladie de Horton,Artériosclérose,Névrite optique rétro-bulbaire,Oedème papillaire,b
OIC-039-12-B,"Devant une baisse d'acuité visuelle avec œil blanc et indolore, l'examen du fond d'œil oriente le diagnostic et la conduite à tenir. La cause de l'hémorragie est facile à reconnaître quand la rétine reste visible. Une hémorragie massive rend la rétine invisible à l'examen du fond d'œil. Elle impose la réalisation d'une échographie B lorsque la rétine n'est pas visible pour éliminer la présence d'un décollement de la rétine. Les principales causes des hémorragies intravitréennes sont les suivantes : *retinopathie diabétique proliférante; *occlusions de la veine centrale de la rétine ou d'une de ses branches; *déchirure rétinienne compliquée ou non de décollement de la rétine *syndrome de Terson : hémorragie intravitréenne uni- ou bilatérale associée à une hémorragie méningée par rupture d'anévrisme intracrânien (le syndrome de Terson peut également être associé à une hémorragie méningée d'origine traumatique). La bonne conduite à tenir est :",Conduire une échographie B pour éliminer la présence d'un décollement de la rétine.,Réaliser un examen du fond d'œil pour confirmer le diagnostic.,Prescrire des médicaments pour traiter l'hémorragie intravitréenne.,Hospitaliser le patient en urgence dans une unité neurovasculaire.,a
OIC-039-12-B-,Quels sont les examens complémentaires ophtalmologiques qui peuvent être demandés en cas de glaucome ?,Les champs visuels de Goldman et l'échographie oculaire,L'angiographie à la fluorescéine et l'OCT,L'électrophysiologie visuelle et l'échographie oculaire,Les champs visuels de Goldman et l'angiographie au vert d'indocyanine,a
OIC-039-13-B,"Quel est le traitement maximal recommandé pour une occlusion aiguë de l'artère centrale de la rétine (OACR) chez un sujet jeune et en bon état général, vue dans les 6 premières heures ?",Aspirine par voie orale,Diamox® par voie intraveineuse,Fibrinolytiques,Vasodilatateurs IV,b
OIC-039-13-B-,Quel est le principal facteur de risque pour développer une sclérose en plaques à distance d'un épisode isolé de neuropathie optique ?,La présence de lésions à l'imagerie par résonance magnétique (IRM) lors du premier examen,L'âge du patient,Le sexe du patient,La synthèse intrathécale d'immunoglobulines,d
OIC-045-01-A,Quel est le caractéristique principal d'une aura migraineuse visuelle?,Un scotome scintillant bilatéral,Des flashs colorés dans un hémichamp visuel,Une perte de vision partielle dans un champ visuel,Tous les stimuli visuels sont isolés sans céphalée,a
OIC-045-01-A-,Quels sont les diagnostics différentiels neurologiques d'une aura migraineuse?,Accidents ischémiques transitoires,Épilepsie occipitale partielle,Migraines symptomatiques,Tumeurs cérébrales,a
OIC-045-02-B,Quelle caractéristique de l'œil est visible sur la photographie?,L'iris est flou,La papille est à bords nets,Le bord de la cornée est visible,Les rétines sont superposées,b
OIC-045-02-B-,Quel est le type de déficit pupillaire afférent relatif présent dans la photographie du champ visuel des 2 yeux avec hémianopsie latérale homonyme (ou bitemporale) ?,Déficit pupillaire afférent relatif à l'œil gauche,Déficit pupillaire afférent relatif à l'œil droit,Aucun déficit pupillaire afférent relatif,Déficit pupillaire afférent relatif bilatéral,a
OIC-045-03-A,Quels sont les signes cliniques évocateurs d'un décollement de rétine rhegmatogène?,Les myodésopsies suivis de phosphènes correspondant à la survenue de la déchirure rétinienne,"L'amputation du champ visuel périphérique, correspondant à la constitution du DR",La baisse d'acuité visuelle (œil blanc et non douloureux) lorsque le DR soulève la macula,Toutes les options précédentes sont correctes,a
OIC-045-03-A-,Quels sont les facteurs de risque d'un décollement de rétine rhegmatogène?,L'âge et la myopie forte,La chirurgie de cataracte et un traumatisme,"Un seul facteur, l'âge",Tous les facteurs mentionnés sont des risques pour le décollement de rétine rhegmatogène,d
OIC-045-04-B,Quels sont les signes cliniques d'une hémorragie du vitré ?,"Baisse d'acuité visuelle, champ visuel réduit, perception lumineuse","Acuité visuelle stable, champ visuel normal, myodésopsies","Champ visuel réduit, acuité visuelle stable, perception lumineuse","Acuité visuelle stable, champ visuel normal, absence de perception lumineuse",a
OIC-045-05-A,Quel est le type d'entropion causé par le relâchement des tissus cutanés ?,Entropion cicatriciel,Entropion sénile,Entropion traumatique,Entropion congénital,b
OIC-045-05-A-,Quel est le caractère distinctif du ptosis par rapport au dermachalasis?,Le ptosis est une maladie plus grave,Le ptosis est une condition où la paupière recouvre trop peu de cornée,Le ptosis est une pathologie caractérisée par un excès de peau de la paupière,Le ptosis est une maladie qui ne peut être traitée,b
OIC-045-06-B,Quelle est la principale étiologie du ptosis neurogène?,Paralysie du III,Paralysie du sympathique cervical,Atteinte du muscle releveur de la paupière supérieure,Relâchement de l’aponévrose du releveur,b
OIC-045-06-B-,Quel est le type de granulome inflammatoire qui se développe sur une glande de Meibomius engorgée au sein du tarse?,Choristome,Hémangiome,Granulome à cellules épithélioïdes,Chalazion,d
OIC-045-07-B,Quel est le caractère principal d'un orgelet?,Il est une infection virale,Il est une inflammation bactérienne,Il est un tissu cicatriciel,Il est une maladie héréditaire,b
OIC-045-07-B-,Quel est le type de chalazion représenté dans l'image où l'extension se trouve sur la face tarsale de la paupière?,Chalazion interne,Chalazion externe,Chalazion mixte,Chalazion superficiel,a
OIC-045-08-B,Quel est le nom du petit muscle situé à l'angle interne de la paupière inférieure?,Stylocléo,Lévator palpebrae superioris,Orbicularis oculi,M. orbiculaire,a
OIC-045-08-B-,Quels sont les types de tumeurs palpébrales bénignes les plus fréquentes ?,"Papillome, hidrocystome et mélanome malin","Xanthélasmes, papillome et carcinome épidermoïde","Carcinome basocellulaire, lymphome de MALT et xanthélasmes","Hidrocystome, papillome et mélanome malin",a
OIC-045-09-A,Quel est le traitement de première intention pour un chalazion?,Incision et curage de la glande de Meibomius,Application d'une pommade corticoïde locale et soins de paupières,Traitement chirurgical par voie orbitaire,Collyre antiseptique uniquement,b
OIC-045-09-A-,Quel est le traitement de l'orgelet?,Collyre antibiotique pendant 8 jours,Pommade antibiotique pendant 8 jours,Incision au niveau du bord libre,Anesthésie générale,a
OIC-045-10-A-,Quel est le moment où les voies lacrymales du nourrisson sont physiologiquement non-perméables ?,Au moment de la naissance,Dans les premiers jours de vie,Vers l'âge de 4 mois,Jamais,a
OIC-045-11-B,Quelle est la définition des rachialgies?,Douleurs ressenties dans la région thoracique,Douleurs ressenties dans la région cervicale,Douleurs ressenties dans la région lombaire,Douleurs ressenties dans la région postérieure du rachis cervical,c
OIC-045-12-B,Quel est le premier élément à caractériser lors d'un interrogatoire pour évaluer une rachialgie ?,Siège de la douleur,Irradiations de la douleur,Mode et circonstances d'apparition de la douleur,Intensité de la douleur,a
OIC-045-12-B-,Quels sont les éléments qui orientent vers une origine DISCALE de la rachialgie commune?,"âge 25-50 ans, facteur associé : effort ou traumatisme","âge > 50 ans, lombalgie médiane ou unilatérale",antécédents de lumbago d’évolution rapidement favorable,"examen physique : syndrome discal associant lombalgie médiane, mécanique, impulsive, exacerbée à l’hyperextension",a
OIC-045-13-A,Quels sont les facteurs associés à la lombalgie commune et cervicalgie commune ?,"Traumatismes ou microtraumatismes répétés, postures prolongées dans les loisirs ou le travail",Sédentarité,Obésité,Troubles de la statique rachidienne,a
OIC-045-13-A-,Quelle est l'imagerie recommandée avant la 7ème semaine pour une personne avec des douleurs dorsales aiguës ?,IRM du rachis lombaire,Radiographies du rachis lombaire F + P,TDM du rachis lombaire,Aucune imagerie avant la 7ème semaine,a
OIC-045-14-A,Quels sont les signes d'alarme à rechercher systématiquement dans une rachialgie secondaire ?,Douleur de type non mécanique,Symptôme neurologique étendu,Paresthésie au niveau du pubis,Traumatisme important,a
OIC-045-14-A-,Quels sont les facteurs favorisants d'une évolution vers la chronicité d'une rachialgie?,Problèmes émotionnels,Attitudes et représentations inappropriées,Comportements douloureux inappropriés,Problèmes liés au travail,a
OIC-045-15-A,Quelle est l'une des étiologies principales de la rachialgie secondaire ?,Tumorale,Infectieuse,Inflammatoire,Traumatique,a
OIC-045-15-A-,Quelles sont les autres étiologies de rachialgie secondaire ?,"Chondrocalcinose, rhumatisme à apatite et polyarthrite rhumatoïde.",Tumeur intrarachidienne ou de la fosse postérieure et douleurs référées d'origine ORL ou cervicale antérieure.,Douleurs référées d'origine ORL ou cervicale antérieure et tumeur intrarachidienne ou de la fosse postérieure.,"Chondrocalcinose, rhumatisme à apatite et douleurs référées d'origine ORL ou cervicale antérieure.",a
OIC-045-16-B,Quelles sont les étiologies de la rachialgie complexe ?,Les étiologies de la rachialgie complexe sont uniquement physiques.,Les étiologies de la rachialgie complexe sont à la fois physiques et psychologiques.,Les étiologies de la rachialgie complexe sont exclusivement sociales.,Les étiologies de la rachialgie complexe ne sont pas encore identifiées.,b
OIC-045-16-B-,Quels sont les grands principes de prise en charge d'un sujet souffrant d'une rachialgie aiguë ou chronique?,"Rassurer le patient, prescrire des antalgiques et recommander un arrêt de travail","Prescrire des médicaments forts, ordonner un repos au lit et recommander une kinésithérapie","Éduquer le patient sur la prévention du passage à la chronicité, lui conseiller de rester actif et prescrire des antalgiques","Prescrire des médicaments forts, ordonner un arrêt de travail prolongé et recommander une kinésithérapie",c
OIC-045-17-A,Quels sont les principaux traitements prescrits pour une rachialgie aiguë ou chronique ?,"Antalgiques, AINS et kinésithérapie","Immobilisation au lit, arrêt de travail prolongé et repos","Éducation thérapeutique, réassurance et activité physique régulière",Corticoïdes et neurostimulation électrique transcutanée,c
OIC-045-17-A-,Quelles sont les causes extra-rachidiennes des lombalgies ?,Douleurs lombaires référées d'origine abdomino-pelvienne,Problèmes de colonne vertébrale,Tumeurs du cerveau,Infections respiratoires,a
OIC-045-18-A,Quels sont les signes cliniques d'une sacralgie?,Douleur localisée en regard du sacrum,Gêne fonctionnelle,Signes de gravité,Diagnostic différentiel,a
OIC-045-18-A-,Quelle est la caractéristique principale de la douleur dans une coccygodynie ?,La douleur est irradiée vers les jambes,La douleur est localisée à l'aire coccygienne sans irradiation significative,La douleur est exacerbée par la marche,La douleur est atténuée par la palpation du coccyx,b
OIC-045-19-B,"Selon l'épidémiologie, quels sont les pourcentages d'adultes qui ont eu au moins une céphalée au cours des 12 derniers mois ?",20-30%,50-75%,80-90%,95-100%,b
OIC-045-19-B-,Quelle est la variété de migraine qui représente 6–10% de la population?,La migraine sans aura (MSA),La migraine avec aura,La migraine épisodique,La migraine chronique,a
OIC-045-20-A,Quel est le premier pas à prendre pour écarter une céphalée secondaire?,Interroger le patient sur ses antécédents médicaux,Effectuer un examen clinique détaillé,Demandez au patient de vous décrire les symptômes qu'il ressent,Prescrire des médicaments pour soulager la douleur immédiatement,c
OIC-045-20-A-,Quelle est la caractéristique principale de la migraine sans aura (MSA)?,Céphalée invalidante avec hypersensibilité à la lumière et/ou des nausées.,Aura isolée sans céphalée.,Migraine chronique avec 15 jours ou plus de céphalée par mois.,Céphalée de tension épisodique avec crispation des muscles faciaux ou cervicaux.,a
OIC-045-21-B,Quels sont les critères diagnostiques de l'algie vasculaire de la face (AVF) selon l'ICHD3?,Au moins cinq crises répondant aux critères B-D,"Douleur unilatérale orbitaire, sus-orbitaire et/ou temporale durant 15 à 180 minutes sans traitement",Injection conjonctivale et/ou larmoiement du même côté que la douleur,Fréquence de crises = 1 tous les 2 jours à 8/jour en période active,a
OIC-045-21-B-,Quel est le caractère typique de la douleur dans la névralgie du trijumeau essentielle ?,Douleur aiguë et persistante,"Douleur intense, fulgurante et brève",Douleur continue et brûlante,Douleur électrique et décharge de type zapping,b
OIC-047-01-A,Quel est le critère pour définir la migraine chronique?,Plus de 15 jours de céphalées par mois,Plus de 8 jours de céphalées de nature migraineuse par mois,Plus de 10 jours de céphalées par semaine,Plus de 20 jours de céphalées par an,b
OIC-047-01-A-,"Quelle est la cause de douleur faciale qui présente des crises chroniques avec expression faciale et durée de 4 à 72 heures, accompagnées de photophobie et de nausées?",Migraine sans aura,Algie vasculaire de la face,Autres céphalées trigémino-autonomiques,Tumeurs ORL,a
OIC-047-02-B,Quelle est la cause la plus fréquente d'une douleur buccale typique?,Carie de la dentine,Pulpite aiguë,Pulpite purulente,Parodontite,a
OIC-047-02-B-,Quelle est la caractéristique commune d'une otalgie?,Elle est toujours liée à une pathologie de l'oreille interne,Elle peut être liée directement à une pathologie de l'oreille externe ou moyenne,Elle est toujours projetée et révélatrice d'un cancer ORL,Elle n'est jamais liée à une pathologie auriculaire,b
OIC-047-03-A,Quels sont les examens complémentaires de première intention devant une douleur de la face ?,"Panoramique dentaire, Examen ORL complet et TDM du massif facial et des sinus","Biopsie de la muqueuse buccale, Examen ORL complet et Fibroscopie","Interrogatoire et examen clinique complet, Biopsie de la muqueuse buccale et TDM du massif facial et des sinus","Panoramique dentaire, Fibroscopie et Examen ORL complet",a
OIC-047-04-A,Quel groupe de médicaments présente le plus haut risque de céphalée par abus médicamenteux (CAM) ?,Antalgiques non-opiacés,Opacés et antalgiques combinés,Anti-inflammatoires,Antihistaminiques,b
OIC-047-04-A-,Quels sont les facteurs déclenchant des crises de migraine?,Encourager une hygiène de vie régulière et décourager les comportements d'éviction,Prescrire des anti-inflammatoires non-stéroïdiens (AINS) et des antalgiques,Pratiquer des exercices physiques et prendre des traitements non médicamenteux,Eviter les régimes draconiens et faire une psychothérapie cognitivo-comportementale,a
OIC-047-05-B,Quel est le traitement recommandé pour une crise de migraine légère ?,AINS,Triptans,Paracétamol,Métoclopramide,c
OIC-047-05-B-,Quel est le facteur de risque indépendant d'infarctus cérébral chez une personne atteinte de migraine avec aura ?,Histoire familiale d'AVC ou d'infarctus du myocarde,Tabagisme,Age > 35 ans,Migraine avec aura,d
OIC-047-06-B,Quel est le diagnostic évoqué par la vidéo d'interrogatoire ?,Migraine,Névralgie du trijumeau,Algie vasculaire de la face,Tous les trois diagnostics sont évoqués,a
OIC-047-06-B-,Identifier une [[Céphalée SD-118|céphalée]],a,b,c,d,a
OIC-047-07-A-,Quelle est la cause de 10 à 25% des céphalées brutales ?,Hémorragie sous-arachnoïdienne (HSA) ou hémorragie méningée,Syndrome de vasoconstriction cérébrale réversible (SVCR),Thrombose veineuse cérébrale,Apoplexie ou nécrose pituitaire,a
OIC-047-08-B,Quelle est la principale cause de céphalée chronique (épisodique ou quotidienne) chez l'adulte et l'enfant?,Migraine,Céphalée de tension,Algie vasculaire de la face,Névralgie du trijumeau,a
OIC-047-08-B-,Quelles sont les principales causes de céphalées récentes d’aggravation progressive ?,"Méningites infectieuses, syndromes d’hypertension intracrânienne et artérite à cellules géantes","Céphalée médicamenteuse, intoxication au monoxyde de carbone et anémie","Syndrome d’apnée du sommeil, hypothyroïdie et tumeurs cérébrales","Glaucome aigu à angle fermé, sinusites aiguës bloquées et céphalée des affections générales",a
OIC-047-09-A,Quelle est l'indication de la ponction lombaire (PL) dans une céphalée aiguë ?,Devant une suspicion d'HSA anévrismales,Devant une suspicion de méningite infectieuse,Devant une suspicion d'HTIC,Après imagerie cérébrale sans diagnostic étiologique certain,b
OIC-047-09-A-,Quel est le traitement initial d'une suspicion de céphalée secondaire aux urgences?,"Position allongée, tête à 30°, patient au calme, obscurité si photophobie",Prescrire des antalgiques et antiémétiques par voie IV,Éviter les sédatifs et les AINS,Le traitement étiologique dépend de la cause identifiée,b
OIC-047-10-A,Imagerie devant une céphalée aiguë brutale,Scanner cérébral sans injection à la recherche d'une HSA,Angioscanner cérébral,PL,IRM cérébrale,a
OIC-047-10-A-,Quel est le lieu où les céphalées primaires sont généralement prise en charge?,Hôpital,Clinique,Consultation médicale,Urgences,c
OIC-047-11-B,Les différentes fonctions du nerf facial sont :,Motrice et sensitive,Végétative et sensorielle,Motrice et végétative,Sensitive et sensorielle,b
OIC-047-11-B-,Quelle est la caractéristique principale d'une paralysie faciale centrale ?,Prédominance de l'atteinte sur le facial inférieur,Atteinte équivalente du facial supérieur et inférieur,Souvent associée à un déficit moteur de l'hémicorps homolatéral,Absence de dissociation automatico-volontaire,a
OIC-047-12-B,Quelle est la caractéristique principale d'une paralysie faciale périphérique (PFP) ?,La perte de sensation dans la moitié du visage,L'atteinte des muscles faciaux responsables de l'expression émotionnelle,La paralysie des muscles faciaux responsables de la mastication,La perte de la vision dans un quadrant du champ visuel,b
OIC-047-12-B-,Quel est le type de paralysie faciale représenté dans la photographie/vidéo?,Paralysie faciale périphérique,Paralysie faciale centrale,Paralysie faciale peripherique avec atteinte du nerf facial,Paralysie faciale périphérique avec atteinte du nerf facial et du ganglion facial,b
OIC-047-13-A,Quelle est la cause la plus fréquente de la paralysie faciale?,A,B,C,D,a
OIC-047-13-A-,Quels sont les arguments en faveur d'une paralysie faciale a frigore ?,Le déficit facial est isolé et sévère.,"Les symptômes associés sont présents, tels que douleurs rétro-auriculaires et sensation d'engourdissement de l'hémi-face.",La paralysie faciale a frigore est caractérisée par un déficit facial progressif sur plusieurs heures.,Les autres nerfs crâniens sont également atteints.,a
OIC-047-14-A-,Quelle évolution favorable est la plus fréquente dans une paralysie faciale a frigore ?,Récupération complète,Réinnervation aberrante,Hémispasme facial post-paralytique,Déficit sévère persistant,a
OIC-047-15-B,"Quel est le type de convulsion qui se manifeste par une contraction partielle et répétée d'un côté du visage, suivie d'une relaxation complète?",Hémispasme facial,Crise généralisée,Convulsion tonico-clonique,Épilepsie partielle,a
OIC-047-15-B-,Quel est l'examen de choix pour une paralysie faciale centrale?,IRM,Scanner cérébral,Électromyographie,Tomodensitométrie,a
OIC-047-16-A,Quel est le caractère clinique principal d'une paralysie faciale unilatérale (PFP) ?,Asymétrie faciale à la mimique,Immobilité du territoire supérieur,Immobilité du territoire inférieur,Tous les trois caractères cliniques sont présents,a
OIC-047-16-A-,Quel est le type d'éruption vésiculaire décrite dans l'illustration?,Éruption vésiculaire de la conque,Éruption vésiculaire de la face,Éruption vésiculaire généralisée,Éruption vésiculaire de la gorge,a
OIC-047-17-A,Quelle est la tumeur parotidienne qui peut compliquer une Paralysie faciale périodique (PFP) ?,Adénome,Lymphome non hodgkiniens,Tumeur bénigne de la glande parotide,Carcinome épithélioïde,a
OIC-047-17-A-,Quel est le rôle principal du nerf facial dans l'anatomie fonctionnelle humaine?,Il innervait les muscles de la face.,Il était responsable de la sensation dans la région faciale.,Il régissait la production des sécrétions lacrymales et salivaires.,Il contrôlait les mouvements oculaires.,a
OIC-047-18-A,"Quels sont les noyaux d'origine des nerfs oculomoteurs III, IV et VI ?",Noyau du nerf trochléaire (IV) et noyau du nerf abducens (VI),"Noyau du nerf oculomoteur (III), noyau du nerf trochléaire (IV) et noyau du nerf abducens (VI)",Noyau du nerf optique (II) et noyau du nerf abducens (VI),"Noyau du nerf oculomoteur (III), noyau du nerf trochléaire (IV) et noyau du nerf maxillaire (V2)",b
OIC-047-18-A-,Quelle est la caractéristique d'une diplopie binoculaire?,Disparaît à l'ouverture des deux yeux,Persiste à l'occlusion de l'un ou de l'autre œil,Disparaît à l'occlusion de l'œil sain,Persiste à l'ouverture des deux yeux,b
OIC-047-19-B,Quel est le but de l'examen sous écran ou cover-test?,Évaluer la vision binoculaire,Observer les mouvements oculaires,Diagnostiquer un strabisme paralytique,Mesurer le champ visuel,c
OIC-047-19-B-,Quels sont les mouvements oculaires monoculaires appelés 'ductions'?,Abduction et adduction,Convergence et divergence,Mouvement latéral et vertical,Rotation et translation,a
OIC-047-20-B,Quelle est la définition d'une tropie?,Déviation des axes visuels.,Déviation de l'œil vers le haut.,Déviation de l'œil vers le bas.,Déviation de l'œil vers l'intérieur.,a
OIC-047-20-B-,Quelle est la position vicieuse de la tête dans une paralysie complète du IV ?,Tournée vers le haut et vers l'intérieur,"Inclinée du côté sain, menton abaissé",Tournée vers le bas et vers l'extérieur,Rien ne change dans la position de la tête,b
OIC-047-21-A,Quelle est la cause de la paralysie du VI représentée dans cette photographie?,Abduction de l'œil gauche,Contraction des muscles orbites,Paralysie du nerf oculomoteur,Inflammation de la rétine,c
OIC-047-21-A-,Quelle est la cause de la paralysie du IIIe nerf crânien dans l'image ?,Paralysie intrinsèque du IIIe nerve,Paralysie extrinsèque du IIIe nerve,Les deux options précédentes sont correctes,Aucune paralysie n'est visible dans l'image,b
OIC-047-22-A,Quelle est la cause de la paralysie du VI lors d'une hypertonie intra-crânienne?,Lésion des noyaux oculomoteurs,Compression dans l'angle ponto-cérébelleux,Dégénérescence des fibres nerveuses,Hypertension intra-crânienne sans valeur localisatrice,d
OIC-047-22-A-,Quels sont les arguments cliniques en faveur d'une myasthénie dans le cas d'une diplopie ?,Le ptosis est bilatéral et constant.,La fatiguabilité est la cause principale du ptosis.,Les symptômes sont constants au cours de la journée.,La myasthénie est exclue si le thymome associé est absent.,b
OIC-047-23-B,Quel est le signe clinique qui impose une recherche en urgence d'un anévrisme intracrânien ?,Paralysie du III avec signes pupillaires,Douleurs sans paralysie,Céphalées sans douleur,Atteinte oculomotrice partielle sans signe pupillaire,a
OIC-047-23-B-,Quels examens d'imagerie sont indiqués en cas de suspicion d'anévrisme intracrânien avec paralysie du III et céphalées?,TDM,IRM,Artériographie cérébrale,Aucun examen d'imagerie n'est indiqué,c
OIC-047-24-B-,Quels sont les principaux signes à rechercher en cas de diplopie récente?,âge du patient et antécédents oculaires,circonstances de survenue et mode de survenue,symptômes associés et caractères de la diplopie,attitude vicieuse ou compensatrice de la tête,c
OIC-047-25-B,Quels sont les principaux mouvements anormaux ?,Tremblement,Chorée,Dystonie,Myoclonies,a
OIC-047-25-B-,Quel type de tremblement est présent au repos et disparaît lors de la contraction musculaire et du sommeil?,Tremblement parkinsonien,Tremblement essentiel,Tremblement cérébelleux,Tremblement fonctionnel,a
OIC-047-26-B,Quels sont les principaux médicaments qui peuvent induire un tremblement ?,Neuroleptiques et autres traitements,Antidépresseurs et antiépileptiques,Inhibiteurs calciques et cocaïne,L-dopa et agonistes dopaminergiques,a
OIC-047-26-B-,Quel est le mouvement anormal le plus fréquent dans les cas de paralysie cérébrale infantile?,Spasticité,Flaccidité,Ataxie,Hypertonicité,a
OIC-047-27-A,Quels sont les principaux signes cliniques de la maladie de Huntington?,"Mouvements anormaux, troubles cognitifs et psychiatriques","Troubles digestifs, douleurs articulaires et fatigue chronique","Perte d'audition, troubles de la vision et difficultés respiratoires","Fever, diarrhée et vomissements répétés",a
OIC-047-27-A-,Quels sont les types de tics qui peuvent être associés à la maladie de Gilles de la Tourette?,Seulement des tics moteurs,Seulement des tics vocaux,Des tics moteurs et des tics vocaux simples,Des tics moteurs et des tics vocaux complexes,d
OIC-047-28-A,Quel est le terme habituellement réservé aux mouvements anormaux involontaires induits par la L-dopa dans la maladie de Parkinson ?,Dyskinésies,Mouvements anormaux,Tremblements,Spasmes,a
OIC-047-28-A-,Quels sont les principaux facteurs de risque pour développer une confusion mentale ?,Troubles neurosensoriels,Pathologies psychiatriques chroniques,Consommation d'alcool et de psychotropes,Immobilisation,a
OIC-047-29-B,Quelle est la définition de la confusion mentale?,Trouble attentionnel sévère lié à une altération modérée de la vigilance,Altération durable et acquise d'une ou plusieurs fonctions cognitives et/ou comportementales,Entraînant une désorganisation de la pensée et des troubles du comportement,Trouble neurocognitif majeur avec altération consécutive de l'autonomie dans la vie quotidienne,a
OIC-047-29-B-,Quelles sont les principales causes neurologiques de confusion mentale?,Hémorragie méningée,Méningites et méningo-encéphalites,Traumatisme crânien,Épilepsie généralisée,a
OIC-047-30-B,Quelle est une cause toxique de confusion mentale ?,Alcool,Drogues,Médicaments psychotropes,"Toxiques (pesticides, solvants, CO)",a
OIC-047-30-B-,Quels sont les examens paracliniques systématiquement réalisés dans le diagnostic d'une confusion mentale ?,"Hémogramme, ionogramme sanguin, urée et protides totaux.","Hémogramme, ionogramme sanguin, créatininémie et CRP.","Hémogramme, ionogramme sanguin, glycémie et saturation O2.","Hémogramme, ionogramme sanguin, ECG et scanner cérébral.",b
OIC-047-31-B,Quelle est la première étape de la prise en charge thérapeutique d'un patient confus ?,Évaluer le retentissement à long terme,Rechercher la cause de la confusion,Faire les prescriptions d'urgence et traitement de la cause,Surveiller les constantes vitales,c
OIC-047-31-B-,Quels sont les principaux éléments pathologiques de la maladie d'Alzheimer?,Accumulation de peptide β-amyloïde (Aβ-42) et perte des neurones,Accumulation de protéine tau anormalement phosphorylée et atrophie des régions affectées,Perte des neurones et accumulation de protéine amyloide,Accumulation de peptide β-amyloïde (Aβ-42) et accumulation de protéine tau anormalement phosphorylée,a
OIC-047-32-A,Quelle est la phase de la maladie d'Alzheimer caractérisée par une perte d'autonomie progressive pour les activités instrumentales de la vie quotidienne ?,Phase prodromale,Phase d'état ou de démence légère à modérée,Phase de démence sévère,Phase terminale,c
OIC-047-32-A-,Quel est le trouble de mémoire caractéristique de la Maladie d'Alzheimer (MA) ?,Trouble de l'encodage,Trouble de la consolidation,Trouble de la récupération,Trouble de l'attention,b
OIC-047-33-A,Quels sont les principaux diagnostics différentiels de la maladie d'Alzheimer (MA) ?,La confusion mentale,Les causes fonctionnelles de trouble cognitif,Les causes organiques,Toutes les options précédentes,d
OIC-047-33-A-,Quel est le but de la prise en charge non médicamenteuse de la MA ?,Stabiliser ou compenser le trouble neurocognitif,Éviter le retrait social et l'absence de stimulation physique et cognitive,"Soutenir les familles, souvent épuisées",Tous les trois options sont correctes,a
OIC-047-34-A,Quel est le principal ensemble de fonctions cognitives qui dépend des systèmes de vigilance et d'éveil cortical ?,Les fonctions d'intégration perceptive,Les fonctions exécutives,L'attention,La mémoire,c
OIC-047-34-A-,Quels sont les objectifs de l'imagerie cérébrale en cas de démence ou de confusion ?,Éliminer une cause non dégénérative,Rechercher une atrophie cérébrale,Diagnostiquer un trouble neurocognitif,Tout cela,d
OIC-047-35-A,Quel est le caractère habituellement observé dans l'hématome sous-dural chronique sur un scanner X cérébral?,Hyperdense,Hypodense,Mixte (hypodense et hyperdense),Néant,b
OIC-047-35-A-,Quel est le type de scanner utilisé pour visualiser un hématome sous-dural chronique?,Tomodensitométrie,Angiographie,Magnetic Resonance Imaging (MRI),Computed Tomography (CT) scan,a
OIC-047-36-B,Quelle est la caractéristique principale de l'hydrocéphalie chronique de l'adulte sur les examens d'imagerie médicale?,Dilatation tétraventriculaire,Absence d'effet de masse,Suffusion de liquide dans le parenchyme périventriculaire,Anomalies visibles au scanner cérébral ou à l'IRM,a
OIC-047-36-B-,Quelles sont les indications de la scintigraphie de perfusion cérébrale dans les démences?,Seules les formes de diagnostic difficile,Toutes les formes de démence,Seules les formes de démence à début précoce,Aucune indication spécifique,a
