id,question,option_a,option_b,option_c,option_d,correct_option
OIC-047-13-A-,Quel est un critère clinique essentiel pour le diagnostic de paralysie faciale a frigore?,L'origine est toujours neurologique,L'atteinte est sévère et isolée,L'apparition est nocturne ou après exposition au froid,Les douleurs rétro-auriculaires sont toujours présentes,b
OIC-047-14-A,Le traitement d’une paralysie faciale a frigore doit être entrepris en urgence :,"Prescription d’une corticothérapie orale (1 mg/kg/j), pour une durée de 7 à 10 jours.","Prévention systématique des complications oculaires (kératite, révélée par des douleurs oculaires).",Instauration précoce (< 72h) augmente les chances de récupération.,Larmes artificielles et pansement occlusif la nuit si occlusion palpébrale insuffisante.,a
OIC-047-14-A-,Quelle est la période de récupération générale pour une paralysie faciale initialement incomplète?,Environ 1 à 2 semaines,Plus de 2 mois,8 à 15 jours,Moins de 1 mois,c
OIC-047-15-B,Quel est le principal facteur de risque pour la paralysie faciale post-paralytique?,Un accident vasculaire cérébral (AVC),Une infection virale,Une paralysie nerveuse chronique,Une surcharge musculaire,c
OIC-047-15-B-,Quel examen est l'examen de choix en cas de paralysie faciale centrale?,Scanner cérébral,IRM cérébrale sans injection de gadolinium,Scanner cérébral avec injection de gadolinium,IRM cérébrale avec injection de gadolinium,b
OIC-047-16-A,Quelle est la caractéristique clinique principale d'une paralysie faciale unilatérale selon l'illustration?,Asymétrie faciale à la mimique avec immobilité du territoire supérieur et inférieur,Symétrie faciale à la mimique avec immobilité du territoire supérieur et inférieur,Asymétrie faciale à la mimique sans immobilité des territoires,Symétrie faciale à la mimique sans immobilité des territoires,a
OIC-047-16-A-,Où se situent les vésicules dans une éruption vésiculaire de la conque associée à une PFP zostérienne?,Sur la zone de Ramsay Hunt,Sur la zone de la cuisse,Sur la zone de la cheville,Sur la zone de la poitrine,a
OIC-047-17-A,Quelle est la caractéristique clinique principale d'une tumeur parotidienne compliquée d'une PFP?,L'envahissement de la glande parotidienne vers une tumeur tumorale,L'absence de douleur dans la région parotidienne,La présence d'une lésion bénigne dans la glande parotidienne,L'absence de signes neurologiques dans la région parotidienne,a
OIC-047-17-A-,Quelle fonction est principalement responsable de la mouvement des muscles faciaux?,Sensibilisation des peaux du visage,Sécrétion des glandes salivaires,Mouvement des muscles faciaux,Toutes les fonctions ci-dessus,c
OIC-047-18-A,Quel est le rôle du faisceau longitudinal médial (FLM) dans le système oculomoteur?,"Il relie les noyaux du III et VI, causant une diplopie horizontale lors d'une lésion unilatérale.",Il permet l'abduction de l'œil en liaison avec l'adduction du contrôle latéral.,Il est situé dans le sinus caverneux et est responsable de la circulation sanguine des nerfs oculomoteurs.,Il est situé dans le plancher du 4<sup>ème</sup> ventricule et relie les noyaux du III et IV.,a
OIC-047-18-A-,Quelle est la caractéristique principale de la diplopie binoculaire?,Disparaît à l'occlusion de l'un ou de l'autre œil,Persiste à l'occlusion de l'œil sain,Disparaît à l'occlusion de l'œil atteint,N'a pas de caractéristique spécifique,a
OIC-047-19-B,Quel test permet de détecter un strabisme paralytique et d'analyser la motilité oculaire?,Examen au verre rouge,Test de Hess-Lancaster,Examen de la motilité oculaire,Examen du reflet cornéen,a
OIC-047-19-B-,Quel est le mouvement de l'œil vers l'extérieur?,Abduction,Adduction,Convergence,Divergence,a
OIC-047-20-B,Quelle est la définition de l'exotropie?,déviation vers l’intérieur,déviation vers l’extérieur,déviation vers le haut,déviation vers le bas,b
OIC-047-20-B-,Quel est le symptôme principal associé à la paralysie du III (neurone oculomoteur)?,Un ptosis total (pouvant masquer la diplopie),Une divergence marquée (droit latéral fonctionnel),Une paralysie de l'élévation et de l'abaissement de l'œil,Une perte de l'accommodation,a
OIC-047-21-A,Quel est le symptôme principal associé à une paralysie du VI nerve droit?,L'abduction de l'œil droit est impossible,L'adduction de l'œil droit est impossible,L'abduction de l'œil gauche est impossible,L'adduction de l'œil gauche est impossible,a
OIC-047-21-A-,Quelle est la différence principale entre une paralysie extrinsèque et une paralysie intrinsèque du III?,"La paralysie extrinsèque affecte les muscles du bras, tandis que la paralysie intrinsèque affecte les muscles du poignet","La paralysie extrinsèque est due à une lésion du nerf, tandis que la paralysie intrinsèque est due à une lésion du vaisseau sanguin","La paralysie extrinsèque est associée à une perte de sensibilité, tandis que la paralysie intrinsèque est associée à une perte de mouvement","La paralysie extrinsèque est liée à une lésion du nerf, tandis que la paralysie intrinsèque est liée à une lésion du vaisseau sanguin",a
OIC-047-22-A,Quelle est la caractéristique de la paralysie du VI lors d'une hypertonie intra-crânienne?,Elle a une valeur localisatrice,Elle est due à une compression dans l'angle ponto-cérébelleux,Elle est sans valeur localisatrice,Elle est associée à une lésion du tronc cérébral,c
OIC-047-22-A-,Quel test est le plus utilisé dans le diagnostic de la myasthénie grise?,Test avec Prostigmine (Reversol®),Recherche d'anticorps antirécepteur de l'acétylcholine,Électromyographie à la recherche d'un bloc neuromusculaire,Recherche d'anticorps anticholinesterase,a
OIC-047-23-B,Quelle situation implique une urgence médicale en cas de paralysie du III cranial associée à des signes pupillaires et des douleurs?,Un patient âgé de 65 ans avec des céphalées et une paralysie du III cranial asymétrique,Un patient sans facteurs de risque vasculaire et avec une paralysie du III cranial asymétrique,Un patient jeune avec une paralysie du III cranial asymétrique et des céphalées,Un patient avec une paralysie du III cranial asymétrique et des signes pupillaires d'atteinte du III intrinsèque,c
OIC-047-23-B-,Quand une imagerie cérébrale est-elle indiquée en cas de diplopie monoculaire?,Dans tous les cas de diplopie monoculaire,En cas de suspicion d'anévrisme intracrânien,Aucune imagerie cérébrale n'est justifiée,Seulement lors d'une diplopie binoculaire,c
OIC-047-24-B,Quelle est la cause de la diplopie monoculaire qui persiste lors de l'occlusion de l'œil sain?,Corneal (diffraction),Iridial (iridodialyse traumatique),Cristallinienne (cataracte nucléaire),Cataracte,a
OIC-047-24-B-,Quel est le signe principal à rechercher lors de l'interrogatoire pour évaluer la diplopie?,L'âge du patient,Les antécédents oculaires et généraux,La présence d'une hypertension artérielle,L'existence d'une maladie métabolique,a
OIC-047-25-B,Quel type de tremblement est décrit comme étant involontaire et surviennent sur des muscles au repos?,Tremblement au repos,Tremblement lors de l'action,Tremblement de type ballisme,Tremblement de type dystonie,a
OIC-047-25-B-,Quelle est la cause principale du tremblement de repos (tremblement parkinsonien)?,La voie nigro-striée,Le tremblement essentiel,Le tremblement cérébelleux,Le tremblement psychogène,a
OIC-047-26-B,Quel médicament est le plus souvent associé au syndrome parkinsonien iatrogène?,Amiodarone,Antipsychotiques,SSRIs,L-dopa,b
OIC-047-26-B-,Quel mouvement anormal est caractéristique de la chorée?,Tremblement intermittent,Dystonie musculaire,Chorea involutive,Fasciculation musculaire,c
OIC-047-27-A,Quels sont les principaux signes cliniques de la maladie de Huntington?,"Chorea, dystonie, syndrome parkinsonien et anxiété","Dépression, apathie et troubles cognitifs","Mouvements anormaux, troubles psychiatriques et déclin cognitif","Apathie, hallucinations et perte d'autonomie",c
OIC-047-27-A-,Quel est le critère principal pour le diagnostic positif de tics?,Basé sur la génétique familiale,Présents uniquement chez les adultes,Défini par la présence de tics moteurs et vocaux présents tous les jours affectant la fonctionnalité,Associés à des troubles obsessionnels compulsifs,c
OIC-047-28-A,Le terme de dyskinésies est habituellement réservé à quelle catégorie de mouvements anormaux?,Les mouvements anormaux involontaires induits par la L-dopa dans la maladie de Parkinson,Les mouvements anormaux involontaires induits par les antipsychotiques,Les mouvements anormaux involontaires induits par les neuroleptiques,Les mouvements anormaux involontaires induits par les médicaments antihypertenseurs,a
OIC-047-28-A-,Quel est le facteur de risque principal associé à la confusion mentale?,Consommation d'alcool et de psychotropes,Troubles neurosensoriels,Pathologie chronique préexistante,Trouble neurocognitif sous-jacent +++,b
OIC-047-29-B,Quelle est la définition principale de la confusion mentale/désorientation?,Un trouble attentionnel sévère lié à une altération modérée de la vigilance,Un trouble du sommeil aigu ou subaigu avec inversion du rythme nycthéméral,"Une désorganisation de la pensée et des troubles du comportement (agitation, apathie)",Une altération durable d'une ou plusieurs fonctions cognitives et comportementales,a
OIC-047-29-B-,Quelle est la cause neurologique principale de la confusion mentale selon le contenu?,Hémorragie méningée,Tumeurs,Traumatisme crânien,Épilepsie généralisée,a
OIC-047-30-B,Quelle est une cause non-neurologique de confusion mentale?,Alcool,Drogues,Médicaments,Toxiques,a
OIC-047-30-B-,Quelle étape est la première dans la démarche diagnostique de la confusion mentale?,Examen clinique général,Examen neurologique,Reconstitution des antécédents,Scanner cérébral sans injection,a
OIC-047-31-B,Quelle mesure est essentielle pour la prise en charge immédiate d'un patient confus?,Réhydratation par voie parentérale,Mise en place d'une contention mécanique,Évaluation de la douleur aiguë,Prévention de la contamination bactérienne,a
OIC-047-31-B-,Quel est le précurseur de la protéine amyloïde accumulée dans la maladie d’Alzheimer?,La protéine tau,La protéine amyloïde (Aβ-42),La protéine amyloid Précurseur (APP),La protéine beta-amyloïde (Aβ-40),c
OIC-047-32-A,Quelle est la principale différence entre la phase prodromale et la phase d'état de la MA?,La phase prodromale est marquée par une perte d'autonomie progressive,La phase prodromale présente un trouble neurocognitif majeur,La phase prodromale est associée à une amélioration de la mémoire épisodique,La phase prodromale est caractérisée par une autonomie préservée pour les activités instrumentales,d
OIC-047-32-A-,Quel est le principal symptôme caractéristique de la mémoire épisodique dans le diagnostic de la MA?,L'absence de difficulté d'encodage,L'effondrement des capacités à rappeler les mots,L'absence d'aide des indices de catégorie,La difficulté à retenir les mots pendant un délai,a
OIC-047-33-A,Quel est le diagnostic principal différentiel de la MA?,La confusion mentale,La dépression,L'anxiété,L'insomnie,a
OIC-047-33-A-,Quel est l'objectif principal de la prise en soins non médicamenteuse de la MA?,De stabiliser ou de compenser le trouble neurocognitif,D'éviter le retrait social et l'absence de stimulation physique et cognitive,"De soutenir les familles, souvent épuisées",De prévenir les complications médicales,a
OIC-047-34-A,Quel trouble de l'attention est associé à la confusion mentale/désorientation dans le contexte du syndrome démentiel?,Troubles de l'attention SDD-129,Confusion mentale/désorientation SD-119,Coma et troubles de conscience SDD-028,Troubles du langage et/ou phonation SD-134,b
OIC-047-34-A-,Quand l'imagerie est-elle recommandée en urgence dans une confusion mentale?,En cas de signe de focalisation à l’examen neurologique,En cas d’histoire récente de traumatisme crânien,Avant une éventuelle ponction lombaire,Si la confusion s’est installée brutalement,a
OIC-047-35-A,Quelle est la caractéristique principale d'un hématome sous-dural chronique sur l'imagerie?,Collection extraparenchymateuse à contenu liquidien,Aspect en « croissant de lune » et souvent bilatéral,Hypodense au scanner X cérébral si l'hématome est chronique,Mélange de zones hypodenses et hyperdenses (sang frais) en cas de saignement récent,a
OIC-047-35-A-,Quelle est la forme typique d'un hématome sous-dural chronique sur une T1-weighted MRI?,Croissant de lune,Rond,Oval,Flat,a
OIC-047-36-B,Quelles sont les anomalies visibles au scanner cérébral en cas de hydrocéphalie chronique de l'adulte?,Dilatation tétraventriculaire,Absence d’effet de masse,Suffusion de liquide dans le parenchyme périventriculaire,Hypodensité au scanner ou hypersignal en pondération T2 en IRM,a
OIC-047-36-B-,Quand est-il indiqué de réaliser une scintigraphie de perfusion cérébrale ou une TEP-FDG dans les démences?,Dans les démences à début précoce,Dans les patients avec profil clinique normal,Dans les démences de type Alzheimer uniquement,Dans les démences avec hypométabolisme cérébral,a
OIC-047-37-B,Quelle information est essentielle pour évaluer le début des troubles de la marche et leur mode d'installation?,La durée de la douleur,Le type de la plainte principale,La relation entre la douleur et l'effort,La présence d'un vertige,c
OIC-047-37-B-,Quel est l'objectif principal de l'examen de la marche et de l'équilibre lors d'un patient présentant un trouble de la marche?,Évaluer la posture du tronc et la vitesse des pas,Identifier les troubles neurologiques comme l'amyotrophie,Tester la mobilité des membres inférieurs et la symétrie du balancement,Mesurer la pression artérielle orthostatique,c
OIC-047-38-B,Quelle échelle est utilisée pour évaluer l'équilibre et la marche en diagnostic positif?,Echelle d'équilibre de Berg,Test de marche de 6 minutes,Get up and go test,Functional ambulation classification,a
OIC-047-38-B-,Quelle est l'origine principale des troubles de la marche d'origine douloureuse?,Douloureuse,Ataxique,Centrale,Périphérique,a
OIC-047-39-B,Quel élément clinique est en faveur d'une boiterie d'esquive?,La présence d'une lame de boiterie dans les pattes arrière,L'absence de lésions musculaires dans les pattes avant,La tendance à la marche en avant avec les pattes arrière,L'absence de tremblement des pattes lors de l'avançage,a
OIC-047-39-B-,Quelle est la caractéristique principale de l'astasie-abasie?,Peur de la chute,Peur de marcher,Peur de l'examinateur,Peur de la lumière,b
OIC-047-40-A,Quelle est l'etiologie psychogène de l'astasie-abasie?,La dépression,L'ataxie frontale,L'ataxie frontale et la dépression,L'ataxie frontale et la marche apraxique,a
OIC-047-40-A-,Quelle est l'étiologie principale des démarches dandinantes?,Un déficit moteur des muscles des racines des membres inférieurs et de la ceinture pelvienne,Une hyperlordose avec bascule du bassin en avant,Une inflammation des nerfs périphériques,Une maladie rénale chronique,a
OIC-047-41-A,Quelle composante du syndrome post-chute est liée à la rétropulsion au fauteuil et à l'élargissement du polygone de sustentation lors de la marche debout?,Composante psychologique,Composante motrice,Syndrome de régression psychomotrice,Syndrome dépressif,b
OIC-047-41-A-,Quelle est une caractéristique de la marche dans les troubles de la marche d'origine dépressif ou conversif?,Une marche bouncy ou d'allure robotique,Une marche normale,Une marche rapide,Une marche lente,a
OIC-048-01-A,Quel est le trouble de la marche le plus courant dans les cas vidéo présentés?,Migraine,Toux,Tremblements,Dysphagie,c
OIC-048-01-A-,Quelle est l'indication principale pour une IRM cérébrale en cas de symptomatologie aiguë brutale?,L'IRM cérébrale avec séquence de diffusion et analyse du polygone de Willis,Le scanner et l'angioscanner du polygone de Willis,Le scanner cérébral et l'angiogramme,Le scanner cérébral et l'angiogramme,a
OIC-048-02-A,Quel est l'examen principal pour évaluer les troubles ioniques comme la dyskaliémie ou l'hyponatrémie?,ECG,Scanner cérébral sans injection,"Bilan biologique (gaz du sang, RP)",Imagerie cérébrale avec injection,c
OIC-048-02-A-,Quelle est la caractéristique principale d'une dermatose bulleuse auto-immune?,La présence d'immunoglobulines déposées à la jonction dermo-épidermique,La présence de cellules immunitaires dans la peau,La formation de bulles flasques et fragiles,L'absence de lésions cutanées,a
OIC-048-03-A,Quelle méthode est essentielle pour confirmer le diagnostic d'une dermatose bulleuse auto-immune?,L'analyse histologique,L'analyse histologique et l'immunofluorescence directe,L'immunofluorescence directe seule,L'analyse de la peau et des muqueuses,b
OIC-048-03-A-,Quelle est la caractéristique principale des bulles de la pemphigoïde?,Bulles intra-épidermiques,Bulles sous-épidermiques,Bulles flasques et fragiles,Bulles douloureuses,b
OIC-048-04-A,Quel est le résultat de l'immunofluorescence directe négatif en biopsie cutanée?,Confirme le diagnostic auto-immun,Élimine le diagnostic auto-immun,Confirme la cause non auto-immun,Confirme la dermatose sous-épidermique,b
OIC-048-04-A-,Quelle est l'etiologie des bulles d'origine thermique?,"Bulles d'origine thermique (apparition de bulles après une exposition au froid, à une source de chaleur ou après frottement)",Bulles d'origine caustique (apparition de bulles après une exposition à une substance chimique),Phytophotodermatose (apparition de lésions bulleuses sur les zones de contact),Piqure d'insecte (apparition de bulles localisées au centre de lésions souvent violacées),a
OIC-049-01-A,Quelle est la caractéristique principale d'une lésion bulleuse sur le dessus du pied?,Bulle tendue à contenu clair,Bulle irrégulière avec contenu noir,Bulle de petite taille (moins de 1 mm),Bulle située sur le poignet,a
OIC-049-01-A-,Quel est le site de localisation des bulles dans cette photographie?,Sur le visage,Sur le cou,Sur le bras,Sur le dos,c
OIC-049-02-A,Quelle caractéristique est spécifique à la dermatose bulleuse de pemphigus vulgaire?,Bulles flasques uniquement sur la peau,Érosions à bords déchiquetés sans flache,Bulbes tendus avec des érosions multiples,Bulbes seulement sur les muqueuses internes,c
OIC-049-02-A-,Quel est le principal différencier entre le handicap psychique et le handicap intellectuel?,Il est présent dès la naissance,Il est lié à une déficience intellectuelle,Il est causé par un trouble psychiatrique,Il nécessite des soins médicaux,c
OIC-049-03-B,Quel est l'objectif principal de la prise en charge du handicap psychique?,Aider la personne à se rétablir,Imprimer des compétences sociales,Améliorer la santé physique,Renforcer les relations familiales,a
OIC-049-03-B-,Quelle méthode permet d'améliorer la gestion des difficultés liées aux troubles psychiques en enseignant des méthodes de coping?,L'éducation thérapeutique,La remédiation cognitive,Les thérapies cognitivo-comportementales,Les méthodes d'entraînement aux habilités sociales,a
OIC-049-04-B,Quels types d'aides au logement sont mentionnés dans le texte?,Des appartements thérapeutiques ou associatifs,Des services d’aides à la vie sociale (SAVS),Des établissements d’hébergements collectifs,Tous les ci-dessus,a
OIC-049-04-B-,Quelle mesure de protection juridique permet d'assister la personne dans ses actes de vie civile?,La tutelle,La curatelle,La mesure de sauvegarde de justice,La tutelle et la curatelle,b
OIC-049-05-B,Quelle est la définition de la ménopause selon le texte?,L'arrêt permanent des menstruations due à une perte de l'activité folliculaire ovarienne,L'arrêt permanent des menstruations due à une perte de l'activité folliculaire ovarienne après 45 ans,L'arrêt permanent des menstruations due à une perte de l'activité folliculaire ovarienne après 40 ans,L'arrêt permanent des menstruations due à une perte de l'activité folliculaire ovarienne après 50 ans,a
OIC-049-05-B-,Quel est l'âge médian de la ménopause naturelle dans la population européenne?,50 ans,51 ans et demi,45 ans,52 ans,a
OIC-049-06-B,Quelle est la définition de l'insuffisance ovarienne prématurée (IOP)?,La survenue d'une aménorrhée primaire ou secondaire de plus de 4 mois avant l'âge de 40 ans associée à une augmentation des gonadotrophines hypophysaires,L'augmentation des gonadotrophines hypophysaires avant l'âge de 40 ans,L'augmentation des gonadotrophines hypophysaires de plus de 4 mois avant l'âge de 40 ans,L'augmentation des gonadotrophines hypophysaires de plus de 4 mois après 40 ans,a
OIC-049-06-B-,Quel est l'élément clinique principal pour le diagnostic de ménopause?,L'aménorrhée d'au moins 12 mois,L'âge de la patiente autour de 50 ans,Les symptômes climatériques,La présence d'une confirmation biologique,a
OIC-049-07-B,Quels sont les symptômes principaux liés au syndrome climatérique?,Bouffées de chaleur SD-024 et troubles du sommeil,Humeur triste/douleur morale SD-123,Arthralgies de type inflammatoire associées à un dérouillage matinal,Sécheresse vulvo-vaginale,a
OIC-049-07-B-,Quelles sont les caractéristiques des bouffées vaso-motrices typiques?,Elles surviennent au moment de la péri-ménopause ou de la ménopause,Elles sont essentiellement nocturnes mais peuvent aussi être diurnes,Elles surviennent le plus souvent sans signe prémonitoire,Elles sont favorisées par les émotions et les températures élevées,a
OIC-049-08-B,Quels sont les symptômes directs liés à l'hypoœstrogénie?,sécheresse vaginale,insomnies,prise de poids,arthralgies,a
OIC-049-08-B-,Quel est le symptôme le plus fréquent du syndrome climatique de la ménopause?,Sécheresse vaginale,Brûlures et irritation,Douleurs à la miction,Incontinence par urgenturie,a
OIC-049-09-A,"Le traitement hormonal de la ménopause (THM) repose sur l'administration d'estrogènes qui doivent être obligatoirement associés à un progestatif chez la femme non hystérectomisée, en raison du risque de cancer de l'endomètre induit par les traitements estrogéniques seuls.","Oui, les estrogènes doivent être associés à un progestatif.","Non, les estrogènes peuvent être administrés sans progestatif.","Oui, les estrogènes peuvent être administrés par voie orale.","Non, les estrogènes doivent être administrés par voie parentérale.",a
OIC-049-09-A-,Quelle examen doit être effectué dans les 2 ans précédant la dernière période menstruelle avant la prescription d'un THM?,La mammographie,Un bilan lipidique,L'ostéodensitométrie,L'échographie utéro-ovarienne,a
OIC-049-10-A,Quelle condition nécessite une administration non orale du THM?,Hypertriglycéridémie,HTA,Facteurs de risque thrombo-emboliques veineux,Insuffisance ovarienne prématurée,a
OIC-049-10-A-,Quel est le bénéfice principal du THM en cas de ménopause naturelle?,Traitement le plus efficace des signes fonctionnels de la ménopause,Réduction des risques cardiovasculaires,Prévention de la perte osseuse postménopausique,Amélioration de la qualité de vie,a
OIC-049-11-A,Quelle mesure hygiénodietétique est recommandée chez la femme ménopausée?,"Éviction des facteurs de risque cardiovasculaire (tabac, alcool)",Augmentation des dépenses énergétiques : activité physique régulière,Modération de l’apport énergétique glucidique et lipidique,"Apports suffisants en calcium et vitamine D : supplémentation si besoin, en particulier en cas d’ostéoporose",a
OIC-049-11-A-,Quelle affirmation est correcte concernant les saignements utérins anormaux (SUA) chez les femmes ménopausées?,Tout saignement utérin anormal (SUA) doit être exploré afin d'éliminer un cancer endométrial.,Les SUA sont un phénomène fréquent chez les femmes ménopausées.,Les SUA sont généralement liés à des phénomènes de reprise de l'activité ovarienne.,Les SUA sont uniquement liés à des phénomènes de surdosage.,a
OIC-049-12-B,Quel terme est préféré pour désigner le syndrome de déficit en testostérone lié à l’âge?,Andropause,Syndrome de déficit en testostérone lié à l’âge (SDT),Testostérone totale et biodisponible,Hypotestostéronémie,b
OIC-049-12-B-,Quel est le principal facteur qui influence la diminution de la sécrétion de testostérone lors du vieillissement?,La diminution de la stéroïdogénèse,L'augmentation de la production de GnRH,L'activation des cellules de Leydig,La surproduction de testostérone,a
OIC-049-13-B,Quel est le critère clinique utilisé pour évaluer le diagnostic de andropause selon le Score ADAM?,Le Score ADAM est utilisé pour évaluer la testostérone totale,Le Score ADAM est utilisé pour évaluer la testostérone biodisponible,Le Score ADAM est utilisé pour évaluer les troubles de la sexualité et les troubles neuropsychologiques,Le Score ADAM est utilisé pour évaluer la densité minérale osseuse,c
OIC-049-13-B-,Quel diagnostic différentiel est éliminé lors d'un SDT?,Hypothyroïdie 243,Adénome hypophysaire 244,Une Adénome hypophysaire 244 (adénome à prolactine),"Hypogonadisme iatrogène (spironolactone, kétoconazole, flutamide, cyprotérone etc..)",d
OIC-049-14-B,"Les premiers symptômes, à court terme, du DALA sont marqués le plus souvent par :","des troubles de la sexualité : dysfonction érectile, baisse de la libido voir de la qualité des orgasmes.",des troubles de l'humeur avec irritabilité,des troubles du sommeil,"des troubles vasomoteurs (hypersudation, bouffées de chaleur) apparaissent le plus souvent de façon concomitante",a
OIC-049-14-B-,Quelle est la définition de l'hypertrophie bénigne de la prostate (HBP)?,Une hyperplasie stromale et épithéliale de la zone de transition et péri-urétrale de la prostate,Une inflammation de la prostate causée par un virus,Une tumeur maligne du rein,Une augmentation de la prostate due à une infection bactérienne,a
OIC-049-15-B,Quelle est la première étape de la démarche diagnostique en cas de symptômes du bas appareil urinaire (SBAU)?,Toucher rectal,Symptômes du bas appareil urinaire,Absence d'autre cause,Résultat du test d'urine,a
OIC-049-15-B-,Quelle complication aiguë de l’HBP nécessite une dérivation urinaire en urgence?,L’hématurie macroscopique,La rétention aiguë d’urines 347,L’insuffisance rénale aigue,L’infection urinaire,b
OIC-049-16-A,Quelle complication de l’HBP est confirmée par une échographie réno-vésico-prostatique avec un résidu post-mictionnel > 150 cc?,Lithiase urinaire,Rétention chronique d’urine,Insuffisance rénale obstructive,Dysurie,b
OIC-049-16-A-,Quelle exploration clinique est essentielle pour évaluer le volume prostatique et la présence d'une prostatite?,Palpation abdominale,Examen des organes génito-scrotaux,Toucher rectal,Rétention aiguë d'urine,c
OIC-049-17-A,Quelles explorations paracliniques sont réalisées en première intention pour le bilan d’une HBP?,ECBU,Débitmètre,Résidu post-mictionnel,Échographie,a
OIC-049-17-A-,Quelle est l'indication principale pour réaliser le PSA total en cas d'HBP?,Systématique en 1ère intention,Non systématique en 1ère intention,Permet de diagnostiquer l'HBP,Permet de détecter le cancer de prostate,b
OIC-049-18-B,Quel est le risque le plus courant associé aux traitements de désobstruction de l'HBP?,Incontinence urinaire,Éjaculation rétrograde,Infections urinaires,Sténose urétrale,c
OIC-049-18-B-,Quelle situation n'est pas justifiant un avis spécialisé selon les recommandations de SBAU?,"Patient < 50 ans, urgenturies isolées, nycturie isolée","Anomalie à l'examen clinique (globe palpable, nodule ou induration)","ECBU anormal (bactériurie, leucocytaire ou hématurie)",Traitement médical inefficace,a
OIC-049-19-A,...,...,...,...,...,a
OIC-049-19-A-,Les lésions histopathologiques cérébrales de la maladie d’Alzheimer sont caractérisées par la présence de :,Plaques amyloïdes,Dégénérescences neurofibrillaires,Activation de la neuroinflammation,Perte neuronale,a
OIC-049-20-B,Quels sont les types de lésions cérébrales les plus courants dans le diagnostic d'encéphalopathie vasculaire?,Infarctus multiple,Infarctus multi-lacunaires,Leuco-encéphalopathie diffuse,Angiopathie amyloïdes,a
OIC-049-20-B-,Quel est un élément clinique positif associé à la maladie à corps de Lewy (MCL) dans le diagnostic de la démence du sujet âgé?,"La présence de troubles cognitifs progressifs (atteinte des fonctions exécutives, attentionnelles, visuelles)",La synergie entre syndrome parkinsonien et troubles du comportement en sommeil paradoxal,L'absence de fluctuations neurologiques,La présence d'hypotension orthostatique,a
OIC-049-21-B,Quelle pathologie peut induire un trouble neuro-cognitif réversible avec une prise en charge adaptée?,"Carences vitaminiques (B12, B9)",Hématome sous dural,Tumeur intra-cranienne,Hydrocéphalie à pression normale,a
OIC-049-21-B-,Quelle est la cause neurologique la plus fréquente des troubles cognitifs majeurs ou légers selon le DSM-5?,Maladie d’Alzheimer,Dégénérescence fronto-temporale,Maladie à corps de Lewy,Encéphalopathie neurovasculaire,a
OIC-049-22-B,Quel outil évalue la fonction exécutive et la visuospatiale?,Test des 5 mots de Dubois,Mini Mental State Evaluation,BREF,Horloge,d
OIC-049-22-B-,Quel est le principal objectif des examens biologiques dans le cadre des troubles cognitifs du sujet âgé?,Identifier les causes de la dépression,Évaluer la présence d'anémie,Rechercher des facteurs aggravants des troubles cognitifs,Diagnostiquer une maladie infectieuse,c
OIC-049-23-B,Quelle est la première étape de la prise en charge initiale d'un patient avec trouble neuro-cognitif?,Mise en place de l’ALD 15,Interventions non médicamenteuses,Remédiation cognitive,Éventuels traitements médicamenteux,a
OIC-049-23-B-,Quelle mesure est une adaptation des aides en fonction de l'indépendance fonctionnelle du patient?,Utiliser un aide de vie au domicile,Utiliser un pilulier,Utiliser un IDE,Utiliser un vélo,a
OIC-049-24-B,Quel est le premier symptôme psychologique mentionné dans le texte?,Dépression/dysphorie,Anxiété,Irritabilité/labilité,Apathie,a
OIC-049-24-B-,Quelle condition est considérée comme urgence diagnostique lors d'une agitation ou agressivité dans un contexte de trouble neuro-cognitif?,Syndrome confusionnel+++,Trouble de la vigilance,Trouble de l'attention,Trouble de l'orientation,a
OIC-049-25-A,Les lésions cérébrales de la maladie d’Alzheimer sont caractérisées par la présence de :,Plaques amyloïdes,Dégénérescences neurofibrillaires,Activation de la neuroinflammation,Et finalement d’une perte neuronale,a
OIC-049-25-A-,Quel est le symptôme clinique initialement observé dans les DFT?,TROUBLES DU COMPORTEMENT,Syndrome dysexécutif,Examen neurologique initialement normal puis apparition de reflexes archaïques,ATROPHIE FRONTALE et TEMPORALE antérieure bilatérale,a
OIC-049-26-B,Quel est l'objectif principal de l'IRM dans le cadre des troubles cognitifs du sujet âgé selon les critères HAS 2011?,"Éliminer une cause curable de troubles cognitifs (hématome sous dural, hydrocéphalie à pression normale, tumeur…)",Obtenir des éléments morphologiques pouvant orienter vers une étiologie des troubles cognitifs,Identifier les lésions vasculaires (FLAIR) et les microsaignements (T2*) ischémie récente (diffusion),"Analyser l'atrophie localisée (T1, coupes coronales hippocampiques)",a
OIC-049-26-B-,Quel est le caractère principal de l'exemple d'HSD chronique sur une tomodensitométrie?,Acut,Douée,Chronique,Autre,a
OIC-050-01-A,Quelle est la définition de l'autonomie selon le texte?,L'autonomie est la capacité de se gouverner soi-même.,L'autonomie correspond à l'absence de dépendance.,L'autonomie inclut les capacités cognitives et motrices.,L'autonomie est la capacité à se laver sans aide.,a
OIC-050-01-A-,Quel groupe correspond aux personnes les plus dépendantes dans le score GIR?,Group 1,Group 2,Group 3,Group 6,a
