id,completion,label,source
OIC-009-10-B,"Question: Quelle est la finalité première des mesures de protection juridique ?
a) Protéger les intérêts du représentant légal
b) Assurer l'intérêt de la personne protégée
c) Respecter les libertés individuelles et les droits de la personne
d) Favoriser l'autonomie de la personne protégée",True,llama3_1_8b
OIC-256-05-A,"Question: Quelles sont les principales causes de contre-indication à la pratique sportive ?
a) Les causes de contre-indication à la pratique sportive sont essentiellement cardio-vasculaires.
b) Les causes de contre-indication à la pratique sportive sont essentiellement respiratoires.
c) Les causes de contre-indication à la pratique sportive sont essentiellement neurologiques.
d) Les causes de contre-indication à la pratique sportive sont essentiellement musculaires.",True,llama3_1_8b
OIC-245-12-A,"Question: Quelle est la première étape dans le traitement de l'insuffisance surrénale aiguë ?
a) Administration d'un médicament pour réduire les symptômes
b) Début du traitement pharmacologique dès que le diagnostic est évoqué
c) Transport en milieu hospitalier sans traitement préalable
d) Analyse des causes sous-jacentes de l'insuffisance surrénale",True,llama3_1_8b
OIC-207-06-B,"Question: Quel est le principal objectif du diagnostic d'un syndrome interstitiel ?
a) Identifier la cause sous-jacente de l'atteinte pulmonaire
b) Reconnaître les caractéristiques radiologiques des pneumopathies interstitielles diffuses (PID)
c) Déterminer le pronostic et le traitement appropriés
d) Effectuer une biopsie pulmonaire pour confirmer le diagnostic",False,llama3_1_8b
OIC-112-02-A,"Question: Une dermatose bulleuse auto-immune doit être suspectée cliniquement devant des lésions cutanées à type de bulle, d’érosion post-bulleuse, de décollement en linge mouillé et de signe de Nikolsky. Elle doit cependant également être évoquée devant des lésions vésiculeuses, des plaques urticariennes, des lésions eczématiformes et des érosions des muqueuses (buccales, conjonctivales, nasales, génitales, anales, oesophagiennes, laryngo-pharyngées). La confirmation diagnostique passe par la réalisation de deux biopsies cutanées, l’une pour une analyse histologique standard et l’autre pour un examen en immunofluorescence directe. L’analyse histologique permet de distinguer le lieu de formation de la bulle dans la peau (intra épidermique ou sous épidermique) mais ne précise pas le mécanisme de formation de la bulle. C’est la positivité de l’immunofluorescence directe lorsqu’elle met en évidence la présence d’auto anticorps au sein des lésions qui permet d’affirmer la nature auto immune d’une dermatose bulleuse. Dans le cas où l’immunofluorescence directe est négative, le diagnostic de dermatose bulleuse auto immune est écarté.
a) La dermatose bulleuse auto-immune doit être suspectée cliniquement devant des lésions cutanées à type de bulle, d’érosion post-bulleuse, de décollement en linge mouillé et de signe de Nikolsky.
b) Une dermatose bulleuse auto-immune doit également être évoquée devant des lésions vésiculeuses, des plaques urticariennes, des lésions eczématiformes et des érosions des muqueuses (buccales, conjonctivales, nasales, génitales, anales, oesophagiennes, laryngo-pharyngées).
c) La confirmation diagnostique passe par la réalisation de deux biopsies cutanées, l’une pour une analyse histologique standard et l’autre pour un examen en immunofluorescence directe.
d) L’analyse histologique permet de distinguer le lieu de formation de la bulle dans la peau (intra épidermique ou sous épidermique) mais ne précise pas le mécanisme de formation de la bulle.",False,openbiollm_8b
OIC-267-14-A,"Question: Quelles sont les principales causes d'hyperkaliémie?
a) Insuffisance rénale
b) Acidose métabolique
c) Medicaments (apports en sel de K, BSRA, Epargneurs de K, Trimethoprime, AINS, héparine...)
d) Hypovolémie efficace ou insuffisance cardiaque",False,openbiollm_8b
OIC-267-30-B,"Question: Quels sont les facteurs qui contribuent à la survenue d'une hypernatrémie (hyperosmolalité) ?
a) Perte d'eau rénale due à une absence de sécrétion d'ADH ou à une absence de sensibilité rénale à l'ADH.
b) Perte d'eau extrarénale cutanée ou respiratoire, anomalie des centres de la soif (adipsie) ou des osmorécepteurs hypothalamiques.
c) Présence anormale d'un soluté autre que le sodium, de bas poids moléculaire et osmotiquement actif.
d) Tous les facteurs mentionnés précédemment.",True,llama3_1_8b
OIC-037-06-A,"Question: Où peuvent être réalisées les Interruptions Volontaires de Grossesse (IVG) ?
a) Seuls les hôpitaux publics
b) Dans des établissements de santé, centres de planification familiale ou en ville chez un médecin libéral
c) Chez une sage-femme uniquement
d) Les IVG ne peuvent être réalisées que dans les hôpitaux privés",True,llama3_1_8b
OIC-162-08-A,"Question: Quels sont les signes cliniques de l'urétrite masculine ?
a) Douleurs abdominales
b) Ecoulement urétral, dysurie, douleurs urétrales, prurit urétral et méatite ou balanite
c) Fevere
d) Perte de poids",True,llama3_1_8b
OIC-247-11-B,"Question: Quelle est la répartition des retinopathies diabétiques selon leur gravité et leurs risques de progression à long terme ? 
a) RDNP minime : 15% ; RDNP modérée : 33% ; RDNP sévère : 60%
b) RDP minime : 20% ; RDP modérée : 40% ; RDP sévère : 80%
c) RDNP minime : 30% ; RDNP modérée : 50% ; RDNP sévère : 90%
d) RDP minime : 10% ; RDP modérée : 20% ; RDP sévère : 70%",False,openbiollm_8b
OIC-047-38-B,"Question: Quels sont les objectifs et les items contenus dans les trois certificats médicaux accompagnant le suivi systématique obligatoire du nourrisson?
a) Les objectifs sont de suivre l'état général, la croissance et le développement du bébé. Les items contenus dans les certificats sont les antécédents maternels, la grossesse, l'accouchement, l'état à la naissance, les pathologies de la première semaine, les anomalies congénitales, l'allaitement, les vaccinations (BCG ou VHB), et le dépistage néonatal audition.
b) Les objectifs sont de suivre l'état général, la croissance et le développement du bébé. Les items contenus dans les certificats sont les antécédents maternels, la grossesse, l'accouchement, l'état à la naissance, les pathologies de la première semaine, les anomalies congénitales, l'allaitement, les vaccinations (BCG ou VHB), et le dépistage néonatal audition.
c) Les objectifs sont de suivre l'état général, la croissance et le développement du bébé. Les items contenus dans les certificats sont les antécédents maternels, la grossesse, l'accouchement, l'état à la naissance, les pathologies de la première semaine, les anomalies congénitales, l'allaitement, les vaccinations (BCG ou VHB), et le dépistage néonatal audition.
d) Les objectifs sont de suivre l'état général, la croissance et le développement du bébé. Les items contenus dans les certificats sont les antécédents maternels, la grossesse, l'accouchement, l'état à la naissance, les pathologies de la première semaine, les anomalies congénitales, l'allaitement, les vaccinations (BCG ou VHB), et le dépistage néonatal audition.",False,openbiollm_8b
OIC-263-02-A,"Question: Quel est le syndrome décrit par la définition biologique associant une anémie hémolytique, une thrombopénie et des dysfonctions d'organe ?
a) Syndrome de microangiopathie thrombotique (MAT)
b) Syndrome de glomérulonéphrite aiguë
c) Syndrome de Goodpasture
d) Syndrome de Wegener",True,llama3_1_8b
OIC-038-08-B,"Question: Quels sont les principes d’interprétation d’un spermogramme ? 
a) Les valeurs de référence ont été définies par l’OMS après analyse de plus de milliers d'éjaculats d’hommes fertiles (grossesse spontanée dans les 12 mois) du monde entier.
b) Le recueil pour le spermogramme est réalisé après une toilette intime avant le recueil
c) Les valeurs inférieures ne sont pas forcément synonymes d’infertilité ni de stérilité
d) La concentration (spermatozoïdes et cellules rondes) est calculée à l'aide du spermocytogramme",True,llama3_1_8b
OIC-245-18-B,"Question: Les pathologies intercurrentes et l'absence d'adaptation suffisante du traitement par hydrocortisone par le patient à ces situations sont une cause de décompensation de l'insuffisance surrénale traitée.
a) Pathologies intercurrentes
b) Absence d'adaptation au traitement par hydrocortisone
c) Les deux
d) Aucune des deux",False,openbiollm_8b
OIC-157-08-A,"Question: Quand doit-on prélever les examens à visée microbiologiques avant le début de l'antibiothérapie ?
a) Toujours, même en cas d'état de choc septique
b) Sauf en cas de purpura fulminans ou si les prélèvements retarderaient le début de l’antibiothérapie de plus d’une heure
c) Jamais, car ils sont inutiles dans ce contexte
d) Seulement en cas de méningite bactérienne",True,llama3_1_8b
OIC-267-29-A,"Question: Quel est le diagnostic biologique d'une hypernatrémie?
a) Hyperglycémie
b) Hypokaliémie
c) Hyponatrémie
d) Hypercalcémie",False,openbiollm_8b
OIC-153-01-A,"Question: Quels sont les différents types de prothèses valvulaires utilisés en chirurgie cardiaque ? 
a) Prothèse mécanique
b) Prothèses biologiques
c) Prothèses percutanées
d) Toutes les réponses sont correctes",False,openbiollm_8b
OIC-257-05-A,"Question: Quelle est la principale cause des œdèmes généralisés ?
a) Insuffisance cardiaque
b) Hépatite virale chronique
c) Insuffisance rénale
d) Carence protéinémique",False,openbiollm_8b
OIC-270-05-A,"Question: Quels sont les examens d'imagerie devant une douleur lombaire aiguë chez un adulte ?
a) IRM et scanner thoraco-abdomino-pelvien
b) Radiographies standards et échographie abdominale et pelvienne
c) Seulement IRM
d) Seulement scanner thoraco-abdomino-pelvien",False,openbiollm_8b
OIC-227-03-A,"Question: Quel est le score de Villalta qui correspond à un syndrome post-thrombotique (SPT) sévère ?
a) 5-9
b) 10-14
c) 15 ou plus, avec ulcère présent
d) 4 ou moins",True,llama3_1_8b
OIC-027-23-B,"Question: Quel est le traitement recommandé pour la vaginose bactérienne à Gardnerella vaginalis ?
a) Métronidazole 1 g/j pendant 5 jours
b) Métronidazole 2 g en dose unique
c) Métronidazole 1 g/j pendant 7 jours ou 2 g en dose unique
d) Aucun traitement n'est nécessaire",True,llama3_1_8b
OIC-242-09-A,"Question: Quelles sont les 3 étiologies les plus fréquentes d'hyperthyroïdie ?
a) La maladie de Basedow (auto-immune), le goitre multinodulaire toxique, l’adénome toxique
b) L’adénome toxique, la maladie de Basedow (auto-immune), le cancer du foie
c) Le goitre multinodulaire toxique, la maladie de Basedow (auto-immune), l’hypothyroïdie
d) La maladie de Basedow (auto-immune), l’adénome toxique, le cancer du pancréas",True,llama3_1_8b
OIC-234-04-A,"Question: Quelle est la définition du choc cardiogénique?
a) Défaillance aiguë et sévère de la fonction cardiaque entraînant une altération profonde de la perfusion périphérique et une anoxie tissulaire
b) Un état d'hypotension artérielle avec un débit urinaire inférieur à 30 mL/h
c) Une chute du débit cardiaque entraînant une hypoperfusion et une anoxie tissulaire
d) Le choc cardiogénique est causé par l'infarctus du myocarde",True,openbiollm_8b
OIC-039-04-A,"Question: Quelle est la technique de préservation de la fertilité féminine qui ne nécessite pas d'injection hormonale préalable ?
a) Congélation ou conservation d'ovocytes matures
b) Congélation ou conservation d'embryons
c) Congélation et maturation in vitro des ovocytes immatures
d) Congélation ou conservation de cortex ovarien",True,llama3_1_8b
OIC-022-01-A,"Question: Quelle est la définition d'une maladie rare ?
a) Une maladie qui touche moins de 1 personne sur 1000.
b) Une maladie dont le nombre de cas est inférieur à celui des habitants d'une ville moyenne.
c) Une maladie qui affecte moins de 5% de la population générale.
d) Une maladie rare est celle dont la prévalence est inférieure à 1/2000.",False,openbiollm_8b
OIC-330-15-A,"Question: Quels sont les mécanismes d'action des antidiabétiques?
a) Inhibition de la néoglucogénèse et la glycogénolyse hépatique
b) Stimulation de la libération d’insuline par le pancréas
c) Inhibition de la dégradation des incrétines par la DPP-4
d) Stimulateur de la libération d’insuline et d’inhibiteur de la libération de glucagon par le pancréas",False,openbiollm_8b
OIC-009-07-A,"Question: Le refus de soin par le professionnel de santé
a) La liberté de conscience du praticien
b) La continuité des soins
c) L’égalité de l’accès aux soins
d) La clause de conscience du médecin",False,openbiollm_8b
OIC-235-11-B,"Question: Quel est le traité de la péricardite bactérienne ?
a) Antibiothérapie adaptée au germe retrouvé dans le liquide péricardique lors de la ponction péricardique
b) Traitement antituberculeux +/- corticoïdes
c) Drainage chirurgical souvent nécessaire
d) Corticothérapie seule",True,llama3_1_8b
OIC-082-13-B,"Question: Quel est le signe ophthalmologique de l'œdème papillaire?
a) Le bord de la papille est flou
b) La papille a une apparence nattée
c) Il est impossible de dessiner le bord de la papille
d) Toutes les réponses précédentes sont correctes",True,openbiollm_8b
OIC-156-06-B,"Question: Quel est l&#39;avantage de l&#39;IRM dans le diagnostic des infections ostéo-articulaires ?
a) Il est facile d&#39;accès et rapide.
b) Il détecte les signes précoces, tels que l&#39;oedème osseux en hyposignal T1 et hypersignal T2.
c) Il est rarement utile dans le diagnostic des infections ostéo-articulaires.
d) Il est coûteux et nécessite une longue préparation.",True,llama3_1_8b
OIC-032-05-B,"Question: Quels sont les facteurs de risque de surdité congénitale ?
a) Naissance avant 32 SA et/ou poids de naissance <1800g, asphyxie périnatale, hyperbilirubinémie >350 µmol/L, troubles neurologiques, malformation de la face et du cou, fœtopathie (CMV, rubéole, herpès, toxoplasmose), traitement ototoxique
b) Antécédents familiaux, naissance avant 32 SA et/ou poids de naissance <1800g, asphyxie périnatale, hyperbilirubinémie >350 µmol/L, troubles neurologiques
c) Troubles neurologiques, malformation de la face et du cou, fœtopathie (CMV, rubéole, herpès, toxoplasmose), traitement ototoxique
d) Antécédents familiaux, naissance avant 32 SA et/ou poids de naissance <1800g, asphyxie périnatale",True,llama3_1_8b
OIC-198-20-B,"Question: Quels sont les risques de la goutte si elle n'est pas traitée ?
a) Les accès à la goutte se raréfient avec le temps
b) La goutte ne peut atteindre que les membres inférieurs
c) Une arthropathie chronique peut se constituer, entraînant des douleurs et des tophus visibles sous la peau
d) Les comorbidités sont sans rapport avec le traitement de la goutte",True,llama3_1_8b
OIC-226-10-A,"Question: Quels sont les critères pour hospitalisation des patients atteints de TVP ?
a) Tous les patients avec TVP doivent être hospitalisés
b) Les patients présentant une pathologie à risque hémorragique ou un contexte psycho-social et d’environnement géographique et médical ne permettant pas une prise en charge optimale à domicile doivent être hospitalisés
c) Seuls les patients avec TVP proximale avec syndrome obstructif sévère ou de localisation ilio-cave doivent être hospitalisés
d) Les patients insuffisants rénaux sévères (clairance de la créatinine < 30 mL/min) doivent être hospitalisés",True,llama3_1_8b
OIC-328-03-B,"Question: Quelle est la prise en charge des dispositifs médicaux selon les règles du système de santé ?
a) Les dispositifs médicaux sont financés directement par l'acte médical.
b) Les dispositifs médicaux sont financés par le tarif de séjour à l'hôpital.
c) Les dispositifs médicaux ne sont pas pris en charge par le système de santé.
d) Les dispositifs médicaux sont financés par la liste des produits et prestations remboursables.",False,openbiollm_8b
OIC-005-01-A,"Question: La responsabilité d’un professionnel de santé ou d’un établissement de santé peut être recherchée à deux fins : soit la sanction du professionnel ou de l’établissement, soit l’indemnisation de l’usager victime des conséquences d’un événement indésirable associé aux soins. La sanction peut être de nature pénale ou disciplinaire. L’indemnisation incombe au responsable (exercice libéral) ou à son employeur s’il est salarié (public ou privé). Elle peut également être obtenue via la procédure amiable devant les commissions de conciliation et d’indemnisation. L’indemnisation des victimes est assurée par l’obligation de souscription pour les médecins et les établissements de santé (public ou privé) d’une assurance de responsabilité civile professionnelle. En plus d’assurer l’indemnisation des victimes, cette assurance permet de couvrir les médecins salariés lorsque la faute est détachable du service ou lorsque la mission qui leur a été confiée est outrepassée.
a) La responsabilité peut être recherchée pour obtenir une sanction pénale ou disciplinaire.
b) L’indemnisation incombe au responsable (exercice libéral) ou à son employeur s’il est salarié (public ou privé).
c) La responsabilité peut être recherchée pour obtenir une indemnisation via la procédure amiable devant les commissions de conciliation et d’indemnisation.
d) L’indemnisation des victimes est assurée par l’obligation de souscription pour les médecins et les établissements de santé (public ou privé) d’une assurance de responsabilité civile professionnelle.",False,openbiollm_8b
OIC-179-01-B,"Question: Quelle est la caractéristique de l'amoebose en tant que protozoonose ?
a) C'est une zoonose
b) C'est une protozoonose à réservoir strictement humain, cosmopolite
c) La transmission se fait par les formes végétatives d'Entamoeba histolytica histolytica
d) L'hôte définitif est le chat",True,llama3_1_8b
OIC-237-06-A,"Question: Quelle est la définition de la tachycardie sinusale ?
a) Une accélération du rythme sinusal normal.
b) Un type de fibrillation auriculaire.
c) Une bradycardie réactionnelle.
d) Une tachycardie ventriculaire non sinusale.",True,llama3_1_8b
OIC-198-12-B,"Question: Quelles manifestations cliniques peuvent être observées chez un patient atteint de goutte ? 
a) Oligoarthritis
b) Polyarthritis
c) Tendinitis
d) Tenosynovitis",False,openbiollm_8b
OIC-074-01-A,"Question: Quel est le terme qui désigne les substances chimiques susceptibles de modifier l'activité mentale ?
a) Psychotropes
b) Médicaments
c) Substances toxiques
d) Produits chimiques",True,llama3_1_8b
OIC-364-06-A,"Question: Quels sont les principes de prise en charge initiale des traumatismes de l’enfant ?
a) Immobiliser, traiter la douleur et prescrire l'imagerie.
b) Prescrire immédiatement une immobilisation temporaire, un antalgique de niveau 2 ou 3 et localiser la lésion.
c) Faire subir des examens complémentaires avant d'immobiliser le membre.
d) Laisser l'enfant se débrouiller seul pour éviter les complications.",False,llama3_1_8b
OIC-075-05-B,"Question: Quel est le rôle de la fumée de tabac dans les phénomènes inflammatoires ?
a) Elle réduit l'inflammation
b) Elle provoque des phénomènes inflammatoires
c) Elle n'a aucun effet sur l'inflammation
d) Elle augmente la production de cytokines anti-inflammatoires",True,llama3_1_8b
OIC-208-09-B,"Question: Quelles sont les principales causes d'insuffisance respiratoire chronique (IRC) en fonction de leur mécanisme physiopathologique?
a) Maladies de l'échangeur pulmonaire
b) Maladies de la pompe ventilatoire
c) Atteintes vasculaires pulmonaires
d) Autres causes",False,openbiollm_8b
OIC-009-01-A,"Question: Quelle est la principale différence entre l'éthique et la morale ?
a) L'éthique est une science, tandis que la morale est un dogme.
b) La morale apporte des réponses, tandis que l'éthique permet de questionner ses choix.
c) L'éthique est une compétence qui permet de remettre la morale en question.
d) La morale reflète l'état de pensée d'une société, tandis que l'éthique est une réflexion pluridisciplinaire.",False,llama3_1_8b
OIC-260-11-A,"Question: Quelle est la première étape du diagnostic d'une hématurie ?
a) Anamnese et examen clinique
b) Analyses de laboratoire sur l'urine
c) Imagerie (radiographie, scanner, IRM)
d) Cystoscopie",True,openbiollm_8b
OIC-101-14-B,"Question: Quel est l'objectif principal de la visualisation de l'anatomie fonctionnelle du nerf facial ?
a) Identifier les causes de la paralysie faciale
b) Comprendre l'innervation motrice, sensible et sécretoire du nerf facial
c) Décrire les symptômes de la paralysie faciale
d) Prévenir les complications de la paralysie faciale",True,llama3_1_8b
OIC-127-04-B,"Question: Quelles sont les complications chroniques de l'Hypertrophie bénigne de la prostate (HBP) ?
a) Rétention chronique d'urine, lithiase de stase, insuffisance rénale obstructive et hernie de l'aine.
b) Insuffisance rénale obstructive, lithiase de stase et dysurie.
c) Rétention chronique d'urine, insuffisance rénale obstructive et lithiase de stase.
d) Dysurie, hernie de l'aine et lithiase de stase.",False,llama3_1_8b
OIC-156-05-A,"Question: Quels sont les signes généraux d'une IOA aiguë chez l'enfant et l'adulte ?
a) Douleur articulaire, impotence fonctionnelle partielle ou totale
b) Fièvre/hyperthermie inconstante
c) Absence de fièvre le plus souvent
d) Rougeur, chaleur, œdème, épanchement articulaire",False,llama3_1_8b
OIC-267-24-B,"Question: Quelle est la cause principale de l'hyponatrémie dans le syndrome de SIADH ?
a) Insuffisance cardiaque congestive
b) Cirrhose
c) Syndrome néphrotique
d) Hyperhydratation extracellulaire",False,openbiollm_8b
OIC-347-07-A,"Question: Quel est le rôle des examens complémentaires dans l'évaluation d'une rétention aiguë d'urine ?
a) Ils sont inutiles en urgence.
b) Ils permettent de confirmer le diagnostic.
c) Ils ne sont pas nécessaires en cas de doute diagnostique.
d) Ils peuvent aider à évaluer la réplétion vésicale.",True,llama3_1_8b
OIC-198-17-B,"Question: Quelle est la différence entre les terrains cliniques de la goutte, de l'arthropathie à pyrophosphate de calcium (PPCd) et de la calcification apatitique?
a) Le terrain clinique de la goutte est caractérisé par un homme mûr, souvent en surpoids ou obèse, atteint de maladies cardiovasculaires, d'insuffisance rénale ou de diabète sucré.
b) Le terrain clinique du rhumatisme à pyrophosphate de calcium (PPCd) est caractérisé par un sujet âgé.
c) Le terrain clinique des crises calciques apatitiques touche souvent une femme plus jeune.
d) Les sites d'arthrite ou de périarthrite aiguë peuvent orienter le diagnostic, avec la goutte initialement atteinte de l'articulation métatarsophalangienne du gros orteil ou d'une autre articulation du pied, le rhumatisme à pyrophosphate d'un genou ou d'un poignet et les accès périarticulaires liés aux dépôts apatitiques touchant souvent l'épaule par tendinite calcifiante des muscles de la coiffe ou la main avec de pseudo-phlegmons/abcès/cellulites récidivants des doigts ou des poignets.",False,openbiollm_8b
OIC-094-11-B,"Question: Quelles sont les étiologies d'une rachialgie compliquée?
a) Sociales
b) Psychologiques
c) Physiques globales
d) Rachiennes",False,openbiollm_8b
OIC-027-17-A,"Question: Quand le dépistage du VIH doit-il être proposé à une femme enceinte ?
a) Lorsque les symptômes apparaissent
b) En fin de grossesse
c) En début de grossesse, même si ce n'est pas obligatoire
d) Jamais, car il est inutile",True,llama3_1_8b
OIC-336-13-A,"Question: Quelles sont les principales causes de coma non traumatique chez l&#39;adulte et chez l&#39;enfant ?
a) Toxiques, infectieux, métabolique, épileptique, vasculaire
b) Lésionnelles, non lésionnelles, endocriennes, carentielles, sevrage
c) Vasculaires, infections SNC, encéphalopathie hypercapnique, hypo- hypernatrémie
d) HTIC, processus expansif intracérébral, thrombophlébite cérébrale, pseudotumor cerebri",True,llama3_1_8b
OIC-207-02-B,"Question: Quel est le diagnostic radiologique d'une fracture de côte?
a) Fracture simple
b) Fracture comminutée
c) Volet costal
d) Dégâtellement vertébral",False,openbiollm_8b
OIC-247-31-B,"Question: Le suivi transdisciplinaire du patient diabétique comprend les objectifs suivants : A) Prévention, dépistage et traitement des complications. B) Traitement de la maladie. C) Suivi de l'évolution de la maladie. D) Obtention du contrôle optimal des facteurs de risque cardiovasculaires.
a) Prévention, dépistage et traitement des complications.
b) Traitement de la maladie.
c) Suivi de l'évolution de la maladie.
d) Obtention du contrôle optimal des facteurs de risque cardiovasculaires.",False,openbiollm_8b
OIC-127-03-A,"Question: Les complications aiguës de l'Hypertrophie bénigne de la prostate justifient une prise en charge thérapeutique immédiate.
a) La rétention aigüe d’urines
b) Infection urinaire
c) Hématurie macroscopique
d) Insuffisance rénale aigue",True,openbiollm_8b
OIC-237-07-A,"Question: Quelle est l'interprétation clinique et électrocardiographique d'une tachycardie jonctionnelle?
a) Maladie de Bouvere, palpitations, début et fin brutale, durée variable, sensation de tachycardie régulière, polyurie post critique, arrêtées par les manœuvres vagales ou l' injection d'adénosine
b) Tachycardie régulière à QRS fins avec activité atriale rétrograde négative dans les dérivations inférieures
c) Tracé normal ou révélateur d'une pré excitation ventriculaire (syndrome de Wolff-Parkinson-White)
d) Tachycardie non régulière avec QRS alargés et activité atriale rétrograde visible",False,openbiollm_8b
OIC-075-03-B,"Question: Quelle est la définition de la cigarette électronique?
a) Un mélange (propylène-glycol + nicotine + eau + arômes + glycérol) propulsé sous forme de vapeur et inhalé.
b) Un appareil utilisant une batterie rechargeable pour produire de la fumée aromatisée sans le tabac.
c) Un produit qui peut provoquer des réactions allergiques.
d) Un produit considéré comme un objet de consommation.",False,openbiollm_8b
OIC-082-09-B,"Question: Quelle est la principale cause de l'occlusion artérielle centrale de la rétine (OACR)?
a) L'hypertension artérielle
b) Le diabète
c) La maladie de Horton
d) Les troubles de la coagulation",False,openbiollm_8b
OIC-247-25-A,"Question: Quelle est la première étape à suivre si un patient conscient présente des signes d'hypoglycémie ?
a) Appeler un médecin
b) Ingestion de sucre (15 g= 3 morceaux), ou soda ou bonbons
c) Injection de glucagon en IM ou SC
d) Administration d'un médicament anti-hypoglycémique",True,llama3_1_8b
OIC-009-09-B,"Question: Quelle est la définition de la vulnérabilité?
a) La vulnérabilité est une notion historiquement et culturellement située.
b) La vulnérabilité est un état pathologique.
c) La vulnérabilité est le fonds commun de notre humanité repensée à l'aune de la faiblesse et de la dépendance.
d) La vulnérabilité n'est pas une condition négative en ce qu'elle empêche ou entrave l'autonomie, mais la condition normale du vivant, le fonds commun de notre humanité repensée à l'aune de la faiblesse et de la dépendance.",False,openbiollm_8b
OIC-226-07-A,"Question: Quelle est la place et les limites de l’échodoppler veineux dans le diagnostic de thrombose veineuse profonde (TVP) et d’embolie pulmonaire (EP)?
a) L'échodoppler veineux n'est pas utilisé pour diagnostiquer la TVP.
b) L'échodoppler veineux est le premier examen de choix dans le diagnostic de TVP.
c) L'échodoppler veineux est réservé au diagnostic d'embolie pulmonaire.
d) L'échodoppler veineux n'est pas utilisé pour diagnostiquer la TVP et l'EP.",True,openbiollm_8b
OIC-027-14-B,"Question: Quelle est la prise en charge d'un épisode initial d'herpès génital pendant la grossesse ?
a) Traitement maternel avec aciclovir 1g en 5 prises ou valaciclovir 2g en 2 prises pendant 5 à 10 jours.
b) Césarienne si infection dans les 6 semaines avant début de travail sauf RPM > 4h.
c) Pas de prélèvement, voie basse possible si RPM >4h.
d) Prévention en cas de récurrence par valaciclovir 1g en 2 prises de 36 SA jusqu’à la naissance.",False,openbiollm_8b
OIC-094-02-B,"Question: Quelle est la prévalence des lombalgies dans la population générale ?
a) 1/4 à 1/3
b) 2/3
c) 5 à 10%
d) 60 à 90%",False,llama3_1_8b
OIC-226-11-A,"Question: Quand une compression élastique peut-elle être indiquée dans le cas d'une thrombose veineuse profonde des membres inférieurs?
a) Toujours
b) Jamais
c) Seulement pendant la phase aiguë
d) Pendant au minimum 6 mois après la phase aiguë",True,openbiollm_8b
OIC-230-06-A,"Question: Quelle est la bonne séquence pour diagnostiquer les 4 urgences cardio-vasculaires ?
a) Anamnèse, examen clinique, réalisation et interprétation de l'ECG, bilan biologique et d'imagerie
b) Examen clinique, anamnèse, réalisation et interprétation de l'ECG, bilan biologique et d'imagerie
c) Réalisation et interprétation de l'ECG, examen clinique, anamnèse, bilan biologique et d'imagerie
d) Bilan biologique et d'imagerie, réalisation et interprétation de l'ECG, examen clinique, anamnèse",True,llama3_1_8b
OIC-101-07-A,"Question: Quel est le traitement recommandé pour une paralysie faciale a frigore ?
a) Corticothérapie orale pendant 7 à 10 jours.
b) Prévention systématique des complications oculaires avec larmes artificielles et pansement occlusif.
c) Tarsorraphie provisoire dans les formes sévères.
d) Traitement chirurgical immédiat.",False,llama3_1_8b
OIC-145-08-A,"Question: Les maladies infectieuses se transmettent horizontalement entre deux individus selon trois modes (contact, gouttelettes, air) ou à partir de l’environnement. La transmission peut être directe : l’agent infectieux passe alors du réservoir à l’hôte sans intermédiaire ou indirecte : un vecteur inerte ou vivant entre le réservoir et l’hôte est nécessaire. Certains agents infectieux peuvent être transmis par plusieurs modes.
a) La transmission horizontale directe se fait par contact physique entre l'hôte réceptif et la source de l'agent infectieux.
b) La transmission horizontale directe se fait par voie aérienne en inhalant des particules aéroportées émises par l’individu infecté.
c) La transmission horizontale indirecte passe par un intermédiaire, soit un véhicule inerte, soit un vecteur vivant.
d) La transmission verticale est la transmission de l'agent infectieux de la mère à l'enfant.",True,openbiollm_8b
OIC-162-11-B,"Question: Quels sont les signes cliniques d’une infection génitale haute chez la femme (salpingite, endométrite) ?
a) Douleurs pelviennes et fièvre
b) Douleur au toucher vaginal et inflammation endocol
c) Métrorragies et leucorrhées
d) Tous les signes mentionnés précédemment",True,llama3_1_8b
OIC-267-09-B,"Question: Quelle est la prise en charge des troubles acido-basiques aigus sévères ?
a) Traitement de la cause, élimination du CO2 et alcalinisation.
b) Alcalinisation uniquement dans les acidoses lactiques ou hyperchlorémiques.
c) Alcalinisation uniquement dans les acidoses associées à certaines intoxications.
d) Traitement de la cause, élimination du CO2 et épuration extrarénale si insuffisance rénale organique associée.",False,openbiollm_8b
OIC-164-03-A,"Question: Quelle est la principale cause du syndrome de Reye chez l'enfant?
a) Une infection par le virus de l'herpès
b) Un surdosage en vitamine A
c) Une infection par le virus de l'herpès
d) Une infection par le virus de la rougeole",False,openbiollm_8b
OIC-247-29-B,"Question: Quels sont les principaux gestes à mettre en œuvre pour traiter une cétose diabétique ?
a) Administration d'insuline sous-cutanée et réhydratation par sérum salé isotonique
b) Pérfusion continue d'insuline rapide ou ultrarapide, réhydratation par sérum salé isotonique et ajout de potassium
c) Administration d'insuline sous-cutanée et traitement du facteur déclenchant éventuel
d) Pérfusion continue d'insuline rapide ou ultrarapide, réhydratation par sérum salé isotonique et ajout de potassium sans dépasser 7 à 8 U par heure",True,llama3_1_8b
