Unnamed: 0,id,question,option_a,option_b,option_c,option_d,correct_option,distractor_quality
154,OIC-020-14-B-,Quelle est la principale méthode de prévention médicamenteuse de l'allo-immunisation anti-D (Rh1) pendant la grossesse?,Injection d'immunoglobulines spécifiques (anti-D),Transfusion sanguine maternelle,Changement de groupe sanguin du fœtus,Administration d'hormones maternelles,a,4
155,OIC-020-15-B,Quel est le but principal de la vérification du phénotype RhD du nouveau-né après l'accouchement?,Déterminer le groupe sanguin de la mère.,Prévenir l'allo-immunisation antiérythrocytaire maternelle.,Diagnostiquer une anémie chez le nouveau-né.,Évaluer la nécessité d'une transfusion sanguine chez la mère.,b,4
156,OIC-020-15-B-,Quelle est la première étape à suivre lors de la consultation d'une patiente prenant un traitement et ne sachant pas enceinte?,Évaluer le bénéfice maternel et le risque fœtal.,"Consigner les circonstances de la prise médicamenteuse (durée, quantité, indication).",Déclarer l'incident dans un centre de pharmacovigilance.,Adapter le traitement pour une consultation préconceptionnelle.,b,4
157,OIC-020-16-A,Lequel des médicaments suivants est classé comme un dérivé de la vitamine A et est à risque pendant la grossesse?,Lithium,Warfarine,Isotrétinoïne,Valproate de sodium,c,4
158,OIC-020-16-A-,"Quel médicament de la famille des dérivés de la vitamine A est associé à des malformations du SNC, de l'oreille externe et du cœur?",Lithium,Warfarine,Isotrétinoïne,Valproate de sodium,c,4
159,OIC-020-17-A,Lequel des vaccins suivants est généralement contre-indiqué pendant la grossesse?,Vaccin contre la grippe,Vaccin contre le tétanos,"Vaccin ROR (Rougeole, Oreillons, Rubéole)",Vaccin contre l'hépatite B,c,4
160,OIC-020-17-A-,"Selon le texte, quels facteurs influencent l'effet du tabagisme sur le fœtus?",Uniquement les facteurs sociodémographiques.,Uniquement les facteurs génétiques.,"Une interaction de facteurs sociodémographiques, épidémiologiques et génétiques.",Uniquement la quantité de nicotine inhalée.,c,4
161,OIC-020-18-A,"Selon le texte, quel est l'impact du tabagisme sur le risque de fausse couche spontanée au premier trimestre?",Le risque est légèrement augmenté.,Le risque est doublé.,Le risque est augmenté de façon dose-dépendante.,Le tabagisme n'a pas d'impact sur le risque de fausse couche.,c,4
162,OIC-020-18-A-,Quelle est la principale recommandation concernant le sevrage tabagique pendant la grossesse?,Le sevrage n'est bénéfique qu'au premier trimestre.,Le sevrage est bénéfique à tous les stades de la grossesse.,Le sevrage est déconseillé pendant la grossesse.,Le sevrage n'est possible qu'avec une aide psychologique.,b,4
163,OIC-020-19-B,Quel est l'élément principal associé au syndrome d'alcoolisation fœtale (SAF) décrit dans le texte?,Une consommation modérée d'alcool pendant la grossesse.,Une complication résultant d'une alcoolisation chronique et importante pendant la grossesse.,Un trouble uniquement lié à des malformations cardiaques.,Une condition qui n'affecte que le développement physique de l'enfant.,b,4
164,OIC-020-20-A,"Selon le texte, quel est le principal objectif de l'interrogatoire concernant la consommation d'alcool pendant la grossesse?",Juger la patiente pour sa consommation.,Dépister la consommation d'alcool de manière empathique et non jugeante.,Obliger la patiente à révéler sa consommation exacte.,Utiliser uniquement des questions directes et fermées.,b,4
165,OIC-020-21-B,"Quel est l'objectif principal du repérage des conduites addictives pendant la grossesse, selon le texte?",Juger le mode de vie de la mère.,Identifier les femmes toxicomanes connues.,Permettre une prise en charge pluridisciplinaire.,Éviter les représentations négatives des soignants.,c,4
166,OIC-020-21-B-,"Selon le texte, quel est le principal objectif de la prise en charge multidisciplinaire en cas d'addiction pendant la grossesse?",Éliminer complètement la consommation de substances addictives.,Minimiser les complications médico-psycho-sociales pour l'enfant et la mère.,Se concentrer uniquement sur le traitement de substitution aux opiacés.,Isoler la future mère pour éviter toute tentation de consommation.,b,4
167,OIC-020-22-A,Quel est le principal objectif de la prévention du syndrome de sevrage néonatal (SSNN) pendant la grossesse?,Réduire la posologie des traitements de substitution aux opiacés.,Informer et préparer les parents à la possibilité du SSNN et à sa prise en charge.,Éviter toute prise de benzodiazépines pendant la grossesse.,Instaurer un traitement pharmacologique dès le début de la grossesse.,b,4
168,OIC-020-22-A-,"Quels sont les principaux facteurs liés aux conséquences à long terme des conduites addictives pendant la grossesse, selon le texte?",Uniquement l'exposition in utero à l'alcool.,"L'environnement familial, l'exposition in utero à des substances et les séquelles de la prématurité.",Seulement les troubles psychiques maternels.,Uniquement la nécessité d'un travail multidisciplinaire.,b,4
169,OIC-020-23-A,Quel est le seuil de dose à partir duquel la mort cellulaire commence à affecter le système nerveux central du fœtus?,50 mGy,100-200 mGy,500 mGy,1000 mGy,b,4
170,OIC-020-24-A,"Selon le texte, quelles sont les deux bactéries les plus fréquemment impliquées dans les infections bactériennes néonatales précoces?",Staphylococcus aureus et Pseudomonas aeruginosa,Streptocoque du groupe B (SGB) et Escherichia coli,Haemophilus influenzae et Neisseria meningitidis,Listeria monocytogenes et Clostridium difficile,b,4
171,OIC-020-24-A-,Quel est un signe clinique de détresse respiratoire chez le nouveau-né selon le texte?,Fréquence respiratoire < 60/min,Absence de tirage intercostal,Battement des ailes du nez,Saturation en oxygène élevée,c,4
172,OIC-020-25-A,"Selon le texte, quelle est la principale différence entre le petit poids pour l'âge gestationnel (PAG) et le retard de croissance intra-utérin (RCIU)?","Le PAG est toujours pathologique, tandis que le RCIU peut être physiologique.","Le RCIU implique une évolution pathologique de la croissance, contrairement au PAG isolé.","Le PAG est défini par un poids inférieur au 3e percentile, tandis que le RCIU est inférieur au 10e percentile.","Le PAG est toujours associé à des anomalies morphologiques, tandis que le RCIU ne l'est pas.",b,4
173,OIC-020-25-A-,"Selon le texte, quelle est la définition de la prématurité?",Naissance après 37 semaines d'aménorrhée.,"Naissance avant 37 semaines d'aménorrhée et, à partir de 22 SA, poids < 500 g.","Naissance avant 37 semaines d'aménorrhée et, à partir de 22 SA, poids ≥ 500 g.","Naissance après 37 semaines d'aménorrhée et, à partir de 22 SA, poids ≥ 500 g.",c,4
174,OIC-020-26-A,Quel score est utilisé pour évaluer l'adaptation du nouveau-né à la vie extra-utérine?,Score de Glasgow,Score d'Apgar,Score de Ballard,Score de Brazelton,b,4
175,OIC-020-26-A-,Quel est l'intervalle de semaines d'aménorrhée (SA) définissant une naissance à terme?,35 à 39 SA,37 à 41 SA,36 à 40 SA,38 à 42 SA,b,4
176,OIC-020-27-B,Quels sont les soins systématiques prodigués à un nouveau-né à terme en salle de naissance?,"Réanimation en cas de détresse respiratoire, désinfection oculaire, test à la seringue.","Clampage du cordon, prévention de l'hypothermie, évaluation Apgar, mise au sein.","Recherche d'atrésie des choanes, administration de vitamine K1, pose de bracelets.","Soins du cordon, évaluation de la croissance, manœuvres de réanimation.",b,4
177,OIC-020-27-B-,Quel est le délai recommandé pour réaliser le dépistage néonatal sanguin systématique?,Avant 48 heures de vie.,Autour de 72 heures de vie.,Après 7 jours de vie.,À la naissance.,b,4
178,OIC-020-28-B,Quel est le principal objectif du dépistage de la luxation congénitale des hanches (LCH) chez le nouveau-né?,Identifier les bébés présentant des facteurs de risque de surdité.,Détecter les anomalies de développement de la hanche pouvant entraîner une instabilité ou une luxation.,Évaluer la vision du nouveau-né à l'aide d'un audiogramme.,Vérifier la présence de facteurs de risque de troubles visuels.,b,4
179,OIC-020-28-B-,Quelle est la recommandation de l'OMS concernant l'allaitement maternel exclusif?,Pendant 3 mois,Pendant 1 an,Pendant 6 mois,"À la demande, sans durée spécifique",c,4
180,OIC-020-29-A,"Selon le texte, quel est un facteur de risque lié au terrain maternel pour la prématurité?",Grossesses multiples,Âge maternel supérieur à 35 ans,Pathologies chroniques maternelles,Rupture prématurée des membranes,c,4
181,OIC-020-29-A-,Quelle est la fréquence approximative de la fente labio-palatine à la naissance?,1/100 naissances,1/2000 naissances,1/5000 naissances,1/10000 naissances,b,4
182,OIC-020-30-A,Quel événement juridique majeur a précédé l'adoption de la loi Veil en 1975 concernant l'avortement en France?,L'autorisation de l'IVG jusqu'à 14 semaines d'aménorrhée.,La création des premiers centres d'IVG.,Le procès de Bobigny concernant Marie-Claire.,L'augmentation du délai légal de l'IVG à 16 semaines.,c,4
183,OIC-020-30-A-,"Selon le texte, quelle est une cause fréquente d'une interruption volontaire de grossesse (IVG)?",Une méthode contraceptive toujours utilisée correctement.,Une information complète sur les méthodes contraceptives.,L'absence de contraception ou une méthode inefficace.,Une grossesse désirée mais avec des complications médicales.,c,4
184,OIC-020-31-B,Quel est le nombre annuel approximatif d'IVG réalisées en France?,100 000 - 150 000,200 000 - 250 000,300 000 - 350 000,50 000 - 100 000,b,4
185,OIC-020-32-B-,Où les IVG peuvent-elles être réalisées selon le texte?,Uniquement dans les centres de planification familiale.,Uniquement dans les établissements de santé.,"Dans les établissements de santé, les centres de planification familiale et en ville (pour les IVG médicamenteuses jusqu'à 9 SA).",Uniquement par des gynécologues en cabinet libéral.,c,4
186,OIC-020-33-A,Quel est le but principal de la consultation de contrôle après une IVG?,Confirmer la demande d'IVG de la patiente.,Prescrire une contraception adaptée.,S'assurer de l'absence de complications et vérifier la contraception.,Planifier la prochaine consultation.,c,4
187,OIC-020-33-A-,Quel est le délai légal maximal pour réaliser une IVG médicamenteuse selon le texte?,Jusqu'à 16 SA,Jusqu'à 12 SA,Jusqu'à 9 SA,Jusqu'à 7 SA,c,4
188,OIC-022-01-A,Quelle est une contre-indication à la technique médicamenteuse (mifépristone et misoprostol) pour l'IVG?,Prise d'un traitement anticoagulant contrôlé,Anémie légère (Hb > 10 g/dL),DIU en place,Antécédents cardio-vasculaires stables,c,4
189,OIC-022-02-B,"Quels sont les principaux facteurs à considérer lors du choix d'une contraception après une IVG, selon le texte?",Uniquement l'efficacité et le coût.,"L'efficacité, les effets secondaires, les contraintes d'utilisation, le coût et les souhaits de la patiente.",Seulement les effets secondaires et les contraintes d'utilisation.,Uniquement l'échec de la contraception précédente et les effets secondaires.,b,4
190,OIC-022-02-B-,"Selon le texte, quels sont les principaux facteurs de risque pour une interruption volontaire de grossesse (IVG) itérative?","Âge avancé, mariage, conditions socio-économiques favorables, contraception adaptée.","Âge jeune, patiente mariée, conditions socio-économiques défavorables, contraception non adaptée.","Âge mûr, patiente veuve, conditions socio-économiques aisées, contraception permanente.","Âge moyen, patiente en couple stable, conditions socio-économiques stables, contraception naturelle.",b,4
191,OIC-022-03-B,Quelle est la définition de la fertilité d'un couple?,La capacité à concevoir et à donner naissance à un enfant vivant.,La probabilité de grossesse par cycle menstruel sans contraception.,La capacité d'un couple à concevoir.,Un paramètre démographique mesurant les naissances vivantes.,c,4
192,OIC-022-03-B-,"Selon l'OMS, quelle est la durée minimale de rapports sexuels non protégés sans grossesse clinique pour définir l'infertilité d'un couple?",6 mois,9 mois,12 mois,18 mois,c,4
193,OIC-022-04-B,Quel est le principal facteur prédictif de fertilité chez la femme selon le texte?,Le poids,L'âge,La fréquence des rapports sexuels,La consommation de tabac,b,4
194,OIC-022-04-B-,"Selon le texte, quels éléments sont inclus dans l'interrogatoire d'une femme lors d'une consultation pour infertilité?",Seulement les antécédents gynécologiques et familiaux.,"Les habitudes de vie, les antécédents personnels, familiaux et gynécologiques.",Uniquement les antécédents personnels et les habitudes de vie.,Seulement les antécédents gynécologiques et les habitudes de vie.,b,4
195,OIC-022-05-A,Lequel des éléments suivants est un facteur de risque professionnel pertinent à évaluer lors de l'interrogatoire d'un homme consultant pour infertilité?,Travail de bureau sédentaire,Exposition à la chaleur (ex: boulanger),Consommation régulière de café,Pratique régulière d'une activité sportive,b,4
196,OIC-022-05-A-,,,,,,,1
197,OIC-022-06-B,"Selon les recommandations, quand faut-il envisager une exploration d'un couple ayant des difficultés à procréer?",Après 6 mois de rapports réguliers sans contraception.,Dès le début des difficultés de conception.,"Après une année de rapports réguliers sans contraception, sauf exceptions.",Uniquement si la femme a plus de 35 ans.,c,4
198,OIC-022-06-B-,"Selon le texte, quel est le délai d'abstinence recommandé avant le recueil d'un spermogramme?",1 à 3 jours,2 à 7 jours,5 à 10 jours,7 à 14 jours,b,4
199,OIC-024-01-A,"Selon le texte, quelle est la répartition approximative des causes d'infertilité?","30% féminin, 30% masculin, 30% mixte, 10% inexpliquée","40% féminin, 40% masculin, 10% mixte, 10% inexpliquée","30% féminin, 40% masculin, 20% mixte, 10% inexpliquée","25% féminin, 25% masculin, 40% mixte, 10% inexpliquée",a,4
200,OIC-024-01-A-,"Selon le texte, quelles sont les trois grandes catégories de causes d'infertilité masculine?","Testiculaires, ovariennes, utérines","Secrétoires, excrétoires, hormonales","Secrétoires, excrétoires, centrales","Génétiques, environnementales, infectieuses",c,3
201,OIC-024-02-A,Quelle est la définition principale de l'Assistance Médicale à la Procréation (AMP) selon le texte?,Uniquement la conservation des gamètes.,Uniquement l'insémination artificielle.,"Ensemble des pratiques cliniques et biologiques pour la conception in vitro, transfert d'embryon, insémination artificielle et préservation de la fertilité.",Uniquement la conception in vitro.,c,4
202,OIC-024-02-A-,Quelle est la définition de la préservation de la fertilité selon le texte?,L'utilisation de techniques d'assistance médicale à la procréation.,Le recueil et la conservation de gamètes ou tissus germinaux pour une utilisation future.,Le traitement de l'infertilité chez les couples.,La restauration de la fertilité après une maladie.,b,4
203,OIC-024-03-A,Quelle est la principale différence entre l'IIU (Insémination Intra-Utérine) et la FIVc (Fécondation In Vitro conventionnelle) en termes de lieu de fécondation?,La fécondation a lieu dans le corps de la femme pour les deux techniques.,La fécondation a lieu à l'extérieur du corps de la femme pour les deux techniques.,La fécondation a lieu dans le corps de la femme pour l'IIU et à l'extérieur pour la FIVc.,La fécondation a lieu à l'extérieur du corps de la femme pour l'IIU et dans le corps pour la FIVc.,c,4
204,OIC-024-03-A-,"Quelle technique de préservation de la fertilité féminine est spécifiquement mentionnée comme étant envisageable chez les jeunes filles pubères et les femmes, nécessitant une stimulation hormonale préalable?",Congélation de cortex ovarien,Congélation d'ovocytes matures sans stimulation,Congélation d'ovocytes matures ou d'embryons,Congélation de tissu testiculaire,c,4
205,OIC-024-04-A,Quelle est la fréquence approximative des consultations pour infertilité en France?,1 couple sur 10,1 couple sur 2,1 couple sur 4 à 6,1 couple sur 8,c,4
206,OIC-024-04-A-,"Selon le texte, quelle est une indication majeure pour recourir à l'Assistance Médicale à la Procréation (AMP)?",La transmission d'une pathologie bénigne.,L'accomplissement d'un projet parental d'un couple hétérosexuel marié.,Le risque de transmission d'une pathologie génétique d'une particulière gravité.,L'absence totale de pathologies de la reproduction.,c,4
207,OIC-024-05-A,Quelle est une indication pour l'utilisation de spermatozoïdes congelés du conjoint (IAC)?,Infertilité inexpliquée,Altérations modérées des paramètres spermatiques,Conservation avant traitement gonadotoxique,Troubles sexuels balistiques,c,4
208,OIC-024-05-A-,Quelle est une indication principale pour la FIV-c (fécondation in vitro conventionnelle)?,Anomalies spermatiques sévères,Échec de FIV-c,Infertilité tubaire,Spermatozoïdes extraits chirurgicalement,c,4
209,OIC-024-06-B,Quelle est une indication principale pour le don d'ovocytes ou de spermatozoïdes?,Grossesse non désirée,Infertilité légère,Risque de transmission d'une maladie génétique grave,Âge maternel avancé sans problème de fertilité,c,4
210,OIC-024-06-B-,Quelle est une indication principale pour la préservation de la fertilité féminine selon le texte?,Pathologies ovariennes bénignes unilatérales,Traitement du cancer du poumon,Traitements gonadotoxiques pour le cancer,Grossesse désirée après 40 ans,c,4
211,OIC-024-07-B,Quel est le but principal des explorations clinico-biologiques réalisées avant une AMP?,Déterminer la technique d'AMP la plus coûteuse.,Identifier les causes de l'infertilité du couple et évaluer les risques de l'AMP.,Confirmer la compatibilité génétique des futurs parents.,Établir un diagnostic psychologique précis du couple.,b,4
212,OIC-024-07-B-,"Selon la loi de bioéthique de 2021, quels types de couples peuvent bénéficier d'une technique d'AMP?",Un couple homme-femme uniquement.,Un couple formé de deux femmes ou un couple homme-femme.,Un couple formé de deux hommes uniquement.,Un couple homme-femme ou un couple formé de deux hommes.,b,4
213,OIC-024-08-A,Quelle est la complication principale associée à la stimulation ovarienne dans le cadre de l'AMP?,Torsion d'annexe,Syndrome d'hyperstimulation ovarienne,Risque allergique,Hémopéritoine,b,4
214,OIC-024-08-A-,Quel est le principal objectif du conseil génétique?,Diagnostiquer une maladie génétique chez le fœtus.,"Informer le patient sur les risques, conséquences et options concernant une maladie génétique.",Effectuer des prélèvements invasifs pour analyser le matériel fœtal.,Proposer une interruption médicale de grossesse (IMG) en cas de maladie grave.,b,4
215,OIC-024-09-B,Quel est le principal objectif lors de l'annonce d'un diagnostic de maladie génétique à des parents?,Lister exhaustivement toutes les complications possibles.,Se concentrer uniquement sur les difficultés à long terme.,Offrir un soutien et se focaliser sur les objectifs à court terme et les compétences de l'enfant.,Prédire avec certitude l'évolution future de la maladie.,c,4
216,OIC-024-09-B-,"Quel principe éthique central est mis en avant dans le conseil génétique, permettant au patient de décider de ne pas connaître les résultats d'un test?",La non-malveillance,La justice,L'autonomie,La bienveillance,c,4
217,OIC-024-10-B,Quel est le délai d'obtention du résultat standard pour un caryotype fœtal réalisé à partir d'une amniocentèse (PLA)?,2-3 jours,2-3 semaines,24-48 heures,1-2 semaines,b,4
218,OIC-024-10-B-,Quel est le principal objectif du dépistage prénatal de la trisomie 21?,Diagnostiquer définitivement la trisomie 21.,Offrir une option de dépistage prise en charge par l'assurance maladie.,Obliger toutes les femmes enceintes à subir un test.,Réaliser un caryotype fœtal systématiquement.,b,4
219,OIC-024-11-A,Quel est un signe échographique de trisomie 21 détectable au 1er trimestre?,Fémurs courts,Cardiopathie,"Nuque supérieure à 3,5 mm",Sténose duodénale,c,4
220,OIC-024-11-A-,Quel est le risque de récurrence de la trisomie 21 si elle est due à une translocation robertsonienne (14;21) d'origine maternelle?,Environ 1%,Faible,10-15%,100%,c,4
221,OIC-024-12-A,Quel est le principal objectif du conseil génétique mentionné dans le texte concernant la prescription d'un caryotype pour une suspicion de trisomie 21?,Informer les parents sur les coûts du test.,Obtenir le consentement éclairé des parents/patients en expliquant le test et ses limites.,Assurer un résultat rapide du test en 24-48 heures.,Déterminer si le patient est porteur d'une translocation robertsonienne.,b,4
222,OIC-024-12-A-,Quelle est la fréquence approximative de cardiopathie chez les individus atteints de trisomie 21?,10 à 20%,40 à 50%,70 à 80%,90 à 100%,b,4
223,OIC-024-13-B,Quel est le principal moment où le diagnostic de trisomie 21 est posé?,Pendant la période néonatale.,Pendant la période infantile.,Pendant la période prénatale.,Pendant l'adolescence.,c,4
224,OIC-024-13-B-,"Quelle est une complication fréquente chez les personnes atteintes de trisomie 21 tout au long de leur vie, nécessitant une prise en charge pour éviter un sur-handicap?",Une croissance staturo-pondérale accélérée.,Une puberté précoce.,Des troubles de la vision ou de l'audition.,Une acquisition rapide du langage.,c,4
225,OIC-024-14-B,Quelle est la principale caractéristique de la mucoviscidose selon le texte?,Maladie génétique fréquente chez les populations d'origine africaine.,Maladie monogénique autosomique récessive liée au gène CFTR.,Maladie dont l'espérance de vie est inférieure à 20 ans.,Maladie dont le diagnostic anténatal est impossible.,b,4
226,OIC-024-14-B-,Quel est le moment idéal pour réaliser le dépistage néonatal de la mucoviscidose?,À la naissance,Au premier jour de vie,Au troisième jour de vie,Au septième jour de vie,c,4
227,OIC-024-15-B,Quel est le principal test utilisé pour confirmer le diagnostic de mucoviscidose?,Dépistage néonatal,Analyse génétique,Test de la sueur,Dosage sanguin,c,4
228,OIC-024-15-B-,Quelle est la principale manifestation de la mucoviscidose chez le nouveau-né?,Stéatorrhée et malnutrition,Toux chronique et infections respiratoires,Retard à l'émission du méconium ou iléus méconial,Dyspnée et sifflements,c,4
229,OIC-024-16-A-,Quel examen d'imagerie est indiqué annuellement pour le suivi respiratoire d'un patient atteint de mucoviscidose?,Scanner thoracique,IRM pulmonaire,Radiographie pulmonaire,Échodoppler abdominal,c,4
230,OIC-024-17-B,Quelle est la principale différence de présentation clinique du syndrome du X Fragile entre les garçons et les filles porteurs d'une mutation complète?,Les garçons ont généralement des difficultés cognitives moins sévères que les filles.,"Les filles présentent systématiquement une déficience intellectuelle sévère, contrairement aux garçons.","Les garçons manifestent généralement des symptômes plus sévères et plus fréquents, notamment une déficience intellectuelle plus marquée et des traits dysmorphiques plus prononcés.",Il n'y a aucune différence significative dans la présentation clinique entre les deux sexes.,c,4
231,OIC-024-17-B-,Quelle est la principale caractéristique génétique du syndrome du X fragile?,Une délétion du gène FMR1.,Une répétition de trinucléotides CGG dans le gène FMR1.,Une mutation ponctuelle dans le gène FMR1.,Une translocation chromosomique impliquant le chromosome X.,b,4
232,OIC-024-18-A,Quelle est la principale caractéristique du syndrome de l'X fragile en termes de déficience intellectuelle?,C'est la deuxième cause de déficience intellectuelle génétique.,C'est la principale cause de déficience intellectuelle familiale.,C'est la principale cause génétique de trouble du spectre de l'autisme.,C'est la cause la plus fréquente de déficience intellectuelle.,b,4
233,OIC-024-18-A-,Quelle est la principale manifestation clinique associée aux prémutations du gène FMR1 chez les femmes en âge de procréer?,Syndrome tremblement-ataxie lié au gène FMR1 (FXTAS),Insuffisance ovarienne prématurée (FXPOI),Troubles neuropsychiatriques (FXAND),Troubles du spectre autistique,b,4
234,OIC-024-20-A,"Quel aspect est central lors de l'interrogatoire d'un enfant, selon le texte?",L'évaluation de l'aptitude au sport.,L'enquête sur les besoins fondamentaux de l'enfant.,L'examen détaillé des antécédents familiaux uniquement.,La vérification exclusive des vaccinations.,b,4
235,OIC-024-20-A-,"Selon le texte, à quels âges le dépistage systématique des troubles visuels est-il recommandé chez l'enfant?","Naissance, 6 mois, 1 an, 3 ans, 5 ans","Naissance, 2 mois, 4 mois, 1 an, 2 ans, 5 ans","Naissance, 2 mois, 4 mois, 9-24 mois, 2-3 ans, 5 ans","1 mois, 3 mois, 6 mois, 12 mois, 18 mois, 3 ans",c,4
236,OIC-024-21-B,"Selon le texte, quel facteur de risque personnel est associé aux troubles visuels chez le nourrisson/enfant?",Grossesse à terme,Poids de naissance supérieur à 2500g,Exposition in utero à la toxoplasmose,Absence de troubles neuro-moteurs,c,4
237,OIC-024-21-B-,Quel signe clinique est considéré comme une urgence lors de l'examen oculaire d'un nourrisson?,Strabisme,Absence de poursuite oculaire,Leucocorie,Reflets cornéens anormaux,c,4
238,OIC-024-22-A,"Selon le texte, quand un examen ophtalmologique est-il indiqué pour un enfant ayant des antécédents familiaux de facteurs de risque?",Uniquement en présence de signes d'appel.,"Entre 3 et 12 mois, même sans signes d'appel.","Après l'âge de 12 mois, si des signes d'appel apparaissent.",Uniquement si l'enfant présente une anomalie à l'inspection.,b,4
239,OIC-024-23-A,Quel signe est considéré comme pathologique chez un enfant de 5 mois?,Strabisme intermittent,Pas de fixation à 1 mois,Strabisme constant,Pas de réaction aux stimulations visuelles,c,4
240,OIC-024-23-A-,Quel est l'objectif principal du dépistage systématique des troubles auditifs chez les jeunes enfants?,Identifier les anomalies orthopédiques.,Évaluer le développement neuro-psycho-moteur.,Détecter les problèmes de vision.,Surveiller la croissance dentaire.,b,1
241,OIC-024-24-A,"Selon le guide SFP/DGS, quel facteur de risque familial est associé aux troubles auditifs chez l'enfant?",Antécédents de méningite bactérienne chez l'enfant.,Exposition in utero à des toxiques.,Port d'une prothèse auditive par un parent avant l'âge de 50 ans.,Prématurité de l'enfant.,c,4
242,OIC-024-24-A-,Quel test objectif est couramment utilisé pour le dépistage auditif chez les nouveau-nés?,Test à voix,Audiométrie tonale,Oto-émissions acoustiques provoquées (OEAP),Tympanométrie,c,4
243,OIC-024-25-A,"Selon le texte, quelle est une indication pour adresser un enfant à un ORL?",Antécédents familiaux de troubles orthopédiques.,Inquiétude parentale concernant la vision de l'enfant.,Anomalie détectée lors d'un test de dépistage auditif.,Difficultés d'apprentissage liées à des problèmes de concentration.,c,4
244,OIC-024-25-A-,"Selon le texte, comment est classée la perte auditive légère?",Perte de 41 à 70 dB,Perte supérieure à 90 dB,Perte de 21 à 40 dB,Perte de 71 à 90 dB,c,4
245,OIC-026-01-B,"Quel type de test est utilisé pour le dépistage de l'audition chez l'enfant, nécessitant la coopération de l'enfant?",OEAP,PEAA,Potentiels évoqués auditifs,Audiogramme,d,4
246,OIC-026-02-A,Quelle est la définition de la carie dentaire selon le texte?,Une infection des gencives.,Une destruction de l'émail et de la dentine formant une cavité.,Une maladie des os de la mâchoire.,Une inflammation de la langue.,b,4
247,OIC-026-02-A-,Quel est un élément clé de la prévention de la carie dentaire selon le texte?,Éviter tout contact avec le fluor.,Grignoter fréquemment entre les repas.,Brosser les dents deux fois par jour dès l'apparition des premières dents.,Ne consulter un dentiste qu'en cas de douleur.,c,4
248,OIC-026-03-A,Quel est l'âge approximatif d'éruption des incisives centrales permanentes?,6 mois,2 ans,6 ans,18 ans,c,4
249,OIC-026-03-A-,Qu'est-ce que l'articulé dentaire?,Un trouble de la mâchoire.,Le rapport entre les dents du maxillaire et de la mandibule.,Une maladie des gencives.,Une anomalie de la vision.,b,4
250,OIC-026-04-B,Quel est le but principal du dépistage de la luxation congénitale de la hanche (LCH) chez les nourrissons?,Identifier les problèmes dentaires.,Évaluer la croissance orthopédique globale.,Détecter les anomalies de la hanche dès le plus jeune âge.,Surveiller la mortalité infantile.,c,4
251,OIC-026-05-B,Quelle est la définition de la luxation congénitale de la hanche?,Une anomalie du développement de la hanche caractérisée par une instabilité.,Une fracture du fémur survenant après la naissance.,Une inflammation des articulations de la hanche.,Une maladie infectieuse affectant la hanche.,a,4
252,OIC-026-05-B-,Quel examen d'imagerie est recommandé pour le dépistage de la luxation congénitale de la hanche (LCH) chez un nourrisson de 2 mois présentant une anomalie au suivi?,Radiographie,IRM,Échographie,Scanner,c,4
253,OIC-027-01-A,Quelle est la principale conséquence d'un retard diagnostique de la luxation congénitale de la hanche?,Une prise en charge simplifiée.,Une prise en charge plus compliquée.,Aucune conséquence significative.,Une guérison spontanée.,b,4
254,OIC-027-01-A-,Quel est l'âge approximatif jusqu'auquel un léger genu varum est considéré comme physiologique chez un enfant?,Jusqu'à 7 ans,Jusqu'à 3 ans,Jusqu'à 10 ans,Jusqu'à la puberté,b,4
255,OIC-027-02-B,Quelle est la cause la plus fréquente de scoliose chez l'enfant?,Maladies neuromusculaires,Syndrome polymalformatif,Idiopathique,Facteurs environnementaux,c,4
256,OIC-027-02-B-,Quel est le principal signe clinique de la scoliose chez l'enfant décrit dans le texte?,Douleur intense au niveau du dos,Déformation de la colonne dans les 3 plans,Difficulté à marcher,Problèmes de vision,b,4
257,OIC-027-03-B,Quelle est l'indication principale des radiographies du rachis debout (face et profil) dans le contexte de la scoliose chez l'enfant?,Évaluer la maturation osseuse via le test de Risser.,Détecter les anomalies neurologiques.,"Déterminer le siège, le côté et quantifier l'angle de Cobb de la scoliose.",Rechercher des signes de douleur.,c,4
258,OIC-027-03-B-,"Quel est le principal objectif du suivi régulier d'un enfant et d'un adolescent, selon le contenu fourni?",Diagnostiquer les maladies infectieuses.,"Dépister les anomalies orthopédiques, visuelles, auditives et dentaires.",Surveiller la croissance pondérale uniquement.,Se concentrer uniquement sur la mortalité infantile.,b,4
259,OIC-027-04-A,Quelle est la définition de la cyphose?,Une déformation vertébrale dans le plan frontal.,Une déformation vertébrale dans le plan sagittal.,Une déformation des membres.,Une déformation du crâne.,b,4
260,OIC-027-04-A-,"Selon le contenu, à quel âge un enfant doit-il passer le certificat médical n°2?",6 mois,12 mois,9 mois,24 mois,c,4
261,OIC-027-05-A,Quel est le principal objectif de la médecine scolaire?,Soigner les maladies graves des enfants.,Dépendre uniquement du Ministère de la Santé.,"Assurer la prévention, la promotion de la santé et l'accompagnement des élèves.",Se concentrer uniquement sur les examens obligatoires.,c,4
262,OIC-027-06-A,Quel est l'un des éléments constitutifs du carnet de santé mentionné?,Dossier médical complet de l'adulte,Antécédents personnels et familiaux,Relevés de notes scolaires,Historique des voyages à l'étranger,b,4
