Unnamed: 0,id,question,option_a,option_b,option_c,option_d,correct_option,distractor_quality
326,OIC-032-08-B,Lequel des énoncés suivants décrit le mieux les hypnotiques?,Des médicaments qui augmentent l'énergie et la vigilance.,Des substances qui induisent l'euphorie et la relaxation.,Des psychotropes qui favorisent l'induction du sommeil.,Des médicaments utilisés pour traiter les troubles de l'humeur.,c,4
327,OIC-032-08-B-,Les hypnotiques sont principalement utilisés pour traiter :,Les troubles de l'humeur,Les troubles de l'attention,Les troubles du sommeil,Les troubles de la mémoire,c,4
328,OIC-037-01-A,Quelle est la durée maximale recommandée pour la prescription d'hypnotiques?,1 semaine,2 semaines,4 semaines,8 semaines,c,4
329,OIC-037-01-A-,"Quels sont les effets indésirables potentiels du zopiclone et du zolpidem, similaires à ceux des benzodiazépines ?",Somnolence diurne,Augmentation de la vigilance,Troubles de la mémoire,Perte d'appétit,a,4
330,OIC-037-02-A,Quel est l'effet principal des thymorégulateurs sur les épisodes thymiques?,Augmenter la fréquence et l'intensité,Augmenter la durée et la fréquence,"Diminuer la fréquence, la durée et l'intensité",Diminuer la durée et l'intensité,c,4
331,OIC-037-02-A-,Quel est l'usage le plus courant des thymorégulateurs?,Traitement de l'anxiété,Traitement de la dépression saisonnière,Traitement des troubles bipolaires,Traitement de la schizophrénie,c,4
332,OIC-037-03-B,Quel est l'effet indésirable fréquent du lithium?,Syndrome de Lyell,Tremblements,Hyperleucocytose,Alopécie,b,4
333,OIC-037-03-B-,Lequel des énoncés suivants est FAUX concernant les psychostimulants utilisés en France?,Le méthylphénidate est un psychostimulant non amphétamine.,Les psychostimulants amphétamines sont les plus utilisés en France.,Le modafinil est un psychostimulant non amphétamine.,Il est important de connaître les principales classes et molécules de psychostimulants.,b,4
334,OIC-037-04-A,Quelles sont les principales contre-indications aux psychostimulants?,Hypersensibilité et troubles cardiovasculaires,TDAH et narcolepsie,Grossesse et allaitement,Insuffisance rénale et troubles psychiatriques,a,4
335,OIC-037-04-A-,Quel est l'effet indésirable neurologique le plus fréquemment rapporté associé aux psychostimulants?,Douleurs abdominales,Tachycardie,Céphalées,Cytopénies,c,4
336,OIC-037-05-A,Quel pourcentage de cancers est lié au tabagisme?,10%,25%,50%,75%,b,4
337,OIC-037-05-A-,Quel est le principal agent responsable de la dépendance au tabac?,La caféine,La mélatonine,La nicotine,Le goudron,c,2
338,OIC-037-06-A,Quel est le principe de fonctionnement d'une cigarette électronique?,Injections de nicotine directement dans le sang.,Combustion du tabac pour libérer de la nicotine.,Mélange de substances chauffées et vaporisées pour inhalation.,Utilisation d'un filtre pour purifier l'air ambiant.,c,4
339,OIC-037-06-A-,Lequel des éléments suivants n'est PAS considéré comme cancérigène dans la fumée de tabac?,La nicotine,Les goudrons,Les radicaux libres,Le monoxyde de carbone,a,4
340,OIC-037-07-A,Quel est l'effet principal de la fumée de tabac sur les vaisseaux sanguins?,Augmente la flexibilité des vaisseaux sanguins,Diminue la production de globules rouges,Favorise la formation de caillots sanguins dans les artères,Stimule la production de collagène dans les parois des vaisseaux,c,4
341,OIC-037-07-A-,Quel est l'âge moyen de consommation de la première cigarette?,12 ans,15 ans,18 ans,21 ans,b,4
342,OIC-037-10-B,Quel est l'évolution du tabagisme quotidien entre 2017 et 2018?,Augmentation,Diminution,Stabilisation,Pas de changement,b,4
343,OIC-037-10-B-,Quel pourcentage de cancers est attribuable au tabagisme?,10%,20%,25%,50%,c,4
344,OIC-037-11-B,Quelle est la principale cause de décès évitable en France?,Cancer du poumon,Maladies cardiovasculaires,Tabac,Maladies respiratoires,c,4
345,OIC-037-11-B-,Quelle est la principale cause de décès évitable en France selon le texte?,Le cancer,Les accidents de la route,Le tabagisme actif,Le diabète,c,4
346,OIC-037-12-B,Quel gaz est reconnu responsable des troubles cardiovasculaires liés au tabac?,Dioxyde de carbone,Oxygène,Monoxyde de carbone,Azote,c,4
347,OIC-038-01-A,Lequel des énoncés suivants n'est PAS une complication médicale non psychiatriques liée à l'intoxication passive?,Cancer broncho-pulmonaire,Asthme de l'enfant,Démence,Cardiopathies ischémiques,c,4
348,OIC-038-02-A-,Quel est le principal agent responsable de la dépendance au tabac?,La caféine,L'alcool,La nicotine,Le sucre,c,1
349,OIC-038-03-B,Quel est l'un des signes de sevrage tabagique les plus courants?,Augmentation de l'énergie,Difficultés de concentration,Diminution de l'appétit,Amélioration du sommeil,b,4
350,OIC-038-03-B-,Le tabac est responsable de quel pourcentage des cancers?,10%,25%,50%,75%,b,4
351,OIC-038-04-B,Quelle est la comorbidité tabagique observée chez les patients atteints de schizophrénie?,23%,56%,82%,98%,c,4
352,OIC-038-04-B-,Quel est l'acronyme utilisé pour décrire les 5 étapes du conseil d'arrêt du tabac?,5A,5C,TABAC,STOP,a,3
353,OIC-038-05-B,Quel est l'objectif principal du Programme national de réduction du tabagisme 2014-2019 (PNRT)?,Augmenter les prix du tabac,Interdire la publicité pour le tabac,Instaurer le paquet neutre,Protéger les enfants contre l'exposition au tabagisme passif,c,4
354,OIC-038-05-B-,Quel est l'objectif principal des traitements de substitution nicotinique?,Réduire les symptômes de sevrage nicotinique.,Augmenter la motivation à arrêter de fumer.,Bloquer l'absorption de la nicotine par l'organisme.,Stimuler la production de dopamine dans le cerveau.,a,4
355,OIC-038-06-B,Quel est le numéro de téléphone de la ligne Tabac Info Service?,3989,112,0800 123 456,911,a,1
356,OIC-038-06-B-,Quel est l'objectif principal de la prise en charge à long terme de l'addiction au tabac?,Susciter la motivation au changement,Diminuer les symptômes de sevrage,Maintenir l'arrêt du tabac et adapter la substitution,Traiter les comorbidités psychiatriques,c,4
357,OIC-038-07-B,Quel est l'objectif principal de l'évaluation des comorbidités avant un sevrage tabagique?,Diminuer les symptômes de sevrage,Identifier les troubles psychiatriques et les co-addictions,Améliorer la qualité de vie après le sevrage,Déterminer la durée du traitement pharmacologique,b,4
358,OIC-038-07-B-,Quel est l'élément principal souligné dans la prise en charge à long terme de l'addiction au tabac?,La dédramatisation des rechutes,La consommation d'alcool et de cannabis,La proposition systématique de l'arrêt du tabac,La périodicité du suivi (6 à 12 mois),c,4
359,OIC-038-08-B,Quel médicament est indiqué en cas d'échec du sevrage tabagique par substitution nicotinique et dépendance forte à la nicotine?,Bupropion,Varénicline,Acétylcholine,Nicotine,b,4
360,OIC-038-08-B-,Quel est l'objectif principal du conseil d'arrêt du tabac lors d'une consultation médicale?,Identifier les patients qui fument.,Proposer des aides et accompagnements pour arrêter de fumer.,Évaluer le niveau de dépendance à la nicotine.,Déterminer la cause du tabagisme.,b,4
361,OIC-038-09-B,"Selon les données du BEH 2019, quelle proportion de Français a une consommation d'alcool à risque?",Moins d'un français sur 5,Un français sur 2,Deux français sur 3,Plus d'un français sur 5,d,4
362,OIC-038-09-B-,"Quel terme décrit l'impossibilité répétée de contrôler un comportement, malgré la connaissance de ses conséquences négatives?",Usage à faible risque,Non usage,Mésusage,Addiction,d,4
363,OIC-038-10-B-,Quel est le maximum de verres standards recommandés par semaine pour une consommation d'alcool à faible risque?,5 verres,10 verres,15 verres,20 verres,b,4
364,OIC-039-02-A,Lequel des symptômes suivants n'est PAS systématiquement associé au syndrome de sevrage non compliqué?,Tremblements,Vomissements,Convulsions,Anxiété,c,4
365,OIC-039-02-A-,Quel est l'effet de l'alcool à faible dose?,Dépresseur,Euphorisant et désinhibiteur,Hypotension artérielle,Coma éthylique,b,4
366,OIC-039-03-A,Lequel des troubles suivants est le plus fréquemment associé au mésusage d'alcool?,Trouble bipolaire,Schizophrénie,Trouble obsessionnel-compulsif,Trouble anxieux,d,4
367,OIC-039-03-A-,Lequel des éléments suivants N'EST PAS une complication sociale potentielle du mésusage d'alcool?,Problèmes de logement,Augmentation des revenus,Violences intrafamiliales,Conduite en état d'ivresse,b,4
368,OIC-039-04-A,Quel marqueur biologique est le moins sensible à l'alcoolémie?,Alcoolémie,GGT,VGM,CDT,c,4
369,OIC-039-04-A-,Lequel des cancers suivants est considéré comme un facteur de risque fort lié à la consommation d'alcool?,Cancer du sein,Cancer colorectal,Cancer des voies aérodigestives supérieures,Cancer de la peau,c,4
370,OIC-039-05-B,Quel est l'objectif principal de la prévention primaire du mésusage d'alcool ?,Traiter les personnes déjà dépendantes de l'alcool.,Réduire les facteurs de risque et promouvoir les comportements sains.,Stigmatiser les personnes qui consomment de l'alcool.,Interdire la vente d'alcool aux mineurs.,b,4
371,OIC-039-05-B-,Quel est l'objectif principal du repérage précoce et intervention brève (RPIB)?,Traiter les dépendances à l'alcool.,Identifier les personnes consommant de l'alcool à risque et les aider à réduire leur consommation.,Promouvoir une consommation d'alcool responsable auprès de la population générale.,Fournir des informations sur les dangers de l'alcool aux jeunes.,b,4
372,OIC-039-06-A,Quel est l'objectif principal de la prise en charge de l'addiction à l'alcool?,Promouvoir l'augmentation de la consommation d'alcool.,Fournir des conseils sur la consommation responsable d'alcool.,Encourager l'arrêt complet de la consommation d'alcool ou un usage à faible risque.,Identifier les causes psychologiques de l'addiction à l'alcool.,c,4
373,OIC-039-06-A-,Quel est l'objectif principal de l'entretien motivationnel en addictologie?,Diagnostiquer les causes de l'addiction,Imposer un traitement contraignant à l'addictif,Encourager l'autonomie et la prise de décision du patient,Déterminer la gravité de l'addiction,c,4
374,OIC-039-08-A,Quel est l'objectif principal des groupes d'entraide en addictologie?,Fournir des conseils médicaux spécialisés.,Promouvoir la recherche sur les addictions.,Lutter contre l'isolement des patients.,Organiser des événements sociaux pour les patients.,c,4
375,OIC-039-09-A,Un trouble visuel est considéré comme binoculaire si :,il persiste à l'occlusion d'un œil.,il disparaît à l'occlusion de l'un ou l'autre des deux yeux.,il est ressenti par un seul œil.,il est causé par une blessure à un œil.,b,4
376,OIC-039-09-A-,Quelle est la définition d'une amaurose fugace ?,Une perte de vision permanente d'un seul œil.,Une diminution progressive de la vision sur plusieurs mois.,"Une disparition totale de la vision d'un œil, d'apparition aiguë et spontanément résolutive.",Une perte de vision due à un traumatisme oculaire.,c,4
377,OIC-039-10-A,Quel est le rôle du nerf oculomoteur (III) dans le réflexe photomoteur?,Il transmet les informations visuelles des photorécepteurs à la rétine.,Il contrôle la constriction du sphincter pupillaire.,Il permet l'hémidécussation des fibres pupillomotrices au niveau du chiasma.,Il transmet les signaux nerveux des corps genouillés externes aux muscles oculaires.,b,4
378,OIC-039-11-B,Quel examen permet d'étudier la sensibilité à la lumière à l'intérieur de l'espace embrassé par l'œil regardant droit devant lui?,Champ visuel,Vision de couleurs,Angiographie du fond de l'oeil,Électro-oculogramme,a,4
379,OIC-039-11-B-,Quelle est la cause la plus fréquente des neuropathies optiques ischémiques antérieures (NOIA)?,Maladie de Horton,Artériosclérose,Névrite optique inflammatoire,Sclérose en plaques,b,4
380,OIC-039-12-B,Quelle est la première étape à suivre devant une baisse d'acuité visuelle avec œil blanc et indolore?,Effectuer une échographie B,Identifier la cause de l'hémorragie,Examiner le fond d'œil,Administrer des injections intra-vitréennes d'anti-VEGF,c,4
381,OIC-039-13-B,Quel est le signe clinique le plus caractéristique d'une occlusion de l'artère centrale de la rétine (OACR)?,Œdème papillaire,Tache rouge cerise de la macula,Tortuosités et dilatation veineuses,Baisse d'acuité visuelle progressive,b,4
382,OIC-039-13-B-,Laquelle des affirmations suivantes décrit le mieux la neuropathie optique ischémique antérieure (NOIA)?,Atteinte bilatérale et progressive de la vision.,"Baisse d'acuité visuelle unilatérale brutale, indolore, le plus souvent massive.","Douleurs oculaires fréquentes, augmentées lors des mouvements oculaires.","Examen du fond d'œil normal, plus rarement œdème papillaire modéré.",b,4
383,OIC-045-01-A-,Lequel des diagnostics suivants n'est PAS un diagnostic différentiel neurologique de l'aura migraineuse?,Accidents ischémiques transitoires,Épilepsie occipitale partielle,Déchirure rétinienne,Migraines symptomatiques,c,4
384,OIC-045-02-B,Qu'est-ce qu'un œdème papillaire?,Une inflammation de la rétine.,Un gonflement de la papille optique.,Une dégénérescence de la macula.,Une infection de l'œil.,b,4
385,OIC-045-03-A,Quel est le signe clinique initial le plus souvent associé à un décollement de rétine rhegmatogène?,Baisse d'acuité visuelle,Douleur oculaire intense,Amputation du champ visuel périphérique,Myodésopsies suivies de phosphènes,d,4
386,OIC-045-03-A-,Quel est le principal facteur déclencheur d'un décollement de rétine rhegmatogène?,Une hypertension artérielle,Une toxémie gravidique,Une déchirure rétinienne,Une rétinopathie diabétique,c,4
387,OIC-045-04-B,Quel est le symptôme le plus fréquent associé à une hémorragie intravitréenne?,Douleur oculaire intense,Vision floue,Perte de la vision périphérique,Photophobie,b,4
388,OIC-045-04-B-,Quel est le principal symptôme de l'ectropion?,Une inflammation de la paupière,Un gonflement de la paupière,Un relâchement de la paupière vers l'extérieur,Une rougeur de la cornée,c,4
389,OIC-045-05-A,Quel est le principal symptôme de l'entropion?,Une inflammation de la conjonctive,Un frottement des cils sur la cornée,Une rougeur des paupières,Une vision floue,b,4
390,OIC-045-05-A-,Quel est le principal symptôme du ptosis?,Excès de peau de la paupière,Paupière supérieure qui ne recouvre pas la cornée,Inflammation de la paupière supérieure,Douleur à l'ouverture de l'œil,b,4
391,OIC-045-06-B,Quel type de ptosis est causé par une paralysie du nerf oculomoteur (III)?,Neurogène,Myogène,Sénile,Traumatique,a,4
392,OIC-045-06-B-,Quel est le principal facteur déclenchant un chalazion?,Une infection bactérienne,Une occlusion de la glande de Meibomius,Une inflammation du bord libre de la paupière,Une allergie aux produits cosmétiques,b,4
393,OIC-045-07-B,Quel est le principal agent infectieux responsable d'un orgelet?,Streptococcus pneumoniae,Escherichia coli,Staphylococcus aureus,Candida albicans,c,4
394,OIC-045-07-B-,Quel type de formation est illustré dans les images fournies?,Un blépharite,Une hordeolum,Un chalazion,Une kératite,c,4
395,OIC-045-08-B-,Quelle est la tumeur palpébrale maligne la plus fréquente?,Papillome,Hidrocystome,Carcinome basocellulaire,Xanthélasma,c,4
396,OIC-045-09-A,Quel est le traitement de première intention pour un chalazion ?,Incision et curage de la glande de Meibomius,Application d'une pommade corticoïde locale et massage des paupières,Utilisation de collyre antiseptique,Chirurgie laser,b,4
397,OIC-045-10-A,Quel est l'effet d'une lésion des fibres somatiques du nerf oculomoteur (III)?,Dilatation pupillaire,Défaut d'accommodation,Ptosis,Diminution de la fente palpébrale,c,4
398,OIC-045-10-A-,Quand les voies lacrymales sont-elles physiologiquement perméables?,À la naissance,Après quelques semaines,À l'âge de 4 mois,Pendant les épisodes de larmoiement,b,4
399,OIC-045-11-B,Quelle est la définition d'une cervicalgie ?,Douleur dans la région lombaire,Douleur dans la région thoracique,Douleur dans la région postérieure du rachis cervical,Douleur chronique supérieure à 3 mois,c,4
400,OIC-045-12-B-,Quel âge est généralement associé à une rachialgie d'origine discale?,Plus de 50 ans,Entre 15 et 25 ans,Entre 25 et 50 ans,Moins de 15 ans,c,4
401,OIC-045-13-A,Lequel des facteurs suivants n'est PAS associé à la rachialgie?,Tabagisme,Sédentarité,Alimentation équilibrée,Postures prolongées,c,4
402,OIC-045-13-A-,Quand une IRM du rachis lombaire est-elle recommandée en cas de lombalgie aiguë ?,Après la 7ème semaine si la douleur persiste,En cas de trouble de la statique,En cas de suspicion d'infection,Toujours dès le début de la douleur,c,4
403,OIC-045-14-A-,Quels sont les facteurs émotionnels qui peuvent favoriser l'évolution vers la chronicité d'une rachialgie ?,Stress et fatigue,Anxiété et dépression,Manque de sommeil et mauvaise alimentation,Problèmes familiaux et relationnels,b,4
404,OIC-045-15-A,Quelle est une étiologie tumorale possible d'une rachialgie secondaire ?,Fracture vertébrale ostéoporotique,Spondylodiscite,Métastases,Syndrome inflammatoire aigu ou chronique,c,4
405,OIC-045-15-A-,Quelle est une étiologie secondaire de rachialgie mentionnée dans le texte ?,Fracture de la colonne vertébrale,Chondrocalcinose,Grippe,Insuffisance cardiaque,b,4
406,OIC-045-16-B,Lequel des éléments suivants N'EST PAS une étiologie de la rachialgie complexe?,Restrictions de participation professionnelle,Douleur intense et/ou persistante,Fracture du fémur,Mésusage des antalgiques,c,4
407,OIC-045-16-B-,Quel est le principal conseil à donner à un patient souffrant d'une lombalgie aiguë?,Reposer au lit pendant plusieurs semaines,Continuer ses activités physiques en les adaptant à la douleur,Prendre des antalgiques de palier 3 dès le début,Éviter tout mouvement du dos,b,4
408,OIC-045-17-A,Quel est le traitement recommandé pour une lombalgie aiguë?,Repos au lit ordonné,Arrêt de travail prolongé,Antalgiques de palier 1 ou 2,Myorelaxants,c,4
409,OIC-045-17-A-,Quelles sont les causes extra-rachidiennes des lombalgies?,Douleurs musculaires,Problèmes de la colonne vertébrale,Pathologies abdomino-pelviennes,Infections du système nerveux,c,4
410,OIC-045-18-A,Quelle est la principale caractéristique clinique de la sacralgie ?,Douleur irradiant vers le thorax,Douleur localisée au niveau du sacrum,Douleur diffuse au niveau du dos,Douleur accompagnée de fièvre,b,4
411,OIC-045-18-A-,Quelle est la caractéristique principale de la douleur coccygienne?,Douleur irradiant vers les jambes,Douleur localisée à l’aire coccygienne,Douleur exacerbée par l'exercice physique,Douleur constante et intense,b,4
412,OIC-045-19-B,Quel pourcentage d'adultes dans le monde ont eu au moins une céphalée au cours des douze mois précédents?,12%,25%,50 à 75%,80%,c,4
413,OIC-045-19-B-,Laquelle des affirmations suivantes décrit le mieux la migraine?,Maladie infectieuse causée par un virus.,Trouble neurologique caractérisé par des crises de douleur intense.,Problème cardiovasculaire lié à une hypertension artérielle.,Affection psychiatrique provoquant des hallucinations.,b,4
414,OIC-045-20-A,Quel est le principal critère pour écarter une céphalée secondaire?,La présence de nausées et de vomissements,La durée des crises de céphalée,L'absence de marqueur biologique ou radiologique,"L'apparition d'une céphalée aiguë, récente et inhabituelle",d,4
415,OIC-045-20-A-,Quel est le critère principal pour diagnostiquer une migraine sans aura (MSA)?,Des crises de céphalée accompagnées de nausées et de vomissements.,Des crises de céphalée invalidantes avec hypersensibilité à la lumière et/ou des nausées.,Des crises de céphalée d'une durée inférieure à 4 heures.,"Des crises de céphalée précédées de troubles visuels, sensitifs ou du langage.",b,4
416,OIC-045-21-B,Quel est le principal critère différenciant l'algie vasculaire de la face (AVF) des autres céphalées?,La présence de nausées et de vomissements,"La durée des crises, inférieure à 3 heures","La localisation de la douleur, strictement unilatérale","La fréquence des crises, quotidienne",c,4
417,OIC-045-21-B-,Quelle est la caractéristique principale de la douleur dans la névralgie du trijumeau essentielle?,Douleur chronique et diffuse,Douleur intense et fulgurante,Douleur brûlante et continue,Douleur lancinante et pulsatile,b,4
418,OIC-047-01-A,Quel est le type de céphalée primaire le plus souvent intriqué avec la migraine?,Céphalée de tension épisodique,Céphalée en grappe,Neuralgie du trijumeau,Céphalée post-traumatique,a,4
419,OIC-047-02-B,Quelle est la principale caractéristique d'une carie de la dentine?,Douleur vive et irradiée,Douleur pulsatile et durable,Douleur brève après stimulation de la dent,Douleur lancinante aggravée par le décubitus,c,4
420,OIC-047-02-B-,Quelle est la définition d'otalgie?,Douleur au niveau du sinus,Douleur de l'oreille,Douleur de la tête,Douleur du cou,b,4
421,OIC-047-03-A,Quel examen est recommandé en cas de douleur dentaire?,Examen ORL complet,TDM du massif facial,Biopsie,Panoramique dentaire,d,4
422,OIC-047-03-A-,Quel est l'élément commun à la plupart des déclencheurs de migraine?,Un changement hormonal,Un changement de température,"Un changement, intrinsèque ou extrinsèque",Une modification de l'alimentation,c,4
423,OIC-047-04-A,Quel est le principal facteur de risque de développer une céphalée par abus médicamenteux (CAM)?,Les antidépresseurs,Les opiacés et les antalgiques combinés,Les antihistaminiques,Les bêtabloquants,b,4
424,OIC-047-04-A-,Quel est le traitement de crise recommandé pour une crise légère de migraine en initiation?,Un AINS et un triptan,Du paracétamol,Des opiacés,Un bétabloquant,b,4
425,OIC-047-05-B-,Quel est le risque d'infarctus cérébral chez une personne atteinte de migraine avec aura?,Diminué de moitié,Le même que chez une personne sans migraine,Augmenté de moitié,Augmenté de deux fois,d,4
426,OIC-047-06-B,Quel est l'objectif principal de l'élément de contenu éducatif OIC-099-17-B?,Décrire les symptômes de la migraine.,Identifier les causes de la névralgie du trijumeau.,"Établir un diagnostic de migraine, d'algie vasculaire de la face ou de névralgie du trijumeau à partir d'une vidéo.",Expliquer les traitements disponibles pour la migraine.,c,4
427,OIC-047-06-B-,Quel est le principal objectif devant toute céphalée ?,Identifier la cause exacte de la céphalée.,"Trancher entre une céphalée primaire, une céphalée secondaire bénigne et une céphalée secondaire à une affection grave.",Déterminer la durée de la céphalée.,Évaluer l'intensité de la douleur.,b,4
428,OIC-047-07-A,Lequel des symptômes suivants est le plus caractéristique d'un syndrome méningé?,Vomissements avec effort,Céphalée en casque résistante aux antalgiques,Diplopie horizontale,Augmentation du périmètre crânien,b,4
429,OIC-047-07-A-,Quelle est la principale cause de céphalées brutales?,Syndrome de vasoconstriction cérébrale réversible (SVCR),Hémorragie sous-arachnoïdienne (HSA),Dissection des artères cervicales,Sinusite aiguë bloquée,b,4
430,OIC-047-08-B,Quelle est la durée minimale pour qu'une céphalée soit considérée comme chronique?,1 mois,3 mois,6 mois,1 an,b,4
431,OIC-047-08-B-,Quelle est la caractéristique clinique principale de la méningite infectieuse?,"Céphalée en casque, diffuse, intense, résistante aux antalgiques et débutant de manière subaiguë ou progressive",Céphalée posturale orthostatique qui apparaît en position debout ou assise et disparaît en décubitus,Céphalée progressive et insidieuse sur des semaines ou mois en l’absence de diagnostic,Douleur périorbitaire sévère avec une rougeur oculaire et un trouble visuel unilatéral,a,4
432,OIC-047-09-A-,Quel est le premier geste à effectuer en cas de suspicion de céphalée secondaire aux urgences?,Administrer un AINS,Poser une perfusion d'antiémétique,"Mettre le patient en position allongée, tête à 30°",Effectuer une radiographie crânienne,c,4
433,OIC-047-10-A,Quelle est l'indication principale pour un angioscanner cérébral en urgence devant une céphalée brutale?,Recherche d'une tumeur cérébrale,Détection d'une dissection artérielle cervicale,Exploration d'une méningite,Recherche d'un anévrisme cérébral,d,4
434,OIC-047-10-A-,Où les céphalées primaires sont-elles prises en charge?,En urgence,En consultation,À domicile,Au laboratoire,b,4
435,OIC-047-11-B,Lequel des éléments suivants N'EST PAS une fonction du nerf facial?,Innervation des muscles de la face,Sécrétion des glandes salivaires,Contrôle de la mobilité des muscles de la langue,Sensibilité dans la zone de Ramsay-Hunt,c,4
436,OIC-047-12-B,Quel est l'objectif de l'élément de contenu éducatif OIC-101-03-A?,Décrire les symptômes de la paralysie faciale.,Fournir des informations sur les causes de la paralysie faciale.,Présenter des images et des vidéos de paralysie faciale périphérique.,Expliquer les traitements disponibles pour la paralysie faciale.,c,4
437,OIC-047-13-A,Quelle est la cause la plus fréquente de paralysie faciale?,Traumatisme crânien,Diabète,Paralysie faciale a frigore,Infection par le VIH,c,4
438,OIC-047-13-A-,Lequel des éléments suivants n'est PAS un argument en faveur d'une paralysie faciale a frigore?,Déficit facial isolé,Symptômes associés comme des douleurs rétro-auriculaires,Début progressif sur plusieurs jours,Installation le matin au réveil ou après exposition au froid,c,4
439,OIC-047-14-A,Quel est le traitement principal recommandé pour une paralysie faciale a frigore?,Antibiotiques,Chirurgie,Corticothérapie orale,Repos,c,4
440,OIC-047-14-A-,Quelle est la durée approximative de récupération pour une paralysie faciale a frigore avec une évolution favorable?,1 à 2 semaines,2 à 4 semaines,1 à 2 mois,4 à 6 mois,c,4
441,OIC-047-15-B,"Quel est l'objectif de la ressource multimédia ""Photographie/vidéo d’un hémispasme facial post-paralytique""?",Illustrer les causes de la paralysie faciale.,Montrer les différents types de paralysie faciale.,Décrire les symptômes d'une paralysie faciale.,Présenter des exemples d'hémispasme facial post-paralytique.,d,4
442,OIC-047-15-B-,Quel examen d'imagerie est le plus souvent recommandé en cas de paralysie faciale centrale?,Scanner cérébral,Radiographie du crâne,IRM cérébrale,Echographie cervicale,c,4
443,OIC-047-16-A,Quel est l'objectif principal de l'élément de contenu OIC-101-11-A?,Décrire les causes de la paralysie faciale.,Expliquer les différents types de paralysie faciale.,Illustrer l'apparence d'une paralysie faciale unilatérale.,Présenter les traitements disponibles pour la paralysie faciale.,c,3
444,OIC-047-16-A-,Quel est l'objectif principal de l'élément de contenu éducatif OIC-101-12-A?,Décrire les symptômes de la paralysie faciale.,Identifier les causes de la paralysie faciale.,Illustrer l'apparence d'une éruption vésiculaire typique de la PFP zostérienne.,Expliquer les traitements disponibles pour la paralysie faciale.,c,4
445,OIC-047-17-A,Quel est l'objectif principal de l'élément de contenu éducatif OIC-101-13-B?,Décrire les symptômes de la paralysie faciale.,Expliquer les causes de la paralysie faciale.,Illustrer l'envahissement parotidien par une tumeur pouvant entraîner une paralysie faciale.,Présenter les différentes techniques de traitement de la paralysie faciale.,c,4
446,OIC-047-17-A-,Quel est l'objectif principal de l'élément d'apprentissage OIC-101-14-B?,Décrire les causes de la paralysie faciale.,Identifier les différents types de paralysie faciale.,Illustrer l'anatomie fonctionnelle du nerf facial.,Expliquer les traitements de la paralysie faciale.,c,4
447,OIC-047-18-A,Où se situe le noyau du nerf trochléaire (IV)?,"Dans le mésencéphale, à hauteur du colliculus supérieur",Sur le plancher du 4ème ventricule à hauteur du pont,"Dans le mésencéphale, à hauteur du colliculus inférieur",Dans le cervelet,c,4
448,OIC-047-18-A-,Quelle est la caractéristique principale d'une diplopie binoculaire?,Elle disparaît à l'occlusion de l'un ou de l'autre œil.,Elle persiste à l'occlusion de l'œil sain.,Elle est causée par un problème de l'œil droit.,"Elle est toujours présente, même avec un seul œil ouvert.",a,4
449,OIC-047-19-B,Quel test permet d'observer les six muscles oculomoteurs de chaque œil séparément (ductions) et de façon conjuguée (versions)?,Examen au verre rouge,Test de Hess-Lancaster,Examen de la motilité oculaire dans les différentes positions du regard,Inspection,c,4
450,OIC-047-19-B-,Lequel des mouvements suivants est une abduction?,Mouvement de l'œil vers l'intérieur,Mouvement des deux yeux vers l'extérieur,Mouvement de l'œil vers l'extérieur,Mouvement des deux yeux vers l'intérieur,c,4
451,OIC-047-20-B,Quel type de tropie implique une déviation de l'œil vers l'intérieur?,Exotropie,Hypertropie,Hypotropie,Esotropie,d,4
452,OIC-047-20-B-,Quelle est la conséquence principale d'une paralysie complète du nerf oculomoteur III?,Diplopie verticale,Divergence marquée,Inversion de l'œil,Ptosis partiel,b,4
453,OIC-047-21-A,Quelle est la conséquence principale d'une paralysie du VIe nerf oculomoteur?,Absence de convergence des yeux,Difficulté à regarder vers le haut,Perte de vision périphérique,Incapacité à abduire l'œil,d,4
454,OIC-047-21-A-,Quel type de paralysie est illustrée dans l'image?,Paralysie extrinsèque du nerf III,Paralysie intrinsèque du nerf III,Paralysie du nerf IV,Paralysie du nerf VI,a,4
455,OIC-047-22-A,Quelle est la cause de la paralysie du nerf VI en cas d'hypertonie intra-crânienne ?,Une lésion sur les noyaux du nerf VI,Une compression du nerf VI dans l'angle ponto-cérébelleux,Une inflammation du nerf VI,Une infection du cerveau,b,4
456,OIC-047-22-A-,Quel est un signe clinique qui suggère une myasthénie?,Douleur musculaire constante,Ptosis unilatéral progressif,Rigidité musculaire,Tremblements incontrôlables,b,4
457,OIC-047-23-B,Quelle urgence vitale peut être suspectée en cas de paralysie du III aiguë associée à des signes pupillaires et à des douleurs?,Un AVC,Une infection cérébrale,Un anévrisme intracrânien,Une tumeur cérébrale,c,4
458,OIC-047-23-B-,Quelle imagerie est recommandée en cas de suspicion d'anévrisme intracrânien associé à une diplopie?,Radiographie thoracique,Échographie cardiaque,Angioscanner ou angio-IRM,Électrocardiogramme,c,4
459,OIC-047-24-B,Quelle est une cause ophtalmologique possible de diplopie monoculaire?,Myopie,Cataracte nucléaire,Hypertension,Dépression,b,4
