Unnamed: 0,id,question,option_a,option_b,option_c,option_d,correct_option,distractor_quality
206,OIC-039-01-A-,Quelle est la fréquence de votre consommation d’alcool?,jamais,une fois par mois ou moins,2 à 4 fois par mois,2 à 3 fois par semaine,a,1
207,OIC-039-03-A-,Quelle est la complication sociale la plus liée à la précarité?,familiales,professionnelles,financières,judiciaires,c,4
208,OIC-039-04-A,Quelle des options suivantes est un marqueur biologique de consommation d'alcool?,alcoolémie,GGT,CDT,transferrine désialysée,c,4
209,OIC-039-04-A-,Quelle des options ci-dessous correspond à un signe clinique associé à une maladie du foie et à des symptômes fonctionnels ORL?,Hypertension artérielle,Troubles cognitifs sévères,Hépatite alcoolique,Polyneuropathies sensitivomotrices,c,3
210,OIC-039-05-B-,Quel est le but principal de la prise en charge RPIB?,Vise à repérer,Réduire la consommation,Évaluer les risques,Écouter le patient,a,4
211,OIC-039-06-A,"Quel est le principal objectif de la prise en charge globale, bio-psycho-sociale et pluridisciplinaire?",arrêt complet des consommations (abstinence),retour à un usage à faible risque,réduction des consommations dans un objectif de réduction des risques,arrêt de l’usage = objectif le plus réaliste,c,4
212,OIC-039-06-A-,Quel est l'objectif principal de l'entretien motivationnel en addictologie?,détecter les signes d'addiction,évaluer les comportements d'abstention,améliorer la qualité de vie,mettre en place des programmes de réhabilitation,c,4
213,OIC-039-08-A,Quelle est la fonction principale des groupes d’entraide en addictologie?,Réduire la solitude,Soutenir mutuellement les patients,Faciliter le lien social,Améliorer la santé mentale,b,4
214,OIC-039-10-A-,Quelle est la nature du réflexe photomoteur direct et consensuel décrit dans le contenu?,a,b,c,d,a,1
215,OIC-039-11-B,Quelle méthode d'examen permet d'observer le fond d'oeil avec une image inversée et un champ d'observation étendu?,A,B,C,D,c,1
216,OIC-039-11-B-,Quelle est la cause principale de la névrite optique ischémique antérieure (NOIA) selon le contenu?,a,b,c,d,a,1
217,OIC-039-13-B,Quelle est la cause la plus fréquente de l'occlusion de l'artère centrale de la rétine (OACR)?,"Les embolies : athérome carotidien, cause la plus fréquente, cardiopathies emboligènes",Les thromboses : maladie de Horton et les maladies de système,Les troubles de la coagulation,Les embolies : cardiaques,a,4
218,OIC-045-01-A,Quelle est la caractéristique principale des migraines ophtalmiques ou aura migraineuses?,A. Un scotome scintillant bilatéral,B. Une céphalée pulsatile,C. Un hémichamp visuel,D. Une céphalée associée,a,4
219,OIC-045-01-A-,Quelle est la distinction entre une aura migraineuse et une cécité monoculaire transitoire?,a,b,c,d,a,1
220,OIC-045-04-B,Quelle est la baisse d'acuité visuelle associée à une hémorragie intravitréenne massive?,Aucune baisse d'acuité visuelle,Baisse d'acuité visuelle minime,Baisse d'acuité visuelle sévère,Baisse d'acuité visuelle variable,c,4
221,OIC-045-04-B-,Quelle est la définition de l'ectropion?,Relâchement des tissus cutanés,Relâchement des tissus musculaires,Relâchement des tissus cutanés et musculaire,Relâchement des tissus cutanés et musculaire,a,2
222,OIC-045-05-A,Quelle est la définition de l'entropion?,b,a,c,d,a,1
223,OIC-045-06-B-,Quelle caractéristique de la chalazion est correcte?,Il présente une infection,Il présente des sécrétions pures,Il est visible sur le versant conjonctival,Il évolue sur une durée courte,c,4
224,OIC-045-07-B,Quelle est la description principale de l'orgelet?,Un point blanc au niveau du bord libre,Une douleur vive,Un follicule pilosébacé,Aucune sécrétions,c,3
225,OIC-045-08-B,Quelle est la structure principale représentée dans la photographie d’un orgelet?,a,b,c,d,a,1
226,OIC-045-09-A-,Le traitement de l’orgelet consiste à utiliser une pommade antibiotique pendant 8 jours. Les options suivantes sont correctes :,pommade antibiotique pendant 8 jours,pommade antibiotique pendant 14 jours,pommade antibiotique pendant 21 jours,pommade antibiotique pendant 7 jours,a,4
227,OIC-045-11-B,Quelle est la définition de la cervicalgie?,a,b,c,d,a,1
228,OIC-045-12-B-,Quelle est l'origine principale mentionnée dans les éléments orientants vers une rachialgie commune?,a,b,c,d,a,1
229,OIC-045-13-A,Quel des suivants sont des facteurs de risque associés à la lombalgie commune et cervicalgie commune?,traumatismes ou microtraumatismes répétés,sédentarité,obésité,tabagisme,a,4
230,OIC-045-14-A,Quelle est la réponse correcte à la douleur de type non mécanique?,a,b,c,d,b,1
231,OIC-045-14-A-,Quel des facteurs suivants est un drapeau jaune associé à la chronicité d'une rachialgie?,"Problèmes émotionnels : anxiété, dépression",Attitudes et représentations inappropriées par rapport au mal de dos,"Comportements douloureux inappropriés, tendance passive","Problèmes liés au travail : conflit, insatisfaction, arrêt de travail",a,5
232,OIC-045-17-A,Quel est le traitement recommandé pour un épisode aigu isolé en l'absence de contre-indication?,Antalgiques de palier 1 ou 2,Antalgiques de palier 3,AINS : en l’absence de contre-indication,Repos au lit ordonné,c,4
233,OIC-045-18-A,Quelle est une caractéristique principale de la sacralgie?,douleur localisée en regard du sacrum,reproduite à la palpation/mobilisation du sacrum ou des sacro-iliaques,"gêne fonctionnelle : marche, station assise",rechercher des signes de gravité (drapeaux rouges),a,4
234,OIC-045-18-A-,Quelle est une description correcte des douleurs associées à une coccygodynie?,"Douleur localisée à l’aire coccygienne, sans irradiation significative",Reproduite à la palpation/mobilisation du coccyx ou sacro-coccygienne,Exacerbée à la station assise et/ou au relever de la station assise,"Gêne fonctionnelle : station assise (en voiture, au travail…)",a,4
235,OIC-045-19-B,Quelle est la majorité des personnes atteintes d'une céphalée de tension selon les pays?,50-70%,1-2%,3 femmes pour 2 hommes,1 personne sur 1000,a,4
236,OIC-045-19-B-,Quelle est la nature principale de la migraine selon le contenu éducatif?,Neurovasculaire,Neurologique,Neurologique,Neurologique,a,1
237,OIC-045-20-A-,Quelle est la définition de la migraine sans aura (MSA)?,Migraine sans aura (MSA),Crises de céphalée de tension avec hypersensibilité à la lumière et/ou nausées,"Chez l'enfant, la crise s’accompagne de pâleur, dure souvent < 4 heures et se calme par le sommeil","Chez les patients avec aura, la crise s’accompagne de pâleur et de nausées",a,4
238,OIC-045-21-B-,Quelle caractéristique de la douleur neuropathique du trijumeau secondaire est mentionnée dans le texte?,Une douleur à type de décharge électrique,Une douleur à type de brûlure continue,Une douleur à type de charge électrique,Une douleur à type de décharge électrique,a,1
239,OIC-047-02-B-,Quelle est la description correcte de la douleur d’origine auriculaire?,Peut être liée directement à une pathologie de l’oreille externe ou moyenne (otite notamment),Ou être une douleur projetée « otalgie réflexe » souvent révélatrice d’un cancer ORL,Voir item 150,Ne pas être liée à une pathologie de l’oreille externe ou moyenne,a,3
240,OIC-047-03-A-,Identifier les éventuels facteurs favorisants d'une migraine,Modification des repas et de l'hydratation,"Modification du sommeil (qualité, durée, horaires de lever et de coucher)","Changements climatiques (pression atmosphérique, température, hygrométrie)",Effort physique intense et inhabituel,a,5
241,OIC-047-04-A,Quelle affirmation est correcte concernant la surconsommation d'antalgiques et la céphalée par abus médicamenteux (CAM)?,Les opiacés et les antalgiques combinés confèrent le plus haut risque de CAM,"La surconsommation d'antalgiques peut être une conséquence ou une cause de l'augmentation de la fréquence des céphalées, ou les deux",Le rôle de la surconsommation des antalgiques dans l'apparition d'une migraine chronique ne doit pas être surestimé,La mise en place d'une prophylaxie de la céphalée primaire est recommandée lors de la surconsommation,b,4
242,OIC-047-08-B,Quelle est la durée typique de la céphalée chronique post-traumatique?,1-2 jours,3 mois,plus de 3 mois,mois,c,4
243,OIC-047-08-B-,Quelle est la principale cause des céphalées récentes d’aggravation progressive?,Méningites infectieuses,Céphalée isolée,Syndrome infectieux,Méningite carcinomateuse,a,4
244,OIC-047-09-A-,Quelle option correspond à un traitement secondaire de céphalée suspecte?,"Position allongée, tête à 30°, patient au calme, obscurité si photophobie",A jeun,Éviter l’[[Prescrire des anti-inflammatoires non-stéroïdiens (ains) SD-249|aspirine et les AINS]],Éviter les sédatifs susceptibles de masquer l’émergence de troubles de la conscience,a,4
245,OIC-047-11-B,Les différentes fonctions du nerf facial incluent :,a,b,c,d,a,1
246,OIC-047-11-B-,Quelle caractéristique marque la paralysie faciale centrale?,Prédominance de l’atteinte sur le facial inférieur,Souvent associée à un déficit moteur de l’hémicorps homolatéral,Comporte typiquement une dissociation automatico-volontaire,Absence de dissociation automatico-volontaire,a,4
247,OIC-047-12-B,Quel est le site sur lequel des vidéos sont disponibles?,CEN website,CEN site,CEN site,CEN site,a,1
248,OIC-047-12-B-,Quelle est la nature de la paralysie décrite dans la description?,Lateral,Centrale,Lateral et centrale,Cervical,b,3
249,OIC-047-13-A,Quelle est la cause la plus fréquente de la paralysie faciale?,Paralysie faciale SDD-127,Traumatisme crânien,Diabète,Maladies systémiques,a,3
250,OIC-047-13-A-,Quelle est la durée maximale de l'atteinte de la paralysie faciale a frigore?,Aucune,Maximale ou progressant sur quelques heures,En début de matinée,En fin de journée,b,2
251,OIC-047-14-A,Quelle est la méthode de prise en charge principale pour une paralysie faciale a frigore en urgence?,Prescription d'une corticothérapie orale (1 mg/kg/j),Prescription de larmes artificielles,Prescription de larmes artificielles,Prescription de corticoïdes par voie générale ou locale,a,3
252,OIC-047-14-A-,Quelle est l'évolution la plus fréquente d'une paralysie faciale a frigore?,a,b,c,d,a,1
253,OIC-047-15-B,Quelle est la fonction principale de la vidéo décrite?,pour montrer la paralysie faciale,pour démontrer le hémispasme facial,pour montrer la récupération post-hémispasme,pour montrer les symptômes,b,3
254,OIC-047-15-B-,Quelle est l'option correct pour l'imagerie cérébrale en cas de paralysie faciale centrale?,IRM cérébrale,Scanner cérébral,IRM cérébrale sans injection,Scanner cérébral avec injection,a,4
255,OIC-047-16-A,Quelle est la méthode utilisée pour visualiser l'assymétrie faciale dans le cas d'une PFP unilatérale?,Visualiser l'assymétrie faciale à la mimique,Visualiser l'assymétrie faciale à la mimique,Visualiser l'assymétrie faciale à la mimique,Visualiser l'assymétrie faciale à la mimique,a,1
256,OIC-047-16-A-,Quelle est la description principale de l'exemple illustré?,Visualiser les vésicules de la zone de Ramsay Hunt orientant vers une PFP virale zoostérienne,Analyser les mécanismes de l'atrophie faciale,Identifier les vésicules de la zone de Ramsay Hunt,Évaluer la gravité de la paralysie faciale,a,3
257,OIC-047-17-A,Quelle direction est l'envahissement du tumour dans l'exemple décrit?,a),b),c),d),a,1
258,OIC-047-17-A-,Quelle est la fonction principale de la nerf facial selon l'illustration?,a,b,c,d,a,1
259,OIC-047-18-A,Quelle est la source des nerfs oculomoteurs?,du mésencéphale,du plancher du 4ème ventricule,du noyau oculomoteur,du noyau trochléaire,a,4
260,OIC-047-18-A-,Quelle est la nature de la diplopie?,a,b,c,d,a,1
261,OIC-047-20-B,Quelle est la définition de l'**esotropie**?,déviation de l’œil vers l’intérieur,déviation de l’œil vers l’extérieur,déviation de l’œil vers le haut,déviation de l’œil vers le bas,a,4
262,OIC-047-21-A,Quelle action est principalement représentée dans la vignette?,abduction,paralysie,vision,movement,a,2
263,OIC-047-22-A,Quelle est la cause directe de la paralysie du VI en cas d'hypertension intra-cranienne?,Une lésion sur les noyaux ou les trajets des nerfs concernés,Une valeur localisatrice faible,Aucune valeur localisatrice,Une hypertonie intra-cranienne,c,4
264,OIC-047-24-B,Quelle est la cause principale de la diplopie monoculaire selon le contenu éducatif?,cornéenne,irienne,cristallinienne,a,a,4
265,OIC-047-24-B-,Quel des principaux signes associés à la diplopie est décrit dans le texte?,le terrain,les circonstances de survenue,les caractères de la diplopie,les symptômes associés,c,4
266,OIC-047-25-B,Quel terme décrit un mouvement involontaire et rythmé du corps?,A. Tremblement,B. Chorée,C. Dystonie,D. Myoclonies,a,4
267,OIC-047-25-B-,"Le tremblement de repos (ou tremblement parkinsonien) est présent au repos et disparaît lors de la contraction musculaire et du sommeil, est lent (4–6 Hz), touche les membres en distalité, les lèvres ou le menton, jamais le chef et la voix, est unilatéral ou asymétrique et aggravé par les émotions et le calcul mental. Il est très évocateur d'une maladie de Parkinson, secondaire à une atteinte de [[Circuit extrapyramidal moteur|la voie nigro-striée]] mais n'est pas obligatoire pour le diagnostic.",a,b,c,d,a,1
268,OIC-047-26-B,Quel médicament est le plus souvent associé à un tremblement physiologique?,a,b,c,d,a,1
269,OIC-047-27-A,Quelle est la principale caractéristique des mouvements anormaux associés à la maladie de Huntington?,Mouvements anormaux dystoniques,Troubles cognitifs,Déclin cognitif,Antécédents familiaux,a,3
270,OIC-047-28-A-,Quelle est la cause principale de la confusion mentale selon le contenu éducatif?,Infection urinaire,Baisse de l'audition/surdité,Consommation d'alcool et de psychotropes,Immobilisation (hospitalisation),c,4
271,OIC-047-30-B,Quelle est la cause principale des troubles mentaux non neurologiques décrits dans le contenu?,alcool (ivresse aiguë ou sevrage/delirium tremens),drogues,métaboliques,infectieuses,a,4
272,OIC-047-31-B,"Quelle est la première étape d'une prise en charge d'un patient confus, selon le contenu?",a,b,c,d,a,1
273,OIC-047-34-A,Quelle est la fonction principale liée à l'attention et à la vigilance?,Confusion mentale/désorientation,Mémoire épisodique,Attention,Atteinte du lobe temporal,c,4
274,OIC-047-34-A-,Quelle image est recommandée en cas de confusion ou de démence?,Scan,IRM cérébrale,TDM cérébrale,Scanner,b,4
275,OIC-047-37-B,Quelle est la relation entre la plainte principale et l'effort dans le contexte des troubles de la marche?,Avec ou sans effort,Sans effort,Avec ou sans effort,Sans effort,a,1
276,OIC-047-39-B,"Quelle méthode d'examens est utilisée pour la boiterie d'esquive, de salutation et de Trendelebourg?",Vidéo clinique,Démarche diagnostique,Étude de cas,Étude de cas,b,1
277,OIC-047-41-A-,Quelle est la caractéristique principale des troubles de la marche d’origine neurologique?,La marche ralentie et l’alimentation manquante,La marche rapide et l’alimentation rapide,La marche ralentie et l’alimentation constante,La marche rapide et l’alimentation manquante,a,1
278,OIC-048-01-A,Quel est le principal trouble à reconnaître lors d'une vidéo de marche?,La fatigue,Leur équilibre,Leur marche rapide,Leur vision,b,4
279,OIC-048-02-A-,Quelle caractéristique est une dermatose bulleuse auto-immune?,Une bulle est intra-épidermique,Une bulle est sous-épidermique,Une bulle est tendue,Une bulle est fragile,a,4
280,OIC-048-03-A-,"Quelle distinction entre pemphigoïde et pemphigus repose sur des arguments cliniques, histologiques et immunofluorescents?",la bulle sous-épidermique,la bulle intra-épidermique,la bulle sous-épidermique et la bulle intra-épidermique,la bulle sous-épidermique et la bulle intra-épidermique,c,4
281,OIC-049-01-A-,Quel est le principal caractéristique de la pemphigoïde bulleuse décrite dans la vignette?,Bulles tendues et croûtes rondes sur la peau,Bulles hémorragiques et croûtes sur la peau,Bulles et croûtes sur le bras,Bulles et croûtes sur la peau urticarienne,a,4
282,OIC-049-02-A-,Quelle est la différence entre le handicap psychique et le handicap intellectuel?,Aucune différence,Le handicap psychique est lié à un trouble psychiatrique,Le handicap psychique est lié à une déficience intellectuelle,Le handicap psychique est lié à une limitation de l’activité,b,4
283,OIC-049-03-B,"La prise en charge du handicap psychique vise à aider la personne à se rétablir. Les options sont : a) aider à se retrouver dans sa vie quotidienne, b) aider à se reconnecter à sa famille, c) aider à se rétablir dans son environnement social, d) aider à se retrouver dans son cadre professionnel.",a,b,c,d,c,3
284,OIC-049-03-B-,Quelle méthode permet d'améliorer la gestion des difficultés liées à un trouble psychique en restaurant des fonctions altérées?,thérapies cognitivo-comportementales,entraînement aux habilités sociales,remédiation cognitive,méthodes comme l'entraînement aux habilités sociales,c,4
285,OIC-049-04-B,Quelle est la fonction principale de la réhabilitation psychosociale selon le contenu?,Améliorer l'accès à la vie sociale et citoyenne,Gérer les besoins de personnes en situation de handicap,Permettre à la personne de garantir ou d'améliorer l'accès à une vie sociale et citoyenne,Rester dans un logement sans nécessiter d'aide,c,4
286,OIC-049-04-B-,Quelle mesure de protection juridique est mise en place pour une protection temporaire et rapide?,curatelle,tutelle,sauvegarde de justice,curatelle ou tutelle,c,4
287,OIC-049-05-B,Quelle est la définition de la ménopause selon l'OMS?,Un arrêt permanent des menstruations résultant d'une perte de l'activité folliculaire ovarienne,Un arrêt permanent des menstruations résultant d'une perte de l'activité ovulatrice,Un arrêt permanent des menstruations résultant d'une perte de l'activité ovulatrice et folliculaire,Un arrêt permanent des menstruations résultant d'une perte de l'activité folliculaire ovarienne et ovulatrice,a,4
288,OIC-049-06-B-,Quel est le diagnostic principal en cas de ménopause clinique?,a,b,c,d,c,1
289,OIC-049-07-B,Quelle option correspond à un symptôme directement lié à la carence oestrogénique?,a,b,c,d,a,1
290,OIC-049-07-B-,Quelle caractéristique est typique des bouffées vaso-motrices typiques?,Surviennent au moment de la ménopause,Sont essentiellement nocturnes,Sont favorisées par les émotions et les températures élevées,Sont associées à des malaises,c,4
291,OIC-049-08-B-,Quel est le symptôme le plus fréquent associé à la ménopause à court terme?,Sécheresse (78%),Brûlures et irritation (30%),Dyspareunie (31%),Douleurs à la miction (5 à 17%),a,4
292,OIC-049-09-A,Quelle affirmation correcte décrit le traitement hormonal de la ménopause (THM)?,"Il corrige la symptomatologie fonctionnelle du climatère (bouffées de chaleur, sécheresse vaginale, troubles de l'humeur et du sommeil...)","Il prévient les conséquences tissulaires à long terme de la carence estrogénique (ostéoporose, développement de l'athérosclérose...)",Il repose sur l'administration d'estrogènes qui doivent être obligatoirement associés à un progestatif,Il utilise des estrogènes non nécessaires à la ménopause,a,4
293,OIC-049-10-A,Quelle des situations décrites est une indication pour la prise en charge non orale du THM?,L'hypertriglycéridémie,L'HTA,La maladie de l'embolie veineuse,La maladie de l'insuffisance ovarienne prématurée,a,4
294,OIC-049-13-B-,Quelle option correspond à la prise en charge initiale du SDT?,Une supplémentation en testostérone naturelle par voie transdermique,Une supplémentation en testostérone naturelle par voie intramusculaire,Aucune supplémentation,Une prise en charge de l’ensemble des symptômes secondaires,c,4
295,OIC-049-14-B-,Quelle est la définition de l'hypertrophie bénigne de la prostate (HBP)?,Une hyperplasie stromale et épithéliale (glandulaire),Une hyperplasie musculaire et épithéliale,Une hyperplasie musculaire et fibro-musculaire,Une hyperplasie musculaire et fibro-musculaire,a,4
296,OIC-049-15-B-,Quelle est la complication la plus liée à l'HBP et justifiée par une prise en charge immédiate?,Rétention aiguë d'urine,Infection urinaire,Élévation de la créatininémie,Hématurie,a,4
297,OIC-049-16-A-,Quel est l'élément clé du diagnostic selon le contenu?,L'interrogatoire,Les symptômes du bas appareil urinaire,Le score IPSS/35,L'examen clinique,a,4
298,OIC-049-19-A,"A. Présence d’un déclin cognitif modéré à partir d’un niveau antérieur de performance dans un ou plusieurs domaines de la cognition (attention complexe, fonctions exécutives, apprentissage et mémoire, langage, cognition perceptivo-motrice ou sociale) basé sur :",a,b,c,d,a,1
299,OIC-049-20-B-,Quel des éléments suivants est mentionné comme un signe clinique positif de la maladie à corps de Lewy (MCL)?,Syndrome parkinsonien surtout akinéto-rigide,Dysautonomie avec hypotension orthostatique,Dysautonomie avec hypotension orthostatique,Hypersomnie,a,4
300,OIC-049-21-B-,Quelle est la cause principale d'un trouble neurocognitif selon le DSM 5?,Maladie d'Alzheimer,Dégénérescence fronto-temporale,Maladie à prions,Encéphalopathie neurovasculaire,a,4
301,OIC-049-23-B,Quelle option décrit la mise en place de l'équipe de soin Alzheimer (ESA) dans le plan de soin?,A.,B.,C.,D.,c,1
302,OIC-049-24-B-,Éliminer un syndrome confusionnel+++ (rupture par rapport à l'état antérieur? troubles de la vigilance?) qui représente une urgence diagnostique.,a,b,c,d,a,1
303,OIC-049-25-A-,Quelle est la description des symptômes initiaux observés lors d'une dégénérescence lobaire fronto-temporale?,TROUBLES DU COMPORTEMENT,Syndrome dysexécutif,ATROPHIE FRONTALE et TEMPORALE,EXAMEN NEUROLOGIQUE INITIALEMENT NORMAL,a,4
304,OIC-049-26-B-,Quelle est la méthode d'imagerie utilisée dans l'exemple d'un HSD chronique?,Tomodensitométrie,Rétinométrie,Tomodensitométrie,Rétinométrie,a,1
305,OIC-050-02-A,Quelle est la première cause de perte d’indépendance fonctionnelle selon la séquence Wood?,La maladie (atteinte physique ou psychique),"Les soins (hospitalisation, iatrogénie)",La déficience,Les difficultés d’ordre socio-économiques,c,4
306,OIC-050-02-A-,Quelle échelle mesure la capacité d'une personne à réaliser les gestes courants de la vie quotidienne?,ADL,IADL,A,B,a,4
307,OIC-050-03-B-,Quelle est la conséquence principale pour le patient concerné par la dépendance?,l’épuisement de l’aidant,l’épuisement du patient,Risque de maltraitance,Risque de maltraitance,b,3
308,OIC-050-06-A,Quelle affirmation est correcte concernant la douleur?,La douleur a un rôle physiologique majeur lié à la protection de l’intégrité de l’organisme.,Les nocicepteurs correspondent à des terminaisons libres des fibres nerveuses périphériques de petit diamètre.,"Les messages nociceptifs sont générés grâce à des molécules, appelées transducteurs, localisées à la surface des terminaisons des fibres Adelta et C.",Les neurones nociceptifs se projettent également vers des r elais bulbaires et ponto-mésencéphaliques.,a,4
309,OIC-050-06-A-,Quelle est l’option correct pour évaluer l’intensité de la douleur à l’aide de l’échelle EVA?,a,b,c,d,a,1
310,OIC-050-09-B,Quelle est la définition de la douleur neuropathique?,Douleur causée par une lésion ou une maladie du système somatosensoriel,S’oppose aux douleurs « nociceptives » ou « par excès de nociception » liées à une activation anormale des nocicepteurs,On distingue la douleur neuropathique périphérique de la douleur centrale,Les symptômes et mécanismes des douleurs neuropathiques ne sont que peu liés à l’étiologie,a,4
311,OIC-050-13-A,Quelle est la nature de l’anesthésie générale?,Réversible,Indurée,Intravenous,Intramusculaire,a,4
312,OIC-050-14-A-,Quel des suivants est un mécanisme de action des anesthésiques locaux?,Le potentiel d'action est conduit le long de la fibre nerveuse,Le potentiel d'action est réduit par le canal sodique,Le potentiel d'action est bloqué au niveau des canaux sodiques,Le potentiel d'action est réduit par la réduction de la tension électrique,c,4
313,OIC-050-15-A-,Quelle fibre est responsable de la douleur viscérale pendant la première phase du travail?,Aδ,C,S2-S4,Racines sacrées,b,4
314,OIC-050-17-A,Quelle est la définition de l'enfant atteint d'une maladie grave engageant le pronostic vital?,Les enfants atteints d'une maladie grave engageant le pronostic vital,Les enfants atteints d'une maladie grave engageant le pronostic vital,Les enfants atteints d'une maladie grave engageant le pronostic vital,Les enfants atteints d'une maladie grave engageant le pronostic vital,a,1
315,OIC-051-02-B-,Quelle est la définition de la prévalence?,"Rapport entre le nombre de personnes atteintes d’une maladie dans une population, à un moment donné, et l’ensemble de cette population.","Rapport entre le nombre de nouveaux cas d’une maladie dans une population, pendant une période donnée, et l’ensemble de la population suivie pendant la période.","Rapport entre le nombre de nouveaux cas d’infection durant une période déterminée et le nombre total des contacts non infectés au début de la période ; il est utilisé, en période épidémique, pour caractériser, au cours du temps et/ou au sein des différents groupes à risque, la transmissibilité du phénomène.",Rapport entre le nombre de décès dans une période donnée et l’ensemble d’une population (généralement rapporté pour 100 000 personnes).,a,4
316,OIC-051-03-A,Quelle est la valeur correcte de la sensibilité (Se)?,a,b,c,d,a,1
317,OIC-051-04-B-,Quelle est la transmission directe entre un individu et un réservoir d'infection?,Par contact direct,Par gouttelettes,Par l’air,Par l’environnement,a,4
318,OIC-051-05-B-,Quelle est la première étape de la déclaration obligatoire?,a,b,c,d,a,1
319,OIC-051-06-A-,Quelle des options suivantes est une mesure de contrôle des réservoirs ou de leur porte de sortie?,Utilisation d’un préservatif,Eviction scolaire ou d’une collectivité,Mesures vétérinaires si le réservoir est animal,"Assainissement de l’environnement, traitement des eaux, éradication des larves d’insectes ou de mollusques",c,4
320,OIC-056-01-A,Quelle est la correcte sur la définition de l'éviction?,Exclusion temporaire d'une personne atteinte d'une maladie infectieuse transmissible.,Durée de l'éviction n'est pas définie.,Nécessité de mesures d'éviction ou d'isolement.,Précautions complémentaires adaptées au mode de transmission.,a,4
321,OIC-056-01-A-,Quel est l'un des principaux objectifs du réseau Sentinelles?,a,b,c,d,c,1
322,OIC-056-02-A,Quelle est la description la plus précise de la prothèse mécanique?,Elles sont construites à partir de titane et de carbone.,Elles sont issues du péricarde bovin.,Elles sont montées sur un stent métallique.,Elles sont recouvertes de DacronTM.,a,4
323,OIC-056-02-A-,Quelle est la complication les plus fréquentes des porteurs de prothèses valvulaires?,Complications thrombo-emboliques,Dégénérescence des bioprothèses,Endocardite infectieuse,Désinsertion de prothèse,a,4
324,OIC-056-03-A-,Quelle est la classification des porteurs de prothèses valvulaires selon le risque infectieux?,a. Risque élevé,b. Risque moyen,c. Risque modéré,d. Risque nul,a,4
325,OIC-056-05-A,Quelle est la définition principale de l’infection ostéo-articulaire (IOA)?,"Une infection causée par un agent infectieux, souvent bactérien, au sein du tissu osseux et/ou articulaire.",Une infection qui se produit dans le tissu osseux et/ou articulaire.,Une infection qui se produit dans le tissu osseux et/ou articulaire.,Une infection qui se produit dans le tissu osseux et/ou articulaire.,a,1
326,OIC-056-06-A,Quel mécanisme de survenue est le plus fréquent chez les enfants avec des infections osseuses très vascularisées?,a,b,c,d,a,1
327,OIC-056-06-A-,Quel est le principal germes responsables des IOA de l'enfant à tout âge?,a,b,c,d,a,1
328,OIC-056-08-B,Quelle est l'indication principale de la ponction articulaire en urgence?,Pour les arthrites aiguës,Pour les infections cutanées,Pour les troubles de coagulation,Pour les problèmes de coeur,a,4
329,OIC-056-08-B-,Quelle mesure est la plus courte possible pour éviter l'énervation dans les ostéites chroniques?,Immobilisation,Rééducation,Discussion,Drainage,a,2
330,OIC-056-09-B-,Quelle est une des principales caractéristiques des infections ostéo-articulaires aiguës en enfants et adultes?,Hyperthermie/fièvre SD-044,Douleurs articulaires SD-067,Recherche systématique de signes de gravité,Epanchement articulaire,c,4
331,OIC-070-03-B-,Quelle image est utilisée pour détecter l'attribution discale inflammatoire en cas d'évolution favorable?,IRM,Scanner,Scintigraphie osseuse,Echographie cardiaque,a,4
332,OIC-070-04-B,Quelle est la localisation principale de l'ostéite chronique de l'adulte selon le contenu?,os longs,bassin,mal perforant plantaire,bassin,a,2
333,OIC-070-05-A-,Quelle est la définition de la bactériémie selon le contenu?,presence de bactéries dans le sang détectables dans un flacon d'hémocultures,presence de champignons dans le sang,presence de bactéries dans le sang détectables dans un flacon d'hémocultures,presence de bactéries dans le sang détectables dans un flacon d'hémocultures,a,1
334,OIC-070-06-A,Quelle est la fréquence des bactériémies chez les patients hospitalisés?,1/4 des patients présentent des critères de gravité,10 à 20 % selon les séries,"1 à 1,5/10.000 jours d’hospitalisation",10-15 % des cas,c,4
335,OIC-070-08-B,Quelle est la proportion des infections liées aux cathéters causées par des staphylocoques?,a,b,c,d,a,1
336,OIC-073-02-A,Quel est le principal objectif du traitement de la porte d'entrée pour réduire le risque de rechute?,Réduire le risque de rechute,Médical +/- chirurgical (drainage),L’ablation est souvent nécessaire,Traitement des localisations secondaires : cf item spécifiques,a,2
337,OIC-073-04-A-,Quelle est la définition de l'infection urinaire simple (IU) selon la description?,Une infection du réservoir et de la muqueuse vésicale.,Une infection du réservoir et de la muqueuse vésicale avec des symptômes.,Une infection du réservoir et de la muqueuse vésicale sans facteurs de risque.,Une infection du réservoir et de la muqueuse vésicale avec des pathologies générales.,c,4
338,OIC-073-05-B-,Quelle est l'option correct pour les infections urinaires simples?,BU possible,ECBU avec antibiogramme systématique,imagerie: à distance si persistance des douleurs ou de la fièvre à 48h: TDM AP non injecté avec injection éventuelle si doute diagnostic (absence d'obstacle) ou complication (abcès),urée,a,4
339,OIC-073-06-B,Quel examen est recommandé pour les cystites simples en première intention?,a,b,c,d,a,1
340,OIC-073-07-B-,"La colonisation urinaire est la présence de bactéries dans les urines sans symptômes, ce qui correspond à l'option :",a,b,c,d,a,1
