Unnamed: 0,id,question,option_a,option_b,option_c,option_d,correct_option,distractor_quality
373,OIC-049-01-A,Quelle est la caractéristique principale d'une lésion bulleuse?,Une éruption cutanée rouge et sèche,Un liquide clair à l'intérieur de la bulle,La présence de sang dans le contenu de la bulle,Une bulle tendue avec un contenu clair sur la peau,d,4
374,OIC-049-01-A-,Quelle est la caractéristique principale de la pemphigoïde bulleuse représentée dans l'image?,Bulles jaunes et sanglantes,Bulles tendues à contenu clair ou hémorragique,Croûtes carrées sur la peau,Urticaire généralisée,b,4
375,OIC-049-02-A,Quelle est la caractéristique principale des lésions cutanéo-muqueuses dans le pemphigus vulgaire?,Bulles tendues ou flasques,Érosions à bords saillants,Pustules denses,Macules rouges,a,4
376,OIC-049-02-A-,Quel est le terme utilisé pour décrire une situation où un trouble psychiatrique entraîne une altération des capacités cognitives et perturbe les relations sociales ou les activités quotidiennes?,Handicap intellectuel,Handicap physique,Handicap psychique,Trouble mental,c,4
377,OIC-049-03-B-,Quelles sont les trois grandes méthodes pour développer des compétences et limiter les conséquences d'un trouble psychique?,L'éducation thérapeutique,La remédiation cognitive,Les psychothérapies,Toutes les options sont correctes,d,4
378,OIC-049-04-B,Quel est l'objectif principal de la réhabilitation psychosociale?,Guérir les personnes handicapées,Améliorer leur autonomie et leur accès à une vie sociale et citoyenne,Fournir des soins médicaux spécifiques,Offrir des logements adaptés,b,4
379,OIC-049-05-B-,Quel est l'âge médian de la ménopause naturelle dans la population européenne?,49 ans,50 ans,51 ans et demi,52 ans,b,4
380,OIC-049-06-B-,Quel est le critère principal pour poser le diagnostic de ménopause dans sa forme typique ?,Dosage biologique (FSH > 30 UI/ml + estradiol < 10-20 pg/ml),Aménorrhée d'au moins 12 mois survenant autour de l'âge de 50 ans,Symptômes climatériques persistants,Hysterectomie précédente,b,4
381,OIC-049-07-B,Quels sont les principaux symptômes du syndrome climatérique?,Troubles vaso-moteurs et troubles du sommeil,"Humeur triste/douleur morale, arthralgies de type inflammatoire associées à un dérouillage matinal","Sécheresse vulvo-vaginale, prise de poids, perte d'attention, perte de mémoire","Asthénie, insomnies, sueurs nocturnes",a,4
382,OIC-049-07-B-,Quels sont les facteurs qui peuvent déclencher les bouffées vaso-motrices typiques?,Les émotions et les températures élevées,Les repas chauds et les boissons froides,Les exercices physiques intenses et les efforts,Les médicaments hormonaux,a,4
383,OIC-049-08-B,Quels sont les principaux symptômes fonctionnels du climatère?,"Sueurs nocturnes, troubles urinaires et sexuels","Bouffées vasomotrices, prise de poids et perte d'attention","Arthralgies, myalgies et dépression","Sécheresse vulvo-vaginale, insomnies et asthénie",d,4
384,OIC-049-08-B-,Quels sont les symptômes vulvo-vaginaux couramment rencontrés au cours du syndrome génito-urinaire de la ménopause (SGUM) ?,Sécheresse,Douleurs à la miction,Dyspareunie,Pollakiurie,a,4
385,OIC-049-09-A,Le traitement hormonal de la ménopause (THM) permet de corriger la symptomatologie fonctionnelle du climatère et de prévenir les conséquences tissulaires à long terme de la carence estrogénique. Quel est le principal objectif du THM ?,Corriger la symptomatologie fonctionnelle du climatère,Prévenir les conséquences tissulaires à long terme de la carence estrogénique,Améliorer la qualité de vie des femmes en ménopause,Réduire le risque d'ostéoporose,a,4
386,OIC-049-09-A-,Quels sont les examens complémentaires nécessaires avant utilisation d'un THM pour une femme ménopausée ?,La mammographie et l'ostéodensitométrie,L'échographie utéro-ovarienne et le bilan biologique,Le bilan biologique et la consultation psychologue,La consultation gynécologue et l'ostéodensitométrie,a,4
387,OIC-049-10-A,Quelles sont les situations qui imposent le choix de la voie d'administration non orale du THM?,Femmes enceintes,Femmes avec facteurs de risque thrombo-embolique veineux,Hommes âgés,Toutes les situations mentionnées précédemment,b,3
388,OIC-049-10-A-,La balance bénéfices/risques du THM est-elle toujours considérée comme positive chez une femme symptomatique et/ou à risque d’ostéoporose dans les 10 premières années de la ménopause ou avant 60 ans ?,Oui,Non,Peut-être,Je ne sais pas,a,2
389,OIC-049-11-A,Quelles sont les mesures hygiéno-diététiques recommandées chez la femme ménopausée?,"Eviction des facteurs de risques cardio vasculaire (tabac, alcool)",Augmentation des dépenses énergétiques : activité physique régulière,Modérer l’apport énergétique glucidique et lipidique,"Apports suffisant en calcium et vitamine D : supplémentation si besoin, en particulier en cas d’ostéoporose",a,4
390,OIC-049-12-B-,Quelle est la cause principale de la diminution de la sécrétion de testostérone par les cellules de Leydig avec l'âge ?,Diminution de la sécrétion de GnRH,Augmentation de la sécrétion de GnRH,Diminution des récepteurs androgéniques,Augmentation des récepteurs androgéniques,a,4
391,OIC-049-13-B,Quels sont les symptômes cliniques associés à l'andropause?,Troubles vasomoteurs,Troubles neuropsychologiques,Troubles de la sexualité,Tous les précédents,d,5
392,OIC-049-13-B-,Quels sont les diagnostics différentiels à éliminer lorsqu'on évoque un déficit androgénique lié à l'âge (SDT) ?,Pathologie thyroidienne,Adénome hypophysaire,Hypogonadisme iatrogène,Vieillissement naturel,a,4
393,OIC-049-14-B,Les premiers symptômes du déficit androgénique lié à l'âge non traité sont caractérisés par :,Troubles vasomoteurs et troubles du sommeil,"Troubles de la sexualité, irritabilité et troubles du sommeil","Troubles de l'humeur, obésité et gynécomastie","Ostéoporose, sarcopénie et fractures récentes",b,4
394,OIC-049-14-B-,Quelle est la définition clinique de l'hypertrophie bénigne de la prostate?,Hyperplasie stromale et épithéliale de la zone de transition et péri-urétrale de la prostate,Hémorragie récurrente dans les urines,Douleur au niveau du bassin,Incontinence urinaire,a,4
395,OIC-049-15-B-,Quelle complication aiguë de l'Hypertrophie bénigne de la prostate (HBP) nécessite une dérivation des urines en urgence?,Rétention aiguë d'urine,Infection urinaire,Hématurie macroscopique,Insuffisance rénale aigue,a,4
396,OIC-049-17-A,Quelles sont les explorations para-cliniques à faire en première intention pour le bilan d'une HBP ?,"ECBU, débitmètre et résidu post-mictionnel",ECBU et résidu post-mictionnel,Débitmètre et résidu post-mictionnel,Aucune exploration para-clinique n'est nécessaire,a,4
397,OIC-049-18-B,Quel est le traitement recommandé pour les patients présentant une HBP non compliquée et SBAU modérés à sévères (score IPSS >9) ?,Abstention-surveillance,Traitement pharmacologique,Traitement chirurgical,Tous les traitements sont équivalents,b,4
398,OIC-049-19-A,Quel est le critère pour distinguer les troubles neuro-cognitifs mineurs des troubles neuro-cognitifs majeurs selon le DSM-5?,Les déficits cognitifs n'interfèrent pas avec l'autonomie dans la vie quotidienne,Le déclin cognitif retentit sur l'autonomie dans les activités quotidiennes,Les déficits cognitifs ne surviennent pas uniquement dans le contexte d'un délirium,Les déficits cognitifs ne sont pas mieux expliqués par une autre affection mentale,a,4
399,OIC-049-19-A-,Quelles sont les lésions histopathologiques cérébrales caractéristiques de la maladie d'Alzheimer?,Plaques amyloïdes et dégénérescences neurofibrillaires,Activation de la neuroinflammation et perte neuronale,Lésions vasculaires ischémiques diffuses ou lacunaires et micro-hémorragies,Tous les éléments précédents,a,4
400,OIC-049-20-B,Quelle est la deuxième cause de troubles cognitifs après la maladie d'Alzheimer chez le sujet âgé?,La maladie de Parkinson,L'encéphalopathie vasculaire,Le syndrome de Korsakoff,La démence fronto-temporale,b,4
401,OIC-049-20-B-,Quels sont les éléments cliniques positifs qui permettent de poser le diagnostic de maladie à corps de Lewy?,"Troubles cognitifs progressifs, syndrome parkinsonien et hallucinations visuelles","Dysautonomie avec hypotension orthostatique, hypersensibilité aux neuroleptiques et apathie","Hallucinations auditives, somesthésiques et hyposmie",Troubles du comportement en sommeil paradoxal et fluctuations,a,4
402,OIC-049-21-B,Quelles sont les pathologies médicales qui peuvent induire des troubles neuro-cognitifs réversibles ?,"Carences vitaminiques (B12, B9)",Tumeur intra crânienne,Hydrocéphalie à pression normale,Intoxication au monoxyde de carbone (lésions des noyaux gris centraux),a,5
403,OIC-049-21-B-,Quelles sont les causes principales d'un trouble neuro-cognitif selon le DSM 5 ?,"Maladie d’Alzheimer, Dégénérescence fronto-temporal","Maladie à corps de Lewy, Encéphalopathie neurovasculaire","Secondaire à un traumatisme cérébral, Secondaire à la prise de substance","Maladie de Parkinson, Maladie à prions",a,4
404,OIC-049-22-B,Quels sont les outils de repérage de troubles neurocognitifs mentionnés dans le texte ?,"Mini Mental State Evaluation, Test des 5 mots de Dubois, BREF, Horloge","Mini Mental State Evaluation, Test des 5 mots de Dubois, BREF, Échelle de Beck","Test des 5 mots de Dubois, BREF, Horloge, Échelle de Beck","Mini Mental State Evaluation, BREF, Horloge, Échelle de Beck",a,4
405,OIC-049-23-B-,Quel est l'objectif principal de la prise en charge psycho-sociale d'un patient avec trouble neuro-cognitif ?,Adapter les aides en fonction de l'indépendance fonctionnelle du patient,Protéger le patient des risques liés à son environnement,Prise en charge des aidants pour leur bien-être,Thérapies non médicamenteuses pour améliorer la mémoire et les capacités cognitives,a,4
406,OIC-049-24-B,Quels sont les symptômes psychologiques et comportementaux couramment associés aux démences ?,"Dépression, anxiété, irritabilité, apathie","Exaltation, euphorie, désinhibition, idées délirantes","Hallucinations, agitation, agressivité, comportements moteurs aberrants","Troubles du sommeil, troubles de l’appétit",a,4
407,OIC-049-24-B-,Quels sont les premiers pas à prendre en cas de troubles du comportement perturbateurs dans un contexte de trouble neuro-cognitif?,Rechercher un facteur déclenchant ou aggravant des troubles du comportement,Utiliser des médicaments pour calmer le patient,Éduquer les aidants sur la prise en charge,Ignorer le problème et attendre que cela se résolve seul,a,4
408,OIC-049-25-A,Quelles sont les lésions cérébrales caractéristiques de la maladie d'Alzheimer?,Plaques amyloïdes et dégénérescences neurofibrillaires,Activation de la neuroinflammation et perte neuronale,Lésions vasculaires ischémiques diffuses ou lacunaires et micro-hémorragies,Tous les éléments précédents,a,4
409,OIC-049-25-A-,Quels sont les éléments cliniques positifs qui permettent de poser le diagnostic d'une dégénérescence lobaire fronto-temporale (DFT) ?,"Troubles du comportement, syndrome dysexécutif et atrophie frontale et temporale","Antécédents familiaux de DFT, troubles du comportement et syndrome pyramidal",Atrophie frontale et tempora,Troubles du comportement et syndrome dysexécutif,a,4
410,OIC-049-26-B,Quels sont les objectifs de l'imagerie cérébrale dans le cas d'un trouble neuro-cognitif de découverte récente?,Éliminer une cause curable de troubles cognitifs,Obtenir des éléments morphologiques pouvant orienter vers une étiologie des troubles cognitifs,Trouver une solution pour améliorer la mémoire,Étudier les effets de l'âge sur le cerveau,a,4
411,OIC-049-26-B-,Quel est le type de trouble cognitif qui peut être associé à une tomodensitométrie chez un sujet âgé ?,Trouble de mémoire,Trouble de langage,Trouble d'attention,Trouble de perception,a,4
412,OIC-050-01-A,Quel est le concept qui désigne la capacité d'une personne de se gouverner elle-même et de prendre des décisions ?,Autonomie,Dépendance,Démence,Perte d'autonomie,a,4
413,OIC-050-01-A-,Quels sont les critères utilisés pour évaluer l'autonomie d'un sujet âgé ?,"Cohérence, orientation et toilette","Habillage, alimentation et élimination urinaire et fécale","Transfert, déplacement à l'intérieur et communication à distance",Toutes les variables discriminantes mentionnées,d,4
414,OIC-050-02-A,Quelles sont les principales causes de perte d’indépendance fonctionnelle?,La maladie,Les soins,Un évènement de vie,Des difficultés d’ordre socio-économiques,a,4
415,OIC-050-03-B,Quels sont les principaux facteurs de risque de dépendance iatrogène liée à l'hospitalisation?,Le syndrome d'immobilisation,La confusion aiguë,La dénutrition,Les chutes,a,4
416,OIC-050-03-B-,Quelles sont les conséquences physiques pour le patient en cas de dépendance ?,Diminution des capacités cognitives,Augmentation du risque cardio-vasculaire,Epuisement psychologique,Isolement social,b,3
417,OIC-050-04-A,Quelles sont les aides financières possibles selon le degré d'autonomie évaluée par la grille GIR ?,Aides financières versées par les caisses de retraite et/ou les mutuelles au cas par cas.,Allocation personne âgée (APA) pour financement des aides à domicile et aménagements du domicile.,Financement d'une partie des coûts relatifs à l'accueil en EHPAD.,Aucune aide financière n'est possible.,b,4
418,OIC-050-05-B,Quels sont les dispositifs d'hébergement collectif pour les SA dépendants ?,EHPAD et EHPA,Résidences autonomie et Accueillant familiaux,Établissements de soins de longue durée,Toutes les options sont correctes,a,3
419,OIC-050-05-B-,"Selon la définition OMS de la douleur, qu'est-ce que la douleur ?",Une expérience sensorielle sans lien avec une lésion tissulaire.,"Une expérience personnelle influencée par des facteurs biologiques, psychologiques et sociaux.",Une sensation physique sans connotation émotionnelle.,Une expérience émotionnelle sans lien avec une lésion tissulaire.,b,4
420,OIC-050-06-A,Quel est le rôle des nocicepteurs dans la détection de la douleur ?,Ils sont responsables de la transmission des signaux de douleur vers le cerveau.,Ils détectent les stimuli nocifs et génèrent des messages pour signaler la douleur.,Ils modulent les réponses émotionnelles à la douleur.,Ils ne jouent pas de rôle dans la détection de la douleur.,b,4
421,OIC-050-07-B-,"Selon les données épidémiologiques, quel pourcentage des Français de plus de 18 ans déclarent souffrir de douleur quotidienne depuis plus de 3 mois?",20%,31%,45%,60%,b,4
422,OIC-050-09-B-,Quels sont les mécanismes des douleurs chez les cancéreux?,Nociceptifs,Neuropathiques,Mixtes (neuropathiques et nociceptives),Nociplastiques,c,4
423,OIC-050-10-A,Quelle est la caractéristique principale du diagnostic de la douleur chez le sujet âgé?,La douleur est souvent sous-estimée et sous-traitée,Les outils d'évaluation de la douleur sont spécifiques au sujet âgé,La douleur est silencieuse chez le sujet âgé,Le diagnostic de la douleur repose sur 4 piliers,a,4
424,OIC-050-11-B,Quel est le nombre d'actes d'anesthésie réalisés en France chaque année?,5 millions,10 millions,15 millions,20 millions,b,4
425,OIC-050-13-A,Quel est le type d'anesthésie qui implique la perte de conscience réversible ?,Anesthésie locale,Anesthésie locorégionale,Anesthésie générale,Anesthésie périphérique,c,4
426,OIC-050-13-A-,Quels sont les principaux objectifs de l'anesthésie générale?,Maintenir le patient éveillé,Éviter la douleur pendant l'intervention,Garantir une immobilité totale du patient,Améliorer la circulation sanguine,b,4
427,OIC-050-14-A,Quels sont les principes fondamentaux d'une anesthésie locorégionale?,La localisation précise du point d'injection,L'utilisation exclusive de médicaments,Le blocage nerveux sélectif des fibres sensitives,La stimulation cutanée pour obtenir une réponse nerveuse,c,4
428,OIC-050-14-A-,Quel est le mécanisme d'action des anesthésiques locaux lors d'une anesthésie locorégionale?,Ils inhibent les canaux potassiques,Ils bloquent les canaux sodiques voltages dépendants,Ils stimulent les récepteurs muscariniques,Ils augmentent la perméabilité de la barrière hémato-cérébrale,b,4
429,OIC-050-15-A,Quels sont les principaux anesthésiques locaux utilisés?,La lidocaïne,La mépivacaîne,Le bupivacaïne,Toutes les options précédentes,d,1
430,OIC-050-15-A-,Quels sont les deux types de douleurs rencontrés pendant le travail ?,Viscérales et somatiques,Viscérales et musculaires,Somatiques et musculaires,Neuropathiques et psychiques,a,4
431,OIC-050-16-B-,Quel est le but de la réhabilitation précoce après chirurgie (RAC) ?,Réduire les complications post-opératoires,Favoriser le rétablissement précoce des capacités du patient,Améliorer la douleur post-opératoire,Accélérer la récupération physique,b,4
432,OIC-050-17-A,Quel groupe d'enfants est particulièrement concerné par les soins palliatifs en pédiatrie ?,Les enfants atteints d'une maladie grave engageant le pronostic vital,Les enfants avec un handicap sévère,Les enfants nés prématurément,Les enfants atteints de cancer,a,4
433,OIC-051-01-A,Quelle est la définition des maladies infectieuses transmissibles?,Seulement contagieuses,Causées par un agent infectieux et se transmettent entre individus,Seulement causées par un virus,Ne sont pas contagieuses,b,4
434,OIC-051-02-B,Qui est principalement responsable de la surveillance des maladies infectieuses en France ?,Santé Publique France,Les Agences Régionales de Santé (ARS),Les Centres Nationaux de Référence (CNR),Les réseaux de surveillance nationaux,a,4
435,OIC-051-02-B-,"Quel est le rapport entre le nombre de personnes atteintes d’une maladie dans une population, à un moment donné, et l’ensemble de cette population ?",Précédence,Incidence,Taux d’attaque,Mortalité,a,4
436,OIC-051-03-A,Quelle est la formule pour calculer la sensibilité (Se) d'un examen diagnostique?,a/(a + b),d/(c + d),a/(a + c),b/(a + b),c,4
437,OIC-051-03-A-,Quelle est la mission principale de Santé Publique France en matière de maladies infectieuses transmissibles ?,La surveillance et l'observation permanente de l’état de santé de la population française,La veille et la vigilance sanitaire,L'alerte sanitaire,La contribution à la gestion des situations de crise sanitaire,a,4
438,OIC-051-04-B-,La transmission horizontale directe d'une personne à une autre peut se faire par lequel des modes suivants ?,Contact direct,Gouttelettes,Air,Environnement,a,4
439,OIC-051-05-B,Quelle est la principale méthode de transmission pour les maladies infectieuses transmissibles par contact direct entre deux personnes ?,Par l'air,Par des gouttelettes,Contact direct ou indirect,Par un vecteur vivant,c,4
440,OIC-051-05-B-,Quel est le principe de la déclaration obligatoire des maladies infectieuses ?,Permettre aux autorités sanitaires d'intervenir rapidement pour protéger la santé des populations.,Fournir des informations actualisées sur les problèmes de santé jugés mineurs.,Assurer une surveillance épidémiologique uniquement au niveau national.,Ne pas intervenir en cas de suspicion de maladie infectieuse transmissible.,a,4
441,OIC-051-06-A,Quel est le rôle des Centres nationaux de référence (CNR) dans la lutte contre les maladies transmissibles en France?,"Ils sont des laboratoires et services cliniques localisés dans des établissements publics ou privés de santé, d’enseignement ou de recherche.",Ils sont des hôpitaux spécialisés dans la prise en charge des patients infectieux.,Ils sont des organismes de recherche qui étudient les agents pathogènes.,Ils sont des centres de formation pour les professionnels de santé.,a,4
442,OIC-051-06-A-,Quels sont les exemples de contrôle des réservoirs ou de leur porte de sortie ?,"Utilisation d’un préservatif, éviction scolaire ou d’une collectivité, arrêt de travail.",Isolement géographique des porteurs dans le cadre des précautions complémentaires lors de soins.,"Mesures vétérinaires si le réservoir est animal, assainissement de l’environnement, traitement des eaux, éradication des larves d’insectes ou de mollusques.",Hygiène domestique,c,4
443,OIC-056-01-A-,Quel est le but principal du réseau Sentinelles ?,Collecter des données pour les besoins de la recherche médicale,Surveiller les épidémies et prévoir leurs événements,Fournir des soins de premier recours aux patients,Établir un réseau de médecins généralistes libéraux,b,4
444,OIC-056-02-A,Quel est le type de prothèse valvulaire qui nécessite une anticoagulation curative au long cours pour éviter toute thrombose de la prothèse ?,Prothèse mécanique,Prothèse biologique,Prothèse percutanée,Toutes les précédentes,a,4
445,OIC-056-02-A-,Quelles sont les principales complications des porteurs de prothèses valvulaires?,Thromboses aiguës de prothèse,Désinsertion de prothèse,Dégénérescence des bioprothèses,Endocardite infectieuse,a,5
446,OIC-056-03-A-,Quel est le risque d'endocardite infectieuse pour un patient porteur d'une prothèse valvulaire ?,Moins de 1%,Entre 2% et 5%,Plus de 10%,Inconnu,b,4
447,OIC-056-04-A,Quelle est la fréquence recommandée de dosage de l'INR pour les patients porteurs de prothèses mécaniques?,Une fois par an,Tous les 3 mois,Au moins mensuel,Quand le patient se sent mal,c,4
448,OIC-056-05-A,Quelle est la définition générale des Infections Ostéo-Articulaires (IOA) ?,Multiplication d'un agent infectieux au sein du tissu osseux et/ou articulaire.,Infection des tissus synoviaux puis des structures péri-articulaires.,Infection d'un disque intervertébral et des corps vertébraux adjacents.,Forme aiguë hématogène d'ostéite.,a,4
449,OIC-056-05-A-,Quelle est la prévalence des infections ostéo-articulaires (IOA) chez l'enfant en France ?,10/100 000 habitants/an,22/100 000 habitants/an,40/100 000 habitants/an,70/100 000 habitants/an,b,4
450,OIC-056-06-A,Quel est le mécanisme de survenue le plus fréquent des infections ostéo-articulaires (IOA) ?,Inoculation directe lors d'une chirurgie,Localisation secondaire osseuse ou articulaire au cours d'une bactériémie,Extension d'une infection de proximité au système ostéo-articulaire,Contamination par le sang lors d'un traumatisme,b,4
451,OIC-056-07-B,Quels sont les signes cliniques d'IOA aiguë chez l'enfant et l'adulte?,"Fièvre/hyperthermie inconstante, douleur articulaire ou membre","Douleur chronique, impotence fonctionnelle partielle ou totale, boiterie","Rougeur, chaleur, œdème, épanchement articulaire","Cicatrice anormale, douleur aiguë post-opératoire",a,4
452,OIC-056-07-B-,Quel est l'examen d'imagerie qui permet de détecter des signes précoces d'une infection ostéo-articulaire ?,Radiographie conventionnelle,Echographie,Scanner sans et avec injection de produit de contraste,IRM,d,4
453,OIC-056-08-B,Quelle est l'indication principale de la ponction articulaire en cas d'arthrite aiguë ?,Établir le diagnostic microbiologique,Orienter vers un traitement antibiotique,Évaluer les lésions articulaires,Prévenir une possible infection cutanée,a,4
454,OIC-056-08-B-,Quelles sont les mesures thérapeutiques autres que les antibiotiques utilisées pour traiter les infections ostéo-articulaires (IOA) de l’enfant et de l’adulte?,Immobilisation antalgique initiale,Chirurgie systématique,Prévention de la maladie thrombo-embolique veineuse,Rééducation dès amélioration des douleurs et signes inflammatoires locaux,a,4
455,OIC-056-09-B,Quelle est la prise en charge recommandée pour une arthrite septique?,Antibiotiques oraux,Antibiotiques injectables,Analgésiques et anti-inflammatoires,Physiothérapie,b,4
456,OIC-070-01-A,Quelles sont les complications possibles d'une arthrite septique aiguë?,"Sepsis, choc septique",Abcès des parties molles adjacentes,Ostéite de contiguïté,Destruction articulaire avec séquelles fonctionnelles,a,5
457,OIC-070-01-A-,Quel est le rôle de la ponction articulaire dans le traitement des arthrites septiques?,Evacuation du liquide articular,Diagnostic précoce de l'infection,Traitement chirurgical,Antibiothérapie initiale,a,4
458,OIC-070-02-B,Quelle est la prise en charge recommandée en cas de suspicion d'infection disco-vertébrale?,Antibiothérapie probabiliste,Prise en charge urgente hospitalière,Observation ambulatoire,Traitement chirurgical,b,4
459,OIC-070-02-B-,Quels sont les signes cliniques couramment associés à une spondylodiscite ?,"Fièvre, douleurs du rachis et raideur rachidienne","Douleur thoracique, fièvre et bactériémie","Hyperthermie, douleurs abdominales et contracture des muscles para-vertébraux",Tous les signes mentionnés précédemment,a,4
460,OIC-070-03-B,Quelles sont les complications neurologiques possibles d'une spondylodiscite?,"Sepsis, choc septique",Complications neurologiques : syndrome lésionnel ou sous-lésionnel,Abcès para-vertébraux,"Epidurite, abcès épidural",b,4
461,OIC-070-03-B-,Quels sont les examens complémentaires à réaliser pour une spondylodiscite ?,IRM et échographie cardiaque,Scanner et scintigraphie osseuse,Hémocultures systématiques et ponction biopsie disco-vertébrale,Biologie et imagerie fonctionnelle,c,4
462,OIC-070-04-B,Quelle est la localisation la plus courante des ostéites chroniques chez l'adulte ?,Os longs,Pied,Bassin,Tête,a,4
463,OIC-070-04-B-,Quelle est la principale cause des infections ostéo-articulaires (IOA) ?,Une blessure ou une entaille profonde,Un virus ou une bactérie,Un traumatisme sportif,Une mauvaise hygiène personnelle,b,4
464,OIC-070-05-A,Quel est le meilleur examen pour confirmer le diagnostic d'une ostéite aiguë de l'enfant?,Radiographie simple,Échographie,IRM,Scintigraphie osseuse,c,4
465,OIC-070-05-A-,Quelle est la définition d'une bactériémie?,Présence de virus dans le sang,Présence de bactéries dans le sang détectables dans un flacon d'hémocultures,Présence de champignons dans le sang,Présence de parasites dans le sang,b,4
466,OIC-070-06-A,Quelle est la fréquence des bactériémies chez les patients hospitalisés?,"0,5%",1%,2%,3%,b,4
467,OIC-070-06-A-,Quel est le premier élément à rechercher pour orienter la prise en charge d'un patient présentant une fièvre et un sepsis ou choc septique ?,Les données cliniques,Les hémocultures,L'examen physique,La biologie moléculaire,a,4
468,OIC-070-07-B-,"Quels sont les agents infectieux à l'origine des fongémies, ainsi que leur porte d'entrée et le terrain associé?","Candida albicans, cathéter vasculaire","Cryptococcus sp., chirurgie abdominale","Malassezia, toxicomanie IV","Aspergillus, voies veineuses centrales",a,4
469,OIC-070-09-A,Quels sont les cas où il est justifié de ne pas prélever les examens à visée microbiologiques avant le début de l'antibiothérapie ?,Purpura fulminans,Patient présentant un état de choc septique ou une méningite bactérienne et dont les prélèvements à visée microbiologique retarderaient le début de l’antibiothérapie de plus d’une heure.,Tous les patients nécessitant une antibiothérapie d'urgence,Seuls les patients présentant des signes de sepsis aigüe,b,4
470,OIC-070-09-A-,Quelles sont les indications pour réaliser des hémocultures en cas de suspicion de bactériémie/fongémie?,"A-Fièvre (+/- frissons) associée à l’un des critères suivants : Purpura fébrile, nécessité d’une hospitalisation OU fièvre survenant en cours d’hospitalisation, terrain particulier (asplénie, neutropénie, présence d’un cathéter vasculaire), hypothermie +/- signes de défaillance d’organe","B-Suspicion d’endocardite = réaliser trois paires d'hémocultures, même en l’absence de fièvre","C-En cas de suspicion de fongémie (cathéter, immunodéprimé fébrile sous antibiotiques, chirurgie digestive...), des hémocultures sur flacons fongiques sont indiquées",Les hémocultures n’ont pas besoin d’être prélevées au moment d’un pic de fièvre ou lors de frissons.,a,4
471,OIC-070-10-B,Quels sont les examens complémentaires indiqués pour une bactériémie due à Staphylococcus aureus ?,Échocardiographie systématique et ponction lombaire,Échocardiographie systématique,Radiographie de thorax et imagerie abdominale,Ponction lombaire et imagerie thoracique,b,4
472,OIC-073-01-A-,Quel est le traitement antibiotique recommandé pour une infection à Staphylococcus aureus sensible à la méticilline (SASM) ?,Pénicilline M ou céfazoline,Vancomycine,Céfotaxime,Amoxicilline,a,4
473,OIC-073-02-A-,Quelles sont les situations où le contrôle chirurgical ou radio-interventionnel de la source infectieuse est indispensable ?,Seulement en cas d'urgence abdominale,Dans toutes les situations mentionnées ci-dessus,Seulement pour le traitement d'une pyélonéphrite aigue bloquée,Aucune situation ne nécessite ce type de contrôle,b,4
474,OIC-073-03-B,Quel est le délai recommandé pour la prise d'hémocultures dans le suivi d'une bactériémie à Staphylococcus aureus ?,24 heures,48 heures,72 heures,96 heures,b,4
475,OIC-073-05-B,Quel est le principal agent pathogène responsable d'infections urinaires communautaires chez l'enfant ?,Escherichia coli,Staphylococcus saprophyticus,Proteus mirabilis,Enterococcus faecalis,a,4
476,OIC-073-05-B-,Quels sont les examens complémentaires recommandés pour une cystite simple chez l'adulte ?,BU seule,BU et ECBU avec antibiogramme systématique,Echographie des reins et vessie,Tous les examens précédents,a,4
477,OIC-073-06-B,Quels examens complémentaires sont recommandés pour une cystite simple ?,Scanner,IRM,Cystographie rétrograde,Aucun examen d'imagerie recommandé,d,4
478,OIC-073-06-B-,Quelle est la principale limitation de la bandelette urinaire (BU) dans le diagnostic des infections urinaires (IU)?,Elle est trop coûteuse,Elle ne permet pas de confirmer ou d'écarter formellement une IU,Elle nécessite une alimentation spécifique pour être interprétée correctement,Elle est réservée aux patients symptomatiques,b,4
479,OIC-073-07-B-,Quelle est la définition d'une colonisation urinaire?,Présence de symptômes urinaires,Présence d'une bactérie dans les urines en l'absence de tout symptôme,Présence de sang dans les urines,Présence de pus dans les urines,b,4
480,OIC-073-08-B-,Quels sont les critères diagnostiques d'une pyélonéphrite aiguë?,"Douleur lombaire unilatérale fébrile, nausées ou vomissements liés à un iléus réflexe",Irradiation de la douleur et obstacle des voies urinaires,Gravité clinique et sepsis définis par les critères précédemment décrits,Tous les critères ci-dessus,d,4
481,OIC-073-09-B,Quelle est la molécule d'antibiotique de première intention pour traiter une cystite simple ?,Fosfomycine-Trométamol en monodose,Pivmécillinam,En cas d'impossibilité des 2 précédentes : ECBU pour guider le choix thérapeutique,Fluoroquinolones,a,4
482,OIC-073-09-B-,Quel est le traitement de première intention pour une pyélonéphrite aiguë simple ?,Antibiotiques par voie orale pendant 7 jours,Antibiotiques par voie intraveineuse pendant 3 jours,Hospitalisation immédiate et traitement par C3G IV,"Aucun traitement, la maladie va s'autoguérir",a,4
483,OIC-074-01-A,Quel est le traitement recommandé pour les pyélonéphrites aiguës compliquées ?,C3G IV en hospitalisation,Ciprofloxacine ou levofloxacine,Aminosides ou aztréonam,Carbapénème + amikacine,a,4
