id,question,option_a,option_b,option_c,option_d,correct_option,distractor_quality
OIC-265-09-B,"Quels sont les symptômes associés à un calcul urinaire, autres que la colique néphrétique ?",Aucun : calcul asymptomatique de découverte fortuite,"Hématurie, plutôt d’effort. macroscopique ou microscopique",Infections urinaires (pyélonéphrites),Insuffisance rénale (obstruction chronique et calculs coralliformes),Aucun : calcul asymptomatique de découverte fortuite,0
OIC-265-10-B,Quels examens d'imagerie sont indiqués en urgence pour une colique néphrétique compliquée ?,"Couple échographie-abdomen sans préparation, TDM",Scanner abdomino-pelvien faible dose sans injection de produit de contraste,Echographie urinaire seule,Tous les examens d'imagerie mentionnés précédemment,b,0
OIC-265-14-A,Quels sont les critères d'indication pour une lithitritie extra corporelle (LEC) en cas de calcul rénal ? ,Trouble congénital ou acquis de l'hémostase et de la coagulation,Grossesse,Infection urinaire non traitée,Obstacle en aval du calcul,d,0
OIC-267-01-A,Quelles sont les indications pour réaliser des GDS artériels ?,Insuffisance rénale aiguë sévère,Suspicion d'acido-cétose,État de choc,Tous les cas de troubles de l'équilibre acido-basique,D,0
OIC-267-03-A,Quelle est la définition d’un trouble acido-basique ?,Mesure du pH et de la gazométrie circulante sanguine,"Analyse d’un résultat de gaz du sang pour déterminer si c’est une acidose ou alcalose, métabolique ou respiratoire","Trouble acido-basique : anomalie du pH artériel ou veineux avec un pH < 7,38 ou > 7,42",Trouble acido-basique : anomalie de la PCO2 ou HCO3– avec une acidose ou alcalose respiratoire ou métabolique,option_b,0
OIC-267-04-A,Quelle est la condition d'urgence vitale selon le contenu éducatif ?,"pH < 7,10 ou bicarbonatémie > 8 mmol/L","pH > 7,10 ou bicarbonatémie < 8 mmol/L","pH = 7,10 ou bicarbonatémie = 8 mmol/L","pH > 7,10 ou bicarbonatémie > 8 mmol/L",b,0
OIC-267-11-A,Quelle est l'indication principale pour doser la kaliémie à la recherche d'une hyperkaliémie ?,Trouble musculaire aigue,Trouble de la conduction et du rythme cardiaque,Perte de connaissance,Prescription et surveillance de médicaments altérant le métabolisme du potassium,d,0
OIC-267-14-A,Quelles sont les causes les plus fréquentes d'hyperkaliémie ?,L'insuffisance rénale et l'acidose métabolique,"La prise de médicaments tels que les IEC ou ARA2, en particulier chez des patients ayant une hypovolémie efficace ou une insuffisance rénale chronique sous-jacente",L'excès d'apport en potassium et la lyse cellulaire,La rhabdomyolyse et les brûlures étendues,b,0
OIC-267-21-A,Quelles sont les principales causes d'hypokaliémie avec pertes extra-rénales ?,Carence d'apport en potassium,Transfert excessif du compartiment extracellulaire vers le compartiment intracellulaire,Augmentation des pertes de potassium,Tous les choix sont corrects,c,0
OIC-267-24-B,Quelle est la conséquence directe d'un bilan hydrique positif dans le corps ?,Une hyperhydratation intracellulaire,Une déshydratation intracellulaire,Une hypo-osmolalité et une hyponatrémie,Une hyperosmolalité et une hypernatrémie,c,0
OIC-267-26-A,Quelle est la première étape dans la démarche diagnostique générale devant une hyponatrémie hypotonique ?,Évaluer l'osmolalité urinaire,Mesurer directement l'osmolalité plasmatique par un osmomètre,Déterminer les critères diagnostiques du SIADH,Enregistrer le bilan de sodium,option_b,0
OIC-267-31-A,Quels sont les symptômes de gravité de l’hypernatrémie ?,Somnolence et asthénie,Troubles du comportement à type d’irritabilité et fièvre d’origine centrale,"Crise convulsive, coma, hémorragies cérébro-méningées et thromboses veineuses cérébrales",Tous les symptômes mentionnés ci-dessus,c,0
OIC-283-02-A,Quelle définition de la constipation est correcte ?,Soit par une réduction du nombre de selles hebdomadaires (< 3 selles/semaine),Soit des efforts de poussée exagérés pour exonérer ce qui définit la dyschésie,Soit une association des deux,"La constipation est définie par la plainte d’un patient concernant son transit (qualité et nombre de selles, sensation d’évacuation incomplète…)",d,0
OIC-288-02-B,Quel est le taux d'incidence de la pathologie hémorroïdaire en France ?,1 personne sur 10,1 personne sur 5,1 personne sur 3,1 personne sur 2,c,0
OIC-288-05-A,Quelle est la caractéristique principale d'une thrombose hémorroïdaire externe ?,Elle n'est pas sensible à la palpation,Elle modifie les plis radiés de l'anus,Elle ne nécessite pas d'anuscopie pour son diagnostic,Elle est toujours associée à des saignements importants,option_b,0
OIC-288-08-B,Quel est le diagnostic différentiel de la thrombose hémorroïdaire externe ?,L'hémorragie cérébrale,La thrombose veineuse profonde des jambes,La fissure anale,Le cancer anal,option_c,0
OIC-288-15-A,Quel est le traitement recommandé pour une thrombose hémorroïdaire externe ?,L'incision et la drainage chirurgicaux sont les seuls traitements efficaces.,La sclérose thermique ou la ligature des hémorroïdes est le traitement de choix.,Le traitement par laser ou l'électrocoagulation est préférable à toute autre méthode.,L'application d'un gant de crin pour compresser les hémorroïdes est une solution efficace.,b,0
OIC-299-06-B,Quelle est la stratégie d’exploration en imagerie devant une tumeur intracrânienne de l’adulte ?,Scanner cérébral sans et avec injection,IRM sans injection,IRM avec injection,Tous les examens ci-dessus sont nécessaires,b,0
OIC-302-04-A,Quelles sont les marges de sécurité conseillées en cas de reprise chirurgicale d'un mélanome selon l'indice de Breslow ?,"0,5 cm pour tous les mélanomes","1 à 2 cm si l'indice de Breslow est compris entre 1,01 et 2 mm",2 cm si l'indice de Breslow est supérieur à 2 mm,Même marge pour tous les mélanomes,c,0
OIC-302-15-B,Quel est le type de carcinome basocellulaire représenté dans la photographie A ?,Carcinome basocellulaire superficiel,Carcinome basocellulaire nodulaire,Carcinome basocellulaire infiltratif,Carcinome basocellulaire ulceré,A,0
OIC-310-03-A,Quels sont les facteurs de risque connus pour le cancer de la prostate ?,"L'âge, l'origine ethnique et les facteurs génétiques","Les pesticides, le syndrome métabolique et l'exposition professionnelle au chlordécone","La pollution atmosphérique, la consommation de viande rouge et le manque d'exercice physique","L'hérédité, les antécédents de cancer du sein ou de l'ovaire et l'âge",d,0
OIC-310-05-A,Quel est le signe de cancer de la prostate qui n'est pas vrai ?,L'hémospermie est un signe de cancer de la prostate.,La plupart des cancers de la prostate sont asymptomatiques.,Les troubles mictionnels sont causés par l'obstruction urétrale par le cancer.,L'insuffisance rénale est une complication du cancer de la prostate.,A,0
OIC-312-05-A,Quelle est l'âge recommandé pour commencer les examens cliniques mammaires réguliers ?,25 ans,30 ans,35 ans,40 ans,option_a,0
OIC-312-07-B,Quels sont les signes visibles sur la photographe d'un sein inflammatoire ?,Asymétrie mammaire et œdème,Rétraction mammaire et peau d'orange,Ecoulement sanguin et méplat,Tous les signes ci-dessus sont visibles sur la photographe,D,0
OIC-325-03-A,Quelle est la définition d'une prescription médicamenteuse inappropriée (PMI) ?,Une prescription qui engendre plus de bénéfices que de risques pour le patient.,"Une prescription sans indication clinique, non conforme à l'autorisation de mise sur le marché (AMM) ou aux recommandations officielles des sociétés savantes.",Une prescription qui engendre plus de risques que de bénéfices pour le patient.,Une prescription qui est trop coûteuse pour le patient.,c,0
OIC-325-05-B,Quels sont les mécanismes généraux des principales pathologies induites par les médicaments ?,"Effets de type A, prévisibles : directement dus aux caractéristiques pharmacodynamiques du médicament.","Effets de type B, non prévisibles : ne peuvent être expliqués par les propriétés pharmacodynamiques du médicament.",Tous les mécanismes sont liés à des effets toxiques sur le système nerveux.,Les pathologies induites par les médicaments sont toutes dues à des réactions immuno-allergiques.,b,0
OIC-325-14-A,Quel est le contenu d'une déclaration d'un effet indésirable suspecté d'être dû à des biomatériaux ?,"Tout incident ou risque d’incident grave ayant entraîné ou susceptible d’entraîner la mort ou la dégradation grave de l’état de santé d’un patient, d’un tiers ou d’un utilisateur relatif à un dispositif médical.",Seulement les effets indésirables mineurs sur les patients,"Tout incident ou risque d’incident grave ayant entraîné ou susceptible d’entraîner la mort ou la dégradation grave de l’état de santé d’un patient, d’un tiers ou d’un utilisateur relatif à un dispositif médical, ainsi que les effets indésirables mineurs sur les patients",Seulement les incidents graves sur les utilisateurs des biomatériaux,option_a,0
OIC-325-20-B,Quel est le délai dans lequel la victime doit saisir la CCI après la consolidation de son état de santé ?,5 ans,10 ans,15 ans,20 ans,b,0
OIC-328-02-A,Quel est le critère principal pour définir un dispositif médical selon l'ANSM ?,L'action principale voulue obtenue par des moyens pharmacologiques,L'utilisation à des fins non médicales,L'obtention d'une action principale n'ayant pas pour origine humaine,L'absence de remboursement par les organismes sociaux,c,0
OIC-328-08-A,Quels sont les éléments constitutifs d'une prothèse de membre ?,"Manchon, emboîture, effecteurs intermédiaires, pièces de liaison et habillage esthétique.","Membre résiduel, manchon, emboîture et effecteur terminal.","Pièces de liaison, effecteur terminal et habillage esthétique.","Emboîture, pièces de liaison et habillage esthétique.",option_b,0
OIC-330-07-A,Quel est le principal mécanisme d'action des héparines de bas poids moléculaire ?,Inhibition du facteur Xa,Inhibition du facteur IIa,Renforcement de l'action de l'antithrombine III,Activation du système kininase,c,0
OIC-330-10-A,Quels sont les inhibiteurs spécifiques de recapture de la sérotonine ?,"Les inhibiteurs spécifiques de recapture de la sérotonine sont utilisés pour traiter la dépression, l'anxiété et les troubles du sommeil.","Ils agissent en augmentant le niveau de sérotonine dans le cerveau, ce qui améliore le tonus musculaire et réduit la douleur.","Les inhibiteurs spécifiques de recapture de la sérotonine sont utilisés pour traiter les troubles du comportement alimentaire, tels que l'anorexie nervose.","Ils agissent en diminuant le niveau de dopamine dans le cerveau, ce qui réduit les symptômes de la schizophrénie.",a,0
OIC-332-01-A,Quels sont les critères pour diagnostiquer un état de choc ?,A/ Hypotension artérielle avec une tachycardie réactionnelle.,"B/ Signes cliniques d'hypoperfusion périphérique, tels que la polypnée, les marbrures et l'allongement du temps de recoloration cutané.",C/ La lactatémie >2mmol/L est un signe biologique majeur intégré dans la définition du choc septique.,"D/ L'insuffisance circulatoire, l'inadéquation entre les besoins et les apports en oxygène, la souffrance énergétique cellulaire par dette en oxygène et les défaillances d'organes.",B,0
OIC-332-03-B,Quel est le type d'état de choc caractérisé par une augmentation de la post-charge cardiaque/résistances vasculaires systèmeiques ?,Cardiogénique,Hypovolémique,Distributif,Obstructif,d,0
OIC-332-04-A,Quels sont les signes cliniques d'un état de choc ?,Hypotension artérielle et tachycardie,"Fievre, douleur abdominale et nausée","Asthénie, marbrures et polypnée",Perte de connaissance et convulsions,c,0
OIC-336-03-A,Quel est le premier pas à suivre lors de la détection d'un coma chez un adulte ou un enfant ?,"Absence de réponse du patient malgré des stimulations verbale, tactile ou douloureuse (intensité croissante) chez un patient yeux fermés qui semble inconscient",S'assurer de la présence d'un pouls central sinon prendre en charge comme un arrêt cardiorespiratoire,"S 'assurer de l'absence de traumatisme si non, prendre en charge comme un coma traumatique",Evaluation de la profondeur par l'utilisation de stimulations nociceptives : pression du lit unguéal des quatre membres et la pression de la région temporo-mandibulaire (manoeuvre de Pierre Marie et Foix),b,0
OIC-336-05-A,Quels sont les éléments d’orientation clinique et anamnestique devant un coma non traumatique chez l’adulte et l’enfant ?,"Présence de fièvre, purpura",Présence d’un syndrome méningé,"Présence d’un traumatisme (ecchymoses, hématome en lunette ou en rétro-auriculaire)",Présence de troubles oculomoteurs et convulsions,b,0
OIC-336-06-B,Quels sont les critères pour un diagnostic de mort cérébrale ?,Coma profond Glasgow = 3 et abolition de tous les réflexes du tronc cérébral.,"Un des examens complémentaires confirmant le diagnostic, tels que l'angiographie ou l'EEG.",Absence de réflexe photomoteur et absence de réflexe cornéen.,Abolition de la ventilation spontanée avec épreuve d’hypercapnie chez le malade ventilé.,b,0
OIC-336-08-A,Quels sont les signes d'urgence extrême dans un coma chez l'enfant et l'adulte ?,Score de Glasgow < 8,Glycémie inférieur à 3 mmol/L,Engagement : mydriase unilatérale avec réponse motrice en décérébration,Crises généralisées tonicocloniques durant plus de 5 min ou se succédant sans reprise de la conscience entre les crises,D,0
OIC-336-09-A,Quels sont les examens complémentaires à réaliser en urgence chez l’adulte et chez l’enfant dans le cas d’un coma non traumatique ?,"Glycémie capillaire, ionogramme standard avec natrémie, calcémie, urée, créatinine, gaz du sang, scanner cérébral en urgence si signe de localisation ou suspicion forte d’hémorragie méningée","Bilan hépatique, analyse toxicologique sang/urine, ponction lombaire si contexte de méningite","Glycémie capillaire, ionogramme standard avec natrémie, calcémie, urée, créatinine, gaz du sang, scanner cérébral en urgence si suspicion forte d’hémorragie méningée ou coma sans cause évidente","Ponction lombaire si contexte de méningo-encéphalite ou encéphalite, analyse toxicologique sang/urine",A,0
OIC-342-07-A,Quelles sont les causes cardiovasculaires et non cardiovasculaires des syncopes/lipothymies ?,Seulement la cause cardiaque,"Toutes les causes, y compris la cause cardiaque et non cardiaque",Aucune cause cardiaque,La cause cardiaque est la plus fréquente,b,0
OIC-342-13-B,Quels sont les examens de seconde intention pour diagnostiquer une syncope ou une lipothymie ?,Ionogramme sanguin et créatininémie,Monitoring ECG implantable,Test d'inclinaison,Étude électrophysiologique endocavitaire,D,0
OIC-342-14-A,Quels sont les éléments cliniques justifiant un avis cardiologique dans les moins de 24 heures ?,Perte de connaissance au cours d’un effort physique,Dyspnée récente ou inexpliquée,Histoire familiale de mort subite cardiaque chez des personnes < 40 ans,Tout symptôme évocateur d’une maladie cardiaque,option_b,0
OIC-342-15-A,Quels sont les gestes d'urgence à effectuer en présence d'une crise convulsive généralisée ?,Placer le patient dans une position de sécurité,Utiliser un objet pointu pour essayer de stopper la crise,"Appeler les secours et maintenir l'airway, breathing, circulation (ABC)",Laisser le patient seul pendant que la crise se déroule,c,0
OIC-347-03-A,Quelle est la principale cause de rétention aiguë d’urine chez l’homme ?,Hypertrophie bénigne de la prostate (HBP),Prostatite,Cancer de la prostate,Lithiase urinaire,option_c,0
OIC-347-06-A,Quel est le principal signe clinique qui distingue la rétention aiguë d'urine de l'anurie ?,Douleur abdominale,Absence totale de production d'urine par les reins,Globe vésical visible,Envie d'uriner,option_b,0
OIC-351-08-A,Quels sont les types de hallucinations selon leur localisation sensorielle ?,"Hallucinations visuelles, auditives et tactiles.","Hallucinations olfactives, gustatives et cénesthésiques.","Hallucinations kinesthésiques, visuelles et auditives.","Hallucinations visuelles, olfactives et cénesthésiques.",c,0
OIC-351-12-A,Quelles sont les indications de l'hospitalisation libre et sans consentement selon l'âge ?,Pour les personnes âgées de plus de 65 ans souffrant d'un trouble psychiatrique aigu.,Pour les mineurs de moins de 18 ans qui présentent un danger pour eux-mêmes ou pour autrui.,Pour les adultes en état de détresse psychique grave nécessitant une hospitalisation immédiate.,Pour les personnes souffrant d'un trouble psychiatrique chronique sans crise aiguë.,b,0
OIC-353-02-A,Quel est le taux de mortalité par suicide pour une personne ayant tenté de se suicider en France ?,5%,10%,20%,30%,b,0
OIC-353-04-A,Quels sont les moyens utilisés en premier lieu par un enfant pour se suicider ?,Intoxication médicamenteuse volontaire,Pendaison/strangulation et défenestration,Mise en danger sur la voie publique,Blessures auto-infligées,option_b,0
OIC-353-10-B,Quel est le but principal d'un plan de sécurité personnalisé dans le contexte de la prise en charge d'une conduite suicidaire chez un enfant ou un adolescent ?,Évaluer les risques et les facteurs de protection,Elaborer une liste des ressources pour lutter contre les crises suicidaires,Sensibiliser les parents à la sécurisation de l'environnement,Fournir un soutien psychologique aux patients,b,0
OIC-364-06-A,Quels sont les principes de prise en charge initiale des traumatismes de l’enfant ?,"Immobiliser, traiter la douleur et prescrire l'imagerie.","Prescrire immédiatement une immobilisation temporaire, un antalgique de niveau 2 ou 3 et localiser la lésion.",Faire subir des examens complémentaires avant d'immobiliser le membre.,Laisser l'enfant se débrouiller seul pour éviter les complications.,option_a,0
OIC-005-03-A,Quelle juridiction est-elle responsable en cas de responsabilité civile engagée par un professionnel exerçant à titre libéral ou un établissement privé de santé?,Tribunal civil,Cour d'appel,Cour de cassation,Aucune des trois,Cour de cassation,0
OIC-005-12-B,Quels sont les principaux facteurs qui peuvent conduire à l'ouverture d'un contentieux à la suite d'un accident médical?,Les facteurs ne sont pas listés,Les facteurs ne sont pas précisés,Les facteurs ne sont pas classés par ordre de priorité,Les facteurs cités ne correspondent pas à ceux qui peuvent conduire à l'ouverture d'un contentieux,Les facteurs cités ne correspondent pas à ceux qui peuvent conduire à l'ouverture d'un contentieux,0
OIC-006-04-B,Quels sont les objectifs d'un protocole pluriprofessionnel en soins ?,Faciliter le travail en équipe.,Assurer la qualité des soins.,Améliorer l'efficacité des soins.,Favoriser la prescription raisonnée.,Faciliter le travail en équipe.,0
OIC-008-02-B,Les discriminations ont un impact sur les inégalités sociales et les inégalités de santé.,"Ces inégalités sont liées à des facteurs tels que l'apparence physique, l'origine culturelle ou le milieu social.","Les discriminations ont un impact négatif sur la qualité du logement et les conditions d'emploi, ce qui affecte directement la santé des personnes.","Les discriminations contribuent au stress chez les personnes concernées, ce qui peut avoir des répercussions négatives sur leur état de santé physique et mentale.","Les discriminations accentuent le non-recours aux services de santé, notamment en raison d'attentes négatives ou de barrières à l'accès aux soins.","Les discriminations contribuent largement au ""non-recours"".",0
OIC-009-08-A,La personne de confiance est-elle un interlocuteur privilégié pour témoigner des désirs du patient dans certaines situations critiques?,"Oui, elle est le seul interlocuteur possible.","Non, il y a d'autres interlocuteurs possibles.",Seulement en cas de fin de vie.,Elle n'a aucun rôle dans les décisions critiques.,"Oui, elle est le seul interlocuteur possible.",0
OIC-009-09-B,Quelle est la définition de la vulnérabilité?,La vulnérabilité est une notion historiquement et culturellement située.,La vulnérabilité est un état pathologique.,La vulnérabilité est le fonds commun de notre humanité repensée à l'aune de la faiblesse et de la dépendance.,"La vulnérabilité n'est pas une condition négative en ce qu'elle empêche ou entrave l'autonomie, mais la condition normale du vivant, le fonds commun de notre humanité repensée à l'aune de la faiblesse et de la dépendance.",La vulnérabilité est une notion historiquement et culturellement située.,0
OIC-009-10-B,Quelles sont les mesures de protection juridique pour les personnes âgées ou handicapées?,Tutelle,Curatelle,Sauvegarde de justice,Mandat de protection future,Tutelle,0
OIC-009-11-A,Quelles sont les trois principales mesures de protection juridique pour une personne dont les facultés intellectuelles ou physiques sont altérées?,La sauvegarde de justice,La curatelle,La tutelle,Toutes les trois,Toutes les trois,0
OIC-009-14-B,Quelle est la législation concernant l'interruption médicale de grossesse (IMG) ?,L'IMG peut être pratiquée jusqu'à 12 semaines d'aménorrhée,L'IMG ne peut être pratiquée avant 20 semaines d'aménorrhée,L'IMG ne peut être pratiquée après 28 semaines de grossesse,L'IMG ne peut être pratiquée sans l'accord du couple,L'IMG ne peut être pratiquée sans l'accord du couple,0
OIC-009-15-B,Quels sont les principes réglementaires encadrant le diagnostic prénatal?,Le diagnostic prénatal est soumis à l'accord préalable d'une commission,Les résultats du diagnostic prénatal doivent être communiqués aux parents avant 16 SA,Toute femme enceinte peut demander un test de dépistage prénatal non invasif sans condition,Le diagnostic prénatal est soumis à l'accord préalable d'une commission et les résultats doivent être communiqués aux parents avant 16 SA,Le diagnostic prénatal est soumis à l'accord préalable d'une commission et les résultats doivent être communiqués aux parents avant 16 SA,0
OIC-009-16-B,Quels sont les enjeux éthiques du diagnostic préimplantatoire?,Le recours au DPI ne doit pas dépasser les indications initiales.,La sélection des embryons pour typage HLA est une pratique acceptable.,Le DPI n'a pas sa place dans le cadre d'une procréation médicale à la demande.,Le choix du sexe de l'enfant ne pose aucun problème éthique.,C,0
OIC-009-17-A,Quels sont les enjeux éthiques de la fin de vie ?,La définition de la notion de fin de vie est complexe et incertaine.,L'enjeu éthique principal est d'offrir une information honnête et claire à la personne malade.,"Le respect de la dignité humaine, quels que soient la vulnérabilité et l'état de dépendance de la personne.",L'enjeu éthique principal est de soulager les douleurs et souffrances de la personne.,La définition de la notion de fin de vie est complexe et incertaine.,0
OIC-009-24-B,Le diagnostic de mort avant prélèvement sur un défunt,"La définition de la mort ""est que"" la résultante d’un accord social (variable au fil du temps). Longtemps la mort a été reconnue à travers le cadavre inanimé ou froid. Puis est apparu la notion de mort par arrêt cardio circulatoire et ensuite celle de mort encéphalique.","La définition de la mort ""est que"" la résultante d’un accord social (variable au fil du temps). Longtemps la mort a été reconnue à travers le cadavre inanimé ou froid. Puis est apparu la notion de mort par arrêt cardio circulatoire et ensuite celle de mort encéphalique.","La définition de la mort ""est que"" la résultante d’un accord social (variable au fil du temps). Longtemps la mort a été reconnue à travers le cadavre inanimé ou froid. Puis est apparu la notion de mort par arrêt cardio circulatoire et ensuite celle de mort encéphalique.","La définition de la mort ""est que"" la résultante d’un accord social (variable au fil du temps). Longtemps la mort a été reconnue à travers le cadavre inanimé ou froid. Puis est apparu la notion de mort par arrêt cardio circulatoire et ensuite celle de mort encéphalique.","La définition de la mort ""est que"" la résultante d’un accord social (variable au fil du temps). Longtemps la mort a été reconnue à travers le cadavre inanimé ou froid. Puis est apparu la notion de mort par arrêt cardio circulatoire et ensuite celle de mort encéphalique.",0
OIC-009-25-B,Quels sont les principes spécifiques au don d'organes entre vivants?,Le donneur doit être le père ou la mère du receveur.,Les frères et sœurs peuvent être donneurs.,Toute personne ayant vécu une vie commune avec le receveur peut être donneur.,La loi autorise désormais des dons croisés entre vivants.,La loi autorise désormais des dons croisés entre vivants.,0
OIC-009-26-B,Quels sont les principes qui gouvernent les éléments et produits du corps humain?,La non-patrimonialité,Le consentement préalable de la personne,L’anonymat,Les trois options précédentes,D,0
OIC-009-27-B,Quelles sont les conditions d'identification par empreintes génétiques d'une personne?,Dans le cadre de mesures d'investigation ou d'instruction diligentées lors d'une procédure judiciaire.,A des fins médicales ou de recherche scientifique.,"Aux fins d'établir, lorsqu'elle est inconnue, l'identité de personnes décédées.",Dans les conditions prévues à l'article L.2381-1 du Code de la défense nationale.,Diverses conditions spécifiques.,0
OIC-010-01-A,Quelle est la fonction principale du corps selon Pierre Bourdieu ?,Le corps est une construction sociale.,Le corps est un outil de distinction sociale.,Le corps est un support pour les habitudes de classe.,Le corps est un témoin d'histoire et de mémoire collective.,Le corps est une construction sociale.,0
OIC-010-03-B,Quelle est la différence entre le corps-objet et le corps-sujet dans le contexte de la santé?,"Le corps-objet est le corps considéré comme un simple objet, dépourvu de caractéristiques spécifiquement humaines, tandis que le corps-sujet inclut le corps subjectif vécu par l'individu et la dimension du sujet dans son action.","Le corps-objet est régi par des lois naturelles, tandis que le corps-sujet est influencé par les facteurs sociaux et culturels.","Le corps-objet est l'ensemble de tous les organes du corps humain, alors que le corps-sujet inclut également la psychologie et les expériences individuelles.","Le corps-objet est ce qui est observé par les soignants, tandis que le corps-sujet est ce qui est vécu par le patient.","Le corps-objet est dépourvu de caractéristiques spécifiquement humaines et régi par des lois naturelles, tandis que le corps-sujet inclut le corps subjectif vécu par l'individu et la dimension du sujet dans son action.",0
OIC-019-01-A,Quelles sont les quatre logiques de protection sociale?,La sécurité sociale est une logique d'assurance obligatoire.,L'assistance sociale est une logique de solidarité entre les individus.,La protection universelle couvre certaines catégories de dépenses pour tous les individus.,La prévoyance individuelle ou collective repose sur l'assurance privée et la mutualisation des risques.,Toutes les réponses sont correctes.,0
OIC-019-03-B,Quel est le poids des prestations vieillesse et santé dans le Produit Intérieur Brut de la France en 2020 ?,30%,35%,40%,45%,b,0
OIC-019-04-B,Quelles sont les sources de financement de la protection sociale ?,Cotisations sociales,Impôts et taxes affectés,Contributions publiques de l'État,Autres,Toutes les options sont correctes,0
OIC-019-06-B,La loi de financement de la Sécurité Sociale (LFSS) est votée chaque année par le parlement.,Vrai,Faux,Peut-être,Je ne sais pas,Vrai,0
OIC-019-07-B,Quel est le rôle de l’Objectif national des dépenses d’Assurance maladie (ONDAM) ? ,Il sert à fixer les dépenses annuelles de l'assurance maladie.,Il régule les dépenses de soins de ville et d'hospitalisation dans les établissements privés ou publics.,Il est fixé par le gouvernement chaque année pour les dépenses de l'assurance maladie en France.,Toutes ces réponses sont correctes.,B,0
OIC-019-08-A,Quels sont les différents régimes de sécurité sociale?,Le régime général et le régime agricole,"Le régime général, le régime des fonctionnaires et le régime spécial des mines","Le régime général, le régime spécial des marins français et le régime de la fonction publique","Le régime général, le régime agricole et le régime spécial des mineurs",Le régime général et le régime agricole,0
OIC-020-05-B,Quelle est la définition des hypothèses de recherche ?,Les hypothèses de recherche sont les objectifs à atteindre au travers d'une étude.,Les hypothèses de recherche sont les résultats que l'on espère obtenir au terme d'une étude.,Les hypothèses de recherche sont les facteurs qui influencent la puissance d'une étude.,Les hypothèses de recherche sont les calculs pour déterminer le nombre de sujets nécessaires à l'étude.,Les hypothèses de recherche sont les objectifs à atteindre au travers d'une étude.,0
OIC-020-09-B,"Parmi toutes les données recueillies, il faut isoler précisément :",Le critère de jugement principal.,Des critères de jugement secondaires.,Un ou plusieurs facteurs d’exposition.,Des variables d’ajustement.,Le critère de jugement principal.,0
OIC-020-10-B,Quelle est la définition des probabilités dans le contexte de la recherche en santé?,Les probabilités sont les chances que quelque chose arrive.,Les probabilités sont les nombres qui représentent la fréquence d'apparition d'un événement.,Les probabilités sont des lois statistiques utilisées pour prédire l'avenir.,Les probabilités sont les variables aléatoires dont on ne peut pas prédire la valeur.,Les probabilités modélisent des phénomènes aléatoires dont les issues possibles sont connues mais dont on ne peut prédire la valeur car leur réalisation est incertaine.,0
OIC-020-13-B,Quelle est la courbe représentant les données de survie?,A,B,C,D,A,0
OIC-020-18-A,Quels sont les principaux types d'études observationnelles utilisés en santé publique?,Enquête de cohorte,Enquête cas-témoins,Enquête transversale,Cas clinique,Enquête de cohorte,0
OIC-020-19-B,Quelle est la différence entre une étude cas-cohorte et une étude cas-témoins nichée?,"Une étude cas-cohorte compare les cas avec des non-cas tirés au sort parmi une cohorte, tandis qu'une étude cas-témoins nichée compare les cas avec des témoins choisis parmi une cohorte déjà constituée.","Une étude cas-cohorte inclut des cas et des non-cas tirés au sort de la même population, tandis qu'une étude cas-témoins nichée inclut des cas et des témoins choisis parmi une cohorte déjà constituée.","Une étude cas-cohorte compare les cas avec des non-cas tirés au sort dans une cohorte, tandis qu'une étude cas-témoins nichée compare les cas avec des témoins choisis parmi une population générale.","Une étude cas-cohorte inclut des cas et des non-cas tirés au sort de la même population, tandis qu'une étude cas-témoins nichée inclut des cas et des témoins choisis parmi une cohorte déjà constituée.","Une étude cas-cohorte compare les cas avec des non-cas tirés au sort dans une cohorte, tandis qu'une étude cas-témoins nichée compare les cas avec des témoins choisis parmi une population générale.",0
OIC-020-24-A,Quels sont les facteurs qui influencent la puissance d'une étude ?,La taille de l'échantillon analysé N,La différence à détecter d,La variabilité des observations (variance),Le risque alpha,"La taille de l'échantillon analysé N, La différence à détecter d et Le risque alpha",0
OIC-020-32-B,Quelles sont les étapes du processus de publication d'un article scientifique?,"La recherche, la communication et la diffusion des résultats s'effectuent via la publication d’articles dans des revues spécialisées.",Le manuscrit est transmis à un comité de lecture pour évaluation par des pairs relecteurs.,Les revues prédatrices sont une escroquerie qui propose aux chercheurs de publier rapidement leurs travaux en accès libre moyennant des frais.,"Le processus de publication passe par un comité de lecture et les manuscrits peuvent être refusés, acceptés en l’état ou acceptés sous réserve de modifications.","La recherche, la communication et la diffusion des résultats s'effectuent via la publication d’articles dans des revues spécialisées. Le manuscrit est transmis à un comité de lecture pour évaluation par des pairs relecteurs. Les revues prédatrices sont une escroquerie qui propose aux chercheurs de publier rapidement leurs travaux en accès libre moyennant des frais. Le processus de publication passe par un comité de lecture et les manuscrits peuvent être refusés, acceptés en l’état ou acceptés sous réserve de modifications.",0
OIC-022-04-B,Quel est le nombre total de maladies rares recensées en France?,7000,350 millions,Plus de 3 millions,50% des patients n'ont pas de diagnostic précis,Plus de 3 millions,0
